date,APR El Sauce >> Pozo 1 >> Volumen Pozo 1(10939),APR El Sauce >> Filtro Arena Clorador >> Volumen(11057),APR El Sauce >> Estanque Chacabuquito >> Volumen(11198),APR El Sauce >> Estanque Las Patentes >> Volumen(11144),APR El Sauce >> Pozo 2 >> Volumen Pozo 2(10993)
2020-11-30 21:00:24-03:00,,,,66914.0,
2020-11-30 21:01:06-03:00,,,0.0,,
2020-11-30 21:01:10-03:00,,,,,237626.0
2020-11-30 21:03:29-03:00,0.0,,,,
2020-11-30 21:03:57-03:00,,228593.0,,,
2020-11-30 21:05:24-03:00,,,,66914.0,
2020-11-30 21:06:06-03:00,,,0.0,,
2020-11-30 21:06:11-03:00,,,,,237629.0
2020-11-30 21:08:30-03:00,0.0,,,,
2020-11-30 21:08:58-03:00,,228596.0,,,
2020-11-30 21:10:24-03:00,,,,66914.0,
2020-11-30 21:11:06-03:00,,,0.0,,
2020-11-30 21:11:11-03:00,,,,,237631.0
2020-11-30 21:13:30-03:00,0.0,,,,
2020-11-30 21:13:58-03:00,,228598.0,,,
2020-11-30 21:15:25-03:00,,,,66914.0,
2020-11-30 21:16:07-03:00,,,0.0,,
2020-11-30 21:16:11-03:00,,,,,237634.0
2020-11-30 21:18:30-03:00,0.0,,,,
2020-11-30 21:18:58-03:00,,228601.0,,,
2020-11-30 21:20:25-03:00,,,,66914.0,
2020-11-30 21:21:07-03:00,,,0.0,,
2020-11-30 21:21:12-03:00,,,,,237636.0
2020-11-30 21:23:31-03:00,0.0,,,,
2020-11-30 21:23:59-03:00,,228603.0,,,
2020-11-30 21:25:25-03:00,,,,66914.0,
2020-11-30 21:26:07-03:00,,,0.0,,
2020-11-30 21:26:12-03:00,,,,,237639.0
2020-11-30 21:28:31-03:00,0.0,,,,
2020-11-30 21:28:59-03:00,,228606.0,,,
2020-11-30 21:30:26-03:00,,,,66914.0,
2020-11-30 21:31:07-03:00,,,0.0,,
2020-11-30 21:31:12-03:00,,,,,237641.0
2020-11-30 21:33:31-03:00,0.0,,,,
2020-11-30 21:33:59-03:00,,228608.0,,,
2020-11-30 21:35:26-03:00,,,,66914.0,
2020-11-30 21:36:08-03:00,,,0.0,,
2020-11-30 21:36:13-03:00,,,,,237644.0
2020-11-30 21:38:32-03:00,0.0,,,,
2020-11-30 21:39:00-03:00,,228610.0,,,
2020-11-30 21:40:26-03:00,,,,66914.0,
2020-11-30 21:41:08-03:00,,,0.0,,
2020-11-30 21:41:13-03:00,,,,,237646.0
2020-11-30 21:43:32-03:00,0.0,,,,
2020-11-30 21:44:00-03:00,,228613.0,,,
2020-11-30 21:45:26-03:00,,,,66914.0,
2020-11-30 21:46:08-03:00,,,0.0,,
2020-11-30 21:46:13-03:00,,,,,237649.0
2020-11-30 21:48:32-03:00,0.0,,,,
2020-11-30 21:49:00-03:00,,228615.0,,,
2020-11-30 21:50:27-03:00,,,,66914.0,
2020-11-30 21:51:09-03:00,,,0.0,,
2020-11-30 21:51:13-03:00,,,,,237651.0
2020-11-30 21:53:33-03:00,0.0,,,,
2020-11-30 21:54:00-03:00,,228618.0,,,
2020-11-30 21:55:27-03:00,,,,66914.0,
2020-11-30 21:56:09-03:00,,,0.0,,
2020-11-30 21:56:14-03:00,,,,,237654.0
2020-11-30 21:58:33-03:00,0.0,,,,
2020-11-30 21:59:01-03:00,,228620.0,,,
2020-11-30 22:00:27-03:00,,,,66914.0,
2020-11-30 22:01:09-03:00,,,0.0,,
2020-11-30 22:01:14-03:00,,,,,237657.0
2020-11-30 22:03:33-03:00,0.0,,,,
2020-11-30 22:04:02-03:00,,228623.0,,,
2020-11-30 22:05:28-03:00,,,,66914.0,
2020-11-30 22:06:10-03:00,,,0.0,,
2020-11-30 22:06:14-03:00,,,,,237659.0
2020-11-30 22:08:34-03:00,0.0,,,,
2020-11-30 22:09:02-03:00,,228625.0,,,
2020-11-30 22:10:28-03:00,,,,66914.0,
2020-11-30 22:11:10-03:00,,,0.0,,
2020-11-30 22:11:15-03:00,,,,,237662.0
2020-11-30 22:13:34-03:00,0.0,,,,
2020-11-30 22:14:02-03:00,,228628.0,,,
2020-11-30 22:15:28-03:00,,,,66914.0,
2020-11-30 22:16:11-03:00,,,0.0,,
2020-11-30 22:16:15-03:00,,,,,237664.0
2020-11-30 22:18:34-03:00,0.0,,,,
2020-11-30 22:19:03-03:00,,228630.0,,,
2020-11-30 22:20:29-03:00,,,,66914.0,
2020-11-30 22:21:11-03:00,,,0.0,,
2020-11-30 22:21:15-03:00,,,,,237667.0
2020-11-30 22:23:35-03:00,0.0,,,,
2020-11-30 22:24:03-03:00,,228633.0,,,
2020-11-30 22:24:43-03:00,,,,66914.0,
2020-11-30 22:26:11-03:00,,,0.0,,
2020-11-30 22:26:16-03:00,,,,,237669.0
2020-11-30 22:28:35-03:00,0.0,,,,
2020-11-30 22:29:03-03:00,,228635.0,,,
2020-11-30 22:29:43-03:00,,,,66914.0,
2020-11-30 22:31:12-03:00,,,0.0,,
2020-11-30 22:31:16-03:00,,,,,237672.0
2020-11-30 22:33:35-03:00,0.0,,,,
2020-11-30 22:34:04-03:00,,228638.0,,,
2020-11-30 22:34:44-03:00,,,,66914.0,
2020-11-30 22:36:12-03:00,,,0.0,,
2020-11-30 22:36:16-03:00,,,,,237674.0
2020-11-30 22:38:36-03:00,0.0,,,,
2020-11-30 22:39:04-03:00,,228640.0,,,
2020-11-30 22:39:44-03:00,,,,66914.0,
2020-11-30 22:41:12-03:00,,,0.0,,
2020-11-30 22:41:17-03:00,,,,,237677.0
2020-11-30 22:43:36-03:00,0.0,,,,
2020-11-30 22:44:04-03:00,,228643.0,,,
2020-11-30 22:44:44-03:00,,,,66914.0,
2020-11-30 22:46:12-03:00,,,0.0,,
2020-11-30 22:46:17-03:00,,,,,237679.0
2020-11-30 22:48:36-03:00,0.0,,,,
2020-11-30 22:49:04-03:00,,228645.0,,,
2020-11-30 22:49:45-03:00,,,,66915.0,
2020-11-30 22:51:13-03:00,,,0.0,,
2020-11-30 22:51:17-03:00,,,,,237682.0
2020-11-30 22:53:37-03:00,0.0,,,,
2020-11-30 22:54:05-03:00,,228648.0,,,
2020-11-30 22:54:45-03:00,,,,66916.0,
2020-11-30 22:56:13-03:00,,,0.0,,
2020-11-30 22:56:18-03:00,,,,,237684.0
2020-11-30 22:58:37-03:00,0.0,,,,
2020-11-30 22:59:05-03:00,,228650.0,,,
2020-11-30 22:59:45-03:00,,,,66918.0,
2020-11-30 23:01:13-03:00,,,0.0,,
2020-11-30 23:01:18-03:00,,,,,237687.0
2020-11-30 23:03:37-03:00,0.0,,,,
2020-11-30 23:04:05-03:00,,228653.0,,,
2020-11-30 23:04:45-03:00,,,,66920.0,
2020-11-30 23:06:14-03:00,,,0.0,,
2020-11-30 23:06:18-03:00,,,,,237690.0
2020-11-30 23:08:38-03:00,0.0,,,,
2020-11-30 23:09:06-03:00,,228655.0,,,
2020-11-30 23:09:46-03:00,,,,66921.0,
2020-11-30 23:11:14-03:00,,,0.0,,
2020-11-30 23:11:19-03:00,,,,,237692.0
2020-11-30 23:13:38-03:00,0.0,,,,
2020-11-30 23:14:06-03:00,,228658.0,,,
2020-11-30 23:14:46-03:00,,,,66923.0,
2020-11-30 23:16:14-03:00,,,0.0,,
2020-11-30 23:16:19-03:00,,,,,237695.0
2020-11-30 23:18:38-03:00,0.0,,,,
2020-11-30 23:19:06-03:00,,228660.0,,,
2020-11-30 23:19:46-03:00,,,,66923.0,
2020-11-30 23:21:15-03:00,,,0.0,,
2020-11-30 23:21:19-03:00,,,,,237697.0
2020-11-30 23:23:39-03:00,0.0,,,,
2020-11-30 23:24:07-03:00,,228663.0,,,
2020-11-30 23:24:47-03:00,,,,66923.0,
2020-11-30 23:26:15-03:00,,,0.0,,
2020-11-30 23:26:19-03:00,,,,,237700.0
2020-11-30 23:28:39-03:00,0.0,,,,
2020-11-30 23:29:07-03:00,,228665.0,,,
2020-11-30 23:29:47-03:00,,,,66925.0,
2020-11-30 23:31:15-03:00,,,0.0,,
2020-11-30 23:31:20-03:00,,,,,237702.0
2020-11-30 23:33:39-03:00,0.0,,,,
2020-11-30 23:34:07-03:00,,228668.0,,,
2020-11-30 23:34:47-03:00,,,,66926.0,
2020-11-30 23:36:16-03:00,,,0.0,,
2020-11-30 23:36:20-03:00,,,,,237705.0
2020-11-30 23:38:40-03:00,0.0,,,,
2020-11-30 23:39:08-03:00,,228670.0,,,
2020-11-30 23:39:48-03:00,,,,66928.0,
2020-11-30 23:41:16-03:00,,,0.0,,
2020-11-30 23:41:20-03:00,,,,,237707.0
2020-11-30 23:43:40-03:00,0.0,,,,
2020-11-30 23:44:08-03:00,,228673.0,,,
2020-11-30 23:44:48-03:00,,,,66929.0,
2020-11-30 23:46:16-03:00,,,0.0,,
2020-11-30 23:46:21-03:00,,,,,237710.0
2020-11-30 23:48:40-03:00,0.0,,,,
2020-11-30 23:49:08-03:00,,228675.0,,,
2020-11-30 23:49:48-03:00,,,,66931.0,
2020-11-30 23:51:17-03:00,,,0.0,,
2020-11-30 23:51:21-03:00,,,,,237713.0
2020-11-30 23:53:41-03:00,0.0,,,,
2020-11-30 23:54:09-03:00,,228678.0,,,
2020-11-30 23:54:49-03:00,,,,66932.0,
2020-11-30 23:56:17-03:00,,,0.0,,
2020-11-30 23:56:21-03:00,,,,,237715.0
2020-11-30 23:58:41-03:00,0.0,,,,
2020-11-30 23:59:09-03:00,,228680.0,,,
2020-11-30 23:59:49-03:00,,,,66934.0,
2020-12-01 00:01:17-03:00,,,0.0,,
2020-12-01 00:01:22-03:00,,,,,237718.0
2020-12-01 00:03:41-03:00,0.0,,,,
2020-12-01 00:04:09-03:00,,228683.0,,,
2020-12-01 00:04:49-03:00,,,,66934.0,
2020-12-01 00:06:18-03:00,,,0.0,,
2020-12-01 00:06:23-03:00,,,,,237720.0
2020-12-01 00:08:42-03:00,0.0,,,,
2020-12-01 00:09:10-03:00,,228685.0,,,
2020-12-01 00:09:50-03:00,,,,66934.0,
2020-12-01 00:11:18-03:00,,,0.0,,
2020-12-01 00:11:23-03:00,,,,,237723.0
2020-12-01 00:13:42-03:00,0.0,,,,
2020-12-01 00:14:10-03:00,,228688.0,,,
2020-12-01 00:14:50-03:00,,,,66936.0,
2020-12-01 00:16:19-03:00,,,0.0,,
2020-12-01 00:16:23-03:00,,,,,237725.0
2020-12-01 00:18:42-03:00,0.0,,,,
2020-12-01 00:19:10-03:00,,228690.0,,,
2020-12-01 00:19:50-03:00,,,,66938.0,
2020-12-01 00:21:19-03:00,,,0.0,,
2020-12-01 00:21:24-03:00,,,,,237728.0
2020-12-01 00:23:43-03:00,0.0,,,,
2020-12-01 00:24:10-03:00,,228693.0,,,
2020-12-01 00:24:51-03:00,,,,66939.0,
2020-12-01 00:26:19-03:00,,,0.0,,
2020-12-01 00:26:24-03:00,,,,,237731.0
2020-12-01 00:28:43-03:00,0.0,,,,
2020-12-01 00:29:11-03:00,,228695.0,,,
2020-12-01 00:29:51-03:00,,,,66941.0,
2020-12-01 00:31:20-03:00,,,0.0,,
2020-12-01 00:31:24-03:00,,,,,237733.0
2020-12-01 00:33:43-03:00,0.0,,,,
2020-12-01 00:34:11-03:00,,228698.0,,,
2020-12-01 00:34:51-03:00,,,,66942.0,
2020-12-01 00:36:20-03:00,,,0.0,,
2020-12-01 00:36:24-03:00,,,,,237736.0
2020-12-01 00:38:44-03:00,0.0,,,,
2020-12-01 00:39:11-03:00,,228700.0,,,
2020-12-01 00:39:52-03:00,,,,66944.0,
2020-12-01 00:41:20-03:00,,,0.0,,
2020-12-01 00:41:25-03:00,,,,,237738.0
2020-12-01 00:43:44-03:00,0.0,,,,
2020-12-01 00:44:12-03:00,,228703.0,,,
2020-12-01 00:44:52-03:00,,,,66945.0,
2020-12-01 00:46:21-03:00,,,0.0,,
2020-12-01 00:46:25-03:00,,,,,237741.0
2020-12-01 00:48:44-03:00,0.0,,,,
2020-12-01 00:49:12-03:00,,228705.0,,,
2020-12-01 00:49:52-03:00,,,,66947.0,
2020-12-01 00:51:21-03:00,,,0.0,,
2020-12-01 00:51:25-03:00,,,,,237743.0
2020-12-01 00:53:44-03:00,0.0,,,,
2020-12-01 00:54:12-03:00,,228708.0,,,
2020-12-01 00:54:52-03:00,,,,66948.0,
2020-12-01 00:56:21-03:00,,,0.0,,
2020-12-01 00:56:26-03:00,,,,,237746.0
2020-12-01 00:58:45-03:00,0.0,,,,
2020-12-01 00:59:13-03:00,,228710.0,,,
2020-12-01 00:59:53-03:00,,,,66950.0,
2020-12-01 01:01:21-03:00,,,0.0,,
2020-12-01 01:01:26-03:00,,,,,237749.0
2020-12-01 01:03:45-03:00,0.0,,,,
2020-12-01 01:04:13-03:00,,228713.0,,,
2020-12-01 01:04:53-03:00,,,,66951.0,
2020-12-01 01:06:22-03:00,,,0.0,,
2020-12-01 01:06:26-03:00,,,,,237751.0
2020-12-01 01:08:45-03:00,0.0,,,,
2020-12-01 01:09:13-03:00,,228715.0,,,
2020-12-01 01:09:53-03:00,,,,66952.0,
2020-12-01 01:11:22-03:00,,,0.0,,
2020-12-01 01:11:27-03:00,,,,,237754.0
2020-12-01 01:13:46-03:00,0.0,,,,
2020-12-01 01:14:14-03:00,,228718.0,,,
2020-12-01 01:14:54-03:00,,,,66952.0,
2020-12-01 01:16:22-03:00,,,0.0,,
2020-12-01 01:16:27-03:00,,,,,237756.0
2020-12-01 01:18:46-03:00,0.0,,,,
2020-12-01 01:19:14-03:00,,228720.0,,,
2020-12-01 01:19:54-03:00,,,,66953.0,
2020-12-01 01:21:23-03:00,,,0.0,,
2020-12-01 01:21:27-03:00,,,,,237759.0
2020-12-01 01:23:46-03:00,0.0,,,,
2020-12-01 01:24:14-03:00,,228723.0,,,
2020-12-01 01:24:54-03:00,,,,66955.0,
2020-12-01 01:26:23-03:00,,,0.0,,
2020-12-01 01:26:28-03:00,,,,,237761.0
2020-12-01 01:28:47-03:00,0.0,,,,
2020-12-01 01:29:15-03:00,,228725.0,,,
2020-12-01 01:29:55-03:00,,,,66956.0,
2020-12-01 01:31:23-03:00,,,0.0,,
2020-12-01 01:31:28-03:00,,,,,237764.0
2020-12-01 01:33:47-03:00,0.0,,,,
2020-12-01 01:34:15-03:00,,228728.0,,,
2020-12-01 01:34:55-03:00,,,,66958.0,
2020-12-01 01:36:24-03:00,,,0.0,,
2020-12-01 01:36:28-03:00,,,,,237767.0
2020-12-01 01:38:47-03:00,0.0,,,,
2020-12-01 01:39:15-03:00,,228730.0,,,
2020-12-01 01:39:55-03:00,,,,66959.0,
2020-12-01 01:41:24-03:00,,,0.0,,
2020-12-01 01:41:29-03:00,,,,,237769.0
2020-12-01 01:43:48-03:00,0.0,,,,
2020-12-01 01:44:15-03:00,,228733.0,,,
2020-12-01 01:44:56-03:00,,,,66961.0,
2020-12-01 01:46:24-03:00,,,0.0,,
2020-12-01 01:46:29-03:00,,,,,237772.0
2020-12-01 01:48:48-03:00,0.0,,,,
2020-12-01 01:49:16-03:00,,228735.0,,,
2020-12-01 01:49:56-03:00,,,,66963.0,
2020-12-01 01:51:25-03:00,,,0.0,,
2020-12-01 01:51:29-03:00,,,,,237774.0
2020-12-01 01:53:48-03:00,0.0,,,,
2020-12-01 01:54:16-03:00,,228738.0,,,
2020-12-01 01:54:56-03:00,,,,66964.0,
2020-12-01 01:56:25-03:00,,,0.0,,
2020-12-01 01:56:30-03:00,,,,,237777.0
2020-12-01 01:58:49-03:00,0.0,,,,
2020-12-01 01:59:16-03:00,,228740.0,,,
2020-12-01 01:59:57-03:00,,,,66966.0,
2020-12-01 02:01:25-03:00,,,0.0,,
2020-12-01 02:01:30-03:00,,,,,237779.0
2020-12-01 02:03:50-03:00,0.0,,,,
2020-12-01 02:04:17-03:00,,228743.0,,,
2020-12-01 02:04:57-03:00,,,,66967.0,
2020-12-01 02:06:26-03:00,,,0.0,,
2020-12-01 02:06:30-03:00,,,,,237782.0
2020-12-01 02:08:50-03:00,0.0,,,,
2020-12-01 02:09:17-03:00,,228745.0,,,
2020-12-01 02:09:57-03:00,,,,66969.0,
2020-12-01 02:11:26-03:00,,,0.0,,
2020-12-01 02:11:31-03:00,,,,,237784.0
2020-12-01 02:13:50-03:00,0.0,,,,
2020-12-01 02:14:17-03:00,,228748.0,,,
2020-12-01 02:14:58-03:00,,,,66970.0,
2020-12-01 02:16:26-03:00,,,0.0,,
2020-12-01 02:16:31-03:00,,,,,237787.0
2020-12-01 02:18:50-03:00,0.0,,,,
2020-12-01 02:19:18-03:00,,228750.0,,,
2020-12-01 02:19:58-03:00,,,,66972.0,
2020-12-01 02:21:27-03:00,,,0.0,,
2020-12-01 02:21:31-03:00,,,,,237790.0
2020-12-01 02:23:51-03:00,0.0,,,,
2020-12-01 02:24:18-03:00,,228753.0,,,
2020-12-01 02:24:58-03:00,,,,66973.0,
2020-12-01 02:26:27-03:00,,,0.0,,
2020-12-01 02:26:32-03:00,,,,,237792.0
2020-12-01 02:28:51-03:00,0.0,,,,
2020-12-01 02:29:18-03:00,,228755.0,,,
2020-12-01 02:29:59-03:00,,,,66975.0,
2020-12-01 02:31:27-03:00,,,0.0,,
2020-12-01 02:31:32-03:00,,,,,237795.0
2020-12-01 02:33:51-03:00,0.0,,,,
2020-12-01 02:34:19-03:00,,228758.0,,,
2020-12-01 02:34:59-03:00,,,,66976.0,
2020-12-01 02:36:28-03:00,,,0.0,,
2020-12-01 02:36:32-03:00,,,,,237797.0
2020-12-01 02:38:52-03:00,0.0,,,,
2020-12-01 02:39:19-03:00,,228760.0,,,
2020-12-01 02:39:59-03:00,,,,66978.0,
2020-12-01 02:41:28-03:00,,,0.0,,
2020-12-01 02:41:32-03:00,,,,,237800.0
2020-12-01 02:43:52-03:00,0.0,,,,
2020-12-01 02:44:19-03:00,,228763.0,,,
2020-12-01 02:44:59-03:00,,,,66979.0,
2020-12-01 02:46:28-03:00,,,0.0,,
2020-12-01 02:46:33-03:00,,,,,237802.0
2020-12-01 02:48:52-03:00,0.0,,,,
2020-12-01 02:49:20-03:00,,228765.0,,,
2020-12-01 02:50:00-03:00,,,,66979.0,
2020-12-01 02:51:29-03:00,,,0.0,,
2020-12-01 02:51:33-03:00,,,,,237805.0
2020-12-01 02:53:53-03:00,0.0,,,,
2020-12-01 02:54:20-03:00,,228768.0,,,
2020-12-01 02:55:00-03:00,,,,66980.0,
2020-12-01 02:56:29-03:00,,,0.0,,
2020-12-01 02:56:33-03:00,,,,,237807.0
2020-12-01 02:58:53-03:00,0.0,,,,
2020-12-01 02:59:20-03:00,,228770.0,,,
2020-12-01 03:00:00-03:00,,,,66981.0,
2020-12-01 03:01:29-03:00,,,0.0,,
2020-12-01 03:01:34-03:00,,,,,237810.0
2020-12-01 03:03:53-03:00,0.0,,,,
2020-12-01 03:04:21-03:00,,228773.0,,,
2020-12-01 03:05:01-03:00,,,,66983.0,
2020-12-01 03:06:29-03:00,,,0.0,,
2020-12-01 03:06:34-03:00,,,,,237813.0
2020-12-01 03:08:54-03:00,0.0,,,,
2020-12-01 03:09:21-03:00,,228775.0,,,
2020-12-01 03:10:01-03:00,,,,66984.0,
2020-12-01 03:11:30-03:00,,,0.0,,
2020-12-01 03:11:34-03:00,,,,,237815.0
2020-12-01 03:13:54-03:00,0.0,,,,
2020-12-01 03:14:21-03:00,,228778.0,,,
2020-12-01 03:15:01-03:00,,,,66986.0,
2020-12-01 03:16:30-03:00,,,0.0,,
2020-12-01 03:16:35-03:00,,,,,237818.0
2020-12-01 03:18:54-03:00,0.0,,,,
2020-12-01 03:19:21-03:00,,228780.0,,,
2020-12-01 03:20:02-03:00,,,,66987.0,
2020-12-01 03:21:30-03:00,,,0.0,,
2020-12-01 03:21:35-03:00,,,,,237820.0
2020-12-01 03:23:55-03:00,0.0,,,,
2020-12-01 03:24:22-03:00,,228783.0,,,
2020-12-01 03:25:02-03:00,,,,66989.0,
2020-12-01 03:26:31-03:00,,,0.0,,
2020-12-01 03:26:35-03:00,,,,,237823.0
2020-12-01 03:28:55-03:00,0.0,,,,
2020-12-01 03:29:22-03:00,,228785.0,,,
2020-12-01 03:30:02-03:00,,,,66989.0,
2020-12-01 03:31:31-03:00,,,0.0,,
2020-12-01 03:31:36-03:00,,,,,237825.0
2020-12-01 03:33:55-03:00,0.0,,,,
2020-12-01 03:34:22-03:00,,228788.0,,,
2020-12-01 03:35:03-03:00,,,,66989.0,
2020-12-01 03:36:31-03:00,,,0.0,,
2020-12-01 03:36:36-03:00,,,,,237828.0
2020-12-01 03:38:56-03:00,0.0,,,,
2020-12-01 03:39:23-03:00,,228790.0,,,
2020-12-01 03:40:03-03:00,,,,66989.0,
2020-12-01 03:41:32-03:00,,,0.0,,
2020-12-01 03:41:36-03:00,,,,,237830.0
2020-12-01 03:43:56-03:00,0.0,,,,
2020-12-01 03:44:23-03:00,,228793.0,,,
2020-12-01 03:45:03-03:00,,,,66989.0,
2020-12-01 03:46:32-03:00,,,0.0,,
2020-12-01 03:46:37-03:00,,,,,237833.0
2020-12-01 03:48:56-03:00,0.0,,,,
2020-12-01 03:49:23-03:00,,228795.0,,,
2020-12-01 03:50:04-03:00,,,,66989.0,
2020-12-01 03:51:32-03:00,,,0.0,,
2020-12-01 03:51:37-03:00,,,,,237835.0
2020-12-01 03:53:56-03:00,0.0,,,,
2020-12-01 03:54:24-03:00,,228798.0,,,
2020-12-01 03:55:04-03:00,,,,66989.0,
2020-12-01 03:56:33-03:00,,,0.0,,
2020-12-01 03:56:37-03:00,,,,,237838.0
2020-12-01 03:58:57-03:00,0.0,,,,
2020-12-01 03:59:24-03:00,,228800.0,,,
2020-12-01 04:00:04-03:00,,,,66989.0,
2020-12-01 04:01:33-03:00,,,0.0,,
2020-12-01 04:01:37-03:00,,,,,237841.0
2020-12-01 04:03:57-03:00,0.0,,,,
2020-12-01 04:04:25-03:00,,228803.0,,,
2020-12-01 04:05:04-03:00,,,,66989.0,
2020-12-01 04:06:33-03:00,,,0.0,,
2020-12-01 04:06:39-03:00,,,,,237843.0
2020-12-01 04:08:58-03:00,0.0,,,,
2020-12-01 04:09:25-03:00,,228805.0,,,
2020-12-01 04:10:05-03:00,,,,66989.0,
2020-12-01 04:11:34-03:00,,,0.0,,
2020-12-01 04:11:39-03:00,,,,,237846.0
2020-12-01 04:13:58-03:00,0.0,,,,
2020-12-01 04:14:25-03:00,,228808.0,,,
2020-12-01 04:15:05-03:00,,,,66989.0,
2020-12-01 04:16:34-03:00,,,0.0,,
2020-12-01 04:16:39-03:00,,,,,237848.0
2020-12-01 04:18:58-03:00,0.0,,,,
2020-12-01 04:19:25-03:00,,228810.0,,,
2020-12-01 04:20:05-03:00,,,,66989.0,
2020-12-01 04:21:34-03:00,,,0.0,,
2020-12-01 04:21:40-03:00,,,,,237851.0
2020-12-01 04:23:58-03:00,0.0,,,,
2020-12-01 04:24:26-03:00,,228813.0,,,
2020-12-01 04:25:06-03:00,,,,66989.0,
2020-12-01 04:26:34-03:00,,,0.0,,
2020-12-01 04:26:40-03:00,,,,,237853.0
2020-12-01 04:28:59-03:00,0.0,,,,
2020-12-01 04:29:26-03:00,,228815.0,,,
2020-12-01 04:30:06-03:00,,,,66989.0,
2020-12-01 04:31:35-03:00,,,0.0,,
2020-12-01 04:31:40-03:00,,,,,237856.0
2020-12-01 04:33:59-03:00,0.0,,,,
2020-12-01 04:34:26-03:00,,228818.0,,,
2020-12-01 04:35:06-03:00,,,,66989.0,
2020-12-01 04:36:35-03:00,,,0.0,,
2020-12-01 04:36:41-03:00,,,,,237858.0
2020-12-01 04:38:59-03:00,0.0,,,,
2020-12-01 04:39:27-03:00,,228820.0,,,
2020-12-01 04:40:07-03:00,,,,66989.0,
2020-12-01 04:41:35-03:00,,,0.0,,
2020-12-01 04:41:41-03:00,,,,,237861.0
2020-12-01 04:44:00-03:00,0.0,,,,
2020-12-01 04:44:27-03:00,,228823.0,,,
2020-12-01 04:45:07-03:00,,,,66989.0,
2020-12-01 04:46:36-03:00,,,0.0,,
2020-12-01 04:46:41-03:00,,,,,237863.0
2020-12-01 04:49:00-03:00,0.0,,,,
2020-12-01 04:49:27-03:00,,228825.0,,,
2020-12-01 04:50:07-03:00,,,,66989.0,
2020-12-01 04:51:36-03:00,,,0.0,,
2020-12-01 04:51:42-03:00,,,,,237866.0
2020-12-01 04:54:00-03:00,0.0,,,,
2020-12-01 04:54:28-03:00,,228828.0,,,
2020-12-01 04:55:08-03:00,,,,66989.0,
2020-12-01 04:56:36-03:00,,,0.0,,
2020-12-01 04:56:42-03:00,,,,,237868.0
2020-12-01 04:59:01-03:00,0.0,,,,
2020-12-01 04:59:28-03:00,,228830.0,,,
2020-12-01 05:00:08-03:00,,,,66989.0,
2020-12-01 05:01:37-03:00,,,0.0,,
2020-12-01 05:01:42-03:00,,,,,237871.0
2020-12-01 05:04:01-03:00,0.0,,,,
2020-12-01 05:04:28-03:00,,228832.0,,,
2020-12-01 05:05:08-03:00,,,,66989.0,
2020-12-01 05:06:37-03:00,,,0.0,,
2020-12-01 05:06:43-03:00,,,,,237874.0
2020-12-01 05:09:01-03:00,0.0,,,,
2020-12-01 05:09:29-03:00,,228835.0,,,
2020-12-01 05:10:08-03:00,,,,66989.0,
2020-12-01 05:11:37-03:00,,,0.0,,
2020-12-01 05:11:43-03:00,,,,,237876.0
2020-12-01 05:14:02-03:00,0.0,,,,
2020-12-01 05:14:29-03:00,,228837.0,,,
2020-12-01 05:15:09-03:00,,,,66990.0,
2020-12-01 05:16:38-03:00,,,0.0,,
2020-12-01 05:16:43-03:00,,,,,237879.0
2020-12-01 05:19:02-03:00,0.0,,,,
2020-12-01 05:19:29-03:00,,228840.0,,,
2020-12-01 05:20:09-03:00,,,,66992.0,
2020-12-01 05:21:38-03:00,,,0.0,,
2020-12-01 05:21:43-03:00,,,,,237881.0
2020-12-01 05:24:02-03:00,0.0,,,,
2020-12-01 05:24:30-03:00,,228842.0,,,
2020-12-01 05:25:09-03:00,,,,66993.0,
2020-12-01 05:26:38-03:00,,,0.0,,
2020-12-01 05:26:44-03:00,,,,,237884.0
2020-12-01 05:29:03-03:00,0.0,,,,
2020-12-01 05:29:30-03:00,,228845.0,,,
2020-12-01 05:30:10-03:00,,,,66995.0,
2020-12-01 05:31:39-03:00,,,0.0,,
2020-12-01 05:31:44-03:00,,,,,237886.0
2020-12-01 05:34:03-03:00,0.0,,,,
2020-12-01 05:34:30-03:00,,228847.0,,,
2020-12-01 05:35:10-03:00,,,,66996.0,
2020-12-01 05:36:39-03:00,,,0.0,,
2020-12-01 05:36:44-03:00,,,,,237889.0
2020-12-01 05:39:03-03:00,0.0,,,,
2020-12-01 05:39:31-03:00,,228850.0,,,
2020-12-01 05:40:10-03:00,,,,66998.0,
2020-12-01 05:41:39-03:00,,,0.0,,
2020-12-01 05:41:45-03:00,,,,,237891.0
2020-12-01 05:44:04-03:00,0.0,,,,
2020-12-01 05:44:31-03:00,,228852.0,,,
2020-12-01 05:45:11-03:00,,,,66999.0,
2020-12-01 05:46:39-03:00,,,0.0,,
2020-12-01 05:46:45-03:00,,,,,237894.0
2020-12-01 05:49:04-03:00,0.0,,,,
2020-12-01 05:49:31-03:00,,228855.0,,,
2020-12-01 05:50:11-03:00,,,,67001.0,
2020-12-01 05:51:40-03:00,,,0.0,,
2020-12-01 05:51:45-03:00,,,,,237896.0
2020-12-01 05:54:04-03:00,0.0,,,,
2020-12-01 05:54:31-03:00,,228857.0,,,
2020-12-01 05:55:11-03:00,,,,67002.0,
2020-12-01 05:56:40-03:00,,,0.0,,
2020-12-01 05:56:46-03:00,,,,,237899.0
2020-12-01 05:59:05-03:00,0.0,,,,
2020-12-01 05:59:32-03:00,,228860.0,,,
