date,APR El Sauce >> Pozo 1 >> Volumen Pozo 1(10939),APR El Sauce >> Filtro Arena Clorador >> Volumen(11057),APR El Sauce >> Estanque Chacabuquito >> Volumen(11198),APR El Sauce >> Estanque Las Patentes >> Volumen(11144),APR El Sauce >> Pozo 2 >> Volumen Pozo 2(10993)
2020-12-16 04:13:14-03:00,,,,,248936.0
2020-12-16 04:13:25-03:00,,,,69925.0,
2020-12-16 04:15:01-03:00,,239466.0,,,
2020-12-16 04:15:59-03:00,0.0,,,,
2020-12-16 04:16:16-03:00,,,0.0,,
2020-12-16 04:18:14-03:00,,,,,248938.0
2020-12-16 04:18:25-03:00,,,,69927.0,
2020-12-16 04:20:01-03:00,,239468.0,,,
2020-12-16 04:21:00-03:00,0.0,,,,
2020-12-16 04:21:17-03:00,,,0.0,,
2020-12-16 04:23:15-03:00,,,,,248941.0
2020-12-16 04:23:25-03:00,,,,69928.0,
2020-12-16 04:25:01-03:00,,239471.0,,,
2020-12-16 04:26:00-03:00,0.0,,,,
2020-12-16 04:26:17-03:00,,,0.0,,
2020-12-16 04:28:15-03:00,,,,,248943.0
2020-12-16 04:28:26-03:00,,,,69930.0,
2020-12-16 04:30:02-03:00,,239473.0,,,
2020-12-16 04:31:00-03:00,0.0,,,,
2020-12-16 04:31:17-03:00,,,0.0,,
2020-12-16 04:33:15-03:00,,,,,248946.0
2020-12-16 04:33:26-03:00,,,,69931.0,
2020-12-16 04:35:02-03:00,,239476.0,,,
2020-12-16 04:36:01-03:00,0.0,,,,
2020-12-16 04:36:18-03:00,,,0.0,,
2020-12-16 04:38:16-03:00,,,,,248949.0
2020-12-16 04:38:26-03:00,,,,69932.0,
2020-12-16 04:40:02-03:00,,239478.0,,,
2020-12-16 04:41:01-03:00,0.0,,,,
2020-12-16 04:41:18-03:00,,,0.0,,
2020-12-16 04:43:16-03:00,,,,,248951.0
2020-12-16 04:43:27-03:00,,,,69932.0,
2020-12-16 04:45:02-03:00,,239481.0,,,
2020-12-16 04:46:01-03:00,0.0,,,,
2020-12-16 04:46:18-03:00,,,0.0,,
2020-12-16 04:48:16-03:00,,,,,248954.0
2020-12-16 04:48:27-03:00,,,,69934.0,
2020-12-16 04:50:03-03:00,,239483.0,,,
2020-12-16 04:51:02-03:00,0.0,,,,
2020-12-16 04:51:19-03:00,,,0.0,,
2020-12-16 04:53:17-03:00,,,,,248956.0
2020-12-16 04:53:27-03:00,,,,69935.0,
2020-12-16 04:55:03-03:00,,239486.0,,,
2020-12-16 04:56:02-03:00,0.0,,,,
2020-12-16 04:56:19-03:00,,,0.0,,
2020-12-16 04:58:17-03:00,,,,,248959.0
2020-12-16 04:58:28-03:00,,,,69937.0,
2020-12-16 05:00:03-03:00,,239488.0,,,
2020-12-16 05:01:02-03:00,0.0,,,,
2020-12-16 05:01:19-03:00,,,0.0,,
2020-12-16 05:03:17-03:00,,,,,248962.0
2020-12-16 05:03:28-03:00,,,,69938.0,
2020-12-16 05:05:04-03:00,,239491.0,,,
2020-12-16 05:06:03-03:00,0.0,,,,
2020-12-16 05:06:20-03:00,,,0.0,,
2020-12-16 05:08:17-03:00,,,,,248964.0
2020-12-16 05:08:28-03:00,,,,69940.0,
2020-12-16 05:10:04-03:00,,239494.0,,,
2020-12-16 05:11:03-03:00,0.0,,,,
2020-12-16 05:11:20-03:00,,,0.0,,
2020-12-16 05:13:18-03:00,,,,,248967.0
2020-12-16 05:13:28-03:00,,,,69941.0,
2020-12-16 05:15:04-03:00,,239496.0,,,
2020-12-16 05:16:03-03:00,0.0,,,,
2020-12-16 05:16:20-03:00,,,0.0,,
2020-12-16 05:18:18-03:00,,,,,248969.0
2020-12-16 05:18:29-03:00,,,,69943.0,
2020-12-16 05:19:46-03:00,,,0.0,,
2020-12-16 05:20:05-03:00,,239499.0,,,
2020-12-16 05:20:52-03:00,,,,69943.0,
2020-12-16 05:21:04-03:00,0.0,,,,
2020-12-16 05:23:18-03:00,,,,,248972.0
2020-12-16 05:24:47-03:00,,,0.0,,
2020-12-16 05:25:05-03:00,,239501.0,,,
2020-12-16 05:25:52-03:00,,,,69944.0,
2020-12-16 05:26:04-03:00,0.0,,,,
2020-12-16 05:28:19-03:00,,,,,248975.0
2020-12-16 05:29:47-03:00,,,0.0,,
2020-12-16 05:30:05-03:00,,239504.0,,,
2020-12-16 05:30:53-03:00,,,,69944.0,
2020-12-16 05:31:04-03:00,0.0,,,,
2020-12-16 05:33:19-03:00,,,,,248977.0
2020-12-16 05:34:47-03:00,,,0.0,,
2020-12-16 05:35:06-03:00,,239506.0,,,
2020-12-16 05:35:53-03:00,,,,69944.0,
2020-12-16 05:36:05-03:00,0.0,,,,
2020-12-16 05:38:19-03:00,,,,,248980.0
2020-12-16 05:39:48-03:00,,,0.0,,
2020-12-16 05:40:06-03:00,,239509.0,,,
2020-12-16 05:40:53-03:00,,,,69944.0,
2020-12-16 05:41:05-03:00,0.0,,,,
2020-12-16 05:43:20-03:00,,,,,248982.0
2020-12-16 05:44:48-03:00,,,0.0,,
2020-12-16 05:45:06-03:00,,239511.0,,,
2020-12-16 05:45:53-03:00,,,,69944.0,
2020-12-16 05:46:05-03:00,0.0,,,,
2020-12-16 05:48:20-03:00,,,,,248985.0
2020-12-16 05:49:48-03:00,,,0.0,,
2020-12-16 05:50:08-03:00,,239514.0,,,
2020-12-16 05:50:54-03:00,,,,69944.0,
2020-12-16 05:51:05-03:00,0.0,,,,
2020-12-16 05:53:20-03:00,,,,,248988.0
2020-12-16 05:54:49-03:00,,,0.0,,
2020-12-16 05:55:08-03:00,,239516.0,,,
2020-12-16 05:55:54-03:00,,,,69944.0,
2020-12-16 05:56:06-03:00,0.0,,,,
2020-12-16 05:58:21-03:00,,,,,248990.0
2020-12-16 05:59:49-03:00,,,0.0,,
2020-12-16 06:00:08-03:00,,239519.0,,,
2020-12-16 06:00:54-03:00,,,,69944.0,
2020-12-16 06:01:03-03:00,,239519.0,,,
2020-12-16 06:01:06-03:00,0.0,,,,
2020-12-16 06:03:22-03:00,,,,,248993.0
2020-12-16 06:04:49-03:00,,,0.0,,
2020-12-16 06:05:08-03:00,,239521.0,,,
2020-12-16 06:05:55-03:00,,,,69944.0,
2020-12-16 06:06:06-03:00,0.0,,,,
2020-12-16 06:08:22-03:00,,,,,248995.0
2020-12-16 06:09:50-03:00,,,0.0,,
2020-12-16 06:10:09-03:00,,239524.0,,,
2020-12-16 06:10:55-03:00,,,,69944.0,
2020-12-16 06:11:07-03:00,0.0,,,,
2020-12-16 06:13:22-03:00,,,,,248998.0
2020-12-16 06:14:50-03:00,,,0.0,,
2020-12-16 06:15:09-03:00,,239527.0,,,
2020-12-16 06:15:55-03:00,,,,69944.0,
2020-12-16 06:16:07-03:00,0.0,,,,
2020-12-16 06:18:23-03:00,,,,,249001.0
2020-12-16 06:19:50-03:00,,,0.0,,
2020-12-16 06:20:09-03:00,,239529.0,,,
2020-12-16 06:20:56-03:00,,,,69944.0,
2020-12-16 06:21:07-03:00,0.0,,,,
2020-12-16 06:23:23-03:00,,,,,249003.0
2020-12-16 06:24:51-03:00,,,0.0,,
2020-12-16 06:25:10-03:00,,239532.0,,,
2020-12-16 06:25:56-03:00,,,,69944.0,
2020-12-16 06:26:08-03:00,0.0,,,,
2020-12-16 06:28:23-03:00,,,,,249006.0
2020-12-16 06:29:52-03:00,,,0.0,,
2020-12-16 06:30:10-03:00,,239534.0,,,
2020-12-16 06:30:56-03:00,,,,69944.0,
2020-12-16 06:31:08-03:00,0.0,,,,
2020-12-16 06:33:24-03:00,,,,,249008.0
2020-12-16 06:34:52-03:00,,,0.0,,
2020-12-16 06:35:10-03:00,,239537.0,,,
2020-12-16 06:35:57-03:00,,,,69944.0,
2020-12-16 06:36:08-03:00,0.0,,,,
2020-12-16 06:38:24-03:00,,,,,249011.0
2020-12-16 06:39:52-03:00,,,0.0,,
2020-12-16 06:40:11-03:00,,239539.0,,,
2020-12-16 06:40:57-03:00,,,,69944.0,
2020-12-16 06:41:09-03:00,0.0,,,,
2020-12-16 06:43:24-03:00,,,,,249014.0
2020-12-16 06:44:52-03:00,,,0.0,,
2020-12-16 06:45:11-03:00,,239542.0,,,
2020-12-16 06:45:57-03:00,,,,69944.0,
2020-12-16 06:46:09-03:00,0.0,,,,
2020-12-16 06:48:25-03:00,,,,,249016.0
2020-12-16 06:49:52-03:00,,,0.0,,
2020-12-16 06:50:11-03:00,,239544.0,,,
2020-12-16 06:50:58-03:00,,,,69944.0,
2020-12-16 06:51:09-03:00,0.0,,,,
2020-12-16 06:53:25-03:00,,,,,249019.0
2020-12-16 06:54:53-03:00,,,0.0,,
2020-12-16 06:55:12-03:00,,239547.0,,,
2020-12-16 06:55:58-03:00,,,,69944.0,
2020-12-16 06:56:10-03:00,0.0,,,,
2020-12-16 06:58:25-03:00,,,,,249021.0
2020-12-16 06:59:53-03:00,,,0.0,,
2020-12-16 07:00:12-03:00,,239549.0,,,
2020-12-16 07:00:58-03:00,,,,69944.0,
2020-12-16 07:01:10-03:00,0.0,,,,
2020-12-16 07:01:15-03:00,,,0.0,,
2020-12-16 07:01:17-03:00,,,0.0,,
2020-12-16 07:03:26-03:00,,,,,249024.0
2020-12-16 07:04:40-03:00,,,,69944.0,
2020-12-16 07:05:12-03:00,,239552.0,,,
2020-12-16 07:06:10-03:00,0.0,,,,
2020-12-16 07:06:17-03:00,,,0.0,,
2020-12-16 07:08:26-03:00,,,,,249027.0
2020-12-16 07:09:41-03:00,,,,69944.0,
2020-12-16 07:10:13-03:00,,239554.0,,,
2020-12-16 07:11:11-03:00,0.0,,,,
2020-12-16 07:11:18-03:00,,,0.0,,
2020-12-16 07:13:26-03:00,,,,,249029.0
2020-12-16 07:13:52-03:00,,,0.0,,
2020-12-16 07:14:18-03:00,,,0.0,,
2020-12-16 07:14:41-03:00,,,,69946.0,
2020-12-16 07:14:42-03:00,,,0.0,,
2020-12-16 07:15:13-03:00,,239557.0,,,
2020-12-16 07:15:54-03:00,,,0.0,,
2020-12-16 07:16:11-03:00,0.0,,,,
2020-12-16 07:18:27-03:00,,,,,249032.0
2020-12-16 07:19:41-03:00,,,,69948.0,
2020-12-16 07:20:13-03:00,,239560.0,,,
2020-12-16 07:20:54-03:00,,,0.0,,
2020-12-16 07:21:11-03:00,0.0,,,,
2020-12-16 07:23:27-03:00,,,,,249034.0
2020-12-16 07:24:42-03:00,,,,69949.0,
2020-12-16 07:25:14-03:00,,239562.0,,,
2020-12-16 07:25:55-03:00,,,0.0,,
2020-12-16 07:26:12-03:00,0.0,,,,
2020-12-16 07:28:27-03:00,,,,,249037.0
2020-12-16 07:29:42-03:00,,,,69951.0,
2020-12-16 07:30:14-03:00,,239565.0,,,
2020-12-16 07:30:55-03:00,,,0.0,,
2020-12-16 07:31:12-03:00,0.0,,,,
2020-12-16 07:33:28-03:00,,,,,249040.0
2020-12-16 07:34:42-03:00,,,,69952.0,
2020-12-16 07:35:15-03:00,,239567.0,,,
2020-12-16 07:35:55-03:00,,,0.0,,
2020-12-16 07:36:12-03:00,0.0,,,,
2020-12-16 07:38:28-03:00,,,,,249042.0
2020-12-16 07:39:43-03:00,,,,69954.0,
2020-12-16 07:40:15-03:00,,239570.0,,,
2020-12-16 07:40:56-03:00,,,0.0,,
2020-12-16 07:41:13-03:00,0.0,,,,
2020-12-16 07:43:28-03:00,,,,,249045.0
2020-12-16 07:44:43-03:00,,,,69954.0,
2020-12-16 07:45:15-03:00,,239572.0,,,
2020-12-16 07:45:56-03:00,,,0.0,,
2020-12-16 07:46:13-03:00,0.0,,,,
2020-12-16 07:48:28-03:00,,,,,249047.0
2020-12-16 07:49:43-03:00,,,,69954.0,
2020-12-16 07:50:16-03:00,,239575.0,,,
2020-12-16 07:50:56-03:00,,,0.0,,
2020-12-16 07:51:13-03:00,0.0,,,,
2020-12-16 07:53:29-03:00,,,,,249050.0
2020-12-16 07:54:44-03:00,,,,69955.0,
2020-12-16 07:55:16-03:00,,239577.0,,,
2020-12-16 07:55:57-03:00,,,0.0,,
2020-12-16 07:56:14-03:00,0.0,,,,
2020-12-16 07:58:29-03:00,,,,,249053.0
2020-12-16 07:59:44-03:00,,,,69957.0,
2020-12-16 08:00:16-03:00,,239580.0,,,
2020-12-16 08:00:57-03:00,,,0.0,,
2020-12-16 08:01:14-03:00,0.0,,,,
2020-12-16 08:03:29-03:00,,,,,249055.0
2020-12-16 08:04:44-03:00,,,,69957.0,
2020-12-16 08:05:17-03:00,,239582.0,,,
2020-12-16 08:05:57-03:00,,,0.0,,
2020-12-16 08:06:14-03:00,0.0,,,,
2020-12-16 08:08:30-03:00,,,,,249058.0
2020-12-16 08:09:45-03:00,,,,69957.0,
2020-12-16 08:10:17-03:00,,239585.0,,,
2020-12-16 08:10:58-03:00,,,0.0,,
2020-12-16 08:11:15-03:00,0.0,,,,
2020-12-16 08:13:30-03:00,,,,,249060.0
2020-12-16 08:14:45-03:00,,,,69958.0,
2020-12-16 08:15:17-03:00,,239587.0,,,
2020-12-16 08:15:58-03:00,,,0.0,,
2020-12-16 08:16:15-03:00,0.0,,,,
2020-12-16 08:18:30-03:00,,,,,249063.0
2020-12-16 08:19:45-03:00,,,,69959.0,
2020-12-16 08:20:18-03:00,,239590.0,,,
2020-12-16 08:20:58-03:00,,,0.0,,
2020-12-16 08:21:15-03:00,0.0,,,,
2020-12-16 08:23:31-03:00,,,,,249066.0
2020-12-16 08:24:45-03:00,,,,69961.0,
2020-12-16 08:25:18-03:00,,239592.0,,,
2020-12-16 08:25:58-03:00,,,0.0,,
2020-12-16 08:26:16-03:00,0.0,,,,
2020-12-16 08:28:31-03:00,,,,,249068.0
2020-12-16 08:29:46-03:00,,,,69962.0,
2020-12-16 08:30:18-03:00,,239595.0,,,
2020-12-16 08:30:59-03:00,,,0.0,,
2020-12-16 08:31:16-03:00,0.0,,,,
2020-12-16 08:33:31-03:00,,,,,249071.0
2020-12-16 08:34:46-03:00,,,,69964.0,
2020-12-16 08:35:19-03:00,,239597.0,,,
2020-12-16 08:35:59-03:00,,,0.0,,
2020-12-16 08:36:16-03:00,0.0,,,,
2020-12-16 08:38:32-03:00,,,,,249073.0
2020-12-16 08:39:46-03:00,,,,69965.0,
2020-12-16 08:40:19-03:00,,239600.0,,,
2020-12-16 08:40:59-03:00,,,0.0,,
2020-12-16 08:41:17-03:00,0.0,,,,
2020-12-16 08:43:32-03:00,,,,,249076.0
2020-12-16 08:44:47-03:00,,,,69967.0,
2020-12-16 08:45:19-03:00,,239603.0,,,
2020-12-16 08:46:00-03:00,,,0.0,,
2020-12-16 08:46:17-03:00,0.0,,,,
2020-12-16 08:48:32-03:00,,,,,249079.0
2020-12-16 08:49:47-03:00,,,,69967.0,
2020-12-16 08:50:19-03:00,,239605.0,,,
2020-12-16 08:51:00-03:00,,,0.0,,
2020-12-16 08:51:17-03:00,0.0,,,,
2020-12-16 08:53:33-03:00,,,,,249081.0
2020-12-16 08:54:47-03:00,,,,69967.0,
2020-12-16 08:55:20-03:00,,239608.0,,,
2020-12-16 08:56:00-03:00,,,0.0,,
2020-12-16 08:56:17-03:00,0.0,,,,
2020-12-16 08:58:33-03:00,,,,,249084.0
2020-12-16 08:59:48-03:00,,,,69969.0,
2020-12-16 09:00:20-03:00,,239610.0,,,
2020-12-16 09:01:01-03:00,,,0.0,,
2020-12-16 09:01:18-03:00,0.0,,,,
2020-12-16 09:03:33-03:00,,,,,249086.0
2020-12-16 09:04:48-03:00,,,,69971.0,
2020-12-16 09:05:20-03:00,,239613.0,,,
2020-12-16 09:06:01-03:00,,,0.0,,
2020-12-16 09:06:18-03:00,0.0,,,,
2020-12-16 09:08:34-03:00,,,,,249089.0
2020-12-16 09:09:48-03:00,,,,69972.0,
2020-12-16 09:10:21-03:00,,239615.0,,,
2020-12-16 09:11:01-03:00,,,0.0,,
2020-12-16 09:11:18-03:00,0.0,,,,
2020-12-16 09:13:34-03:00,,,,,249091.0
2020-12-16 09:14:49-03:00,,,,69974.0,
2020-12-16 09:15:21-03:00,,239618.0,,,
2020-12-16 09:16:02-03:00,,,0.0,,
2020-12-16 09:16:19-03:00,0.0,,,,
2020-12-16 09:18:34-03:00,,,,,249094.0
2020-12-16 09:19:49-03:00,,,,69975.0,
2020-12-16 09:20:21-03:00,,239620.0,,,
2020-12-16 09:21:02-03:00,,,0.0,,
2020-12-16 09:21:19-03:00,0.0,,,,
2020-12-16 09:23:35-03:00,,,,,249097.0
2020-12-16 09:24:49-03:00,,,,69977.0,
2020-12-16 09:25:22-03:00,,239623.0,,,
2020-12-16 09:26:02-03:00,,,0.0,,
2020-12-16 09:26:19-03:00,0.0,,,,
2020-12-16 09:28:35-03:00,,,,,249099.0
2020-12-16 09:29:50-03:00,,,,69977.0,
2020-12-16 09:30:22-03:00,,239625.0,,,
2020-12-16 09:31:02-03:00,,,0.0,,
2020-12-16 09:31:20-03:00,0.0,,,,
2020-12-16 09:33:35-03:00,,,,,249102.0
2020-12-16 09:34:50-03:00,,,,69977.0,
2020-12-16 09:35:22-03:00,,239628.0,,,
2020-12-16 09:36:03-03:00,,,0.0,,
2020-12-16 09:36:21-03:00,0.0,,,,
2020-12-16 09:38:36-03:00,,,,,249104.0
2020-12-16 09:39:51-03:00,,,,69979.0,
2020-12-16 09:40:23-03:00,,239630.0,,,
2020-12-16 09:41:03-03:00,,,0.0,,
2020-12-16 09:41:21-03:00,0.0,,,,
2020-12-16 09:43:36-03:00,,,,,249107.0
2020-12-16 09:44:51-03:00,,,,69980.0,
2020-12-16 09:45:23-03:00,,239633.0,,,
2020-12-16 09:46:03-03:00,,,0.0,,
2020-12-16 09:46:21-03:00,0.0,,,,
2020-12-16 09:48:36-03:00,,,,,249110.0
2020-12-16 09:49:51-03:00,,,,69982.0,
2020-12-16 09:50:23-03:00,,239635.0,,,
2020-12-16 09:51:04-03:00,,,0.0,,
2020-12-16 09:51:22-03:00,0.0,,,,
2020-12-16 09:53:36-03:00,,,,,249112.0
2020-12-16 09:54:52-03:00,,,,69983.0,
2020-12-16 09:55:24-03:00,,239638.0,,,
2020-12-16 09:56:04-03:00,,,0.0,,
2020-12-16 09:56:22-03:00,0.0,,,,
2020-12-16 09:58:37-03:00,,,,,249115.0
2020-12-16 09:59:52-03:00,,,,69985.0,
2020-12-16 10:00:24-03:00,,239640.0,,,
2020-12-16 10:01:04-03:00,,,0.0,,
2020-12-16 10:01:22-03:00,0.0,,,,
2020-12-16 10:03:37-03:00,,,,,249117.0
2020-12-16 10:04:52-03:00,,,,69985.0,
2020-12-16 10:05:24-03:00,,239643.0,,,
2020-12-16 10:06:05-03:00,,,0.0,,
2020-12-16 10:06:22-03:00,0.0,,,,
2020-12-16 10:08:37-03:00,,,,,249120.0
2020-12-16 10:09:53-03:00,,,,69985.0,
2020-12-16 10:10:25-03:00,,239645.0,,,
2020-12-16 10:11:05-03:00,,,0.0,,
2020-12-16 10:11:23-03:00,0.0,,,,
2020-12-16 10:13:38-03:00,,,,,249122.0
2020-12-16 10:14:53-03:00,,,,69987.0,
2020-12-16 10:15:25-03:00,,239648.0,,,
2020-12-16 10:16:05-03:00,,,0.0,,
2020-12-16 10:16:23-03:00,0.0,,,,
2020-12-16 10:18:38-03:00,,,,,249125.0
2020-12-16 10:19:53-03:00,,,,69988.0,
2020-12-16 10:20:25-03:00,,239651.0,,,
2020-12-16 10:21:06-03:00,,,0.0,,
2020-12-16 10:21:23-03:00,0.0,,,,
2020-12-16 10:23:38-03:00,,,,,249128.0
2020-12-16 10:24:53-03:00,,,,69990.0,
2020-12-16 10:25:26-03:00,,239653.0,,,
2020-12-16 10:26:06-03:00,,,0.0,,
2020-12-16 10:26:24-03:00,0.0,,,,
2020-12-16 10:28:39-03:00,,,,,249130.0
2020-12-16 10:29:54-03:00,,,,69992.0,
2020-12-16 10:30:26-03:00,,239656.0,,,
2020-12-16 10:31:06-03:00,,,0.0,,
2020-12-16 10:31:24-03:00,0.0,,,,
2020-12-16 10:33:39-03:00,,,,,249133.0
2020-12-16 10:34:54-03:00,,,,69992.0,
2020-12-16 10:35:26-03:00,,239658.0,,,
2020-12-16 10:36:07-03:00,,,0.0,,
2020-12-16 10:36:24-03:00,0.0,,,,
2020-12-16 10:38:40-03:00,,,,,249135.0
2020-12-16 10:39:54-03:00,,,,69992.0,
2020-12-16 10:40:27-03:00,,239661.0,,,
2020-12-16 10:41:07-03:00,,,0.0,,
2020-12-16 10:41:25-03:00,0.0,,,,
2020-12-16 10:43:40-03:00,,,,,249138.0
2020-12-16 10:44:55-03:00,,,,69993.0,
2020-12-16 10:45:27-03:00,,239663.0,,,
2020-12-16 10:46:07-03:00,,,0.0,,
2020-12-16 10:46:25-03:00,0.0,,,,
2020-12-16 10:48:40-03:00,,,,,249141.0
2020-12-16 10:49:55-03:00,,,,69995.0,
2020-12-16 10:50:27-03:00,,239666.0,,,
2020-12-16 10:51:08-03:00,,,0.0,,
2020-12-16 10:51:25-03:00,0.0,,,,
2020-12-16 10:53:40-03:00,,,,,249143.0
2020-12-16 10:54:55-03:00,,,,69997.0,
2020-12-16 10:55:27-03:00,,239668.0,,,
2020-12-16 10:56:08-03:00,,,0.0,,
2020-12-16 10:56:26-03:00,0.0,,,,
2020-12-16 10:58:41-03:00,,,,,249146.0
2020-12-16 10:59:56-03:00,,,,69998.0,
2020-12-16 11:00:28-03:00,,239671.0,,,
2020-12-16 11:01:08-03:00,,,0.0,,
2020-12-16 11:01:26-03:00,0.0,,,,
2020-12-16 11:03:41-03:00,,,,,249148.0
2020-12-16 11:04:56-03:00,,,,70000.0,
2020-12-16 11:05:28-03:00,,239673.0,,,
2020-12-16 11:06:09-03:00,,,0.0,,
2020-12-16 11:06:26-03:00,0.0,,,,
2020-12-16 11:08:41-03:00,,,,,249151.0
2020-12-16 11:09:56-03:00,,,,70001.0,
2020-12-16 11:10:28-03:00,,239676.0,,,
2020-12-16 11:11:09-03:00,,,0.0,,
2020-12-16 11:11:27-03:00,0.0,,,,
2020-12-16 11:13:42-03:00,,,,,249154.0
2020-12-16 11:14:52-03:00,,,0.0,,
2020-12-16 11:14:57-03:00,,,,70001.0,
2020-12-16 11:15:12-03:00,,,,70001.0,
2020-12-16 11:15:29-03:00,,239679.0,,,
2020-12-16 11:16:27-03:00,0.0,,,,
2020-12-16 11:18:42-03:00,,,,,249156.0
2020-12-16 11:19:52-03:00,,,0.0,,
2020-12-16 11:20:12-03:00,,,,70001.0,
2020-12-16 11:20:29-03:00,,239681.0,,,
2020-12-16 11:21:27-03:00,0.0,,,,
2020-12-16 11:23:42-03:00,,,,,249159.0
2020-12-16 11:24:53-03:00,,,0.0,,
2020-12-16 11:25:12-03:00,,,,70001.0,
2020-12-16 11:25:29-03:00,,239684.0,,,
2020-12-16 11:26:28-03:00,0.0,,,,
2020-12-16 11:28:43-03:00,,,,,249162.0
2020-12-16 11:29:53-03:00,,,0.0,,
2020-12-16 11:30:14-03:00,,,,70001.0,
2020-12-16 11:30:30-03:00,,239686.0,,,
2020-12-16 11:31:28-03:00,0.0,,,,
2020-12-16 11:33:43-03:00,,,,,249164.0
2020-12-16 11:34:53-03:00,,,0.0,,
2020-12-16 11:35:13-03:00,,,,70001.0,
2020-12-16 11:35:30-03:00,,239689.0,,,
2020-12-16 11:36:28-03:00,0.0,,,,
2020-12-16 11:38:43-03:00,,,,,249167.0
2020-12-16 11:39:54-03:00,,,0.0,,
2020-12-16 11:40:13-03:00,,,,70001.0,
2020-12-16 11:40:31-03:00,,239691.0,,,
2020-12-16 11:41:29-03:00,0.0,,,,
2020-12-16 11:43:44-03:00,,,,,249169.0
2020-12-16 11:44:54-03:00,,,0.0,,
2020-12-16 11:45:14-03:00,,,,70001.0,
2020-12-16 11:45:31-03:00,,239694.0,,,
2020-12-16 11:46:29-03:00,0.0,,,,
2020-12-16 11:48:44-03:00,,,,,249172.0
2020-12-16 11:49:54-03:00,,,0.0,,
2020-12-16 11:50:14-03:00,,,,70001.0,
2020-12-16 11:50:31-03:00,,239696.0,,,
2020-12-16 11:51:29-03:00,0.0,,,,
2020-12-16 11:53:44-03:00,,,,,249174.0
2020-12-16 11:54:55-03:00,,,0.0,,
2020-12-16 11:55:14-03:00,,,,70001.0,
2020-12-16 11:55:31-03:00,,239699.0,,,
2020-12-16 11:56:30-03:00,0.0,,,,
2020-12-16 11:58:45-03:00,,,,,249177.0
2020-12-16 11:59:55-03:00,,,0.0,,
2020-12-16 12:00:14-03:00,,,,70001.0,
2020-12-16 12:00:32-03:00,,239701.0,,,
2020-12-16 12:01:30-03:00,0.0,,,,
2020-12-16 12:02:42-03:00,,,,70001.0,
2020-12-16 12:03:03-03:00,,,0.0,,
2020-12-16 12:03:45-03:00,,,,,249180.0
2020-12-16 12:05:32-03:00,,239704.0,,,
2020-12-16 12:06:30-03:00,0.0,,,,
2020-12-16 12:07:42-03:00,,,,70001.0,
2020-12-16 12:08:04-03:00,,,0.0,,
2020-12-16 12:08:45-03:00,,,,,249182.0
2020-12-16 12:10:32-03:00,,239706.0,,,
2020-12-16 12:11:31-03:00,0.0,,,,
2020-12-16 12:12:42-03:00,,,,70001.0,
2020-12-16 12:13:04-03:00,,,0.0,,
2020-12-16 12:13:46-03:00,,,,,249185.0
2020-12-16 12:15:33-03:00,,239709.0,,,
2020-12-16 12:16:31-03:00,0.0,,,,
2020-12-16 12:17:43-03:00,,,,70001.0,
2020-12-16 12:18:04-03:00,,,0.0,,
2020-12-16 12:18:46-03:00,,,,,249187.0
2020-12-16 12:20:33-03:00,,239711.0,,,
2020-12-16 12:21:31-03:00,0.0,,,,
2020-12-16 12:22:43-03:00,,,,70003.0,
2020-12-16 12:23:04-03:00,,,0.0,,
2020-12-16 12:23:46-03:00,,,,,249190.0
2020-12-16 12:25:33-03:00,,239714.0,,,
2020-12-16 12:26:32-03:00,0.0,,,,
2020-12-16 12:27:43-03:00,,,,70005.0,
2020-12-16 12:28:05-03:00,,,0.0,,
2020-12-16 12:28:46-03:00,,,,,249192.0
2020-12-16 12:30:34-03:00,,239716.0,,,
2020-12-16 12:31:32-03:00,0.0,,,,
2020-12-16 12:32:44-03:00,,,,70006.0,
2020-12-16 12:33:06-03:00,,,0.0,,
2020-12-16 12:33:47-03:00,,,,,249195.0
2020-12-16 12:35:34-03:00,,239719.0,,,
2020-12-16 12:36:32-03:00,0.0,,,,
2020-12-16 12:37:44-03:00,,,,70007.0,
2020-12-16 12:38:06-03:00,,,0.0,,
2020-12-16 12:38:48-03:00,,,,,249198.0
2020-12-16 12:40:34-03:00,,239721.0,,,
2020-12-16 12:41:32-03:00,0.0,,,,
2020-12-16 12:42:44-03:00,,,,70007.0,
2020-12-16 12:43:06-03:00,,,0.0,,
2020-12-16 12:43:48-03:00,,,,,249200.0
2020-12-16 12:45:34-03:00,,239724.0,,,
2020-12-16 12:46:33-03:00,0.0,,,,
2020-12-16 12:47:44-03:00,,,,70008.0,
2020-12-16 12:48:06-03:00,,,0.0,,
2020-12-16 12:48:48-03:00,,,,,249203.0
2020-12-16 12:50:35-03:00,,239726.0,,,
2020-12-16 12:51:33-03:00,0.0,,,,
2020-12-16 12:52:45-03:00,,,,70010.0,
2020-12-16 12:53:07-03:00,,,0.0,,
2020-12-16 12:53:49-03:00,,,,,249205.0
2020-12-16 12:55:35-03:00,,239729.0,,,
2020-12-16 12:56:33-03:00,0.0,,,,
2020-12-16 12:57:45-03:00,,,,70011.0,
2020-12-16 12:58:07-03:00,,,0.0,,
2020-12-16 12:58:49-03:00,,,,,249208.0
2020-12-16 13:00:35-03:00,,239731.0,,,
2020-12-16 13:01:34-03:00,0.0,,,,
2020-12-16 13:02:45-03:00,,,,70013.0,
2020-12-16 13:03:07-03:00,,,0.0,,
