date,APR El Melón - RP3 Cementos Melón >> Cementos Melón >> Estado Bomba(13118),APR El Melón - RP3 Cementos Melón >> Cementos Melón >> Estado Bomba Elevadora(25567)
2020-12-01 01:07:47-03:00,1.0,
2020-12-01 01:11:57-03:00,1.0,
2020-12-01 01:12:48-03:00,1.0,
2020-12-01 01:16:57-03:00,1.0,
2020-12-01 01:17:48-03:00,1.0,
2020-12-01 01:21:58-03:00,1.0,
2020-12-01 01:22:48-03:00,1.0,
2020-12-01 01:26:58-03:00,1.0,
2020-12-01 01:27:49-03:00,1.0,
2020-12-01 01:31:58-03:00,1.0,
2020-12-01 01:32:49-03:00,1.0,
2020-12-01 01:36:59-03:00,1.0,
2020-12-01 01:37:49-03:00,1.0,
2020-12-01 01:41:59-03:00,1.0,
2020-12-01 01:42:49-03:00,1.0,
2020-12-01 01:46:59-03:00,1.0,
2020-12-01 01:47:50-03:00,1.0,
2020-12-01 01:51:59-03:00,1.0,
2020-12-01 01:52:50-03:00,1.0,
2020-12-01 01:57:00-03:00,1.0,
2020-12-01 01:57:50-03:00,1.0,
2020-12-01 02:02:00-03:00,1.0,
2020-12-01 02:02:51-03:00,1.0,
2020-12-01 02:07:00-03:00,1.0,
2020-12-01 02:07:51-03:00,1.0,
2020-12-01 02:12:01-03:00,1.0,
2020-12-01 02:12:51-03:00,1.0,
2020-12-01 02:17:01-03:00,1.0,
2020-12-01 02:17:52-03:00,1.0,
2020-12-01 02:22:01-03:00,1.0,
2020-12-01 02:22:52-03:00,1.0,
2020-12-01 02:27:02-03:00,1.0,
2020-12-01 02:27:52-03:00,1.0,
2020-12-01 02:32:02-03:00,1.0,
2020-12-01 02:32:53-03:00,1.0,
2020-12-01 02:37:02-03:00,1.0,
2020-12-01 02:37:53-03:00,1.0,
2020-12-01 02:42:03-03:00,1.0,
2020-12-01 02:42:53-03:00,1.0,
2020-12-01 02:47:03-03:00,1.0,
2020-12-01 02:47:53-03:00,1.0,
2020-12-01 02:52:03-03:00,1.0,
2020-12-01 02:52:54-03:00,1.0,
2020-12-01 02:57:03-03:00,1.0,
2020-12-01 02:57:54-03:00,1.0,
2020-12-01 03:02:04-03:00,1.0,
2020-12-01 03:02:54-03:00,1.0,
2020-12-01 03:07:04-03:00,1.0,
2020-12-01 03:07:55-03:00,1.0,
2020-12-01 03:12:04-03:00,1.0,
2020-12-01 03:12:55-03:00,1.0,
2020-12-01 03:17:05-03:00,1.0,
2020-12-01 03:17:55-03:00,1.0,
2020-12-01 03:22:05-03:00,1.0,
2020-12-01 03:22:56-03:00,1.0,
2020-12-01 03:27:05-03:00,1.0,
2020-12-01 03:27:56-03:00,1.0,
2020-12-01 03:32:06-03:00,1.0,
2020-12-01 03:32:56-03:00,1.0,
2020-12-01 03:37:06-03:00,1.0,
2020-12-01 03:37:57-03:00,1.0,
2020-12-01 03:42:06-03:00,1.0,
2020-12-01 03:42:57-03:00,1.0,
2020-12-01 03:47:06-03:00,1.0,
2020-12-01 03:47:57-03:00,1.0,
2020-12-01 03:52:07-03:00,1.0,
2020-12-01 03:52:57-03:00,1.0,
2020-12-01 03:57:07-03:00,1.0,
2020-12-01 03:57:58-03:00,1.0,
2020-12-01 04:02:07-03:00,1.0,
2020-12-01 04:02:58-03:00,1.0,
2020-12-01 04:06:37-03:00,0.0,
2020-12-01 04:06:43-03:00,0.0,
2020-12-01 04:07:08-03:00,0.0,
2020-12-01 04:07:58-03:00,0.0,
2020-12-01 04:12:08-03:00,0.0,
2020-12-01 04:12:59-03:00,0.0,
2020-12-01 04:17:08-03:00,0.0,
2020-12-01 04:17:59-03:00,0.0,
2020-12-01 04:22:09-03:00,0.0,
2020-12-01 04:22:59-03:00,0.0,
2020-12-01 04:27:09-03:00,0.0,
2020-12-01 04:28:00-03:00,0.0,
2020-12-01 04:32:09-03:00,0.0,
2020-12-01 04:33:00-03:00,0.0,
2020-12-01 04:37:10-03:00,0.0,
2020-12-01 04:38:00-03:00,0.0,
2020-12-01 04:42:10-03:00,0.0,
2020-12-01 04:43:00-03:00,0.0,
2020-12-01 04:47:10-03:00,0.0,
2020-12-01 04:48:01-03:00,0.0,
2020-12-01 04:52:10-03:00,0.0,
2020-12-01 04:53:01-03:00,0.0,
2020-12-01 04:57:11-03:00,0.0,
2020-12-01 04:58:01-03:00,0.0,
2020-12-01 05:02:11-03:00,0.0,
2020-12-01 05:03:02-03:00,0.0,
2020-12-01 05:07:11-03:00,0.0,
2020-12-01 05:08:02-03:00,0.0,
2020-12-01 05:12:12-03:00,0.0,
2020-12-01 05:13:02-03:00,0.0,
2020-12-01 05:17:12-03:00,0.0,
2020-12-01 05:18:03-03:00,0.0,
2020-12-01 05:22:12-03:00,0.0,
2020-12-01 05:23:03-03:00,0.0,
2020-12-01 05:27:13-03:00,0.0,
2020-12-01 05:28:03-03:00,0.0,
2020-12-01 05:32:13-03:00,0.0,
2020-12-01 05:33:04-03:00,0.0,
2020-12-01 05:37:13-03:00,0.0,
2020-12-01 05:38:04-03:00,0.0,
2020-12-01 05:42:14-03:00,0.0,
