date,APR Las Canteras >> Caseta 7 >> Estado Bomba Elevadora 2(22804),APR Las Canteras >> Caseta 7 >> Estado Bomba Elevadora 1(22793),APR Las Canteras >> Caseta 1 >> Estado Bomba Elevadora 2(22739),APR Las Canteras >> Caseta 1 >> Estado Bomba Elevadora 1(22728)
2020-12-05 03:12:56-03:00,0.0,0.0,,
2020-12-05 03:13:08-03:00,,,0.0,0.0
2020-12-05 03:17:56-03:00,0.0,0.0,,
2020-12-05 03:18:09-03:00,,,0.0,0.0
2020-12-05 03:22:57-03:00,0.0,0.0,,
2020-12-05 03:23:09-03:00,,,0.0,0.0
2020-12-05 03:27:57-03:00,0.0,0.0,,
2020-12-05 03:28:09-03:00,,,0.0,0.0
2020-12-05 03:32:57-03:00,0.0,0.0,,
2020-12-05 03:33:10-03:00,,,0.0,0.0
2020-12-05 03:37:57-03:00,0.0,0.0,,
2020-12-05 03:38:10-03:00,,,0.0,0.0
2020-12-05 03:42:58-03:00,0.0,0.0,,
2020-12-05 03:43:10-03:00,,,0.0,0.0
2020-12-05 03:47:58-03:00,0.0,0.0,,
2020-12-05 03:48:11-03:00,,,0.0,0.0
2020-12-05 03:52:58-03:00,0.0,0.0,,
2020-12-05 03:53:11-03:00,,,0.0,0.0
2020-12-05 03:57:59-03:00,0.0,0.0,,
2020-12-05 03:58:11-03:00,,,0.0,0.0
2020-12-05 04:02:59-03:00,0.0,0.0,,
2020-12-05 04:03:12-03:00,,,0.0,0.0
2020-12-05 04:08:00-03:00,0.0,0.0,,
2020-12-05 04:08:12-03:00,,,0.0,0.0
2020-12-05 04:13:00-03:00,0.0,0.0,,
2020-12-05 04:13:12-03:00,,,0.0,0.0
2020-12-05 04:18:00-03:00,0.0,0.0,,
2020-12-05 04:18:12-03:00,,,0.0,0.0
2020-12-05 04:23:00-03:00,0.0,0.0,,
2020-12-05 04:23:13-03:00,,,0.0,0.0
2020-12-05 04:28:01-03:00,0.0,0.0,,
2020-12-05 04:28:13-03:00,,,0.0,0.0
2020-12-05 04:33:00-03:00,0.0,0.0,,
2020-12-05 04:33:13-03:00,,,0.0,0.0
2020-12-05 04:38:00-03:00,0.0,0.0,,
2020-12-05 04:38:14-03:00,,,0.0,0.0
2020-12-05 04:43:01-03:00,0.0,0.0,,
2020-12-05 04:43:14-03:00,,,0.0,0.0
2020-12-05 04:48:01-03:00,0.0,0.0,,
2020-12-05 04:48:14-03:00,,,0.0,0.0
2020-12-05 04:53:01-03:00,0.0,0.0,,
2020-12-05 04:53:15-03:00,,,0.0,0.0
2020-12-05 04:58:02-03:00,0.0,0.0,,
2020-12-05 04:58:15-03:00,,,0.0,0.0
2020-12-05 05:03:02-03:00,0.0,0.0,,
2020-12-05 05:03:15-03:00,,,0.0,0.0
2020-12-05 05:08:02-03:00,0.0,0.0,,
2020-12-05 05:08:16-03:00,,,0.0,0.0
2020-12-05 05:13:02-03:00,0.0,0.0,,
2020-12-05 05:13:16-03:00,,,0.0,0.0
2020-12-05 05:18:03-03:00,0.0,0.0,,
2020-12-05 05:18:16-03:00,,,0.0,0.0
2020-12-05 05:23:03-03:00,0.0,0.0,,
2020-12-05 05:23:16-03:00,,,0.0,0.0
2020-12-05 05:28:03-03:00,0.0,0.0,,
2020-12-05 05:28:17-03:00,,,0.0,0.0
2020-12-05 05:33:05-03:00,0.0,0.0,,
2020-12-05 05:33:18-03:00,,,0.0,0.0
2020-12-05 05:38:05-03:00,0.0,0.0,,
2020-12-05 05:38:18-03:00,,,0.0,0.0
2020-12-05 05:43:05-03:00,0.0,0.0,,
2020-12-05 05:43:18-03:00,,,0.0,0.0
2020-12-05 05:48:05-03:00,0.0,0.0,,
2020-12-05 05:48:19-03:00,,,0.0,0.0
2020-12-05 05:53:06-03:00,0.0,0.0,,
2020-12-05 05:53:19-03:00,,,0.0,0.0
2020-12-05 05:58:06-03:00,0.0,0.0,,
2020-12-05 05:58:19-03:00,,,0.0,0.0
2020-12-05 06:03:07-03:00,0.0,0.0,,
2020-12-05 06:03:20-03:00,,,0.0,0.0
2020-12-05 06:08:07-03:00,0.0,0.0,,
2020-12-05 06:08:20-03:00,,,0.0,0.0
2020-12-05 06:13:07-03:00,0.0,0.0,,
2020-12-05 06:13:20-03:00,,,0.0,0.0
2020-12-05 06:18:08-03:00,0.0,0.0,,
2020-12-05 06:18:20-03:00,,,0.0,0.0
2020-12-05 06:23:08-03:00,0.0,0.0,,
2020-12-05 06:23:21-03:00,,,0.0,0.0
2020-12-05 06:28:08-03:00,0.0,0.0,,
2020-12-05 06:28:21-03:00,,,0.0,0.0
2020-12-05 06:33:08-03:00,0.0,0.0,,
2020-12-05 06:33:21-03:00,,,0.0,0.0
2020-12-05 06:38:08-03:00,0.0,0.0,,
2020-12-05 06:38:22-03:00,,,0.0,0.0
2020-12-05 06:43:09-03:00,0.0,0.0,,
2020-12-05 06:43:22-03:00,,,0.0,0.0
2020-12-05 06:48:09-03:00,0.0,0.0,,
2020-12-05 06:48:22-03:00,,,0.0,0.0
2020-12-05 06:53:09-03:00,0.0,0.0,,
2020-12-05 06:53:23-03:00,,,0.0,0.0
2020-12-05 06:58:09-03:00,0.0,0.0,,
2020-12-05 06:58:23-03:00,,,0.0,0.0
2020-12-05 07:03:10-03:00,0.0,0.0,,
2020-12-05 07:03:23-03:00,,,0.0,0.0
2020-12-05 07:08:11-03:00,0.0,0.0,,
2020-12-05 07:08:24-03:00,,,0.0,0.0
2020-12-05 07:13:11-03:00,0.0,0.0,,
2020-12-05 07:13:24-03:00,,,0.0,0.0
2020-12-05 07:18:11-03:00,0.0,0.0,,
2020-12-05 07:18:24-03:00,,,0.0,0.0
2020-12-05 07:23:12-03:00,0.0,0.0,,
2020-12-05 07:23:25-03:00,,,0.0,0.0
2020-12-05 07:28:12-03:00,0.0,0.0,,
2020-12-05 07:28:25-03:00,,,0.0,0.0
2020-12-05 07:33:11-03:00,0.0,0.0,,
2020-12-05 07:33:25-03:00,,,0.0,0.0
2020-12-05 07:38:12-03:00,0.0,0.0,,
2020-12-05 07:38:26-03:00,,,0.0,0.0
2020-12-05 07:43:12-03:00,0.0,0.0,,
2020-12-05 07:43:26-03:00,,,0.0,0.0
2020-12-05 07:48:12-03:00,0.0,0.0,,
2020-12-05 07:48:26-03:00,,,0.0,0.0
2020-12-05 07:53:13-03:00,0.0,0.0,,
2020-12-05 07:53:27-03:00,,,0.0,0.0
2020-12-05 07:58:13-03:00,0.0,0.0,,
2020-12-05 07:58:27-03:00,,,0.0,0.0
2020-12-05 08:03:13-03:00,0.0,0.0,,
2020-12-05 08:03:27-03:00,,,0.0,0.0
2020-12-05 08:08:14-03:00,0.0,0.0,,
2020-12-05 08:08:27-03:00,,,0.0,0.0
2020-12-05 08:13:14-03:00,0.0,0.0,,
2020-12-05 08:13:28-03:00,,,0.0,0.0
2020-12-05 08:18:14-03:00,0.0,0.0,,
2020-12-05 08:18:28-03:00,,,0.0,0.0
2020-12-05 08:23:15-03:00,0.0,0.0,,
2020-12-05 08:23:29-03:00,,,0.0,0.0
2020-12-05 08:28:15-03:00,0.0,0.0,,
2020-12-05 08:28:29-03:00,,,0.0,0.0
2020-12-05 08:33:16-03:00,0.0,0.0,,
2020-12-05 08:33:29-03:00,,,0.0,0.0
2020-12-05 08:38:16-03:00,0.0,0.0,,
2020-12-05 08:38:29-03:00,,,0.0,0.0
2020-12-05 08:43:17-03:00,0.0,0.0,,
2020-12-05 08:43:30-03:00,,,0.0,0.0
2020-12-05 08:48:17-03:00,0.0,0.0,,
2020-12-05 08:48:30-03:00,,,0.0,0.0
2020-12-05 08:53:17-03:00,0.0,0.0,,
2020-12-05 08:53:30-03:00,,,0.0,0.0
2020-12-05 08:58:17-03:00,0.0,0.0,,
2020-12-05 08:58:31-03:00,,,0.0,0.0
2020-12-05 09:03:18-03:00,0.0,0.0,,
2020-12-05 09:03:31-03:00,,,0.0,0.0
2020-12-05 09:08:18-03:00,0.0,0.0,,
2020-12-05 09:08:31-03:00,,,0.0,0.0
2020-12-05 09:13:18-03:00,0.0,0.0,,
2020-12-05 09:13:31-03:00,,,0.0,0.0
2020-12-05 09:18:18-03:00,0.0,0.0,,
2020-12-05 09:18:32-03:00,,,0.0,0.0
2020-12-05 09:23:19-03:00,0.0,0.0,,
2020-12-05 09:23:32-03:00,,,0.0,0.0
2020-12-05 09:28:19-03:00,0.0,0.0,,
2020-12-05 09:28:32-03:00,,,0.0,0.0
2020-12-05 09:33:19-03:00,0.0,0.0,,
2020-12-05 09:33:33-03:00,,,0.0,0.0
2020-12-05 09:38:19-03:00,0.0,0.0,,
2020-12-05 09:38:33-03:00,,,0.0,0.0
2020-12-05 09:43:20-03:00,0.0,0.0,,
2020-12-05 09:43:34-03:00,,,0.0,0.0
2020-12-05 09:48:20-03:00,0.0,0.0,,
2020-12-05 09:48:34-03:00,,,0.0,0.0
2020-12-05 09:53:20-03:00,0.0,0.0,,
2020-12-05 09:53:34-03:00,,,0.0,0.0
2020-12-05 09:58:21-03:00,0.0,0.0,,
2020-12-05 09:58:34-03:00,,,0.0,0.0
2020-12-05 10:03:21-03:00,0.0,0.0,,
2020-12-05 10:03:35-03:00,,,0.0,0.0
2020-12-05 10:08:22-03:00,0.0,0.0,,
2020-12-05 10:08:35-03:00,,,0.0,0.0
2020-12-05 10:13:22-03:00,0.0,0.0,,
2020-12-05 10:13:36-03:00,,,0.0,0.0
2020-12-05 10:18:22-03:00,0.0,0.0,,
2020-12-05 10:18:36-03:00,,,0.0,0.0
2020-12-05 10:23:22-03:00,0.0,0.0,,
2020-12-05 10:23:36-03:00,,,0.0,0.0
2020-12-05 10:28:23-03:00,0.0,0.0,,
2020-12-05 10:28:37-03:00,,,0.0,0.0
2020-12-05 10:33:23-03:00,0.0,0.0,,
2020-12-05 10:33:37-03:00,,,0.0,0.0
2020-12-05 10:38:24-03:00,0.0,0.0,,
2020-12-05 10:38:37-03:00,,,0.0,0.0
2020-12-05 10:43:24-03:00,0.0,0.0,,
2020-12-05 10:43:37-03:00,,,0.0,0.0
2020-12-05 10:48:24-03:00,0.0,0.0,,
2020-12-05 10:48:38-03:00,,,0.0,0.0
2020-12-05 10:53:25-03:00,0.0,0.0,,
2020-12-05 10:53:38-03:00,,,0.0,0.0
2020-12-05 10:58:25-03:00,0.0,0.0,,
2020-12-05 10:58:38-03:00,,,0.0,0.0
2020-12-05 11:03:25-03:00,0.0,0.0,,
2020-12-05 11:03:39-03:00,,,0.0,0.0
2020-12-05 11:08:26-03:00,0.0,0.0,,
2020-12-05 11:08:39-03:00,,,0.0,0.0
2020-12-05 11:13:26-03:00,0.0,0.0,,
2020-12-05 11:13:39-03:00,,,0.0,0.0
2020-12-05 11:18:26-03:00,0.0,0.0,,
2020-12-05 11:18:40-03:00,,,0.0,0.0
2020-12-05 11:23:27-03:00,0.0,0.0,,
2020-12-05 11:23:40-03:00,,,0.0,0.0
2020-12-05 11:28:28-03:00,0.0,0.0,,
2020-12-05 11:28:40-03:00,,,0.0,0.0
2020-12-05 11:33:27-03:00,0.0,0.0,,
2020-12-05 11:33:41-03:00,,,0.0,0.0
2020-12-05 11:38:27-03:00,0.0,0.0,,
2020-12-05 11:38:41-03:00,,,0.0,0.0
2020-12-05 11:43:28-03:00,0.0,0.0,,
2020-12-05 11:43:41-03:00,,,0.0,0.0
2020-12-05 11:48:28-03:00,0.0,0.0,,
2020-12-05 11:48:42-03:00,,,0.0,0.0
2020-12-05 11:53:28-03:00,0.0,0.0,,
2020-12-05 11:53:42-03:00,,,0.0,0.0
2020-12-05 11:58:29-03:00,0.0,0.0,,
2020-12-05 11:58:43-03:00,,,0.0,0.0
2020-12-05 12:03:29-03:00,0.0,0.0,,
2020-12-05 12:03:43-03:00,,,0.0,0.0
2020-12-05 12:08:29-03:00,0.0,0.0,,
2020-12-05 12:08:43-03:00,,,0.0,0.0
2020-12-05 12:13:30-03:00,0.0,0.0,,
2020-12-05 12:13:43-03:00,,,0.0,0.0
2020-12-05 12:18:31-03:00,0.0,0.0,,
2020-12-05 12:18:44-03:00,,,0.0,0.0
2020-12-05 12:23:31-03:00,0.0,0.0,,
2020-12-05 12:23:44-03:00,,,0.0,0.0
2020-12-05 12:28:31-03:00,0.0,0.0,,
2020-12-05 12:28:44-03:00,,,0.0,0.0
2020-12-05 12:33:31-03:00,0.0,0.0,,
2020-12-05 12:33:45-03:00,,,0.0,0.0
2020-12-05 12:38:32-03:00,0.0,0.0,,
2020-12-05 12:38:45-03:00,,,0.0,0.0
2020-12-05 12:43:32-03:00,0.0,0.0,,
2020-12-05 12:43:45-03:00,,,0.0,0.0
2020-12-05 12:48:32-03:00,0.0,0.0,,
2020-12-05 12:48:45-03:00,,,0.0,0.0
2020-12-05 12:53:33-03:00,0.0,0.0,,
2020-12-05 12:53:46-03:00,,,0.0,0.0
2020-12-05 12:58:33-03:00,0.0,0.0,,
2020-12-05 12:58:46-03:00,,,0.0,0.0
2020-12-05 13:03:33-03:00,0.0,0.0,,
2020-12-05 13:03:46-03:00,,,0.0,0.0
2020-12-05 13:08:34-03:00,0.0,0.0,,
2020-12-05 13:08:47-03:00,,,0.0,0.0
2020-12-05 13:13:34-03:00,0.0,0.0,,
2020-12-05 13:13:47-03:00,,,0.0,0.0
2020-12-05 13:18:35-03:00,0.0,0.0,,
2020-12-05 13:18:47-03:00,,,0.0,0.0
2020-12-05 13:23:35-03:00,0.0,0.0,,
2020-12-05 13:23:48-03:00,,,0.0,0.0
2020-12-05 13:28:35-03:00,0.0,0.0,,
2020-12-05 13:28:48-03:00,,,0.0,0.0
2020-12-05 13:33:35-03:00,0.0,0.0,,
2020-12-05 13:33:50-03:00,,,0.0,0.0
2020-12-05 13:38:35-03:00,0.0,0.0,,
2020-12-05 13:38:50-03:00,,,0.0,0.0
2020-12-05 13:43:35-03:00,0.0,0.0,,
2020-12-05 13:43:51-03:00,,,0.0,0.0
2020-12-05 13:48:36-03:00,0.0,0.0,,
2020-12-05 13:48:51-03:00,,,0.0,0.0
2020-12-05 13:53:36-03:00,0.0,0.0,,
2020-12-05 13:53:51-03:00,,,0.0,0.0
2020-12-05 13:58:36-03:00,0.0,0.0,,
2020-12-05 13:58:52-03:00,,,0.0,0.0
2020-12-05 14:03:37-03:00,0.0,0.0,,
2020-12-05 14:03:52-03:00,,,0.0,0.0
2020-12-05 14:08:37-03:00,0.0,0.0,,
2020-12-05 14:08:52-03:00,,,0.0,0.0
2020-12-05 14:13:37-03:00,0.0,0.0,,
2020-12-05 14:13:53-03:00,,,0.0,0.0
2020-12-05 14:18:38-03:00,0.0,0.0,,
2020-12-05 14:18:53-03:00,,,0.0,0.0
2020-12-05 14:23:39-03:00,0.0,0.0,,
2020-12-05 14:23:53-03:00,,,0.0,0.0
2020-12-05 14:28:39-03:00,0.0,0.0,,
2020-12-05 14:28:54-03:00,,,0.0,0.0
2020-12-05 14:33:38-03:00,0.0,0.0,,
2020-12-05 14:33:54-03:00,,,0.0,0.0
2020-12-05 14:38:39-03:00,0.0,0.0,,
2020-12-05 14:38:54-03:00,,,0.0,0.0
2020-12-05 14:43:39-03:00,0.0,0.0,,
2020-12-05 14:43:54-03:00,,,0.0,0.0
2020-12-05 14:48:39-03:00,0.0,0.0,,
2020-12-05 14:48:55-03:00,,,0.0,0.0
2020-12-05 14:53:40-03:00,0.0,0.0,,
2020-12-05 14:53:55-03:00,,,0.0,0.0
2020-12-05 14:58:40-03:00,0.0,0.0,,
2020-12-05 14:58:55-03:00,,,0.0,0.0
2020-12-05 15:03:40-03:00,0.0,0.0,,
2020-12-05 15:03:56-03:00,,,0.0,0.0
2020-12-05 15:08:41-03:00,0.0,0.0,,
2020-12-05 15:08:56-03:00,,,0.0,0.0
2020-12-05 15:13:41-03:00,0.0,0.0,,
2020-12-05 15:13:56-03:00,,,0.0,0.0
2020-12-05 15:18:41-03:00,0.0,0.0,,
2020-12-05 15:18:57-03:00,,,0.0,0.0
2020-12-05 15:23:41-03:00,0.0,0.0,,
2020-12-05 15:23:57-03:00,,,0.0,0.0
2020-12-05 15:28:42-03:00,0.0,0.0,,
2020-12-05 15:28:57-03:00,,,0.0,0.0
2020-12-05 15:33:43-03:00,0.0,0.0,,
2020-12-05 15:33:58-03:00,,,0.0,0.0
2020-12-05 15:38:43-03:00,0.0,0.0,,
2020-12-05 15:38:58-03:00,,,0.0,0.0
2020-12-05 15:43:44-03:00,0.0,0.0,,
2020-12-05 15:43:58-03:00,,,0.0,0.0
2020-12-05 15:48:44-03:00,0.0,0.0,,
2020-12-05 15:48:59-03:00,,,0.0,0.0
2020-12-05 15:53:44-03:00,0.0,0.0,,
2020-12-05 15:53:59-03:00,,,0.0,0.0
2020-12-05 15:58:45-03:00,0.0,0.0,,
2020-12-05 15:58:59-03:00,,,0.0,0.0
2020-12-05 16:03:45-03:00,0.0,0.0,,
2020-12-05 16:03:59-03:00,,,0.0,0.0
2020-12-05 16:08:46-03:00,0.0,0.0,,
2020-12-05 16:09:00-03:00,,,0.0,0.0
2020-12-05 16:13:46-03:00,0.0,0.0,,
2020-12-05 16:14:00-03:00,,,0.0,0.0
2020-12-05 16:18:46-03:00,0.0,0.0,,
2020-12-05 16:19:01-03:00,,,0.0,0.0
2020-12-05 16:23:47-03:00,0.0,0.0,,
2020-12-05 16:24:01-03:00,,,0.0,0.0
2020-12-05 16:28:47-03:00,0.0,0.0,,
2020-12-05 16:29:01-03:00,,,0.0,0.0
2020-12-05 16:33:46-03:00,0.0,0.0,,
2020-12-05 16:34:01-03:00,,,0.0,0.0
2020-12-05 16:38:47-03:00,0.0,0.0,,
2020-12-05 16:39:02-03:00,,,0.0,0.0
2020-12-05 16:43:47-03:00,0.0,0.0,,
2020-12-05 16:44:02-03:00,,,0.0,0.0
2020-12-05 16:48:47-03:00,0.0,0.0,,
2020-12-05 16:49:02-03:00,,,0.0,0.0
2020-12-05 16:53:48-03:00,0.0,0.0,,
2020-12-05 16:54:03-03:00,,,0.0,0.0
2020-12-05 16:58:48-03:00,0.0,0.0,,
2020-12-05 16:59:03-03:00,,,0.0,0.0
2020-12-05 17:03:48-03:00,0.0,0.0,,
2020-12-05 17:04:03-03:00,,,0.0,0.0
2020-12-05 17:08:49-03:00,0.0,0.0,,
2020-12-05 17:09:04-03:00,,,0.0,0.0
2020-12-05 17:13:50-03:00,0.0,0.0,,
2020-12-05 17:14:04-03:00,,,0.0,0.0
2020-12-05 17:18:50-03:00,0.0,0.0,,
2020-12-05 17:19:04-03:00,,,0.0,0.0
2020-12-05 17:23:50-03:00,0.0,0.0,,
2020-12-05 17:24:04-03:00,,,0.0,0.0
2020-12-05 17:28:51-03:00,0.0,0.0,,
2020-12-05 17:29:05-03:00,,,0.0,0.0
2020-12-05 17:33:51-03:00,0.0,0.0,,
2020-12-05 17:34:05-03:00,,,0.0,0.0
2020-12-05 17:38:51-03:00,0.0,0.0,,
2020-12-05 17:39:06-03:00,,,0.0,0.0
2020-12-05 17:43:51-03:00,0.0,0.0,,
2020-12-05 17:44:06-03:00,,,0.0,0.0
2020-12-05 17:48:52-03:00,0.0,0.0,,
2020-12-05 17:49:06-03:00,,,0.0,0.0
2020-12-05 17:53:52-03:00,0.0,0.0,,
2020-12-05 17:54:07-03:00,,,0.0,0.0
2020-12-05 17:58:52-03:00,0.0,0.0,,
2020-12-05 17:59:07-03:00,,,0.0,0.0
2020-12-05 18:03:53-03:00,0.0,0.0,,
2020-12-05 18:04:07-03:00,,,0.0,0.0
2020-12-05 18:08:53-03:00,0.0,0.0,,
2020-12-05 18:09:07-03:00,,,0.0,0.0
2020-12-05 18:13:53-03:00,0.0,0.0,,
2020-12-05 18:14:08-03:00,,,0.0,0.0
2020-12-05 18:18:54-03:00,0.0,0.0,,
2020-12-05 18:19:08-03:00,,,0.0,0.0
2020-12-05 18:23:54-03:00,0.0,0.0,,
2020-12-05 18:24:08-03:00,,,0.0,0.0
2020-12-05 18:28:55-03:00,0.0,0.0,,
2020-12-05 18:29:09-03:00,,,0.0,0.0
2020-12-05 18:33:55-03:00,0.0,0.0,,
2020-12-05 18:34:09-03:00,,,0.0,0.0
2020-12-05 18:38:55-03:00,0.0,0.0,,
2020-12-05 18:39:09-03:00,,,0.0,0.0
2020-12-05 18:43:55-03:00,0.0,0.0,,
2020-12-05 18:44:10-03:00,,,0.0,0.0
2020-12-05 18:48:56-03:00,0.0,0.0,,
2020-12-05 18:49:10-03:00,,,0.0,0.0
2020-12-05 18:53:56-03:00,0.0,0.0,,
2020-12-05 18:54:10-03:00,,,0.0,0.0
2020-12-05 18:58:56-03:00,0.0,0.0,,
2020-12-05 18:59:11-03:00,,,0.0,0.0
2020-12-05 19:03:57-03:00,0.0,0.0,,
2020-12-05 19:04:11-03:00,,,0.0,0.0
2020-12-05 19:08:57-03:00,0.0,0.0,,
2020-12-05 19:09:11-03:00,,,0.0,0.0
2020-12-05 19:13:57-03:00,0.0,0.0,,
2020-12-05 19:14:12-03:00,,,0.0,0.0
2020-12-05 19:18:58-03:00,0.0,0.0,,
2020-12-05 19:19:12-03:00,,,0.0,0.0
2020-12-05 19:23:58-03:00,0.0,0.0,,
2020-12-05 19:24:12-03:00,,,0.0,0.0
2020-12-05 19:28:58-03:00,0.0,0.0,,
2020-12-05 19:29:12-03:00,,,0.0,0.0
2020-12-05 19:33:58-03:00,0.0,0.0,,
2020-12-05 19:34:13-03:00,,,0.0,0.0
2020-12-05 19:38:59-03:00,0.0,0.0,,
2020-12-05 19:39:13-03:00,,,0.0,0.0
2020-12-05 19:43:59-03:00,0.0,0.0,,
2020-12-05 19:44:13-03:00,,,0.0,0.0
2020-12-05 19:48:59-03:00,0.0,0.0,,
2020-12-05 19:49:14-03:00,,,0.0,0.0
2020-12-05 19:53:59-03:00,0.0,0.0,,
2020-12-05 19:54:14-03:00,,,0.0,0.0
2020-12-05 19:59:00-03:00,0.0,0.0,,
2020-12-05 19:59:14-03:00,,,0.0,0.0
2020-12-05 20:04:00-03:00,0.0,0.0,,
2020-12-05 20:04:15-03:00,,,0.0,0.0
2020-12-05 20:09:00-03:00,0.0,0.0,,
2020-12-05 20:09:15-03:00,,,0.0,0.0
2020-12-05 20:14:01-03:00,0.0,0.0,,
2020-12-05 20:14:15-03:00,,,0.0,0.0
2020-12-05 20:19:01-03:00,0.0,0.0,,
2020-12-05 20:19:16-03:00,,,0.0,0.0
2020-12-05 20:24:01-03:00,0.0,0.0,,
2020-12-05 20:24:16-03:00,,,0.0,0.0
2020-12-05 20:29:02-03:00,0.0,0.0,,
2020-12-05 20:29:16-03:00,,,0.0,0.0
2020-12-05 20:34:01-03:00,0.0,0.0,,
2020-12-05 20:34:16-03:00,,,0.0,0.0
2020-12-05 20:39:02-03:00,0.0,0.0,,
2020-12-05 20:39:17-03:00,,,0.0,0.0
2020-12-05 20:44:02-03:00,0.0,0.0,,
2020-12-05 20:44:17-03:00,,,0.0,0.0
2020-12-05 20:49:02-03:00,0.0,0.0,,
2020-12-05 20:49:17-03:00,,,0.0,0.0
2020-12-05 20:54:03-03:00,0.0,0.0,,
2020-12-05 20:54:18-03:00,,,0.0,0.0
2020-12-05 20:59:03-03:00,0.0,0.0,,
2020-12-05 20:59:18-03:00,,,0.0,0.0
2020-12-05 21:04:03-03:00,0.0,0.0,,
2020-12-05 21:04:18-03:00,,,0.0,0.0
2020-12-05 21:09:04-03:00,0.0,0.0,,
2020-12-05 21:09:19-03:00,,,0.0,0.0
2020-12-05 21:14:04-03:00,0.0,0.0,,
2020-12-05 21:14:19-03:00,,,0.0,0.0
2020-12-05 21:19:04-03:00,0.0,0.0,,
2020-12-05 21:19:19-03:00,,,0.0,0.0
2020-12-05 21:24:04-03:00,0.0,0.0,,
2020-12-05 21:24:20-03:00,,,0.0,0.0
2020-12-05 21:29:05-03:00,0.0,0.0,,
2020-12-05 21:29:20-03:00,,,0.0,0.0
2020-12-05 21:34:06-03:00,0.0,0.0,,
2020-12-05 21:34:22-03:00,,,0.0,0.0
2020-12-05 21:39:07-03:00,0.0,0.0,,
2020-12-05 21:39:22-03:00,,,0.0,0.0
2020-12-05 21:44:08-03:00,0.0,0.0,,
2020-12-05 21:44:22-03:00,,,0.0,0.0
2020-12-05 21:49:08-03:00,0.0,0.0,,
2020-12-05 21:49:23-03:00,,,0.0,0.0
2020-12-05 21:54:09-03:00,0.0,0.0,,
2020-12-05 21:54:16-03:00,0.0,0.0,,
2020-12-05 21:54:23-03:00,0.0,0.0,0.0,0.0
2020-12-05 21:54:30-03:00,0.0,0.0,,
2020-12-05 21:54:37-03:00,0.0,0.0,,
2020-12-05 21:54:42-03:00,0.0,0.0,,
2020-12-05 21:54:47-03:00,0.0,0.0,,
2020-12-05 21:54:51-03:00,0.0,0.0,,
2020-12-05 21:54:56-03:00,0.0,0.0,,
2020-12-05 21:55:00-03:00,0.0,0.0,,
2020-12-05 21:55:05-03:00,0.0,0.0,,
2020-12-05 21:55:09-03:00,0.0,0.0,,
2020-12-05 21:55:14-03:00,0.0,0.0,,
2020-12-05 21:55:18-03:00,0.0,0.0,,
2020-12-05 21:55:23-03:00,0.0,0.0,,
2020-12-05 21:55:27-03:00,0.0,0.0,,
2020-12-05 21:55:32-03:00,0.0,0.0,,
2020-12-05 21:55:36-03:00,0.0,0.0,,
2020-12-05 21:55:41-03:00,0.0,0.0,,
2020-12-05 21:55:45-03:00,0.0,0.0,,
2020-12-05 21:55:50-03:00,0.0,0.0,,
2020-12-05 21:55:54-03:00,0.0,0.0,,
2020-12-05 21:55:59-03:00,0.0,0.0,,
2020-12-05 21:56:03-03:00,0.0,0.0,,
2020-12-05 21:56:08-03:00,0.0,0.0,,
2020-12-05 21:56:12-03:00,0.0,0.0,,
2020-12-05 21:56:17-03:00,0.0,0.0,,
2020-12-05 21:56:21-03:00,0.0,0.0,,
2020-12-05 21:56:26-03:00,0.0,0.0,,
2020-12-05 21:56:31-03:00,0.0,0.0,,
2020-12-05 21:56:35-03:00,0.0,0.0,,
2020-12-05 21:56:40-03:00,0.0,0.0,,
2020-12-05 21:56:44-03:00,0.0,0.0,,
2020-12-05 21:56:46-03:00,0.0,0.0,,
2020-12-05 21:59:23-03:00,,,0.0,0.0
2020-12-05 22:01:47-03:00,0.0,0.0,,
2020-12-05 22:04:24-03:00,,,0.0,0.0
2020-12-05 22:06:47-03:00,0.0,0.0,,
2020-12-05 22:09:24-03:00,,,0.0,0.0
2020-12-05 22:11:48-03:00,0.0,0.0,,
2020-12-05 22:14:24-03:00,,,0.0,0.0
2020-12-05 22:16:48-03:00,0.0,0.0,,
2020-12-05 22:19:24-03:00,,,0.0,0.0
2020-12-05 22:21:48-03:00,0.0,0.0,,
2020-12-05 22:24:25-03:00,,,0.0,0.0
2020-12-05 22:26:49-03:00,0.0,0.0,,
2020-12-05 22:29:25-03:00,,,0.0,0.0
2020-12-05 22:31:48-03:00,0.0,0.0,,
2020-12-05 22:34:25-03:00,,,0.0,0.0
2020-12-05 22:36:48-03:00,0.0,0.0,,
2020-12-05 22:39:26-03:00,,,0.0,0.0
2020-12-05 22:41:50-03:00,0.0,0.0,,
2020-12-05 22:44:26-03:00,,,0.0,0.0
2020-12-05 22:46:50-03:00,0.0,0.0,,
2020-12-05 22:49:26-03:00,,,0.0,0.0
2020-12-05 22:51:50-03:00,0.0,0.0,,
2020-12-05 22:54:27-03:00,,,0.0,0.0
2020-12-05 22:56:51-03:00,0.0,0.0,,
2020-12-05 22:59:27-03:00,,,0.0,0.0
2020-12-05 23:01:51-03:00,0.0,0.0,,
2020-12-05 23:04:27-03:00,,,0.0,0.0
2020-12-05 23:06:51-03:00,0.0,0.0,,
2020-12-05 23:09:28-03:00,,,0.0,0.0
2020-12-05 23:11:52-03:00,0.0,0.0,,
