date,APR Los Caleos >> Pozos y Bombas Elevadoras >> Caudal Pozos(9918)
2020-12-01 20:59:27-03:00,0.0
2020-12-01 21:04:26-03:00,0.0
2020-12-01 21:09:27-03:00,0.0
2020-12-01 21:14:27-03:00,0.0
2020-12-01 21:19:27-03:00,0.0
2020-12-01 21:24:28-03:00,0.0
2020-12-01 21:29:28-03:00,0.0
2020-12-01 21:34:28-03:00,5.0
2020-12-01 21:39:28-03:00,4.76
2020-12-01 21:44:29-03:00,4.76
2020-12-01 21:49:29-03:00,4.76
2020-12-01 21:54:29-03:00,4.76
2020-12-01 21:59:30-03:00,4.76
2020-12-01 22:04:30-03:00,4.76
2020-12-01 22:09:30-03:00,4.76
2020-12-01 22:14:31-03:00,4.76
2020-12-01 22:19:31-03:00,4.76
2020-12-01 22:24:32-03:00,4.76
2020-12-01 22:29:32-03:00,4.76
2020-12-01 22:34:32-03:00,4.76
2020-12-01 22:39:33-03:00,4.76
2020-12-01 22:44:33-03:00,4.76
2020-12-01 22:49:33-03:00,4.76
2020-12-01 22:54:34-03:00,4.76
2020-12-01 22:59:34-03:00,4.76
2020-12-01 23:04:34-03:00,4.76
2020-12-01 23:09:34-03:00,4.76
2020-12-01 23:14:35-03:00,4.76
2020-12-01 23:19:35-03:00,0.0
2020-12-01 23:24:35-03:00,0.0
2020-12-01 23:29:35-03:00,0.0
2020-12-01 23:34:36-03:00,0.0
2020-12-01 23:39:36-03:00,0.0
2020-12-01 23:44:36-03:00,0.0
2020-12-01 23:49:37-03:00,0.0
2020-12-01 23:54:37-03:00,0.0
2020-12-01 23:59:38-03:00,0.0
2020-12-02 00:04:37-03:00,0.0
2020-12-02 00:09:38-03:00,0.0
2020-12-02 00:14:38-03:00,0.0
2020-12-02 00:19:38-03:00,0.0
2020-12-02 00:24:39-03:00,0.0
2020-12-02 00:29:39-03:00,0.0
2020-12-02 00:34:39-03:00,0.0
2020-12-02 00:39:39-03:00,0.0
2020-12-02 00:44:40-03:00,0.0
2020-12-02 00:49:40-03:00,5.0
2020-12-02 00:54:40-03:00,4.76
2020-12-02 00:59:41-03:00,4.76
2020-12-02 01:04:41-03:00,4.76
2020-12-02 01:09:41-03:00,4.76
2020-12-02 01:14:41-03:00,4.76
2020-12-02 01:19:42-03:00,4.76
2020-12-02 01:24:43-03:00,4.76
2020-12-02 01:29:43-03:00,4.76
2020-12-02 01:34:44-03:00,4.76
2020-12-02 01:39:44-03:00,4.76
2020-12-02 01:44:44-03:00,0.0
2020-12-02 01:49:45-03:00,0.0
2020-12-02 01:54:45-03:00,0.0
2020-12-02 01:59:45-03:00,0.0
2020-12-02 02:04:45-03:00,0.0
2020-12-02 02:09:46-03:00,0.0
2020-12-02 02:14:46-03:00,0.0
2020-12-02 02:19:46-03:00,0.0
2020-12-02 02:24:47-03:00,0.0
2020-12-02 02:29:47-03:00,0.0
2020-12-02 02:34:47-03:00,0.0
2020-12-02 02:39:48-03:00,0.0
2020-12-02 02:44:48-03:00,0.0
2020-12-02 02:49:48-03:00,0.0
2020-12-02 02:54:49-03:00,0.0
2020-12-02 02:59:49-03:00,0.0
2020-12-02 03:04:48-03:00,0.0
2020-12-02 03:09:48-03:00,0.0
2020-12-02 03:14:49-03:00,0.0
2020-12-02 03:19:49-03:00,0.0
2020-12-02 03:24:50-03:00,0.0
2020-12-02 03:29:50-03:00,0.0
2020-12-02 03:34:50-03:00,0.0
2020-12-02 03:39:50-03:00,0.0
2020-12-02 03:44:51-03:00,5.0
2020-12-02 03:49:51-03:00,4.76
2020-12-02 03:54:51-03:00,4.76
2020-12-02 03:59:52-03:00,4.76
2020-12-02 04:04:53-03:00,4.76
2020-12-02 04:09:53-03:00,4.76
2020-12-02 04:14:54-03:00,4.76
2020-12-02 04:19:54-03:00,4.76
2020-12-02 04:24:54-03:00,4.76
2020-12-02 04:29:55-03:00,4.76
2020-12-02 04:34:55-03:00,4.76
2020-12-02 04:39:55-03:00,0.0
2020-12-02 04:44:56-03:00,0.0
2020-12-02 04:49:56-03:00,0.0
2020-12-02 04:54:56-03:00,0.0
2020-12-02 04:59:57-03:00,0.0
2020-12-02 05:04:56-03:00,0.0
2020-12-02 05:09:56-03:00,0.0
2020-12-02 05:14:56-03:00,0.0
2020-12-02 05:19:56-03:00,0.0
2020-12-02 05:24:57-03:00,0.0
2020-12-02 05:29:57-03:00,0.0
2020-12-02 05:34:57-03:00,0.0
2020-12-02 05:39:58-03:00,0.0
2020-12-02 05:44:58-03:00,0.0
2020-12-02 05:49:58-03:00,0.0
2020-12-02 05:54:59-03:00,0.0
2020-12-02 05:59:59-03:00,0.0
2020-12-02 06:04:59-03:00,0.0
2020-12-02 06:10:01-03:00,0.0
2020-12-02 06:15:01-03:00,0.0
2020-12-02 06:20:01-03:00,0.0
2020-12-02 06:25:02-03:00,0.0
2020-12-02 06:30:02-03:00,5.0
2020-12-02 06:35:02-03:00,4.76
2020-12-02 06:40:03-03:00,4.76
2020-12-02 06:45:03-03:00,4.76
2020-12-02 06:50:03-03:00,4.76
2020-12-02 06:55:04-03:00,4.76
2020-12-02 07:00:04-03:00,4.76
2020-12-02 07:05:04-03:00,4.76
2020-12-02 07:10:04-03:00,4.76
2020-12-02 07:15:05-03:00,4.76
2020-12-02 07:20:05-03:00,4.76
2020-12-02 07:25:05-03:00,4.76
2020-12-02 07:30:05-03:00,4.76
2020-12-02 07:35:06-03:00,0.0
2020-12-02 07:40:06-03:00,0.0
2020-12-02 07:45:06-03:00,0.0
2020-12-02 07:50:07-03:00,0.0
2020-12-02 07:55:07-03:00,0.0
2020-12-02 08:00:08-03:00,0.0
2020-12-02 08:05:08-03:00,0.0
2020-12-02 08:10:09-03:00,0.0
2020-12-02 08:15:09-03:00,0.0
2020-12-02 08:20:09-03:00,0.0
2020-12-02 08:25:09-03:00,0.0
2020-12-02 08:30:10-03:00,0.0
2020-12-02 08:35:10-03:00,0.0
2020-12-02 08:40:11-03:00,0.0
2020-12-02 08:45:11-03:00,0.0
2020-12-02 08:50:11-03:00,0.0
2020-12-02 08:55:11-03:00,0.0
2020-12-02 09:00:12-03:00,0.0
2020-12-02 09:05:12-03:00,0.0
2020-12-02 09:10:12-03:00,0.0
2020-12-02 09:15:12-03:00,0.0
2020-12-02 09:20:13-03:00,0.0
2020-12-02 09:25:13-03:00,0.0
2020-12-02 09:30:14-03:00,0.0
2020-12-02 09:35:14-03:00,0.0
2020-12-02 09:40:14-03:00,0.0
2020-12-02 09:45:14-03:00,0.0
2020-12-02 09:50:15-03:00,0.0
2020-12-02 09:55:15-03:00,0.0
2020-12-02 10:00:16-03:00,0.0
2020-12-02 10:05:15-03:00,0.0
2020-12-02 10:10:15-03:00,0.0
2020-12-02 10:15:16-03:00,0.0
2020-12-02 10:20:16-03:00,0.0
2020-12-02 10:25:16-03:00,0.0
2020-12-02 10:30:17-03:00,0.0
2020-12-02 10:35:17-03:00,0.0
2020-12-02 10:40:17-03:00,0.0
2020-12-02 10:45:17-03:00,0.0
2020-12-02 10:50:18-03:00,0.0
2020-12-02 10:55:18-03:00,0.0
2020-12-02 11:00:18-03:00,0.0
2020-12-02 11:05:19-03:00,0.0
2020-12-02 11:10:19-03:00,0.0
2020-12-02 11:15:19-03:00,0.0
2020-12-02 11:20:20-03:00,0.0
2020-12-02 11:25:20-03:00,0.0
2020-12-02 11:30:20-03:00,0.0
2020-12-02 11:35:21-03:00,0.0
2020-12-02 11:40:22-03:00,0.0
2020-12-02 11:45:22-03:00,0.0
2020-12-02 11:50:22-03:00,0.0
2020-12-02 11:55:23-03:00,0.0
2020-12-02 12:00:23-03:00,0.0
2020-12-02 12:05:24-03:00,0.0
2020-12-02 12:10:24-03:00,0.0
2020-12-02 12:15:24-03:00,0.0
2020-12-02 12:20:24-03:00,0.0
2020-12-02 12:25:25-03:00,0.0
2020-12-02 12:30:25-03:00,0.0
2020-12-02 12:35:25-03:00,0.0
2020-12-02 12:40:26-03:00,0.0
2020-12-02 12:45:26-03:00,0.0
2020-12-02 12:50:27-03:00,0.0
2020-12-02 12:55:28-03:00,0.0
2020-12-02 13:00:28-03:00,0.0
2020-12-02 13:05:27-03:00,0.0
2020-12-02 13:10:28-03:00,0.0
2020-12-02 13:15:28-03:00,0.0
2020-12-02 13:20:28-03:00,0.0
2020-12-02 13:25:28-03:00,0.0
2020-12-02 13:30:29-03:00,0.0
2020-12-02 13:35:29-03:00,0.0
2020-12-02 13:40:29-03:00,0.0
2020-12-02 13:45:30-03:00,0.0
2020-12-02 13:50:30-03:00,0.0
2020-12-02 13:55:30-03:00,0.0
2020-12-02 14:00:31-03:00,0.0
2020-12-02 14:05:31-03:00,0.0
2020-12-02 14:10:32-03:00,0.0
2020-12-02 14:15:32-03:00,0.0
2020-12-02 14:20:32-03:00,0.0
2020-12-02 14:25:33-03:00,0.0
2020-12-02 14:30:33-03:00,0.0
2020-12-02 14:35:34-03:00,0.0
2020-12-02 14:40:34-03:00,0.0
2020-12-02 14:45:34-03:00,0.0
2020-12-02 14:50:35-03:00,0.0
2020-12-02 14:55:35-03:00,0.0
2020-12-02 15:00:35-03:00,0.0
2020-12-02 15:05:35-03:00,0.0
2020-12-02 15:10:36-03:00,0.0
2020-12-02 15:15:36-03:00,0.0
2020-12-02 15:20:36-03:00,0.0
2020-12-02 15:25:37-03:00,0.0
2020-12-02 15:30:37-03:00,0.0
2020-12-02 15:35:37-03:00,0.0
2020-12-02 15:40:37-03:00,0.0
2020-12-02 15:45:38-03:00,0.0
2020-12-02 15:50:38-03:00,0.0
2020-12-02 15:55:39-03:00,0.0
2020-12-02 16:00:39-03:00,0.0
2020-12-02 16:05:38-03:00,0.0
2020-12-02 16:10:38-03:00,0.0
2020-12-02 16:15:39-03:00,0.0
2020-12-02 16:20:39-03:00,0.0
2020-12-02 16:25:39-03:00,0.0
2020-12-02 16:30:40-03:00,0.0
2020-12-02 16:35:40-03:00,0.0
2020-12-02 16:40:40-03:00,0.0
2020-12-02 16:45:41-03:00,0.0
2020-12-02 16:50:41-03:00,0.0
2020-12-02 16:55:41-03:00,0.0
2020-12-02 17:00:42-03:00,0.0
2020-12-02 17:05:42-03:00,0.0
2020-12-02 17:10:42-03:00,0.0
2020-12-02 17:15:43-03:00,0.0
2020-12-02 17:20:43-03:00,0.0
2020-12-02 17:25:43-03:00,0.0
2020-12-02 17:30:44-03:00,0.0
2020-12-02 17:35:44-03:00,0.0
2020-12-02 17:40:44-03:00,0.0
2020-12-02 18:32:05-03:00,4.76
2020-12-02 18:37:06-03:00,4.76
2020-12-02 18:42:06-03:00,4.76
2020-12-02 18:47:06-03:00,4.76
2020-12-02 18:52:07-03:00,4.76
2020-12-02 18:57:07-03:00,4.76
2020-12-02 19:02:07-03:00,4.76
2020-12-02 19:07:08-03:00,4.76
2020-12-02 19:12:08-03:00,4.76
2020-12-02 19:17:08-03:00,4.76
2020-12-02 19:22:09-03:00,4.76
2020-12-02 19:27:09-03:00,4.76
2020-12-02 19:32:09-03:00,4.76
2020-12-02 19:37:09-03:00,0.0
2020-12-02 19:42:09-03:00,0.0
2020-12-02 19:47:10-03:00,0.0
2020-12-02 19:52:10-03:00,0.0
2020-12-02 19:57:11-03:00,0.0
2020-12-02 20:02:11-03:00,0.0
2020-12-02 20:07:11-03:00,0.0
2020-12-02 20:12:12-03:00,0.0
2020-12-02 20:17:12-03:00,0.0
2020-12-02 20:22:12-03:00,5.0
2020-12-02 20:27:13-03:00,5.0
2020-12-02 20:32:12-03:00,4.76
2020-12-02 20:37:12-03:00,4.76
2020-12-02 20:42:13-03:00,4.76
2020-12-02 20:47:13-03:00,4.76
2020-12-02 20:52:13-03:00,4.76
2020-12-02 20:57:14-03:00,4.76
2020-12-02 21:02:14-03:00,4.76
2020-12-02 21:07:14-03:00,4.76
2020-12-02 21:12:15-03:00,4.76
2020-12-02 21:17:15-03:00,4.76
2020-12-02 21:22:15-03:00,4.76
2020-12-02 21:27:16-03:00,4.76
2020-12-02 21:32:16-03:00,4.76
2020-12-02 21:37:17-03:00,4.76
2020-12-02 21:42:17-03:00,4.76
2020-12-02 21:47:17-03:00,4.76
2020-12-02 21:52:18-03:00,4.76
2020-12-02 21:57:18-03:00,4.76
2020-12-02 22:02:18-03:00,4.76
2020-12-02 22:07:18-03:00,4.76
2020-12-02 22:12:19-03:00,4.54
2020-12-02 22:17:19-03:00,4.76
2020-12-02 22:22:19-03:00,4.76
2020-12-02 22:27:20-03:00,4.76
2020-12-02 22:32:20-03:00,4.76
2020-12-02 22:37:20-03:00,4.76
2020-12-02 22:42:20-03:00,4.76
2020-12-02 22:47:21-03:00,0.0
2020-12-02 22:52:21-03:00,0.0
2020-12-02 22:57:21-03:00,0.0
2020-12-02 23:02:22-03:00,0.0
2020-12-02 23:07:22-03:00,0.0
2020-12-02 23:12:23-03:00,0.0
2020-12-02 23:17:23-03:00,0.0
2020-12-02 23:22:24-03:00,0.0
2020-12-02 23:27:24-03:00,0.0
2020-12-02 23:32:24-03:00,0.0
2020-12-02 23:37:24-03:00,0.0
2020-12-02 23:42:24-03:00,0.0
2020-12-02 23:47:25-03:00,0.0
2020-12-02 23:52:25-03:00,5.0
2020-12-02 23:57:25-03:00,4.76
2020-12-03 00:02:26-03:00,4.76
2020-12-03 00:07:26-03:00,4.76
2020-12-03 00:12:27-03:00,4.76
2020-12-03 00:17:27-03:00,4.76
2020-12-03 00:22:27-03:00,4.76
2020-12-03 00:27:28-03:00,4.76
2020-12-03 00:32:27-03:00,4.76
2020-12-03 00:37:28-03:00,4.76
2020-12-03 00:42:28-03:00,4.76
2020-12-03 00:47:28-03:00,4.76
2020-12-03 00:52:29-03:00,4.76
2020-12-03 00:57:29-03:00,0.0
2020-12-03 01:02:29-03:00,0.0
2020-12-03 01:07:29-03:00,0.0
2020-12-03 01:12:30-03:00,0.0
2020-12-03 01:17:30-03:00,0.0
2020-12-03 01:22:30-03:00,0.0
2020-12-03 01:27:31-03:00,0.0
2020-12-03 01:32:32-03:00,0.0
2020-12-03 01:37:33-03:00,0.0
2020-12-03 01:42:33-03:00,0.0
2020-12-03 01:47:34-03:00,0.0
2020-12-03 01:52:34-03:00,0.0
2020-12-03 01:57:34-03:00,0.0
2020-12-03 02:02:35-03:00,0.0
2020-12-03 02:07:35-03:00,0.0
2020-12-03 02:12:35-03:00,0.0
2020-12-03 02:17:35-03:00,0.0
2020-12-03 02:22:36-03:00,0.0
2020-12-03 02:27:36-03:00,0.0
2020-12-03 02:32:36-03:00,0.0
2020-12-03 02:37:36-03:00,0.0
2020-12-03 02:42:37-03:00,5.26
2020-12-03 02:47:37-03:00,4.76
2020-12-03 02:52:37-03:00,4.76
2020-12-03 02:57:38-03:00,4.76
2020-12-03 03:02:38-03:00,4.76
2020-12-03 03:07:38-03:00,4.76
2020-12-03 03:12:38-03:00,4.76
2020-12-03 03:17:39-03:00,4.76
2020-12-03 03:22:39-03:00,4.76
2020-12-03 03:27:39-03:00,4.76
2020-12-03 03:32:39-03:00,4.76
2020-12-03 03:37:40-03:00,0.0
2020-12-03 03:42:40-03:00,0.0
2020-12-03 03:47:40-03:00,0.0
2020-12-03 03:52:41-03:00,0.0
2020-12-03 03:57:41-03:00,0.0
2020-12-03 04:02:41-03:00,0.0
2020-12-03 04:07:41-03:00,0.0
2020-12-03 04:12:42-03:00,0.0
2020-12-03 04:17:42-03:00,0.0
2020-12-03 04:22:42-03:00,0.0
2020-12-03 04:27:43-03:00,0.0
2020-12-03 04:32:43-03:00,0.0
2020-12-03 04:37:43-03:00,0.0
2020-12-03 04:42:44-03:00,0.0
2020-12-03 04:47:44-03:00,0.0
2020-12-03 04:52:44-03:00,0.0
2020-12-03 04:57:46-03:00,0.0
