date,APR Espinalillo >> Pozo 1 y Pozo 2 >> Horómetro Pozo 2(7566),APR Espinalillo >> Pozo 1 y Pozo 2 >> Horómetro Pozo 1(7561)
2020-11-30 22:26:50-03:00,4806.0,9687.0
2020-11-30 22:31:26-03:00,4806.0,9687.0
2020-11-30 22:31:50-03:00,4806.0,9687.0
2020-11-30 22:36:27-03:00,4806.0,9687.0
2020-11-30 22:36:51-03:00,4806.0,9687.0
2020-11-30 22:41:27-03:00,4806.0,9687.0
2020-11-30 22:41:51-03:00,4806.0,9687.0
2020-11-30 22:46:27-03:00,4806.0,9687.0
2020-11-30 22:46:51-03:00,4806.0,9687.0
2020-11-30 22:51:28-03:00,4806.0,9687.0
2020-11-30 22:51:51-03:00,4806.0,9687.0
2020-11-30 22:56:28-03:00,4806.0,9687.0
2020-11-30 22:56:52-03:00,4806.0,9687.0
2020-11-30 23:01:28-03:00,4806.0,9687.0
2020-11-30 23:01:52-03:00,4806.0,9687.0
2020-11-30 23:06:28-03:00,4806.0,9687.0
2020-11-30 23:06:52-03:00,4806.0,9687.0
2020-11-30 23:11:29-03:00,4806.0,9687.0
2020-11-30 23:11:53-03:00,4806.0,9687.0
2020-11-30 23:16:29-03:00,4806.0,9687.0
2020-11-30 23:16:53-03:00,4806.0,9687.0
2020-11-30 23:21:29-03:00,4806.0,9687.0
2020-11-30 23:21:53-03:00,4806.0,9687.0
2020-11-30 23:26:30-03:00,4806.0,9687.0
2020-11-30 23:26:54-03:00,4806.0,9687.0
2020-11-30 23:31:30-03:00,4806.0,9687.0
2020-11-30 23:31:54-03:00,4806.0,9687.0
2020-11-30 23:36:30-03:00,4806.0,9687.0
2020-11-30 23:36:54-03:00,4806.0,9687.0
2020-11-30 23:41:31-03:00,4806.0,9687.0
2020-11-30 23:41:55-03:00,4806.0,9687.0
2020-11-30 23:46:31-03:00,4806.0,9687.0
2020-11-30 23:46:55-03:00,4806.0,9687.0
2020-11-30 23:51:31-03:00,4806.0,9687.0
2020-11-30 23:51:55-03:00,4806.0,9687.0
2020-11-30 23:56:31-03:00,4806.0,9687.0
2020-11-30 23:56:55-03:00,4806.0,9687.0
2020-12-01 00:01:32-03:00,4806.0,9687.0
2020-12-01 00:01:56-03:00,4806.0,9687.0
2020-12-01 00:06:32-03:00,4806.0,9687.0
2020-12-01 00:06:56-03:00,4806.0,9687.0
2020-12-01 00:11:32-03:00,4806.0,9687.0
2020-12-01 00:11:56-03:00,4806.0,9687.0
2020-12-01 00:16:33-03:00,4806.0,9687.0
2020-12-01 00:16:57-03:00,4806.0,9687.0
2020-12-01 00:21:33-03:00,4806.0,9687.0
2020-12-01 00:21:57-03:00,4806.0,9687.0
2020-12-01 00:26:33-03:00,4806.0,9687.0
2020-12-01 00:26:57-03:00,4806.0,9687.0
2020-12-01 00:31:34-03:00,4806.0,9687.0
2020-12-01 00:31:58-03:00,4806.0,9687.0
2020-12-01 00:36:34-03:00,4806.0,9687.0
2020-12-01 00:36:58-03:00,4806.0,9687.0
2020-12-01 00:41:34-03:00,4806.0,9687.0
2020-12-01 00:41:58-03:00,4806.0,9687.0
2020-12-01 00:46:35-03:00,4806.0,9687.0
2020-12-01 00:46:58-03:00,4806.0,9687.0
2020-12-01 00:51:35-03:00,4806.0,9687.0
2020-12-01 00:51:59-03:00,4806.0,9687.0
2020-12-01 00:56:35-03:00,4806.0,9687.0
2020-12-01 00:56:59-03:00,4806.0,9687.0
2020-12-01 01:01:35-03:00,4806.0,9687.0
2020-12-01 01:01:59-03:00,4806.0,9687.0
2020-12-01 01:06:36-03:00,4806.0,9687.0
2020-12-01 01:07:00-03:00,4806.0,9687.0
2020-12-01 01:11:36-03:00,4806.0,9687.0
2020-12-01 01:12:00-03:00,4806.0,9687.0
2020-12-01 01:16:36-03:00,4806.0,9687.0
2020-12-01 01:17:00-03:00,4806.0,9687.0
2020-12-01 01:21:37-03:00,4806.0,9687.0
2020-12-01 01:22:01-03:00,4806.0,9687.0
2020-12-01 01:26:37-03:00,4806.0,9687.0
2020-12-01 01:27:01-03:00,4806.0,9687.0
2020-12-01 01:31:37-03:00,4806.0,9687.0
2020-12-01 01:32:01-03:00,4806.0,9687.0
2020-12-01 01:36:38-03:00,4806.0,9687.0
2020-12-01 01:37:01-03:00,4806.0,9687.0
2020-12-01 01:41:38-03:00,4806.0,9687.0
2020-12-01 01:42:02-03:00,4806.0,9687.0
2020-12-01 01:46:38-03:00,4806.0,9687.0
2020-12-01 01:47:02-03:00,4806.0,9687.0
2020-12-01 01:51:39-03:00,4806.0,9687.0
2020-12-01 01:52:02-03:00,4806.0,9687.0
2020-12-01 01:56:39-03:00,4806.0,9687.0
2020-12-01 01:57:03-03:00,4806.0,9687.0
2020-12-01 02:01:39-03:00,4806.0,9687.0
2020-12-01 02:02:03-03:00,4806.0,9687.0
2020-12-01 02:06:39-03:00,4806.0,9687.0
2020-12-01 02:07:03-03:00,4806.0,9687.0
2020-12-01 02:11:40-03:00,4806.0,9687.0
2020-12-01 02:12:04-03:00,4806.0,9687.0
2020-12-01 02:16:40-03:00,4806.0,9687.0
2020-12-01 02:17:04-03:00,4806.0,9687.0
2020-12-01 02:21:40-03:00,4806.0,9687.0
2020-12-01 02:22:04-03:00,4806.0,9687.0
2020-12-01 02:26:41-03:00,4806.0,9687.0
2020-12-01 02:27:05-03:00,4806.0,9687.0
2020-12-01 02:31:41-03:00,4806.0,9687.0
2020-12-01 02:32:05-03:00,4806.0,9687.0
2020-12-01 02:36:41-03:00,4806.0,9687.0
2020-12-01 02:37:05-03:00,4806.0,9687.0
2020-12-01 02:41:42-03:00,4806.0,9687.0
2020-12-01 02:42:05-03:00,4806.0,9687.0
2020-12-01 02:46:42-03:00,4806.0,9687.0
2020-12-01 02:47:06-03:00,4806.0,9687.0
2020-12-01 02:51:42-03:00,4806.0,9687.0
2020-12-01 02:52:06-03:00,4806.0,9687.0
2020-12-01 02:56:42-03:00,4806.0,9687.0
2020-12-01 02:57:06-03:00,4806.0,9687.0
2020-12-01 03:01:43-03:00,4806.0,9687.0
2020-12-01 03:02:07-03:00,4806.0,9687.0
2020-12-01 03:06:43-03:00,4806.0,9687.0
2020-12-01 03:07:07-03:00,4806.0,9687.0
2020-12-01 03:11:43-03:00,4806.0,9687.0
2020-12-01 03:12:07-03:00,4806.0,9687.0
2020-12-01 03:16:44-03:00,4806.0,9687.0
2020-12-01 03:17:08-03:00,4806.0,9687.0
2020-12-01 03:21:44-03:00,4806.0,9687.0
2020-12-01 03:22:08-03:00,4806.0,9687.0
2020-12-01 03:26:44-03:00,4806.0,9687.0
2020-12-01 03:27:08-03:00,4806.0,9687.0
2020-12-01 03:31:45-03:00,4806.0,9687.0
2020-12-01 03:32:08-03:00,4806.0,9687.0
2020-12-01 03:36:45-03:00,4806.0,9687.0
2020-12-01 03:37:09-03:00,4806.0,9687.0
2020-12-01 03:41:45-03:00,4806.0,9687.0
2020-12-01 03:42:09-03:00,4806.0,9687.0
2020-12-01 03:46:45-03:00,4806.0,9687.0
2020-12-01 03:47:09-03:00,4806.0,9687.0
2020-12-01 03:51:46-03:00,4806.0,9687.0
2020-12-01 03:52:10-03:00,4806.0,9687.0
2020-12-01 03:56:46-03:00,4806.0,9687.0
2020-12-01 03:57:10-03:00,4806.0,9687.0
2020-12-01 04:01:46-03:00,4806.0,9688.0
2020-12-01 04:02:10-03:00,4806.0,9688.0
2020-12-01 04:06:47-03:00,4806.0,9688.0
2020-12-01 04:07:11-03:00,4806.0,9688.0
2020-12-01 04:11:47-03:00,4806.0,9688.0
2020-12-01 04:12:11-03:00,4806.0,9688.0
2020-12-01 04:16:47-03:00,4806.0,9688.0
2020-12-01 04:17:11-03:00,4806.0,9688.0
2020-12-01 04:21:48-03:00,4806.0,9688.0
2020-12-01 04:22:12-03:00,4806.0,9688.0
2020-12-01 04:26:48-03:00,4806.0,9688.0
2020-12-01 04:27:12-03:00,4806.0,9688.0
2020-12-01 04:31:48-03:00,4806.0,9688.0
2020-12-01 04:32:12-03:00,4806.0,9688.0
2020-12-01 04:36:48-03:00,4806.0,9688.0
2020-12-01 04:37:12-03:00,4806.0,9688.0
2020-12-01 04:41:49-03:00,4806.0,9688.0
2020-12-01 04:42:13-03:00,4806.0,9688.0
2020-12-01 04:46:49-03:00,4806.0,9688.0
2020-12-01 04:47:13-03:00,4806.0,9688.0
2020-12-01 04:51:49-03:00,4806.0,9688.0
2020-12-01 04:52:13-03:00,4806.0,9688.0
2020-12-01 04:56:50-03:00,4806.0,9688.0
2020-12-01 04:57:14-03:00,4806.0,9688.0
2020-12-01 05:01:50-03:00,4806.0,9689.0
2020-12-01 05:02:14-03:00,4806.0,9689.0
2020-12-01 05:06:50-03:00,4806.0,9689.0
2020-12-01 05:07:14-03:00,4806.0,9689.0
2020-12-01 05:11:51-03:00,4806.0,9689.0
2020-12-01 05:12:15-03:00,4806.0,9689.0
2020-12-01 05:16:51-03:00,4806.0,9689.0
2020-12-01 05:17:15-03:00,4806.0,9689.0
2020-12-01 05:21:51-03:00,4806.0,9689.0
2020-12-01 05:22:15-03:00,4806.0,9689.0
2020-12-01 05:26:52-03:00,4806.0,9689.0
2020-12-01 05:27:15-03:00,4806.0,9689.0
2020-12-01 05:31:52-03:00,4806.0,9689.0
2020-12-01 05:32:16-03:00,4806.0,9689.0
2020-12-01 05:36:52-03:00,4806.0,9689.0
2020-12-01 05:37:16-03:00,4806.0,9689.0
2020-12-01 05:41:52-03:00,4806.0,9689.0
2020-12-01 05:42:16-03:00,4806.0,9689.0
2020-12-01 05:46:53-03:00,4806.0,9689.0
2020-12-01 05:47:17-03:00,4806.0,9689.0
2020-12-01 05:51:53-03:00,4806.0,9689.0
2020-12-01 05:52:17-03:00,4806.0,9689.0
2020-12-01 05:56:53-03:00,4806.0,9689.0
2020-12-01 05:57:17-03:00,4806.0,9689.0
2020-12-01 06:01:54-03:00,4806.0,9690.0
2020-12-01 06:02:18-03:00,4806.0,9690.0
2020-12-01 06:06:54-03:00,4806.0,9690.0
2020-12-01 06:07:18-03:00,4806.0,9690.0
2020-12-01 06:11:54-03:00,4806.0,9690.0
2020-12-01 06:12:18-03:00,4806.0,9690.0
2020-12-01 06:16:55-03:00,4806.0,9690.0
2020-12-01 06:17:19-03:00,4806.0,9690.0
2020-12-01 06:21:55-03:00,4806.0,9690.0
2020-12-01 06:22:19-03:00,4806.0,9690.0
2020-12-01 06:26:55-03:00,4806.0,9690.0
2020-12-01 06:27:19-03:00,4806.0,9690.0
2020-12-01 06:31:55-03:00,4806.0,9690.0
2020-12-01 06:32:19-03:00,4806.0,9690.0
2020-12-01 06:36:56-03:00,4806.0,9690.0
2020-12-01 06:37:20-03:00,4806.0,9690.0
2020-12-01 06:41:56-03:00,4806.0,9690.0
2020-12-01 06:42:20-03:00,4806.0,9690.0
2020-12-01 06:46:56-03:00,4806.0,9690.0
2020-12-01 06:47:20-03:00,4806.0,9690.0
2020-12-01 06:51:57-03:00,4806.0,9690.0
2020-12-01 06:52:21-03:00,4806.0,9690.0
2020-12-01 06:56:57-03:00,4806.0,9690.0
2020-12-01 06:57:21-03:00,4806.0,9690.0
2020-12-01 07:01:57-03:00,4806.0,9691.0
2020-12-01 07:02:21-03:00,4806.0,9691.0
2020-12-01 07:06:58-03:00,4806.0,9691.0
2020-12-01 07:07:22-03:00,4806.0,9691.0
2020-12-01 07:11:58-03:00,4806.0,9691.0
2020-12-01 07:12:22-03:00,4806.0,9691.0
2020-12-01 07:16:58-03:00,4806.0,9691.0
2020-12-01 07:17:22-03:00,4806.0,9691.0
2020-12-01 07:21:59-03:00,4806.0,9691.0
2020-12-01 07:22:22-03:00,4806.0,9691.0
2020-12-01 07:26:59-03:00,4806.0,9691.0
2020-12-01 07:27:23-03:00,4806.0,9691.0
2020-12-01 07:31:59-03:00,4806.0,9691.0
2020-12-01 07:32:23-03:00,4806.0,9691.0
2020-12-01 07:36:59-03:00,4806.0,9691.0
2020-12-01 07:37:23-03:00,4806.0,9691.0
2020-12-01 07:42:00-03:00,4806.0,9691.0
2020-12-01 07:42:24-03:00,4806.0,9691.0
2020-12-01 07:47:00-03:00,4806.0,9691.0
2020-12-01 07:47:24-03:00,4806.0,9691.0
2020-12-01 07:52:00-03:00,4806.0,9691.0
2020-12-01 07:52:24-03:00,4806.0,9691.0
2020-12-01 07:57:01-03:00,4806.0,9691.0
2020-12-01 07:57:25-03:00,4806.0,9691.0
2020-12-01 08:02:01-03:00,4806.0,9692.0
2020-12-01 08:02:25-03:00,4806.0,9692.0
2020-12-01 08:07:01-03:00,4806.0,9692.0
2020-12-01 08:07:25-03:00,4806.0,9692.0
2020-12-01 08:12:02-03:00,4806.0,9692.0
2020-12-01 08:12:26-03:00,4806.0,9692.0
2020-12-01 08:17:02-03:00,4806.0,9692.0
2020-12-01 08:17:26-03:00,4806.0,9692.0
2020-12-01 08:22:02-03:00,4806.0,9692.0
2020-12-01 08:22:26-03:00,4806.0,9692.0
2020-12-01 08:27:02-03:00,4806.0,9692.0
2020-12-01 08:27:26-03:00,4806.0,9692.0
2020-12-01 08:32:03-03:00,4806.0,9692.0
2020-12-01 08:32:27-03:00,4806.0,9692.0
2020-12-01 08:37:03-03:00,4806.0,9692.0
2020-12-01 08:37:27-03:00,4806.0,9692.0
2020-12-01 08:42:03-03:00,4806.0,9692.0
2020-12-01 08:42:27-03:00,4806.0,9692.0
2020-12-01 08:47:04-03:00,4806.0,9692.0
2020-12-01 08:47:28-03:00,4806.0,9692.0
2020-12-01 08:52:04-03:00,4806.0,9692.0
2020-12-01 08:52:28-03:00,4806.0,9692.0
2020-12-01 08:57:04-03:00,4806.0,9692.0
2020-12-01 08:57:28-03:00,4806.0,9692.0
2020-12-01 09:02:05-03:00,4806.0,9693.0
2020-12-01 09:02:29-03:00,4806.0,9693.0
2020-12-01 09:07:05-03:00,4806.0,9693.0
2020-12-01 09:07:29-03:00,4806.0,9693.0
2020-12-01 09:12:05-03:00,4806.0,9693.0
2020-12-01 09:12:29-03:00,4806.0,9693.0
2020-12-01 09:17:05-03:00,4806.0,9693.0
2020-12-01 09:17:29-03:00,4806.0,9693.0
2020-12-01 09:22:06-03:00,4806.0,9693.0
2020-12-01 09:22:30-03:00,4806.0,9693.0
2020-12-01 09:27:06-03:00,4806.0,9693.0
2020-12-01 09:27:30-03:00,4806.0,9693.0
2020-12-01 09:32:06-03:00,4806.0,9693.0
2020-12-01 09:32:30-03:00,4806.0,9693.0
2020-12-01 09:37:07-03:00,4806.0,9693.0
2020-12-01 09:37:31-03:00,4806.0,9693.0
2020-12-01 09:42:07-03:00,4806.0,9693.0
2020-12-01 09:42:31-03:00,4806.0,9693.0
2020-12-01 09:47:07-03:00,4806.0,9693.0
2020-12-01 09:47:31-03:00,4806.0,9693.0
2020-12-01 09:52:08-03:00,4806.0,9693.0
2020-12-01 09:52:32-03:00,4806.0,9693.0
2020-12-01 09:57:08-03:00,4806.0,9693.0
2020-12-01 09:57:32-03:00,4806.0,9693.0
2020-12-01 10:02:08-03:00,4806.0,9693.0
2020-12-01 10:02:32-03:00,4806.0,9693.0
2020-12-01 10:07:09-03:00,4806.0,9693.0
2020-12-01 10:07:32-03:00,4806.0,9693.0
2020-12-01 10:12:09-03:00,4806.0,9693.0
2020-12-01 10:12:33-03:00,4806.0,9693.0
2020-12-01 10:17:09-03:00,4806.0,9693.0
2020-12-01 10:17:33-03:00,4806.0,9693.0
2020-12-01 10:22:09-03:00,4806.0,9693.0
2020-12-01 10:22:33-03:00,4806.0,9693.0
2020-12-01 10:27:10-03:00,4806.0,9693.0
2020-12-01 10:27:34-03:00,4806.0,9693.0
2020-12-01 10:32:10-03:00,4806.0,9693.0
2020-12-01 10:32:34-03:00,4806.0,9693.0
2020-12-01 10:37:10-03:00,4806.0,9693.0
2020-12-01 10:37:34-03:00,4806.0,9693.0
2020-12-01 10:42:11-03:00,4806.0,9693.0
2020-12-01 10:42:35-03:00,4806.0,9693.0
2020-12-01 10:47:11-03:00,4806.0,9693.0
2020-12-01 10:47:35-03:00,4806.0,9693.0
2020-12-01 10:52:11-03:00,4806.0,9693.0
2020-12-01 10:52:35-03:00,4806.0,9693.0
2020-12-01 10:57:12-03:00,4806.0,9693.0
2020-12-01 10:57:36-03:00,4806.0,9693.0
2020-12-01 11:02:12-03:00,4806.0,9693.0
2020-12-01 11:02:36-03:00,4806.0,9693.0
2020-12-01 11:07:12-03:00,4806.0,9693.0
2020-12-01 11:07:36-03:00,4806.0,9693.0
2020-12-01 11:12:12-03:00,4806.0,9693.0
2020-12-01 11:12:36-03:00,4806.0,9693.0
2020-12-01 11:17:13-03:00,4806.0,9693.0
2020-12-01 11:17:37-03:00,4806.0,9693.0
2020-12-01 11:22:13-03:00,4806.0,9693.0
2020-12-01 11:22:37-03:00,4806.0,9693.0
2020-12-01 11:27:13-03:00,4806.0,9693.0
2020-12-01 11:27:37-03:00,4806.0,9693.0
2020-12-01 11:32:14-03:00,4806.0,9693.0
2020-12-01 11:32:38-03:00,4806.0,9693.0
2020-12-01 11:37:14-03:00,4806.0,9693.0
2020-12-01 11:37:38-03:00,4806.0,9693.0
2020-12-01 11:42:14-03:00,4806.0,9693.0
2020-12-01 11:42:38-03:00,4806.0,9693.0
2020-12-01 11:47:15-03:00,4806.0,9693.0
2020-12-01 11:47:39-03:00,4806.0,9693.0
2020-12-01 11:52:15-03:00,4806.0,9693.0
2020-12-01 11:52:39-03:00,4806.0,9693.0
2020-12-01 11:57:15-03:00,4806.0,9693.0
2020-12-01 11:57:39-03:00,4806.0,9693.0
2020-12-01 12:02:16-03:00,4806.0,9693.0
2020-12-01 12:02:40-03:00,4806.0,9693.0
2020-12-01 12:07:16-03:00,4806.0,9693.0
2020-12-01 12:07:40-03:00,4806.0,9693.0
2020-12-01 12:12:16-03:00,4806.0,9693.0
2020-12-01 12:12:40-03:00,4806.0,9693.0
2020-12-01 12:17:17-03:00,4806.0,9693.0
2020-12-01 12:17:40-03:00,4806.0,9693.0
2020-12-01 12:22:17-03:00,4806.0,9693.0
2020-12-01 12:22:41-03:00,4806.0,9693.0
2020-12-01 12:27:17-03:00,4806.0,9693.0
2020-12-01 12:27:41-03:00,4806.0,9693.0
2020-12-01 12:32:17-03:00,4806.0,9693.0
2020-12-01 12:32:41-03:00,4806.0,9693.0
2020-12-01 12:37:18-03:00,4806.0,9693.0
2020-12-01 12:37:42-03:00,4806.0,9693.0
2020-12-01 12:42:18-03:00,4806.0,9693.0
2020-12-01 12:42:42-03:00,4806.0,9693.0
2020-12-01 12:47:18-03:00,4806.0,9693.0
2020-12-01 12:47:42-03:00,4806.0,9693.0
2020-12-01 12:52:19-03:00,4806.0,9693.0
2020-12-01 12:52:43-03:00,4806.0,9693.0
2020-12-01 12:57:19-03:00,4806.0,9693.0
2020-12-01 12:57:43-03:00,4806.0,9693.0
2020-12-01 13:02:19-03:00,4806.0,9693.0
2020-12-01 13:02:43-03:00,4806.0,9693.0
2020-12-01 13:07:20-03:00,4806.0,9693.0
2020-12-01 13:07:43-03:00,4806.0,9693.0
2020-12-01 13:12:20-03:00,4806.0,9693.0
2020-12-01 13:12:44-03:00,4806.0,9693.0
2020-12-01 13:17:20-03:00,4806.0,9693.0
2020-12-01 13:17:44-03:00,4806.0,9693.0
2020-12-01 13:22:20-03:00,4806.0,9693.0
2020-12-01 13:22:44-03:00,4806.0,9693.0
2020-12-01 13:27:21-03:00,4806.0,9693.0
2020-12-01 13:27:45-03:00,4806.0,9693.0
2020-12-01 13:32:21-03:00,4806.0,9693.0
2020-12-01 13:32:45-03:00,4806.0,9693.0
2020-12-01 13:37:21-03:00,4806.0,9693.0
2020-12-01 13:37:45-03:00,4806.0,9693.0
2020-12-01 13:42:22-03:00,4806.0,9693.0
2020-12-01 13:42:46-03:00,4806.0,9693.0
2020-12-01 13:47:22-03:00,4806.0,9693.0
2020-12-01 13:47:46-03:00,4806.0,9693.0
2020-12-01 13:52:22-03:00,4806.0,9693.0
2020-12-01 13:52:46-03:00,4806.0,9693.0
2020-12-01 13:57:23-03:00,4806.0,9693.0
2020-12-01 13:57:46-03:00,4806.0,9693.0
2020-12-01 14:02:23-03:00,4806.0,9693.0
2020-12-01 14:02:47-03:00,4806.0,9693.0
2020-12-01 14:07:23-03:00,4806.0,9693.0
2020-12-01 14:07:47-03:00,4806.0,9693.0
2020-12-01 14:12:24-03:00,4806.0,9693.0
2020-12-01 14:12:47-03:00,4806.0,9693.0
2020-12-01 14:17:24-03:00,4806.0,9693.0
2020-12-01 14:17:48-03:00,4806.0,9693.0
2020-12-01 14:22:24-03:00,4806.0,9693.0
2020-12-01 14:22:48-03:00,4806.0,9693.0
2020-12-01 14:27:24-03:00,4806.0,9693.0
2020-12-01 14:27:48-03:00,4806.0,9693.0
2020-12-01 14:32:25-03:00,4806.0,9693.0
2020-12-01 14:32:49-03:00,4806.0,9693.0
2020-12-01 14:37:25-03:00,4806.0,9693.0
2020-12-01 14:37:49-03:00,4806.0,9693.0
2020-12-01 14:42:25-03:00,4806.0,9693.0
2020-12-01 14:42:49-03:00,4806.0,9693.0
2020-12-01 14:47:26-03:00,4806.0,9693.0
2020-12-01 14:47:50-03:00,4806.0,9693.0
2020-12-01 14:52:26-03:00,4806.0,9693.0
2020-12-01 14:52:50-03:00,4806.0,9693.0
2020-12-01 14:57:26-03:00,4806.0,9693.0
2020-12-01 14:57:50-03:00,4806.0,9693.0
2020-12-01 15:02:27-03:00,4806.0,9693.0
2020-12-01 15:02:50-03:00,4806.0,9693.0
2020-12-01 15:07:27-03:00,4806.0,9693.0
2020-12-01 15:07:51-03:00,4806.0,9693.0
2020-12-01 15:12:27-03:00,4806.0,9693.0
2020-12-01 15:12:51-03:00,4806.0,9693.0
2020-12-01 15:17:27-03:00,4806.0,9693.0
2020-12-01 15:17:51-03:00,4806.0,9693.0
2020-12-01 15:22:28-03:00,4806.0,9693.0
2020-12-01 15:22:52-03:00,4806.0,9693.0
2020-12-01 15:27:28-03:00,4806.0,9693.0
2020-12-01 15:27:52-03:00,4806.0,9693.0
2020-12-01 15:32:28-03:00,4806.0,9693.0
2020-12-01 15:32:52-03:00,4806.0,9693.0
2020-12-01 15:37:29-03:00,4806.0,9693.0
2020-12-01 15:37:53-03:00,4806.0,9693.0
2020-12-01 15:42:29-03:00,4806.0,9693.0
2020-12-01 15:42:53-03:00,4806.0,9693.0
2020-12-01 15:47:29-03:00,4806.0,9693.0
2020-12-01 15:47:53-03:00,4806.0,9693.0
2020-12-01 15:52:30-03:00,4806.0,9693.0
2020-12-01 15:52:53-03:00,4806.0,9693.0
2020-12-01 15:57:30-03:00,4806.0,9693.0
2020-12-01 15:57:54-03:00,4806.0,9693.0
2020-12-01 16:02:30-03:00,4806.0,9693.0
2020-12-01 16:02:54-03:00,4806.0,9693.0
2020-12-01 16:07:31-03:00,4806.0,9693.0
2020-12-01 16:07:54-03:00,4806.0,9693.0
2020-12-01 16:12:31-03:00,4806.0,9693.0
2020-12-01 16:12:55-03:00,4806.0,9693.0
2020-12-01 16:17:31-03:00,4806.0,9693.0
2020-12-01 16:17:55-03:00,4806.0,9693.0
2020-12-01 16:22:31-03:00,4806.0,9693.0
2020-12-01 16:22:55-03:00,4806.0,9693.0
2020-12-01 16:27:32-03:00,4806.0,9693.0
2020-12-01 16:27:56-03:00,4806.0,9693.0
2020-12-01 16:32:32-03:00,4806.0,9694.0
2020-12-01 16:32:56-03:00,4806.0,9694.0
2020-12-01 16:37:32-03:00,4806.0,9694.0
2020-12-01 16:37:56-03:00,4806.0,9694.0
2020-12-01 16:42:33-03:00,4806.0,9694.0
2020-12-01 16:42:56-03:00,4806.0,9694.0
2020-12-01 16:47:33-03:00,4806.0,9694.0
2020-12-01 16:47:57-03:00,4806.0,9694.0
2020-12-01 16:52:33-03:00,4806.0,9694.0
2020-12-01 16:52:57-03:00,4806.0,9694.0
2020-12-01 16:57:34-03:00,4806.0,9694.0
2020-12-01 16:57:57-03:00,4806.0,9694.0
2020-12-01 17:02:34-03:00,4806.0,9694.0
2020-12-01 17:02:58-03:00,4806.0,9694.0
2020-12-01 17:07:34-03:00,4806.0,9694.0
2020-12-01 17:07:58-03:00,4806.0,9694.0
2020-12-01 17:12:34-03:00,4806.0,9694.0
2020-12-01 17:12:58-03:00,4806.0,9694.0
2020-12-01 17:17:35-03:00,4806.0,9694.0
2020-12-01 17:17:59-03:00,4806.0,9694.0
2020-12-01 17:22:35-03:00,4806.0,9694.0
2020-12-01 17:22:59-03:00,4806.0,9694.0
2020-12-01 17:27:35-03:00,4806.0,9694.0
2020-12-01 17:27:59-03:00,4806.0,9694.0
2020-12-01 17:32:36-03:00,4806.0,9695.0
2020-12-01 17:32:59-03:00,4806.0,9695.0
2020-12-01 17:37:36-03:00,4806.0,9695.0
2020-12-01 17:38:00-03:00,4806.0,9695.0
2020-12-01 17:42:36-03:00,4806.0,9695.0
2020-12-01 17:43:00-03:00,4806.0,9695.0
2020-12-01 17:47:37-03:00,4806.0,9695.0
2020-12-01 17:48:00-03:00,4806.0,9695.0
2020-12-01 17:52:37-03:00,4806.0,9695.0
2020-12-01 17:53:01-03:00,4806.0,9695.0
2020-12-01 17:57:37-03:00,4806.0,9695.0
2020-12-01 17:58:01-03:00,4806.0,9695.0
2020-12-01 18:02:37-03:00,4806.0,9695.0
2020-12-01 18:03:01-03:00,4806.0,9695.0
2020-12-01 18:07:38-03:00,4806.0,9695.0
2020-12-01 18:08:02-03:00,4806.0,9695.0
2020-12-01 18:12:38-03:00,4806.0,9695.0
2020-12-01 18:13:02-03:00,4806.0,9695.0
2020-12-01 18:17:38-03:00,4806.0,9695.0
2020-12-01 18:18:02-03:00,4806.0,9695.0
