date,APR El Sauce >> Pozo 1 >> Caudal Pozo 1(10938),APR El Sauce >> Pozo 2 >> Caudal Pozo 2(10992)
2020-12-04 02:11:50-03:00,0.0,
2020-12-04 02:16:27-03:00,,9.09
2020-12-04 02:16:50-03:00,0.0,
2020-12-04 02:21:27-03:00,,9.09
2020-12-04 02:21:50-03:00,0.0,
2020-12-04 02:26:27-03:00,,9.09
2020-12-04 02:26:51-03:00,0.0,
2020-12-04 02:31:28-03:00,,9.09
2020-12-04 02:31:51-03:00,0.0,
2020-12-04 02:36:28-03:00,,9.09
2020-12-04 02:36:51-03:00,0.0,
2020-12-04 02:41:29-03:00,,9.09
2020-12-04 02:41:52-03:00,0.0,
2020-12-04 02:46:29-03:00,,9.09
2020-12-04 02:46:52-03:00,0.0,
2020-12-04 02:51:29-03:00,,9.09
2020-12-04 02:51:52-03:00,0.0,
2020-12-04 02:56:30-03:00,,9.09
2020-12-04 02:56:52-03:00,0.0,
2020-12-04 03:01:30-03:00,,9.09
2020-12-04 03:01:53-03:00,0.0,
2020-12-04 03:06:30-03:00,,9.09
2020-12-04 03:06:53-03:00,0.0,
2020-12-04 03:11:30-03:00,,9.09
2020-12-04 03:11:53-03:00,0.0,
2020-12-04 03:16:31-03:00,,9.09
2020-12-04 03:16:54-03:00,0.0,
2020-12-04 03:21:31-03:00,,9.09
2020-12-04 03:21:54-03:00,0.0,
2020-12-04 03:26:31-03:00,,9.09
2020-12-04 03:26:54-03:00,0.0,
2020-12-04 03:31:32-03:00,,9.09
2020-12-04 03:31:55-03:00,0.0,
2020-12-04 03:36:32-03:00,,9.09
2020-12-04 03:36:55-03:00,0.0,
2020-12-04 03:41:32-03:00,,9.09
2020-12-04 03:41:56-03:00,0.0,
2020-12-04 03:46:33-03:00,,9.09
2020-12-04 03:46:56-03:00,0.0,
2020-12-04 03:51:33-03:00,,9.09
2020-12-04 03:51:56-03:00,0.0,
2020-12-04 03:56:33-03:00,,9.09
2020-12-04 03:56:56-03:00,0.0,
2020-12-04 04:01:34-03:00,,9.09
2020-12-04 04:01:57-03:00,0.0,
2020-12-04 04:06:34-03:00,,9.09
2020-12-04 04:06:57-03:00,0.0,
2020-12-04 04:11:34-03:00,,9.09
2020-12-04 04:11:57-03:00,0.0,
2020-12-04 04:16:35-03:00,,9.09
2020-12-04 04:16:58-03:00,0.0,
2020-12-04 04:21:35-03:00,,9.09
2020-12-04 04:21:58-03:00,0.0,
2020-12-04 04:26:35-03:00,,9.09
2020-12-04 04:26:58-03:00,0.0,
2020-12-04 04:31:36-03:00,,9.09
2020-12-04 04:31:59-03:00,0.0,
2020-12-04 04:36:36-03:00,,9.09
2020-12-04 04:36:59-03:00,0.0,
2020-12-04 04:41:36-03:00,,9.09
2020-12-04 04:41:59-03:00,0.0,
2020-12-04 04:46:36-03:00,,9.09
2020-12-04 04:46:59-03:00,0.0,
2020-12-04 04:51:37-03:00,,9.09
2020-12-04 04:52:00-03:00,0.0,
2020-12-04 04:56:37-03:00,,9.09
2020-12-04 04:57:00-03:00,0.0,
2020-12-04 05:01:37-03:00,,9.09
2020-12-04 05:02:00-03:00,0.0,
2020-12-04 05:06:38-03:00,,9.09
2020-12-04 05:07:01-03:00,0.0,
2020-12-04 05:11:38-03:00,,9.09
2020-12-04 05:12:01-03:00,0.0,
2020-12-04 05:16:38-03:00,,9.09
2020-12-04 05:17:01-03:00,0.0,
2020-12-04 05:21:39-03:00,,9.09
2020-12-04 05:22:02-03:00,0.0,
2020-12-04 05:26:39-03:00,,9.09
2020-12-04 05:27:02-03:00,0.0,
2020-12-04 05:31:39-03:00,,9.09
2020-12-04 05:32:03-03:00,0.0,
2020-12-04 05:36:40-03:00,,9.09
2020-12-04 05:37:03-03:00,0.0,
2020-12-04 05:41:40-03:00,,9.09
2020-12-04 05:42:04-03:00,0.0,
2020-12-04 05:46:40-03:00,,9.09
2020-12-04 05:47:04-03:00,0.0,
2020-12-04 05:51:41-03:00,,9.09
2020-12-04 05:52:04-03:00,0.0,
2020-12-04 05:56:41-03:00,,9.09
2020-12-04 05:57:05-03:00,0.0,
2020-12-04 06:01:41-03:00,,9.09
2020-12-04 06:02:05-03:00,0.0,
2020-12-04 06:06:41-03:00,,9.09
2020-12-04 06:07:05-03:00,0.0,
2020-12-04 06:11:42-03:00,,9.09
2020-12-04 06:12:05-03:00,0.0,
2020-12-04 06:16:42-03:00,,9.09
2020-12-04 06:17:06-03:00,0.0,
2020-12-04 06:21:42-03:00,,9.09
2020-12-04 06:22:06-03:00,0.0,
2020-12-04 06:26:43-03:00,,9.09
2020-12-04 06:27:06-03:00,0.0,
2020-12-04 06:31:43-03:00,,9.09
2020-12-04 06:32:07-03:00,0.0,
2020-12-04 06:36:43-03:00,,9.09
2020-12-04 06:37:07-03:00,0.0,
2020-12-04 06:41:44-03:00,,9.09
2020-12-04 06:42:07-03:00,0.0,
2020-12-04 06:46:44-03:00,,9.09
2020-12-04 06:47:08-03:00,0.0,
2020-12-04 06:51:44-03:00,,9.09
2020-12-04 06:52:08-03:00,0.0,
2020-12-04 06:56:45-03:00,,9.09
2020-12-04 06:57:08-03:00,0.0,
2020-12-04 07:01:45-03:00,,9.09
2020-12-04 07:02:09-03:00,0.0,
2020-12-04 07:06:45-03:00,,9.09
2020-12-04 07:07:09-03:00,0.0,
2020-12-04 07:11:46-03:00,,9.09
2020-12-04 07:12:09-03:00,0.0,
2020-12-04 07:16:46-03:00,,9.09
2020-12-04 07:17:10-03:00,0.0,
2020-12-04 07:21:46-03:00,,9.09
2020-12-04 07:22:10-03:00,0.0,
2020-12-04 07:26:47-03:00,,9.09
2020-12-04 07:27:10-03:00,0.0,
2020-12-04 07:31:47-03:00,,9.09
2020-12-04 07:32:11-03:00,0.0,
2020-12-04 07:36:47-03:00,,9.09
2020-12-04 07:37:11-03:00,0.0,
2020-12-04 07:41:48-03:00,,9.09
2020-12-04 07:42:12-03:00,0.0,
2020-12-04 07:46:48-03:00,,9.09
2020-12-04 07:47:12-03:00,0.0,
2020-12-04 07:51:48-03:00,,9.09
2020-12-04 07:52:12-03:00,0.0,
2020-12-04 07:56:49-03:00,,9.09
2020-12-04 07:57:13-03:00,0.0,
2020-12-04 08:01:49-03:00,,9.09
2020-12-04 08:02:13-03:00,0.0,
2020-12-04 08:06:49-03:00,,9.09
2020-12-04 08:07:13-03:00,0.0,
2020-12-04 08:11:49-03:00,,9.09
2020-12-04 08:12:14-03:00,0.0,
2020-12-04 08:16:50-03:00,,9.09
2020-12-04 08:17:14-03:00,0.0,
2020-12-04 08:21:50-03:00,,9.09
2020-12-04 08:22:14-03:00,0.0,
2020-12-04 08:26:50-03:00,,9.09
2020-12-04 08:27:15-03:00,0.0,
2020-12-04 08:31:51-03:00,,9.09
2020-12-04 08:32:15-03:00,0.0,
2020-12-04 08:36:51-03:00,,9.09
2020-12-04 08:37:15-03:00,0.0,
2020-12-04 08:41:52-03:00,,9.09
2020-12-04 08:42:16-03:00,0.0,
2020-12-04 08:46:52-03:00,,9.09
2020-12-04 08:47:16-03:00,0.0,
2020-12-04 08:51:52-03:00,,9.09
2020-12-04 08:52:16-03:00,0.0,
2020-12-04 08:56:52-03:00,,9.09
2020-12-04 08:57:17-03:00,0.0,
2020-12-04 09:01:53-03:00,,9.09
2020-12-04 09:02:17-03:00,0.0,
2020-12-04 09:06:53-03:00,,9.09
2020-12-04 09:07:17-03:00,0.0,
2020-12-04 09:11:53-03:00,,9.09
2020-12-04 09:12:18-03:00,0.0,
2020-12-04 09:16:54-03:00,,9.09
2020-12-04 09:17:18-03:00,0.0,
2020-12-04 09:21:54-03:00,,9.09
2020-12-04 09:22:18-03:00,0.0,
2020-12-04 09:26:54-03:00,,9.09
2020-12-04 09:27:18-03:00,0.0,
2020-12-04 09:31:55-03:00,,9.09
2020-12-04 09:32:19-03:00,0.0,
2020-12-04 09:36:55-03:00,,9.09
2020-12-04 09:37:19-03:00,0.0,
2020-12-04 09:41:55-03:00,,9.09
2020-12-04 09:42:20-03:00,0.0,
2020-12-04 09:46:56-03:00,,9.09
2020-12-04 09:47:20-03:00,0.0,
2020-12-04 09:51:56-03:00,,9.09
2020-12-04 09:52:20-03:00,0.0,
2020-12-04 09:56:56-03:00,,9.09
2020-12-04 09:57:20-03:00,0.0,
2020-12-04 10:01:57-03:00,,9.09
2020-12-04 10:02:21-03:00,0.0,
2020-12-04 10:06:57-03:00,,8.33
2020-12-04 10:07:21-03:00,0.0,
2020-12-04 10:11:57-03:00,,9.09
2020-12-04 10:12:21-03:00,0.0,
2020-12-04 10:16:57-03:00,,9.09
2020-12-04 10:17:22-03:00,0.0,
2020-12-04 10:21:58-03:00,,9.09
2020-12-04 10:22:22-03:00,0.0,
2020-12-04 10:26:58-03:00,,9.09
2020-12-04 10:27:22-03:00,0.0,
2020-12-04 10:31:59-03:00,,9.09
2020-12-04 10:32:23-03:00,0.0,
2020-12-04 10:36:59-03:00,,9.09
2020-12-04 10:37:23-03:00,0.0,
2020-12-04 10:41:59-03:00,,9.09
2020-12-04 10:42:23-03:00,0.0,
2020-12-04 10:46:59-03:00,,9.09
2020-12-04 10:47:24-03:00,0.0,
2020-12-04 10:52:00-03:00,,9.09
2020-12-04 10:52:24-03:00,0.0,
2020-12-04 10:57:00-03:00,,9.09
2020-12-04 10:57:24-03:00,0.0,
2020-12-04 11:02:00-03:00,,9.09
2020-12-04 11:02:25-03:00,0.0,
2020-12-04 11:07:01-03:00,,9.09
2020-12-04 11:07:25-03:00,0.0,
2020-12-04 11:12:01-03:00,,9.09
2020-12-04 11:12:25-03:00,0.0,
2020-12-04 11:17:01-03:00,,9.09
2020-12-04 11:17:25-03:00,0.0,
2020-12-04 11:22:02-03:00,,9.09
2020-12-04 11:22:26-03:00,0.0,
2020-12-04 11:27:02-03:00,,9.09
2020-12-04 11:27:26-03:00,0.0,
2020-12-04 11:32:02-03:00,,9.09
2020-12-04 11:32:27-03:00,0.0,
2020-12-04 11:37:03-03:00,,9.09
2020-12-04 11:37:27-03:00,0.0,
2020-12-04 11:42:03-03:00,,9.09
2020-12-04 11:42:27-03:00,0.0,
2020-12-04 11:47:03-03:00,,9.09
2020-12-04 11:47:28-03:00,0.0,
2020-12-04 11:52:03-03:00,,9.09
2020-12-04 11:52:28-03:00,0.0,
2020-12-04 11:57:04-03:00,,9.09
2020-12-04 11:57:28-03:00,0.0,
2020-12-04 12:02:04-03:00,,9.09
2020-12-04 12:02:28-03:00,0.0,
2020-12-04 12:07:05-03:00,,9.09
2020-12-04 12:07:29-03:00,0.0,
2020-12-04 12:12:05-03:00,,9.09
2020-12-04 12:12:29-03:00,0.0,
2020-12-04 12:17:05-03:00,,8.33
2020-12-04 12:17:29-03:00,0.0,
2020-12-04 12:22:05-03:00,,9.09
2020-12-04 12:22:30-03:00,0.0,
2020-12-04 12:27:06-03:00,,9.09
2020-12-04 12:27:30-03:00,0.0,
2020-12-04 12:32:06-03:00,,9.09
2020-12-04 12:32:30-03:00,0.0,
2020-12-04 12:37:07-03:00,,9.09
2020-12-04 12:37:31-03:00,0.0,
2020-12-04 12:42:07-03:00,,9.09
2020-12-04 12:42:31-03:00,0.0,
2020-12-04 12:47:07-03:00,,9.09
2020-12-04 12:47:31-03:00,0.0,
2020-12-04 12:52:07-03:00,,9.09
2020-12-04 12:52:32-03:00,0.0,
2020-12-04 12:57:08-03:00,,9.09
2020-12-04 12:57:32-03:00,0.0,
2020-12-04 13:02:08-03:00,,9.09
2020-12-04 13:02:32-03:00,0.0,
2020-12-04 13:07:08-03:00,,9.09
2020-12-04 13:07:33-03:00,0.0,
2020-12-04 13:12:09-03:00,,9.09
2020-12-04 13:12:33-03:00,0.0,
2020-12-04 13:17:09-03:00,,9.09
2020-12-04 13:17:33-03:00,0.0,
2020-12-04 13:22:09-03:00,,9.09
2020-12-04 13:22:34-03:00,0.0,
2020-12-04 13:27:10-03:00,,9.09
2020-12-04 13:27:34-03:00,0.0,
2020-12-04 13:32:10-03:00,,9.09
2020-12-04 13:32:35-03:00,0.0,
2020-12-04 13:37:10-03:00,,9.09
2020-12-04 13:37:36-03:00,0.0,
2020-12-04 13:42:11-03:00,,9.09
2020-12-04 13:42:36-03:00,0.0,
2020-12-04 13:47:11-03:00,,8.33
2020-12-04 13:47:36-03:00,0.0,
2020-12-04 13:52:11-03:00,,9.09
2020-12-04 13:52:37-03:00,0.0,
2020-12-04 13:57:12-03:00,,9.09
2020-12-04 13:57:37-03:00,0.0,
2020-12-04 14:02:12-03:00,,9.09
2020-12-04 14:02:37-03:00,0.0,
2020-12-04 14:07:12-03:00,,9.09
2020-12-04 14:07:38-03:00,0.0,
2020-12-04 14:12:13-03:00,,9.09
2020-12-04 14:12:38-03:00,0.0,
2020-12-04 14:17:13-03:00,,9.09
2020-12-04 14:17:38-03:00,0.0,
2020-12-04 14:22:13-03:00,,8.33
2020-12-04 14:22:39-03:00,0.0,
2020-12-04 14:27:13-03:00,,9.09
2020-12-04 14:27:39-03:00,0.0,
2020-12-04 14:32:14-03:00,,9.09
2020-12-04 14:32:39-03:00,0.0,
2020-12-04 14:37:14-03:00,,9.09
2020-12-04 14:37:40-03:00,0.0,
2020-12-04 14:42:14-03:00,,9.09
2020-12-04 14:42:40-03:00,0.0,
2020-12-04 14:47:15-03:00,,9.09
2020-12-04 14:47:40-03:00,0.0,
2020-12-04 14:52:15-03:00,,9.09
2020-12-04 14:52:40-03:00,0.0,
2020-12-04 14:57:15-03:00,,9.09
2020-12-04 14:57:41-03:00,0.0,
2020-12-04 15:02:16-03:00,,9.09
2020-12-04 15:02:41-03:00,0.0,
2020-12-04 15:07:16-03:00,,9.09
2020-12-04 15:07:41-03:00,0.0,
2020-12-04 15:12:16-03:00,,9.09
2020-12-04 15:12:42-03:00,0.0,
2020-12-04 15:17:17-03:00,,9.09
2020-12-04 15:17:42-03:00,0.0,
2020-12-04 15:22:17-03:00,,9.09
2020-12-04 15:22:42-03:00,0.0,
2020-12-04 15:27:17-03:00,,9.09
2020-12-04 15:27:43-03:00,0.0,
2020-12-04 15:32:18-03:00,,9.09
2020-12-04 15:32:43-03:00,0.0,
2020-12-04 15:37:18-03:00,,9.09
2020-12-04 15:37:43-03:00,0.0,
2020-12-04 15:42:18-03:00,,9.09
2020-12-04 15:42:44-03:00,0.0,
2020-12-04 15:47:19-03:00,,9.09
2020-12-04 15:47:44-03:00,0.0,
2020-12-04 15:52:19-03:00,,9.09
2020-12-04 15:52:44-03:00,0.0,
2020-12-04 15:57:19-03:00,,9.09
2020-12-04 15:57:45-03:00,0.0,
2020-12-04 16:02:19-03:00,,9.09
2020-12-04 16:02:45-03:00,0.0,
2020-12-04 16:07:20-03:00,,9.09
2020-12-04 16:07:45-03:00,0.0,
2020-12-04 16:12:20-03:00,,9.09
2020-12-04 16:12:46-03:00,0.0,
2020-12-04 16:17:20-03:00,,9.09
2020-12-04 16:17:46-03:00,0.0,
2020-12-04 16:22:21-03:00,,9.09
2020-12-04 16:22:46-03:00,0.0,
2020-12-04 16:27:21-03:00,,9.09
2020-12-04 16:27:47-03:00,0.0,
2020-12-04 16:32:22-03:00,,9.09
2020-12-04 16:32:47-03:00,0.0,
2020-12-04 16:37:22-03:00,,9.09
2020-12-04 16:37:47-03:00,0.0,
2020-12-04 16:42:22-03:00,,9.09
2020-12-04 16:42:48-03:00,0.0,
2020-12-04 16:47:23-03:00,,9.09
2020-12-04 16:47:48-03:00,0.0,
2020-12-04 16:52:23-03:00,,9.09
2020-12-04 16:52:48-03:00,0.0,
2020-12-04 16:57:23-03:00,,9.09
2020-12-04 16:57:48-03:00,0.0,
2020-12-04 17:02:23-03:00,,9.09
2020-12-04 17:02:49-03:00,0.0,
2020-12-04 17:07:24-03:00,,9.09
2020-12-04 17:07:49-03:00,0.0,
2020-12-04 17:12:24-03:00,,9.09
2020-12-04 17:12:49-03:00,0.0,
2020-12-04 17:17:24-03:00,,9.09
2020-12-04 17:17:50-03:00,0.0,
2020-12-04 17:22:25-03:00,,9.09
2020-12-04 17:22:50-03:00,0.0,
2020-12-04 17:27:25-03:00,,9.09
2020-12-04 17:27:50-03:00,0.0,
2020-12-04 17:32:25-03:00,,9.09
2020-12-04 17:32:51-03:00,0.0,
2020-12-04 17:37:26-03:00,,9.09
2020-12-04 17:37:51-03:00,0.0,
2020-12-04 17:42:26-03:00,,9.09
2020-12-04 17:42:52-03:00,0.0,
2020-12-04 17:47:26-03:00,,9.09
2020-12-04 17:47:52-03:00,0.0,
2020-12-04 17:52:27-03:00,,9.09
2020-12-04 17:52:52-03:00,0.0,
2020-12-04 17:57:27-03:00,,9.09
2020-12-04 17:57:52-03:00,0.0,
2020-12-04 18:02:27-03:00,,9.09
2020-12-04 18:02:53-03:00,0.0,
2020-12-04 18:07:28-03:00,,9.09
2020-12-04 18:07:53-03:00,0.0,
2020-12-04 18:12:28-03:00,,9.09
2020-12-04 18:12:53-03:00,0.0,
2020-12-04 18:17:28-03:00,,9.09
2020-12-04 18:17:54-03:00,0.0,
2020-12-04 18:22:28-03:00,,9.09
2020-12-04 18:22:54-03:00,0.0,
2020-12-04 18:27:29-03:00,,9.09
2020-12-04 18:27:54-03:00,0.0,
2020-12-04 18:32:29-03:00,,9.09
2020-12-04 18:32:55-03:00,0.0,
2020-12-04 18:37:29-03:00,,9.09
2020-12-04 18:37:55-03:00,0.0,
2020-12-04 18:42:30-03:00,,9.09
2020-12-04 18:42:55-03:00,0.0,
2020-12-04 18:47:30-03:00,,9.09
2020-12-04 18:47:56-03:00,0.0,
2020-12-04 18:52:30-03:00,,9.09
2020-12-04 18:52:56-03:00,0.0,
2020-12-04 18:57:31-03:00,,9.09
2020-12-04 18:57:56-03:00,0.0,
2020-12-04 19:02:31-03:00,,9.09
2020-12-04 19:02:57-03:00,0.0,
2020-12-04 19:07:31-03:00,,9.09
2020-12-04 19:07:57-03:00,0.0,
2020-12-04 19:12:32-03:00,,9.09
2020-12-04 19:12:57-03:00,0.0,
2020-12-04 19:17:32-03:00,,9.09
2020-12-04 19:17:58-03:00,0.0,
2020-12-04 19:22:32-03:00,,9.09
2020-12-04 19:22:58-03:00,0.0,
2020-12-04 19:27:33-03:00,,9.09
2020-12-04 19:27:58-03:00,0.0,
2020-12-04 19:32:33-03:00,,9.09
2020-12-04 19:32:59-03:00,0.0,
2020-12-04 19:37:33-03:00,,9.09
2020-12-04 19:37:59-03:00,0.0,
2020-12-04 19:42:33-03:00,,9.09
2020-12-04 19:43:00-03:00,0.0,
2020-12-04 19:47:34-03:00,,9.09
2020-12-04 19:48:00-03:00,0.0,
2020-12-04 19:52:34-03:00,,9.09
2020-12-04 19:53:00-03:00,0.0,
2020-12-04 19:57:34-03:00,,9.09
2020-12-04 19:58:01-03:00,0.0,
2020-12-04 20:02:35-03:00,,9.09
2020-12-04 20:03:01-03:00,0.0,
2020-12-04 20:07:35-03:00,,9.09
2020-12-04 20:08:01-03:00,0.0,
2020-12-04 20:12:35-03:00,,9.09
2020-12-04 20:13:02-03:00,0.0,
2020-12-04 20:17:36-03:00,,9.09
2020-12-04 20:18:02-03:00,0.0,
2020-12-04 20:22:36-03:00,,9.09
2020-12-04 20:23:02-03:00,0.0,
2020-12-04 20:27:36-03:00,,9.09
2020-12-04 20:28:03-03:00,0.0,
2020-12-04 20:32:37-03:00,,9.09
2020-12-04 20:33:03-03:00,0.0,
2020-12-04 20:37:37-03:00,,9.09
2020-12-04 20:38:03-03:00,0.0,
2020-12-04 20:42:37-03:00,,9.09
2020-12-04 20:43:04-03:00,0.0,
2020-12-04 20:47:38-03:00,,9.09
2020-12-04 20:48:04-03:00,0.0,
2020-12-04 20:52:38-03:00,,9.09
2020-12-04 20:53:04-03:00,0.0,
2020-12-04 20:57:38-03:00,,9.09
2020-12-04 20:58:05-03:00,0.0,
2020-12-04 21:02:39-03:00,,9.09
2020-12-04 21:03:05-03:00,0.0,
2020-12-04 21:07:39-03:00,,9.09
2020-12-04 21:08:05-03:00,0.0,
2020-12-04 21:12:39-03:00,,9.09
2020-12-04 21:13:06-03:00,0.0,
2020-12-04 21:17:39-03:00,,10.0
2020-12-04 21:18:06-03:00,0.0,
2020-12-04 21:22:40-03:00,,10.0
2020-12-04 21:23:06-03:00,0.0,
2020-12-04 21:27:40-03:00,,9.09
2020-12-04 21:28:07-03:00,0.0,
2020-12-04 21:32:40-03:00,,9.09
2020-12-04 21:33:07-03:00,0.0,
2020-12-04 21:37:41-03:00,,9.09
2020-12-04 21:38:08-03:00,0.0,
2020-12-04 21:42:41-03:00,,9.09
2020-12-04 21:43:08-03:00,0.0,
2020-12-04 21:47:41-03:00,,9.09
2020-12-04 21:48:08-03:00,0.0,
2020-12-04 21:52:42-03:00,,9.09
2020-12-04 21:53:08-03:00,0.0,
2020-12-04 21:57:42-03:00,,9.09
2020-12-04 21:58:09-03:00,0.0,
2020-12-04 22:02:42-03:00,,9.09
2020-12-04 22:03:09-03:00,0.0,
2020-12-04 22:07:43-03:00,,9.09
2020-12-04 22:08:09-03:00,0.0,
2020-12-04 22:12:43-03:00,,9.09
2020-12-04 22:13:10-03:00,0.0,
2020-12-04 22:17:43-03:00,,9.09
2020-12-04 22:18:10-03:00,0.0,
2020-12-04 22:22:44-03:00,,9.09
2020-12-04 22:23:10-03:00,0.0,
2020-12-04 22:27:44-03:00,,9.09
2020-12-04 22:28:11-03:00,0.0,
2020-12-04 22:32:44-03:00,,9.09
2020-12-04 22:33:11-03:00,0.0,
2020-12-04 22:37:45-03:00,,9.09
2020-12-04 22:38:11-03:00,0.0,
2020-12-04 22:42:45-03:00,,9.09
2020-12-04 22:43:12-03:00,0.0,
2020-12-04 22:47:45-03:00,,9.09
2020-12-04 22:48:12-03:00,0.0,
2020-12-04 22:52:46-03:00,,9.09
2020-12-04 22:53:12-03:00,0.0,
2020-12-04 22:57:46-03:00,,9.09
2020-12-04 22:58:13-03:00,0.0,
2020-12-04 23:02:46-03:00,,9.09
2020-12-04 23:03:13-03:00,0.0,
2020-12-04 23:07:47-03:00,,9.09
2020-12-04 23:08:13-03:00,0.0,
2020-12-04 23:12:47-03:00,,9.09
2020-12-04 23:13:14-03:00,0.0,
2020-12-04 23:17:47-03:00,,9.09
2020-12-04 23:18:14-03:00,0.0,
2020-12-04 23:22:47-03:00,,9.09
2020-12-04 23:23:14-03:00,0.0,
2020-12-04 23:27:48-03:00,,9.09
2020-12-04 23:28:15-03:00,0.0,
2020-12-04 23:32:48-03:00,,9.09
2020-12-04 23:33:15-03:00,0.0,
2020-12-04 23:37:48-03:00,,9.09
2020-12-04 23:38:15-03:00,0.0,
2020-12-04 23:42:49-03:00,,9.09
2020-12-04 23:43:16-03:00,0.0,
2020-12-04 23:47:49-03:00,,9.09
2020-12-04 23:48:16-03:00,0.0,
2020-12-04 23:52:49-03:00,,9.09
2020-12-04 23:53:16-03:00,0.0,
2020-12-04 23:57:50-03:00,,9.09
2020-12-04 23:58:16-03:00,0.0,
2020-12-05 00:02:50-03:00,,9.09
2020-12-05 00:03:17-03:00,0.0,
2020-12-05 00:07:50-03:00,,9.09
2020-12-05 00:08:17-03:00,0.0,
2020-12-05 00:12:51-03:00,,9.09
2020-12-05 00:13:17-03:00,0.0,
2020-12-05 00:17:51-03:00,,9.09
2020-12-05 00:18:18-03:00,0.0,
2020-12-05 00:22:51-03:00,,9.09
2020-12-05 00:23:18-03:00,0.0,
2020-12-05 00:27:52-03:00,,9.09
2020-12-05 00:28:18-03:00,0.0,
2020-12-05 00:32:52-03:00,,9.09
2020-12-05 00:33:19-03:00,0.0,
2020-12-05 00:37:52-03:00,,9.09
2020-12-05 00:38:19-03:00,0.0,
2020-12-05 00:42:53-03:00,,9.09
2020-12-05 00:43:19-03:00,0.0,
2020-12-05 00:47:53-03:00,,9.09
2020-12-05 00:48:20-03:00,0.0,
2020-12-05 00:52:53-03:00,,9.09
2020-12-05 00:53:20-03:00,0.0,
2020-12-05 00:57:54-03:00,,9.09
2020-12-05 00:58:20-03:00,0.0,
2020-12-05 01:02:54-03:00,,9.09
2020-12-05 01:03:21-03:00,0.0,
2020-12-05 01:07:54-03:00,,9.09
2020-12-05 01:08:21-03:00,0.0,
2020-12-05 01:12:54-03:00,,9.09
2020-12-05 01:13:21-03:00,0.0,
2020-12-05 01:17:55-03:00,,9.09
2020-12-05 01:18:22-03:00,0.0,
2020-12-05 01:22:55-03:00,,9.09
2020-12-05 01:23:22-03:00,0.0,
2020-12-05 01:27:55-03:00,,9.09
2020-12-05 01:28:22-03:00,0.0,
2020-12-05 01:32:56-03:00,,9.09
2020-12-05 01:33:23-03:00,0.0,
2020-12-05 01:37:56-03:00,,9.09
2020-12-05 01:38:23-03:00,0.0,
2020-12-05 01:42:56-03:00,,9.09
2020-12-05 01:43:24-03:00,0.0,
2020-12-05 01:47:57-03:00,,9.09
2020-12-05 01:48:24-03:00,0.0,
2020-12-05 01:52:57-03:00,,9.09
2020-12-05 01:53:24-03:00,0.0,
2020-12-05 01:57:57-03:00,,9.09
2020-12-05 01:58:25-03:00,0.0,
2020-12-05 02:02:58-03:00,,9.09
2020-12-05 02:03:25-03:00,0.0,
2020-12-05 02:07:58-03:00,,9.09
2020-12-05 02:08:25-03:00,0.0,
2020-12-05 02:12:58-03:00,,9.09
2020-12-05 02:13:26-03:00,0.0,
2020-12-05 02:17:59-03:00,,9.09
2020-12-05 02:18:26-03:00,0.0,
2020-12-05 02:22:59-03:00,,9.09
2020-12-05 02:23:26-03:00,0.0,
2020-12-05 02:27:59-03:00,,9.09
2020-12-05 02:28:27-03:00,0.0,
2020-12-05 02:33:00-03:00,,9.09
2020-12-05 02:33:27-03:00,0.0,
2020-12-05 02:38:00-03:00,,9.09
2020-12-05 02:38:27-03:00,0.0,
2020-12-05 02:43:00-03:00,,9.09
2020-12-05 02:43:28-03:00,0.0,
2020-12-05 02:48:00-03:00,,9.09
2020-12-05 02:48:28-03:00,0.0,
2020-12-05 02:53:01-03:00,,9.09
2020-12-05 02:53:28-03:00,0.0,
2020-12-05 02:58:01-03:00,,9.09
2020-12-05 02:58:29-03:00,0.0,
2020-12-05 03:03:01-03:00,,9.09
2020-12-05 03:03:29-03:00,0.0,
2020-12-05 03:08:02-03:00,,9.09
2020-12-05 03:08:29-03:00,0.0,
2020-12-05 03:13:02-03:00,,9.09
2020-12-05 03:13:30-03:00,0.0,
2020-12-05 03:18:02-03:00,,9.09
2020-12-05 03:18:30-03:00,0.0,
2020-12-05 03:23:03-03:00,,9.09
2020-12-05 03:23:30-03:00,0.0,
2020-12-05 03:28:03-03:00,,9.09
2020-12-05 03:28:31-03:00,0.0,
2020-12-05 03:33:03-03:00,,9.09
2020-12-05 03:33:31-03:00,0.0,
2020-12-05 03:38:04-03:00,,9.09
2020-12-05 03:38:31-03:00,0.0,
2020-12-05 03:43:04-03:00,,9.09
2020-12-05 03:43:31-03:00,0.0,
2020-12-05 03:48:04-03:00,,9.09
2020-12-05 03:48:32-03:00,0.0,
2020-12-05 03:53:05-03:00,,9.09
2020-12-05 03:53:32-03:00,0.0,
2020-12-05 03:58:05-03:00,,9.09
2020-12-05 03:58:32-03:00,0.0,
2020-12-05 04:03:05-03:00,,9.09
2020-12-05 04:03:33-03:00,0.0,
2020-12-05 04:08:06-03:00,,9.09
2020-12-05 04:08:33-03:00,0.0,
2020-12-05 04:13:06-03:00,,9.09
2020-12-05 04:13:33-03:00,0.0,
2020-12-05 04:18:06-03:00,,9.09
2020-12-05 04:18:34-03:00,0.0,
2020-12-05 04:23:06-03:00,,9.09
2020-12-05 04:23:34-03:00,0.0,
2020-12-05 04:28:07-03:00,,9.09
2020-12-05 04:28:34-03:00,0.0,
2020-12-05 04:33:07-03:00,,9.09
2020-12-05 04:33:35-03:00,0.0,
