date,APR El Sauce >> Pozo 1 >> Caudal Pozo 1(10938),APR El Sauce >> Pozo 2 >> Caudal Pozo 2(10992)
2020-12-14 04:02:49-03:00,0.0,
2020-12-14 04:06:33-03:00,,9.09
2020-12-14 04:07:49-03:00,0.0,
2020-12-14 04:11:33-03:00,,9.09
2020-12-14 04:12:49-03:00,0.0,
2020-12-14 04:16:34-03:00,,9.09
2020-12-14 04:17:50-03:00,0.0,
2020-12-14 04:21:34-03:00,,9.09
2020-12-14 04:22:50-03:00,0.0,
2020-12-14 04:26:34-03:00,,9.09
2020-12-14 04:27:50-03:00,0.0,
2020-12-14 04:31:35-03:00,,9.09
2020-12-14 04:32:51-03:00,0.0,
2020-12-14 04:36:35-03:00,,9.09
2020-12-14 04:37:51-03:00,0.0,
2020-12-14 04:41:35-03:00,,9.09
2020-12-14 04:42:51-03:00,0.0,
2020-12-14 04:46:36-03:00,,9.09
2020-12-14 04:47:52-03:00,0.0,
2020-12-14 04:51:36-03:00,,9.09
2020-12-14 04:52:52-03:00,0.0,
2020-12-14 04:56:36-03:00,,9.09
2020-12-14 04:57:52-03:00,0.0,
2020-12-14 05:01:37-03:00,,9.09
2020-12-14 05:02:53-03:00,0.0,
2020-12-14 05:06:37-03:00,,9.09
2020-12-14 05:07:53-03:00,0.0,
2020-12-14 05:11:37-03:00,,9.09
2020-12-14 05:12:53-03:00,0.0,
2020-12-14 05:16:38-03:00,,9.09
2020-12-14 05:17:54-03:00,0.0,
2020-12-14 05:21:38-03:00,,9.09
2020-12-14 05:22:54-03:00,0.0,
2020-12-14 05:26:38-03:00,,8.33
2020-12-14 05:27:54-03:00,0.0,
2020-12-14 05:31:38-03:00,,9.09
2020-12-14 05:32:55-03:00,0.0,
2020-12-14 05:36:39-03:00,,9.09
2020-12-14 05:37:55-03:00,0.0,
2020-12-14 05:41:39-03:00,,9.09
2020-12-14 05:42:55-03:00,0.0,
2020-12-14 05:46:39-03:00,,9.09
2020-12-14 05:47:56-03:00,0.0,
2020-12-14 05:51:40-03:00,,9.09
2020-12-14 05:52:56-03:00,0.0,
2020-12-14 05:56:40-03:00,,9.09
2020-12-14 05:57:56-03:00,0.0,
2020-12-14 06:01:40-03:00,,9.09
2020-12-14 06:02:57-03:00,0.0,
2020-12-14 06:06:41-03:00,,9.09
2020-12-14 06:07:57-03:00,0.0,
2020-12-14 06:11:41-03:00,,9.09
2020-12-14 06:12:57-03:00,0.0,
2020-12-14 06:16:41-03:00,,9.09
2020-12-14 06:17:58-03:00,0.0,
2020-12-14 06:21:42-03:00,,9.09
2020-12-14 06:22:58-03:00,0.0,
2020-12-14 06:26:42-03:00,,9.09
2020-12-14 06:27:58-03:00,0.0,
2020-12-14 06:31:42-03:00,,9.09
2020-12-14 06:32:59-03:00,0.0,
2020-12-14 06:36:43-03:00,,9.09
2020-12-14 06:37:59-03:00,0.0,
2020-12-14 06:41:43-03:00,,9.09
2020-12-14 06:42:59-03:00,0.0,
2020-12-14 06:46:43-03:00,,9.09
2020-12-14 06:47:59-03:00,0.0,
2020-12-14 06:51:44-03:00,,9.09
2020-12-14 06:53:00-03:00,0.0,
2020-12-14 06:56:44-03:00,,9.09
2020-12-14 06:58:00-03:00,0.0,
2020-12-14 07:01:44-03:00,,9.09
2020-12-14 07:03:00-03:00,0.0,
2020-12-14 07:06:45-03:00,,9.09
2020-12-14 07:08:01-03:00,0.0,
2020-12-14 07:11:45-03:00,,9.09
2020-12-14 07:13:01-03:00,0.0,
2020-12-14 07:16:45-03:00,,9.09
2020-12-14 07:18:01-03:00,0.0,
2020-12-14 07:21:46-03:00,,9.09
2020-12-14 07:23:02-03:00,0.0,
2020-12-14 07:26:46-03:00,,9.09
2020-12-14 07:28:02-03:00,0.0,
2020-12-14 07:31:46-03:00,,9.09
2020-12-14 07:33:03-03:00,0.0,
2020-12-14 07:36:47-03:00,,9.09
2020-12-14 07:38:03-03:00,0.0,
2020-12-14 07:41:47-03:00,,9.09
2020-12-14 07:43:03-03:00,0.0,
2020-12-14 07:46:47-03:00,,9.09
2020-12-14 07:48:03-03:00,0.0,
2020-12-14 07:51:48-03:00,,9.09
2020-12-14 07:53:04-03:00,0.0,
2020-12-14 07:56:48-03:00,,9.09
2020-12-14 07:58:04-03:00,0.0,
2020-12-14 08:01:48-03:00,,9.09
2020-12-14 08:03:04-03:00,0.0,
2020-12-14 08:06:48-03:00,,9.09
2020-12-14 08:08:05-03:00,0.0,
2020-12-14 08:11:49-03:00,,9.09
2020-12-14 08:13:05-03:00,0.0,
2020-12-14 08:16:49-03:00,,9.09
2020-12-14 08:18:05-03:00,0.0,
2020-12-14 08:21:49-03:00,,9.09
2020-12-14 08:23:06-03:00,0.0,
2020-12-14 08:26:50-03:00,,9.09
2020-12-14 08:28:06-03:00,0.0,
2020-12-14 08:31:50-03:00,,9.09
2020-12-14 08:33:06-03:00,0.0,
2020-12-14 08:36:50-03:00,,9.09
2020-12-14 08:38:07-03:00,0.0,
2020-12-14 08:41:51-03:00,,9.09
2020-12-14 08:43:07-03:00,0.0,
2020-12-14 08:46:51-03:00,,9.09
2020-12-14 08:48:07-03:00,0.0,
2020-12-14 08:51:51-03:00,,9.09
2020-12-14 08:53:08-03:00,0.0,
2020-12-14 08:56:52-03:00,,9.09
2020-12-14 08:58:08-03:00,0.0,
2020-12-14 09:01:52-03:00,,9.09
2020-12-14 09:03:08-03:00,0.0,
2020-12-14 09:06:52-03:00,,9.09
2020-12-14 09:08:09-03:00,0.0,
2020-12-14 09:11:53-03:00,,9.09
2020-12-14 09:13:09-03:00,0.0,
2020-12-14 09:16:53-03:00,,9.09
2020-12-14 09:18:09-03:00,0.0,
2020-12-14 09:21:53-03:00,,9.09
2020-12-14 09:23:10-03:00,0.0,
2020-12-14 09:26:53-03:00,,9.09
2020-12-14 09:28:10-03:00,0.0,
2020-12-14 09:31:54-03:00,,9.09
2020-12-14 09:33:10-03:00,0.0,
2020-12-14 09:36:54-03:00,,9.09
2020-12-14 09:38:11-03:00,0.0,
2020-12-14 09:41:54-03:00,,9.09
2020-12-14 09:43:11-03:00,0.0,
2020-12-14 09:46:55-03:00,,9.09
2020-12-14 09:48:11-03:00,0.0,
2020-12-14 09:51:55-03:00,,9.09
2020-12-14 09:53:12-03:00,0.0,
2020-12-14 09:56:55-03:00,,9.09
2020-12-14 09:58:12-03:00,0.0,
2020-12-14 10:01:56-03:00,,9.09
2020-12-14 10:03:12-03:00,0.0,
2020-12-14 10:06:56-03:00,,9.09
2020-12-14 10:08:13-03:00,0.0,
2020-12-14 10:11:56-03:00,,9.09
2020-12-14 10:13:13-03:00,0.0,
2020-12-14 10:16:57-03:00,,9.09
2020-12-14 10:18:13-03:00,0.0,
2020-12-14 10:21:57-03:00,,9.09
2020-12-14 10:23:13-03:00,0.0,
2020-12-14 10:26:57-03:00,,9.09
2020-12-14 10:28:14-03:00,0.0,
2020-12-14 10:31:58-03:00,,9.09
2020-12-14 10:33:14-03:00,0.0,
2020-12-14 10:36:58-03:00,,9.09
2020-12-14 10:38:14-03:00,0.0,
2020-12-14 10:41:58-03:00,,9.09
2020-12-14 10:43:15-03:00,0.0,
2020-12-14 10:46:59-03:00,,9.09
2020-12-14 10:48:15-03:00,0.0,
2020-12-14 10:51:59-03:00,,9.09
2020-12-14 10:53:15-03:00,0.0,
2020-12-14 10:56:59-03:00,,9.09
2020-12-14 10:58:16-03:00,0.0,
2020-12-14 11:01:59-03:00,,9.09
2020-12-14 11:03:16-03:00,0.0,
2020-12-14 11:07:00-03:00,,9.09
2020-12-14 11:08:16-03:00,0.0,
2020-12-14 11:12:00-03:00,,9.09
2020-12-14 11:13:17-03:00,0.0,
2020-12-14 11:17:00-03:00,,9.09
2020-12-14 11:18:17-03:00,0.0,
2020-12-14 11:22:01-03:00,,9.09
2020-12-14 11:23:17-03:00,0.0,
2020-12-14 11:27:01-03:00,,9.09
2020-12-14 11:28:18-03:00,0.0,
2020-12-14 11:32:01-03:00,,9.09
2020-12-14 11:33:19-03:00,0.0,
2020-12-14 11:37:02-03:00,,9.09
2020-12-14 11:38:19-03:00,0.0,
2020-12-14 11:42:02-03:00,,9.09
2020-12-14 11:43:20-03:00,0.0,
2020-12-14 11:47:02-03:00,,9.09
2020-12-14 11:48:20-03:00,0.0,
2020-12-14 11:52:03-03:00,,9.09
2020-12-14 11:53:20-03:00,0.0,
2020-12-14 11:57:03-03:00,,9.09
2020-12-14 11:58:21-03:00,0.0,
2020-12-14 12:02:03-03:00,,9.09
2020-12-14 12:03:21-03:00,0.0,
2020-12-14 12:07:03-03:00,,9.09
2020-12-14 12:08:21-03:00,0.0,
2020-12-14 12:12:04-03:00,,9.09
2020-12-14 12:13:22-03:00,0.0,
2020-12-14 12:17:04-03:00,,9.09
2020-12-14 12:18:22-03:00,0.0,
2020-12-14 12:22:04-03:00,,9.09
2020-12-14 12:23:22-03:00,0.0,
2020-12-14 12:27:05-03:00,,9.09
2020-12-14 12:28:23-03:00,0.0,
2020-12-14 12:32:05-03:00,,9.09
2020-12-14 12:33:23-03:00,0.0,
2020-12-14 12:37:06-03:00,,9.09
2020-12-14 12:38:23-03:00,0.0,
2020-12-14 12:42:06-03:00,,9.09
2020-12-14 12:43:24-03:00,0.0,
2020-12-14 12:47:06-03:00,,9.09
2020-12-14 12:48:24-03:00,0.0,
2020-12-14 12:52:07-03:00,,9.09
2020-12-14 12:53:24-03:00,0.0,
2020-12-14 12:57:07-03:00,,9.09
2020-12-14 12:58:25-03:00,0.0,
2020-12-14 13:02:07-03:00,,9.09
2020-12-14 13:03:25-03:00,0.0,
2020-12-14 13:07:08-03:00,,9.09
2020-12-14 13:08:25-03:00,0.0,
2020-12-14 13:12:08-03:00,,9.09
2020-12-14 13:13:26-03:00,0.0,
2020-12-14 13:17:08-03:00,,9.09
2020-12-14 13:18:26-03:00,0.0,
2020-12-14 13:22:09-03:00,,9.09
2020-12-14 13:23:26-03:00,0.0,
2020-12-14 13:27:09-03:00,,9.09
2020-12-14 13:28:27-03:00,0.0,
2020-12-14 13:32:09-03:00,,9.09
2020-12-14 13:33:27-03:00,0.0,
2020-12-14 13:37:09-03:00,,9.09
2020-12-14 13:38:27-03:00,0.0,
2020-12-14 13:42:10-03:00,,9.09
2020-12-14 13:43:28-03:00,0.0,
2020-12-14 13:47:10-03:00,,9.09
2020-12-14 13:48:28-03:00,0.0,
2020-12-14 13:52:10-03:00,,9.09
2020-12-14 13:53:28-03:00,0.0,
2020-12-14 13:57:11-03:00,,9.09
2020-12-14 13:58:28-03:00,0.0,
2020-12-14 14:02:11-03:00,,9.09
2020-12-14 14:03:29-03:00,0.0,
2020-12-14 14:07:11-03:00,,9.09
2020-12-14 14:08:29-03:00,0.0,
2020-12-14 14:12:12-03:00,,9.09
2020-12-14 14:13:29-03:00,0.0,
2020-12-14 14:17:12-03:00,,9.09
2020-12-14 14:18:30-03:00,0.0,
2020-12-14 14:22:12-03:00,,9.09
2020-12-14 14:23:30-03:00,0.0,
2020-12-14 14:27:13-03:00,,9.09
2020-12-14 14:28:30-03:00,0.0,
2020-12-14 14:32:13-03:00,,9.09
2020-12-14 14:33:31-03:00,0.0,
2020-12-14 14:37:13-03:00,,9.09
2020-12-14 14:38:31-03:00,0.0,
2020-12-14 14:42:14-03:00,,9.09
2020-12-14 14:43:31-03:00,0.0,
2020-12-14 14:47:14-03:00,,9.09
2020-12-14 14:48:32-03:00,0.0,
2020-12-14 14:52:14-03:00,,9.09
2020-12-14 14:53:32-03:00,0.0,
2020-12-14 14:57:15-03:00,,9.09
2020-12-14 14:58:32-03:00,0.0,
2020-12-14 15:02:15-03:00,,9.09
2020-12-14 15:03:33-03:00,0.0,
2020-12-14 15:07:15-03:00,,9.09
2020-12-14 15:08:33-03:00,0.0,
2020-12-14 15:12:16-03:00,,9.09
2020-12-14 15:13:33-03:00,0.0,
2020-12-14 15:17:16-03:00,,9.09
2020-12-14 15:18:34-03:00,0.0,
2020-12-14 15:22:16-03:00,,9.09
2020-12-14 15:23:34-03:00,0.0,
2020-12-14 15:27:17-03:00,,9.09
2020-12-14 15:28:34-03:00,0.0,
2020-12-14 15:32:17-03:00,,9.09
2020-12-14 15:33:35-03:00,0.0,
2020-12-14 15:37:17-03:00,,9.09
2020-12-14 15:38:35-03:00,0.0,
2020-12-14 15:42:18-03:00,,9.09
2020-12-14 15:43:35-03:00,0.0,
2020-12-14 15:47:18-03:00,,9.09
2020-12-14 15:48:35-03:00,0.0,
2020-12-14 15:52:18-03:00,,9.09
2020-12-14 15:53:36-03:00,0.0,
2020-12-14 15:57:18-03:00,,9.09
2020-12-14 15:58:36-03:00,0.0,
2020-12-14 16:02:19-03:00,,9.09
2020-12-14 16:03:36-03:00,0.0,
2020-12-14 16:07:19-03:00,,9.09
2020-12-14 16:08:37-03:00,0.0,
2020-12-14 16:12:19-03:00,,9.09
2020-12-14 16:13:37-03:00,0.0,
2020-12-14 16:17:20-03:00,,9.09
2020-12-14 16:18:37-03:00,0.0,
2020-12-14 16:22:20-03:00,,9.09
2020-12-14 16:23:38-03:00,0.0,
2020-12-14 16:27:20-03:00,,9.09
2020-12-14 16:28:38-03:00,0.0,
2020-12-14 16:32:21-03:00,,9.09
2020-12-14 16:33:38-03:00,0.0,
2020-12-14 16:37:21-03:00,,9.09
2020-12-14 16:38:39-03:00,0.0,
2020-12-14 16:42:21-03:00,,9.09
2020-12-14 16:43:39-03:00,0.0,
2020-12-14 16:47:22-03:00,,9.09
2020-12-14 16:48:39-03:00,0.0,
2020-12-14 16:52:22-03:00,,9.09
2020-12-14 16:53:40-03:00,0.0,
2020-12-14 16:57:22-03:00,,9.09
2020-12-14 16:58:40-03:00,0.0,
2020-12-14 17:02:23-03:00,,9.09
2020-12-14 17:03:40-03:00,0.0,
2020-12-14 17:07:23-03:00,,9.09
2020-12-14 17:08:41-03:00,0.0,
2020-12-14 17:12:23-03:00,,9.09
2020-12-14 17:13:41-03:00,0.0,
2020-12-14 17:17:23-03:00,,9.09
2020-12-14 17:18:41-03:00,0.0,
2020-12-14 17:22:24-03:00,,9.09
2020-12-14 17:23:42-03:00,0.0,
2020-12-14 17:27:24-03:00,,9.09
2020-12-14 17:28:42-03:00,0.0,
2020-12-14 17:32:24-03:00,,9.09
2020-12-14 17:33:42-03:00,0.0,
2020-12-14 17:37:25-03:00,,9.09
2020-12-14 17:38:43-03:00,0.0,
2020-12-14 17:42:25-03:00,,9.09
2020-12-14 17:43:43-03:00,0.0,
2020-12-14 17:47:25-03:00,,9.09
2020-12-14 17:48:43-03:00,0.0,
2020-12-14 17:52:26-03:00,,9.09
2020-12-14 17:53:44-03:00,0.0,
2020-12-14 17:57:26-03:00,,9.09
2020-12-14 17:58:44-03:00,0.0,
2020-12-14 18:02:26-03:00,,9.09
2020-12-14 18:03:44-03:00,0.0,
2020-12-14 18:07:27-03:00,,9.09
2020-12-14 18:08:45-03:00,0.0,
2020-12-14 18:12:27-03:00,,9.09
2020-12-14 18:13:45-03:00,0.0,
2020-12-14 18:17:27-03:00,,9.09
2020-12-14 18:18:45-03:00,0.0,
2020-12-14 18:22:28-03:00,,9.09
2020-12-14 18:23:46-03:00,0.0,
2020-12-14 18:27:28-03:00,,9.09
2020-12-14 18:28:46-03:00,0.0,
2020-12-14 18:32:28-03:00,,9.09
2020-12-14 18:33:46-03:00,0.0,
2020-12-14 18:37:28-03:00,,9.09
2020-12-14 18:38:47-03:00,0.0,
2020-12-14 18:42:29-03:00,,9.09
2020-12-14 18:43:47-03:00,0.0,
2020-12-14 18:47:29-03:00,,9.09
2020-12-14 18:48:47-03:00,0.0,
2020-12-14 18:52:29-03:00,,9.09
2020-12-14 18:53:47-03:00,0.0,
2020-12-14 18:57:30-03:00,,9.09
2020-12-14 18:58:48-03:00,0.0,
2020-12-14 19:02:30-03:00,,9.09
2020-12-14 19:03:48-03:00,0.0,
2020-12-14 19:07:30-03:00,,9.09
2020-12-14 19:08:48-03:00,0.0,
2020-12-14 19:12:31-03:00,,10.0
2020-12-14 19:13:49-03:00,0.0,
2020-12-14 19:17:31-03:00,,9.09
2020-12-14 19:18:49-03:00,0.0,
2020-12-14 19:22:31-03:00,,9.09
2020-12-14 19:23:49-03:00,0.0,
2020-12-14 19:27:32-03:00,,9.09
2020-12-14 19:28:50-03:00,0.0,
2020-12-14 19:32:32-03:00,,9.09
2020-12-14 19:33:50-03:00,0.0,
2020-12-14 19:37:32-03:00,,9.09
2020-12-14 19:38:50-03:00,0.0,
2020-12-14 19:42:33-03:00,,9.09
2020-12-14 19:43:51-03:00,0.0,
2020-12-14 19:47:33-03:00,,9.09
2020-12-14 19:48:51-03:00,0.0,
2020-12-14 19:52:33-03:00,,9.09
2020-12-14 19:53:51-03:00,0.0,
2020-12-14 19:57:34-03:00,,9.09
2020-12-14 19:58:52-03:00,0.0,
2020-12-14 20:02:34-03:00,,9.09
2020-12-14 20:03:52-03:00,0.0,
2020-12-14 20:07:34-03:00,,9.09
2020-12-14 20:08:52-03:00,0.0,
2020-12-14 20:12:34-03:00,,9.09
2020-12-14 20:13:53-03:00,0.0,
2020-12-14 20:17:35-03:00,,9.09
2020-12-14 20:18:53-03:00,0.0,
2020-12-14 20:22:35-03:00,,9.09
2020-12-14 20:23:53-03:00,0.0,
2020-12-14 20:27:35-03:00,,9.09
2020-12-14 20:28:54-03:00,0.0,
2020-12-14 20:32:36-03:00,,9.09
2020-12-14 20:33:54-03:00,0.0,
2020-12-14 20:37:36-03:00,,9.09
2020-12-14 20:38:54-03:00,0.0,
2020-12-14 20:42:36-03:00,,9.09
2020-12-14 20:43:55-03:00,0.0,
2020-12-14 20:47:37-03:00,,9.09
2020-12-14 20:48:55-03:00,0.0,
2020-12-14 20:52:37-03:00,,9.09
2020-12-14 20:53:55-03:00,0.0,
2020-12-14 20:57:37-03:00,,9.09
2020-12-14 20:58:56-03:00,0.0,
2020-12-14 21:02:38-03:00,,9.09
2020-12-14 21:03:56-03:00,0.0,
2020-12-14 21:07:38-03:00,,9.09
2020-12-14 21:08:56-03:00,0.0,
2020-12-14 21:12:38-03:00,,9.09
2020-12-14 21:13:57-03:00,0.0,
2020-12-14 21:17:39-03:00,,9.09
2020-12-14 21:18:57-03:00,0.0,
2020-12-14 21:22:39-03:00,,9.09
2020-12-14 21:23:57-03:00,0.0,
2020-12-14 21:27:39-03:00,,9.09
2020-12-14 21:28:58-03:00,0.0,
2020-12-14 21:32:40-03:00,,9.09
2020-12-14 21:33:58-03:00,0.0,
2020-12-14 21:37:40-03:00,,9.09
2020-12-14 21:38:58-03:00,0.0,
2020-12-14 21:42:40-03:00,,9.09
2020-12-14 21:43:59-03:00,0.0,
2020-12-14 21:47:40-03:00,,9.09
2020-12-14 21:48:59-03:00,0.0,
2020-12-14 21:52:41-03:00,,9.09
2020-12-14 21:53:59-03:00,0.0,
2020-12-14 21:57:41-03:00,,9.09
2020-12-14 21:58:59-03:00,0.0,
2020-12-14 22:02:41-03:00,,9.09
2020-12-14 22:04:00-03:00,0.0,
2020-12-14 22:07:42-03:00,,9.09
2020-12-14 22:09:00-03:00,0.0,
2020-12-14 22:12:42-03:00,,9.09
2020-12-14 22:14:00-03:00,0.0,
2020-12-14 22:17:42-03:00,,9.09
2020-12-14 22:19:01-03:00,0.0,
2020-12-14 22:22:43-03:00,,9.09
2020-12-14 22:24:01-03:00,0.0,
2020-12-14 22:27:43-03:00,,9.09
2020-12-14 22:29:01-03:00,0.0,
2020-12-14 22:32:44-03:00,,9.09
2020-12-14 22:34:02-03:00,0.0,
2020-12-14 22:37:44-03:00,,9.09
2020-12-14 22:39:02-03:00,0.0,
2020-12-14 22:42:44-03:00,,9.09
2020-12-14 22:44:02-03:00,0.0,
2020-12-14 22:47:45-03:00,,9.09
2020-12-14 22:49:03-03:00,0.0,
2020-12-14 22:52:45-03:00,,9.09
2020-12-14 22:54:03-03:00,0.0,
2020-12-14 22:57:45-03:00,,9.09
2020-12-14 22:59:03-03:00,0.0,
2020-12-14 23:02:45-03:00,,9.09
2020-12-14 23:04:04-03:00,0.0,
2020-12-14 23:07:46-03:00,,9.09
2020-12-14 23:09:04-03:00,0.0,
2020-12-14 23:12:46-03:00,,9.09
2020-12-14 23:14:04-03:00,0.0,
2020-12-14 23:17:46-03:00,,9.09
2020-12-14 23:19:05-03:00,0.0,
2020-12-14 23:22:47-03:00,,9.09
2020-12-14 23:24:05-03:00,0.0,
2020-12-14 23:27:47-03:00,,9.09
2020-12-14 23:29:05-03:00,0.0,
2020-12-14 23:32:47-03:00,,9.09
2020-12-14 23:34:06-03:00,0.0,
2020-12-14 23:37:48-03:00,,9.09
2020-12-14 23:39:06-03:00,0.0,
2020-12-14 23:42:48-03:00,,9.09
2020-12-14 23:44:06-03:00,0.0,
2020-12-14 23:47:48-03:00,,9.09
2020-12-14 23:49:07-03:00,0.0,
2020-12-14 23:52:49-03:00,,9.09
2020-12-14 23:54:07-03:00,0.0,
2020-12-14 23:57:49-03:00,,9.09
2020-12-14 23:59:07-03:00,0.0,
2020-12-15 00:02:49-03:00,,9.09
2020-12-15 00:04:08-03:00,0.0,
2020-12-15 00:07:50-03:00,,9.09
2020-12-15 00:09:08-03:00,0.0,
2020-12-15 00:12:50-03:00,,9.09
2020-12-15 00:14:08-03:00,0.0,
2020-12-15 00:17:50-03:00,,9.09
2020-12-15 00:19:08-03:00,0.0,
2020-12-15 00:22:50-03:00,,9.09
2020-12-15 00:24:09-03:00,0.0,
2020-12-15 00:27:51-03:00,,9.09
2020-12-15 00:29:09-03:00,0.0,
2020-12-15 00:32:51-03:00,,9.09
2020-12-15 00:34:09-03:00,0.0,
2020-12-15 00:37:52-03:00,,9.09
2020-12-15 00:39:10-03:00,0.0,
2020-12-15 00:42:52-03:00,,9.09
2020-12-15 00:44:10-03:00,0.0,
2020-12-15 00:47:52-03:00,,9.09
2020-12-15 00:49:10-03:00,0.0,
2020-12-15 00:52:53-03:00,,9.09
2020-12-15 00:54:11-03:00,0.0,
2020-12-15 00:57:53-03:00,,9.09
2020-12-15 00:59:11-03:00,0.0,
2020-12-15 01:02:53-03:00,,9.09
2020-12-15 01:04:11-03:00,0.0,
2020-12-15 01:07:54-03:00,,9.09
2020-12-15 01:09:12-03:00,0.0,
2020-12-15 01:12:54-03:00,,9.09
2020-12-15 01:14:12-03:00,0.0,
2020-12-15 01:17:54-03:00,,9.09
2020-12-15 01:19:12-03:00,0.0,
2020-12-15 01:22:54-03:00,,9.09
2020-12-15 01:24:13-03:00,0.0,
2020-12-15 01:27:55-03:00,,9.09
2020-12-15 01:29:13-03:00,0.0,
2020-12-15 01:32:55-03:00,,9.09
2020-12-15 01:34:13-03:00,0.0,
2020-12-15 01:37:55-03:00,,9.09
2020-12-15 01:39:14-03:00,0.0,
2020-12-15 01:42:56-03:00,,9.09
2020-12-15 01:44:14-03:00,0.0,
2020-12-15 01:47:56-03:00,,9.09
2020-12-15 01:49:14-03:00,0.0,
2020-12-15 01:52:56-03:00,,9.09
2020-12-15 01:54:15-03:00,0.0,
2020-12-15 01:57:57-03:00,,9.09
2020-12-15 01:59:15-03:00,0.0,
2020-12-15 02:02:57-03:00,,9.09
2020-12-15 02:04:15-03:00,0.0,
2020-12-15 02:07:57-03:00,,9.09
2020-12-15 02:09:16-03:00,0.0,
2020-12-15 02:12:58-03:00,,9.09
2020-12-15 02:14:16-03:00,0.0,
2020-12-15 02:17:58-03:00,,9.09
2020-12-15 02:19:16-03:00,0.0,
2020-12-15 02:22:58-03:00,,9.09
2020-12-15 02:24:17-03:00,0.0,
2020-12-15 02:27:59-03:00,,9.09
2020-12-15 02:29:17-03:00,0.0,
2020-12-15 02:32:59-03:00,,9.09
2020-12-15 02:34:17-03:00,0.0,
2020-12-15 02:37:59-03:00,,9.09
2020-12-15 02:39:18-03:00,0.0,
2020-12-15 02:43:00-03:00,,9.09
2020-12-15 02:44:18-03:00,0.0,
2020-12-15 02:48:00-03:00,,9.09
2020-12-15 02:49:18-03:00,0.0,
2020-12-15 02:53:00-03:00,,9.09
2020-12-15 02:54:18-03:00,0.0,
2020-12-15 02:58:00-03:00,,9.09
2020-12-15 02:59:19-03:00,0.0,
2020-12-15 03:03:01-03:00,,9.09
2020-12-15 03:04:19-03:00,0.0,
2020-12-15 03:08:01-03:00,,9.09
2020-12-15 03:09:19-03:00,0.0,
2020-12-15 03:13:01-03:00,,9.09
2020-12-15 03:14:20-03:00,0.0,
2020-12-15 03:18:02-03:00,,9.09
2020-12-15 03:19:20-03:00,0.0,
2020-12-15 03:23:02-03:00,,9.09
2020-12-15 03:24:20-03:00,0.0,
2020-12-15 03:28:02-03:00,,9.09
2020-12-15 03:29:21-03:00,0.0,
2020-12-15 03:33:03-03:00,,9.09
2020-12-15 03:34:21-03:00,0.0,
2020-12-15 03:38:03-03:00,,9.09
2020-12-15 03:39:21-03:00,0.0,
2020-12-15 03:43:03-03:00,,9.09
2020-12-15 03:44:22-03:00,0.0,
2020-12-15 03:48:04-03:00,,9.09
2020-12-15 03:49:22-03:00,0.0,
2020-12-15 03:53:04-03:00,,9.09
2020-12-15 03:54:22-03:00,0.0,
2020-12-15 03:58:04-03:00,,9.09
2020-12-15 03:59:23-03:00,0.0,
2020-12-15 04:03:05-03:00,,8.33
2020-12-15 04:04:23-03:00,0.0,
2020-12-15 04:08:05-03:00,,9.09
2020-12-15 04:09:23-03:00,0.0,
2020-12-15 04:13:05-03:00,,9.09
2020-12-15 04:14:24-03:00,0.0,
2020-12-15 04:18:05-03:00,,9.09
2020-12-15 04:19:24-03:00,0.0,
2020-12-15 04:23:06-03:00,,9.09
2020-12-15 04:24:24-03:00,0.0,
2020-12-15 04:28:06-03:00,,9.09
2020-12-15 04:29:25-03:00,0.0,
2020-12-15 04:33:06-03:00,,9.09
2020-12-15 04:34:25-03:00,0.0,
2020-12-15 04:38:07-03:00,,9.09
2020-12-15 04:39:25-03:00,0.0,
2020-12-15 04:43:07-03:00,,9.09
2020-12-15 04:44:26-03:00,0.0,
2020-12-15 04:48:07-03:00,,9.09
2020-12-15 04:49:26-03:00,0.0,
2020-12-15 04:53:08-03:00,,9.09
2020-12-15 04:54:26-03:00,0.0,
2020-12-15 04:58:08-03:00,,9.09
2020-12-15 04:59:26-03:00,0.0,
2020-12-15 05:03:08-03:00,,9.09
2020-12-15 05:04:27-03:00,0.0,
2020-12-15 05:08:09-03:00,,9.09
2020-12-15 05:09:27-03:00,0.0,
2020-12-15 05:13:09-03:00,,9.09
2020-12-15 05:14:27-03:00,0.0,
2020-12-15 05:18:09-03:00,,9.09
2020-12-15 05:19:28-03:00,0.0,
2020-12-15 05:23:10-03:00,,9.09
2020-12-15 05:24:28-03:00,0.0,
2020-12-15 05:28:10-03:00,,9.09
2020-12-15 05:29:28-03:00,0.0,
2020-12-15 05:33:10-03:00,,9.09
2020-12-15 05:34:29-03:00,0.0,
2020-12-15 05:38:11-03:00,,9.09
2020-12-15 05:39:29-03:00,0.0,
2020-12-15 05:43:11-03:00,,9.09
2020-12-15 05:44:30-03:00,0.0,
2020-12-15 05:48:11-03:00,,8.33
2020-12-15 05:49:30-03:00,0.0,
2020-12-15 05:53:11-03:00,,9.09
2020-12-15 05:54:30-03:00,0.0,
2020-12-15 05:58:12-03:00,,9.09
2020-12-15 05:59:31-03:00,0.0,
2020-12-15 06:03:12-03:00,,9.09
2020-12-15 06:04:31-03:00,0.0,
2020-12-15 06:08:12-03:00,,9.09
2020-12-15 06:09:31-03:00,0.0,
2020-12-15 06:13:13-03:00,,8.33
2020-12-15 06:14:32-03:00,0.0,
2020-12-15 06:18:13-03:00,,9.09
2020-12-15 06:19:32-03:00,0.0,
2020-12-15 06:23:13-03:00,,9.09
2020-12-15 06:24:32-03:00,0.0,
