date,APR Los Cerrillos >> Estanques Acumuladores >> Volumen Acumulado Salida(12882),APR Los Cerrillos >> Pozo >> Volumen Pozo(12776)
2020-12-03 01:39:57-03:00,0.0,
2020-12-03 01:42:01-03:00,,99314.0
2020-12-03 01:42:06-03:00,,99314.0
2020-12-03 01:44:58-03:00,0.0,
2020-12-03 01:47:02-03:00,,99314.0
2020-12-03 01:47:07-03:00,,99314.0
2020-12-03 01:49:58-03:00,0.0,
2020-12-03 01:52:02-03:00,,99314.0
2020-12-03 01:52:07-03:00,,99314.0
2020-12-03 01:54:58-03:00,0.0,
2020-12-03 01:57:02-03:00,,99314.0
2020-12-03 01:57:07-03:00,,99314.0
2020-12-03 01:59:59-03:00,0.0,
2020-12-03 02:02:03-03:00,,99314.0
2020-12-03 02:02:07-03:00,,99314.0
2020-12-03 02:04:59-03:00,0.0,
2020-12-03 02:07:03-03:00,,99314.0
2020-12-03 02:07:08-03:00,,99314.0
2020-12-03 02:09:59-03:00,0.0,
2020-12-03 02:12:03-03:00,,99314.0
2020-12-03 02:12:08-03:00,,99314.0
2020-12-03 02:15:00-03:00,0.0,
2020-12-03 02:17:03-03:00,,99314.0
2020-12-03 02:17:08-03:00,,99314.0
2020-12-03 02:20:00-03:00,0.0,
2020-12-03 02:22:04-03:00,,99314.0
2020-12-03 02:22:09-03:00,,99314.0
2020-12-03 02:25:00-03:00,0.0,
2020-12-03 02:27:04-03:00,,99314.0
2020-12-03 02:27:09-03:00,,99314.0
2020-12-03 02:30:01-03:00,0.0,
2020-12-03 02:32:04-03:00,,99314.0
2020-12-03 02:32:09-03:00,,99314.0
2020-12-03 02:35:01-03:00,0.0,
2020-12-03 02:37:05-03:00,,99315.0
2020-12-03 02:37:10-03:00,,99315.0
2020-12-03 02:40:01-03:00,0.0,
2020-12-03 02:42:05-03:00,,99318.0
2020-12-03 02:42:10-03:00,,99318.0
2020-12-03 02:45:01-03:00,0.0,
2020-12-03 02:47:05-03:00,,99320.0
2020-12-03 02:47:10-03:00,,99321.0
2020-12-03 02:50:02-03:00,0.0,
2020-12-03 02:52:06-03:00,,99323.0
2020-12-03 02:52:10-03:00,,99323.0
2020-12-03 02:55:02-03:00,0.0,
2020-12-03 02:57:06-03:00,,99326.0
2020-12-03 02:57:11-03:00,,99326.0
2020-12-03 03:00:02-03:00,0.0,
2020-12-03 03:02:06-03:00,,99328.0
2020-12-03 03:02:11-03:00,,99328.0
2020-12-03 03:05:03-03:00,0.0,
2020-12-03 03:07:06-03:00,,99330.0
2020-12-03 03:07:11-03:00,,99330.0
2020-12-03 03:10:03-03:00,0.0,
2020-12-03 03:12:07-03:00,,99330.0
2020-12-03 03:12:12-03:00,,99330.0
2020-12-03 03:15:03-03:00,0.0,
2020-12-03 03:17:07-03:00,,99330.0
2020-12-03 03:17:12-03:00,,99330.0
2020-12-03 03:20:04-03:00,0.0,
2020-12-03 03:22:07-03:00,,99330.0
2020-12-03 03:22:12-03:00,,99330.0
2020-12-03 03:25:04-03:00,0.0,
2020-12-03 03:27:08-03:00,,99330.0
2020-12-03 03:27:13-03:00,,99330.0
2020-12-03 03:30:04-03:00,0.0,
2020-12-03 03:32:08-03:00,,99330.0
2020-12-03 03:32:13-03:00,,99330.0
2020-12-03 03:35:05-03:00,0.0,
2020-12-03 03:37:08-03:00,,99330.0
2020-12-03 03:37:13-03:00,,99330.0
2020-12-03 03:40:05-03:00,0.0,
2020-12-03 03:42:09-03:00,,99330.0
2020-12-03 03:42:14-03:00,,99330.0
2020-12-03 03:45:06-03:00,0.0,
2020-12-03 03:47:09-03:00,,99330.0
2020-12-03 03:47:14-03:00,,99330.0
2020-12-03 03:50:06-03:00,0.0,
2020-12-03 03:52:09-03:00,,99330.0
2020-12-03 03:52:14-03:00,,99330.0
2020-12-03 03:55:06-03:00,0.0,
2020-12-03 03:57:10-03:00,,99330.0
2020-12-03 03:57:14-03:00,,99330.0
2020-12-03 04:00:07-03:00,0.0,
2020-12-03 04:02:10-03:00,,99330.0
2020-12-03 04:02:15-03:00,,99330.0
2020-12-03 04:05:07-03:00,0.0,
2020-12-03 04:07:10-03:00,,99330.0
2020-12-03 04:07:15-03:00,,99330.0
2020-12-03 04:10:07-03:00,0.0,
2020-12-03 04:12:10-03:00,,99330.0
2020-12-03 04:12:15-03:00,,99330.0
2020-12-03 04:15:07-03:00,0.0,
2020-12-03 04:17:11-03:00,,99330.0
2020-12-03 04:17:16-03:00,,99330.0
2020-12-03 04:20:08-03:00,0.0,
2020-12-03 04:22:11-03:00,,99330.0
2020-12-03 04:22:16-03:00,,99330.0
2020-12-03 04:25:08-03:00,0.0,
2020-12-03 04:27:11-03:00,,99330.0
2020-12-03 04:27:16-03:00,,99330.0
2020-12-03 04:30:08-03:00,0.0,
2020-12-03 04:32:12-03:00,,99330.0
2020-12-03 04:32:17-03:00,,99330.0
2020-12-03 04:35:09-03:00,0.0,
2020-12-03 04:37:12-03:00,,99330.0
2020-12-03 04:37:17-03:00,,99330.0
2020-12-03 04:40:09-03:00,0.0,
2020-12-03 04:42:12-03:00,,99330.0
2020-12-03 04:42:17-03:00,,99330.0
2020-12-03 04:45:09-03:00,0.0,
2020-12-03 04:47:13-03:00,,99330.0
2020-12-03 04:47:18-03:00,,99330.0
2020-12-03 04:50:10-03:00,0.0,
2020-12-03 04:52:13-03:00,,99330.0
2020-12-03 04:52:18-03:00,,99330.0
2020-12-03 04:55:10-03:00,0.0,
2020-12-03 04:57:13-03:00,,99330.0
2020-12-03 04:57:18-03:00,,99330.0
2020-12-03 05:00:10-03:00,0.0,
2020-12-03 05:02:13-03:00,,99330.0
2020-12-03 05:02:18-03:00,,99330.0
2020-12-03 05:05:11-03:00,0.0,
2020-12-03 05:07:14-03:00,,99330.0
2020-12-03 05:07:19-03:00,,99330.0
2020-12-03 05:10:11-03:00,0.0,
2020-12-03 05:12:14-03:00,,99330.0
2020-12-03 05:12:19-03:00,,99330.0
2020-12-03 05:15:11-03:00,0.0,
2020-12-03 05:17:14-03:00,,99330.0
2020-12-03 05:17:19-03:00,,99330.0
2020-12-03 05:20:12-03:00,0.0,
2020-12-03 05:22:15-03:00,,99330.0
2020-12-03 05:22:20-03:00,,99330.0
2020-12-03 05:25:12-03:00,0.0,
2020-12-03 05:27:15-03:00,,99330.0
2020-12-03 05:27:20-03:00,,99330.0
2020-12-03 05:30:12-03:00,0.0,
2020-12-03 05:32:15-03:00,,99330.0
2020-12-03 05:32:20-03:00,,99330.0
2020-12-03 05:35:13-03:00,0.0,
2020-12-03 05:37:16-03:00,,99330.0
2020-12-03 05:37:21-03:00,,99330.0
2020-12-03 05:40:13-03:00,0.0,
2020-12-03 05:42:16-03:00,,99330.0
2020-12-03 05:42:21-03:00,,99330.0
2020-12-03 05:45:13-03:00,0.0,
2020-12-03 05:47:16-03:00,,99330.0
2020-12-03 05:47:21-03:00,,99330.0
2020-12-03 05:50:13-03:00,0.0,
2020-12-03 05:52:17-03:00,,99330.0
2020-12-03 05:52:21-03:00,,99330.0
2020-12-03 05:55:14-03:00,0.0,
2020-12-03 05:57:17-03:00,,99330.0
2020-12-03 05:57:22-03:00,,99330.0
2020-12-03 06:00:14-03:00,0.0,
2020-12-03 06:02:17-03:00,,99330.0
2020-12-03 06:02:22-03:00,,99330.0
2020-12-03 06:05:14-03:00,0.0,
2020-12-03 06:07:17-03:00,,99330.0
2020-12-03 06:07:22-03:00,,99330.0
2020-12-03 06:10:15-03:00,0.0,
2020-12-03 06:12:18-03:00,,99331.0
2020-12-03 06:12:23-03:00,,99331.0
2020-12-03 06:15:15-03:00,0.0,
2020-12-03 06:17:18-03:00,,99333.0
2020-12-03 06:17:23-03:00,,99333.0
2020-12-03 06:20:15-03:00,0.0,
2020-12-03 06:22:18-03:00,,99336.0
2020-12-03 06:22:23-03:00,,99336.0
2020-12-03 06:25:16-03:00,0.0,
2020-12-03 06:27:19-03:00,,99338.0
2020-12-03 06:27:24-03:00,,99338.0
2020-12-03 06:30:16-03:00,0.0,
2020-12-03 06:32:19-03:00,,99341.0
2020-12-03 06:32:24-03:00,,99341.0
2020-12-03 06:35:16-03:00,0.0,
2020-12-03 06:37:19-03:00,,99343.0
2020-12-03 06:37:24-03:00,,99344.0
2020-12-03 06:40:17-03:00,0.0,
2020-12-03 06:42:20-03:00,,99346.0
2020-12-03 06:42:25-03:00,,99346.0
2020-12-03 06:45:17-03:00,0.0,
2020-12-03 06:47:20-03:00,,99349.0
2020-12-03 06:47:25-03:00,,99349.0
2020-12-03 06:50:17-03:00,0.0,
2020-12-03 06:52:20-03:00,,99351.0
2020-12-03 06:52:25-03:00,,99351.0
2020-12-03 06:55:18-03:00,0.0,
2020-12-03 06:57:20-03:00,,99354.0
2020-12-03 06:57:25-03:00,,99354.0
2020-12-03 07:00:18-03:00,0.0,
2020-12-03 07:02:21-03:00,,99356.0
2020-12-03 07:02:26-03:00,,99356.0
2020-12-03 07:05:18-03:00,0.0,
2020-12-03 07:07:21-03:00,,99358.0
2020-12-03 07:07:26-03:00,,99358.0
2020-12-03 07:10:18-03:00,0.0,
2020-12-03 07:12:21-03:00,,99358.0
2020-12-03 07:12:26-03:00,,99358.0
2020-12-03 07:15:19-03:00,0.0,
2020-12-03 07:17:22-03:00,,99358.0
2020-12-03 07:17:27-03:00,,99358.0
2020-12-03 07:20:19-03:00,0.0,
2020-12-03 07:22:22-03:00,,99358.0
2020-12-03 07:22:27-03:00,,99358.0
2020-12-03 07:25:19-03:00,0.0,
2020-12-03 07:27:22-03:00,,99358.0
2020-12-03 07:27:27-03:00,,99358.0
2020-12-03 07:30:20-03:00,0.0,
2020-12-03 07:32:23-03:00,,99358.0
2020-12-03 07:32:28-03:00,,99358.0
2020-12-03 07:35:20-03:00,0.0,
2020-12-03 07:37:23-03:00,,99358.0
2020-12-03 07:37:28-03:00,,99358.0
2020-12-03 07:40:20-03:00,0.0,
2020-12-03 07:42:23-03:00,,99358.0
2020-12-03 07:42:28-03:00,,99358.0
2020-12-03 07:45:21-03:00,0.0,
2020-12-03 07:47:24-03:00,,99358.0
2020-12-03 07:47:29-03:00,,99358.0
2020-12-03 07:50:21-03:00,0.0,
2020-12-03 07:52:24-03:00,,99358.0
2020-12-03 07:52:29-03:00,,99358.0
2020-12-03 07:55:21-03:00,0.0,
2020-12-03 07:57:24-03:00,,99358.0
2020-12-03 07:57:29-03:00,,99358.0
2020-12-03 08:00:22-03:00,0.0,
2020-12-03 08:02:24-03:00,,99358.0
2020-12-03 08:02:29-03:00,,99358.0
2020-12-03 08:05:22-03:00,0.0,
2020-12-03 08:07:25-03:00,,99358.0
2020-12-03 08:07:30-03:00,,99358.0
2020-12-03 08:10:22-03:00,0.0,
2020-12-03 08:12:25-03:00,,99358.0
2020-12-03 08:12:30-03:00,,99358.0
2020-12-03 08:15:23-03:00,0.0,
2020-12-03 08:17:25-03:00,,99358.0
2020-12-03 08:17:30-03:00,,99358.0
2020-12-03 08:20:23-03:00,0.0,
2020-12-03 08:22:26-03:00,,99358.0
2020-12-03 08:22:31-03:00,,99358.0
2020-12-03 08:25:23-03:00,0.0,
2020-12-03 08:27:26-03:00,,99358.0
2020-12-03 08:27:31-03:00,,99358.0
2020-12-03 08:30:24-03:00,0.0,
2020-12-03 08:32:26-03:00,,99358.0
2020-12-03 08:32:31-03:00,,99358.0
2020-12-03 08:35:24-03:00,0.0,
2020-12-03 08:37:27-03:00,,99358.0
2020-12-03 08:37:32-03:00,,99358.0
2020-12-03 08:40:24-03:00,0.0,
2020-12-03 08:42:27-03:00,,99359.0
2020-12-03 08:42:32-03:00,,99359.0
2020-12-03 08:45:24-03:00,0.0,
2020-12-03 08:47:27-03:00,,99361.0
2020-12-03 08:47:32-03:00,,99361.0
2020-12-03 08:50:25-03:00,0.0,
2020-12-03 08:52:28-03:00,,99364.0
2020-12-03 08:52:33-03:00,,99364.0
2020-12-03 08:55:25-03:00,0.0,
2020-12-03 08:57:28-03:00,,99367.0
2020-12-03 08:57:33-03:00,,99367.0
2020-12-03 09:00:25-03:00,0.0,
2020-12-03 09:02:28-03:00,,99369.0
2020-12-03 09:02:33-03:00,,99369.0
2020-12-03 09:05:26-03:00,0.0,
2020-12-03 09:07:28-03:00,,99372.0
2020-12-03 09:07:33-03:00,,99372.0
2020-12-03 09:10:26-03:00,0.0,
2020-12-03 09:12:29-03:00,,99374.0
2020-12-03 09:12:34-03:00,,99374.0
2020-12-03 09:15:26-03:00,0.0,
2020-12-03 09:17:29-03:00,,99377.0
2020-12-03 09:17:34-03:00,,99377.0
2020-12-03 09:20:27-03:00,0.0,
2020-12-03 09:22:29-03:00,,99379.0
2020-12-03 09:22:34-03:00,,99379.0
2020-12-03 09:25:27-03:00,0.0,
2020-12-03 09:27:30-03:00,,99382.0
2020-12-03 09:27:35-03:00,,99382.0
2020-12-03 09:30:27-03:00,0.0,
2020-12-03 09:32:30-03:00,,99384.0
2020-12-03 09:32:35-03:00,,99384.0
2020-12-03 09:35:28-03:00,0.0,
2020-12-03 09:37:30-03:00,,99387.0
2020-12-03 09:37:35-03:00,,99387.0
2020-12-03 09:40:28-03:00,0.0,
2020-12-03 09:42:31-03:00,,99390.0
2020-12-03 09:42:36-03:00,,99390.0
2020-12-03 09:45:28-03:00,0.0,
2020-12-03 09:47:31-03:00,,99392.0
2020-12-03 09:47:36-03:00,,99392.0
2020-12-03 09:50:29-03:00,0.0,
2020-12-03 09:52:31-03:00,,99395.0
2020-12-03 09:52:36-03:00,,99395.0
2020-12-03 09:55:29-03:00,0.0,
2020-12-03 09:57:31-03:00,,99397.0
2020-12-03 09:57:37-03:00,,99397.0
2020-12-03 10:00:29-03:00,0.0,
2020-12-03 10:02:32-03:00,,99400.0
2020-12-03 10:02:37-03:00,,99400.0
2020-12-03 10:05:30-03:00,0.0,
2020-12-03 10:07:32-03:00,,99401.0
2020-12-03 10:07:37-03:00,,99401.0
2020-12-03 10:10:30-03:00,0.0,
2020-12-03 10:12:32-03:00,,99401.0
2020-12-03 10:12:37-03:00,,99401.0
2020-12-03 10:15:30-03:00,0.0,
2020-12-03 10:17:33-03:00,,99401.0
2020-12-03 10:17:38-03:00,,99401.0
2020-12-03 10:20:31-03:00,0.0,
2020-12-03 10:22:33-03:00,,99401.0
2020-12-03 10:22:38-03:00,,99401.0
2020-12-03 10:25:31-03:00,0.0,
2020-12-03 10:27:33-03:00,,99401.0
2020-12-03 10:27:38-03:00,,99401.0
2020-12-03 10:30:31-03:00,0.0,
2020-12-03 10:32:34-03:00,,99401.0
2020-12-03 10:32:39-03:00,,99401.0
2020-12-03 10:35:31-03:00,0.0,
2020-12-03 10:37:34-03:00,,99401.0
2020-12-03 10:37:39-03:00,,99401.0
2020-12-03 10:40:32-03:00,0.0,
2020-12-03 10:42:34-03:00,,99401.0
2020-12-03 10:42:39-03:00,,99401.0
2020-12-03 10:45:32-03:00,0.0,
2020-12-03 10:47:34-03:00,,99401.0
2020-12-03 10:47:40-03:00,,99401.0
2020-12-03 10:50:32-03:00,0.0,
2020-12-03 10:52:35-03:00,,99401.0
2020-12-03 10:52:40-03:00,,99401.0
2020-12-03 10:55:33-03:00,0.0,
2020-12-03 10:57:35-03:00,,99401.0
2020-12-03 10:57:40-03:00,,99401.0
2020-12-03 11:00:33-03:00,0.0,
2020-12-03 11:02:35-03:00,,99402.0
2020-12-03 11:02:41-03:00,,99402.0
2020-12-03 11:05:33-03:00,0.0,
2020-12-03 11:07:36-03:00,,99405.0
2020-12-03 11:07:41-03:00,,99405.0
2020-12-03 11:10:34-03:00,0.0,
2020-12-03 11:12:36-03:00,,99408.0
2020-12-03 11:12:41-03:00,,99408.0
2020-12-03 11:15:34-03:00,0.0,
2020-12-03 11:17:36-03:00,,99410.0
2020-12-03 11:17:41-03:00,,99410.0
2020-12-03 11:20:34-03:00,0.0,
2020-12-03 11:22:37-03:00,,99413.0
2020-12-03 11:22:42-03:00,,99413.0
2020-12-03 11:25:35-03:00,0.0,
2020-12-03 11:27:37-03:00,,99415.0
2020-12-03 11:27:42-03:00,,99415.0
2020-12-03 11:30:35-03:00,0.0,
2020-12-03 11:32:37-03:00,,99418.0
2020-12-03 11:32:42-03:00,,99418.0
2020-12-03 11:35:35-03:00,0.0,
2020-12-03 11:37:38-03:00,,99420.0
2020-12-03 11:37:43-03:00,,99420.0
2020-12-03 11:40:36-03:00,0.0,
2020-12-03 11:42:38-03:00,,99423.0
2020-12-03 11:42:43-03:00,,99423.0
2020-12-03 11:45:36-03:00,0.0,
2020-12-03 11:47:38-03:00,,99426.0
2020-12-03 11:47:43-03:00,,99426.0
2020-12-03 11:50:36-03:00,0.0,
2020-12-03 11:52:38-03:00,,99428.0
2020-12-03 11:52:44-03:00,,99428.0
2020-12-03 11:55:37-03:00,0.0,
2020-12-03 11:57:39-03:00,,99431.0
2020-12-03 11:57:44-03:00,,99431.0
2020-12-03 12:00:37-03:00,0.0,
2020-12-03 12:02:39-03:00,,99433.0
2020-12-03 12:02:44-03:00,,99433.0
2020-12-03 12:05:37-03:00,0.0,
2020-12-03 12:07:39-03:00,,99436.0
2020-12-03 12:07:44-03:00,,99436.0
2020-12-03 12:10:37-03:00,0.0,
2020-12-03 12:12:40-03:00,,99438.0
2020-12-03 12:12:45-03:00,,99438.0
2020-12-03 12:15:38-03:00,0.0,
2020-12-03 12:17:40-03:00,,99441.0
2020-12-03 12:17:45-03:00,,99441.0
2020-12-03 12:20:38-03:00,0.0,
2020-12-03 12:22:40-03:00,,99444.0
2020-12-03 12:22:45-03:00,,99444.0
2020-12-03 12:25:38-03:00,0.0,
2020-12-03 12:27:41-03:00,,99446.0
2020-12-03 12:27:46-03:00,,99446.0
2020-12-03 12:30:39-03:00,0.0,
2020-12-03 12:32:41-03:00,,99449.0
2020-12-03 12:32:46-03:00,,99449.0
2020-12-03 12:35:39-03:00,0.0,
2020-12-03 12:37:41-03:00,,99451.0
2020-12-03 12:37:46-03:00,,99451.0
2020-12-03 12:40:39-03:00,0.0,
2020-12-03 12:42:41-03:00,,99454.0
2020-12-03 12:42:47-03:00,,99454.0
2020-12-03 12:45:40-03:00,0.0,
2020-12-03 12:47:42-03:00,,99456.0
2020-12-03 12:47:47-03:00,,99456.0
2020-12-03 12:50:40-03:00,0.0,
2020-12-03 12:52:42-03:00,,99459.0
2020-12-03 12:52:47-03:00,,99459.0
2020-12-03 12:55:40-03:00,0.0,
2020-12-03 12:57:42-03:00,,99462.0
2020-12-03 12:57:48-03:00,,99462.0
2020-12-03 13:00:41-03:00,0.0,
2020-12-03 13:02:43-03:00,,99464.0
2020-12-03 13:02:48-03:00,,99464.0
2020-12-03 13:05:41-03:00,0.0,
2020-12-03 13:07:43-03:00,,99466.0
2020-12-03 13:07:48-03:00,,99466.0
2020-12-03 13:10:41-03:00,0.0,
2020-12-03 13:12:43-03:00,,99466.0
2020-12-03 13:12:48-03:00,,99466.0
2020-12-03 13:15:42-03:00,0.0,
2020-12-03 13:17:44-03:00,,99466.0
2020-12-03 13:17:49-03:00,,99466.0
2020-12-03 13:20:42-03:00,0.0,
2020-12-03 13:22:44-03:00,,99466.0
2020-12-03 13:22:49-03:00,,99466.0
2020-12-03 13:25:42-03:00,0.0,
2020-12-03 13:27:44-03:00,,99466.0
2020-12-03 13:27:49-03:00,,99466.0
2020-12-03 13:30:43-03:00,0.0,
2020-12-03 13:32:45-03:00,,99466.0
2020-12-03 13:32:50-03:00,,99466.0
2020-12-03 13:35:43-03:00,0.0,
2020-12-03 13:37:45-03:00,,99466.0
2020-12-03 13:37:50-03:00,,99466.0
2020-12-03 13:40:43-03:00,0.0,
2020-12-03 13:42:45-03:00,,99466.0
2020-12-03 13:42:50-03:00,,99466.0
2020-12-03 13:45:44-03:00,0.0,
2020-12-03 13:47:45-03:00,,99466.0
2020-12-03 13:47:51-03:00,,99466.0
2020-12-03 13:50:44-03:00,0.0,
2020-12-03 13:52:46-03:00,,99466.0
2020-12-03 13:52:51-03:00,,99466.0
2020-12-03 13:55:44-03:00,0.0,
2020-12-03 13:57:46-03:00,,99466.0
2020-12-03 13:57:51-03:00,,99466.0
2020-12-03 14:00:45-03:00,0.0,
2020-12-03 14:02:46-03:00,,99466.0
2020-12-03 14:02:52-03:00,,99466.0
2020-12-03 14:05:45-03:00,0.0,
2020-12-03 14:07:47-03:00,,99467.0
2020-12-03 14:07:52-03:00,,99467.0
2020-12-03 14:10:45-03:00,0.0,
2020-12-03 14:12:47-03:00,,99469.0
2020-12-03 14:12:52-03:00,,99469.0
2020-12-03 14:15:45-03:00,0.0,
2020-12-03 14:17:47-03:00,,99472.0
2020-12-03 14:17:52-03:00,,99472.0
2020-12-03 14:20:46-03:00,0.0,
2020-12-03 14:22:48-03:00,,99474.0
2020-12-03 14:22:53-03:00,,99474.0
2020-12-03 14:25:46-03:00,0.0,
2020-12-03 14:27:48-03:00,,99477.0
2020-12-03 14:27:53-03:00,,99477.0
2020-12-03 14:30:46-03:00,0.0,
2020-12-03 14:32:48-03:00,,99480.0
2020-12-03 14:32:53-03:00,,99480.0
2020-12-03 14:35:47-03:00,0.0,
2020-12-03 14:37:49-03:00,,99482.0
2020-12-03 14:37:54-03:00,,99482.0
2020-12-03 14:40:47-03:00,0.0,
2020-12-03 14:42:49-03:00,,99485.0
2020-12-03 14:42:54-03:00,,99485.0
2020-12-03 14:45:47-03:00,0.0,
2020-12-03 14:47:49-03:00,,99487.0
2020-12-03 14:47:54-03:00,,99487.0
2020-12-03 14:50:48-03:00,0.0,
2020-12-03 14:52:49-03:00,,99490.0
2020-12-03 14:52:55-03:00,,99490.0
2020-12-03 14:55:48-03:00,0.0,
2020-12-03 14:57:50-03:00,,99492.0
2020-12-03 14:57:55-03:00,,99492.0
2020-12-03 15:00:48-03:00,0.0,
2020-12-03 15:02:50-03:00,,99495.0
2020-12-03 15:02:55-03:00,,99495.0
2020-12-03 15:05:49-03:00,0.0,
2020-12-03 15:07:50-03:00,,99498.0
2020-12-03 15:07:55-03:00,,99498.0
2020-12-03 15:10:49-03:00,0.0,
2020-12-03 15:12:51-03:00,,99500.0
2020-12-03 15:12:56-03:00,,99500.0
2020-12-03 15:15:49-03:00,0.0,
2020-12-03 15:17:51-03:00,,99503.0
2020-12-03 15:17:56-03:00,,99503.0
2020-12-03 15:20:50-03:00,0.0,
2020-12-03 15:22:51-03:00,,99505.0
2020-12-03 15:22:56-03:00,,99505.0
2020-12-03 15:25:50-03:00,0.0,
2020-12-03 15:27:52-03:00,,99508.0
2020-12-03 15:27:57-03:00,,99508.0
2020-12-03 15:30:50-03:00,0.0,
2020-12-03 15:32:52-03:00,,99510.0
2020-12-03 15:32:57-03:00,,99510.0
2020-12-03 15:35:51-03:00,0.0,
2020-12-03 15:37:52-03:00,,99510.0
2020-12-03 15:37:57-03:00,,99510.0
2020-12-03 15:40:51-03:00,0.0,
2020-12-03 15:42:52-03:00,,99510.0
2020-12-03 15:42:58-03:00,,99510.0
2020-12-03 15:45:51-03:00,0.0,
2020-12-03 15:47:53-03:00,,99510.0
2020-12-03 15:47:58-03:00,,99510.0
2020-12-03 15:50:51-03:00,0.0,
2020-12-03 15:52:53-03:00,,99510.0
2020-12-03 15:52:58-03:00,,99510.0
2020-12-03 15:55:52-03:00,0.0,
2020-12-03 15:57:53-03:00,,99510.0
2020-12-03 15:57:59-03:00,,99510.0
2020-12-03 16:00:52-03:00,0.0,
2020-12-03 16:02:54-03:00,,99510.0
2020-12-03 16:02:59-03:00,,99510.0
2020-12-03 16:05:52-03:00,0.0,
2020-12-03 16:07:54-03:00,,99510.0
2020-12-03 16:07:59-03:00,,99510.0
2020-12-03 16:10:53-03:00,0.0,
2020-12-03 16:12:54-03:00,,99510.0
2020-12-03 16:12:59-03:00,,99510.0
2020-12-03 16:15:53-03:00,0.0,
2020-12-03 16:17:55-03:00,,99510.0
2020-12-03 16:18:00-03:00,,99510.0
2020-12-03 16:20:53-03:00,0.0,
2020-12-03 16:22:55-03:00,,99510.0
2020-12-03 16:23:00-03:00,,99510.0
2020-12-03 16:25:54-03:00,0.0,
2020-12-03 16:27:55-03:00,,99510.0
2020-12-03 16:28:00-03:00,,99510.0
2020-12-03 16:30:54-03:00,0.0,
2020-12-03 16:32:56-03:00,,99510.0
2020-12-03 16:33:01-03:00,,99510.0
2020-12-03 16:35:54-03:00,0.0,
2020-12-03 16:37:56-03:00,,99510.0
2020-12-03 16:38:01-03:00,,99510.0
2020-12-03 16:40:55-03:00,0.0,
2020-12-03 16:42:56-03:00,,99510.0
2020-12-03 16:43:01-03:00,,99510.0
2020-12-03 16:45:55-03:00,0.0,
2020-12-03 16:47:56-03:00,,99513.0
2020-12-03 16:48:02-03:00,,99513.0
2020-12-03 16:50:55-03:00,0.0,
2020-12-03 16:52:57-03:00,,99516.0
2020-12-03 16:53:02-03:00,,99516.0
2020-12-03 16:55:56-03:00,0.0,
2020-12-03 16:57:57-03:00,,99518.0
2020-12-03 16:58:02-03:00,,99518.0
2020-12-03 17:00:56-03:00,0.0,
2020-12-03 17:02:57-03:00,,99521.0
2020-12-03 17:03:03-03:00,,99521.0
2020-12-03 17:05:56-03:00,0.0,
2020-12-03 17:07:58-03:00,,99523.0
2020-12-03 17:08:03-03:00,,99523.0
2020-12-03 17:10:57-03:00,0.0,
2020-12-03 17:12:58-03:00,,99526.0
2020-12-03 17:13:03-03:00,,99526.0
2020-12-03 17:15:57-03:00,0.0,
2020-12-03 17:17:58-03:00,,99528.0
2020-12-03 17:18:03-03:00,,99529.0
2020-12-03 17:20:57-03:00,0.0,
2020-12-03 17:22:59-03:00,,99531.0
2020-12-03 17:23:04-03:00,,99531.0
2020-12-03 17:25:57-03:00,0.0,
2020-12-03 17:27:59-03:00,,99534.0
2020-12-03 17:28:04-03:00,,99534.0
2020-12-03 17:30:58-03:00,0.0,
2020-12-03 17:32:59-03:00,,99536.0
2020-12-03 17:33:04-03:00,,99536.0
2020-12-03 17:35:58-03:00,0.0,
2020-12-03 17:38:00-03:00,,99539.0
2020-12-03 17:38:05-03:00,,99539.0
2020-12-03 17:40:58-03:00,0.0,
2020-12-03 17:43:00-03:00,,99541.0
2020-12-03 17:43:05-03:00,,99541.0
2020-12-03 17:45:59-03:00,0.0,
2020-12-03 17:48:00-03:00,,99544.0
2020-12-03 17:48:05-03:00,,99544.0
2020-12-03 17:50:59-03:00,0.0,
2020-12-03 17:53:00-03:00,,99547.0
2020-12-03 17:53:06-03:00,,99547.0
2020-12-03 17:55:59-03:00,0.0,
2020-12-03 17:58:01-03:00,,99548.0
2020-12-03 17:58:06-03:00,,99548.0
2020-12-03 18:01:00-03:00,0.0,
2020-12-03 18:03:01-03:00,,99548.0
2020-12-03 18:03:06-03:00,,99548.0
2020-12-03 18:06:00-03:00,0.0,
2020-12-03 18:08:01-03:00,,99548.0
2020-12-03 18:08:07-03:00,,99548.0
2020-12-03 18:11:00-03:00,0.0,
2020-12-03 18:13:02-03:00,,99548.0
2020-12-03 18:13:07-03:00,,99548.0
2020-12-03 18:16:01-03:00,0.0,
2020-12-03 18:18:02-03:00,,99548.0
2020-12-03 18:18:07-03:00,,99548.0
2020-12-03 18:21:01-03:00,0.0,
2020-12-03 18:23:02-03:00,,99548.0
2020-12-03 18:23:07-03:00,,99548.0
2020-12-03 18:26:01-03:00,0.0,
2020-12-03 18:28:03-03:00,,99548.0
2020-12-03 18:28:08-03:00,,99548.0
2020-12-03 18:31:02-03:00,0.0,
2020-12-03 18:33:03-03:00,,99548.0
2020-12-03 18:33:08-03:00,,99548.0
2020-12-03 18:36:02-03:00,0.0,
2020-12-03 18:38:03-03:00,,99548.0
2020-12-03 18:38:08-03:00,,99548.0
2020-12-03 18:41:02-03:00,0.0,
2020-12-03 18:43:03-03:00,,99548.0
