date,APR Los Cerrillos >> Estanques Acumuladores >> Volumen Acumulado Salida(12882),APR Los Cerrillos >> Pozo >> Volumen Pozo(12776)
2020-12-14 19:53:02-03:00,0.0,
2020-12-14 19:57:16-03:00,,103907.0
2020-12-14 19:58:03-03:00,0.0,
2020-12-14 20:02:16-03:00,,103907.0
2020-12-14 20:03:03-03:00,0.0,
2020-12-14 20:07:16-03:00,,103907.0
2020-12-14 20:08:03-03:00,0.0,
2020-12-14 20:12:17-03:00,,103907.0
2020-12-14 20:13:04-03:00,0.0,
2020-12-14 20:17:17-03:00,,103909.0
2020-12-14 20:18:04-03:00,0.0,
2020-12-14 20:22:17-03:00,,103912.0
2020-12-14 20:23:04-03:00,0.0,
2020-12-14 20:27:17-03:00,,103914.0
2020-12-14 20:28:04-03:00,0.0,
2020-12-14 20:32:18-03:00,,103917.0
2020-12-14 20:33:05-03:00,0.0,
2020-12-14 20:37:18-03:00,,103920.0
2020-12-14 20:38:05-03:00,0.0,
2020-12-14 20:42:18-03:00,,103922.0
2020-12-14 20:43:05-03:00,0.0,
2020-12-14 20:47:19-03:00,,103925.0
2020-12-14 20:48:06-03:00,0.0,
2020-12-14 20:48:07-03:00,,103925.0
2020-12-14 20:53:06-03:00,0.0,
2020-12-14 20:53:07-03:00,,103926.0
2020-12-14 20:53:08-03:00,,103926.0
2020-12-14 20:58:06-03:00,0.0,
2020-12-14 20:58:08-03:00,,103926.0
2020-12-14 21:03:07-03:00,0.0,
2020-12-14 21:03:08-03:00,,103929.0
2020-12-14 21:03:10-03:00,,103929.0
2020-12-14 21:08:07-03:00,0.0,
2020-12-14 21:08:08-03:00,,103931.0
2020-12-14 21:08:11-03:00,,103931.0
2020-12-14 21:13:07-03:00,0.0,
2020-12-14 21:13:08-03:00,,103934.0
2020-12-14 21:13:11-03:00,,103934.0
2020-12-14 21:18:07-03:00,0.0,
2020-12-14 21:18:09-03:00,,103937.0
2020-12-14 21:18:12-03:00,,103937.0
2020-12-14 21:23:08-03:00,0.0,103939.0
2020-12-14 21:23:11-03:00,,103939.0
2020-12-14 21:28:08-03:00,0.0,
2020-12-14 21:28:09-03:00,,103942.0
2020-12-14 21:28:12-03:00,,103942.0
2020-12-14 21:33:09-03:00,0.0,103944.0
2020-12-14 21:33:12-03:00,,103944.0
2020-12-14 21:38:09-03:00,0.0,103947.0
2020-12-14 21:38:12-03:00,,103947.0
2020-12-14 21:43:10-03:00,0.0,103949.0
2020-12-14 21:43:13-03:00,,103949.0
2020-12-14 21:48:10-03:00,0.0,103952.0
2020-12-14 21:48:13-03:00,,103952.0
2020-12-14 21:53:10-03:00,0.0,
2020-12-14 21:53:11-03:00,,103954.0
2020-12-14 21:53:13-03:00,,103954.0
2020-12-14 21:58:10-03:00,0.0,
2020-12-14 21:58:11-03:00,,103957.0
2020-12-14 21:58:14-03:00,,103957.0
2020-12-14 22:03:11-03:00,0.0,103960.0
2020-12-14 22:03:14-03:00,,103960.0
2020-12-14 22:08:11-03:00,0.0,103962.0
2020-12-14 22:08:14-03:00,,103962.0
2020-12-14 22:13:11-03:00,0.0,
2020-12-14 22:13:12-03:00,,103965.0
2020-12-14 22:13:14-03:00,,103965.0
2020-12-14 22:18:12-03:00,0.0,103967.0
2020-12-14 22:18:15-03:00,,103967.0
2020-12-14 22:23:12-03:00,0.0,103970.0
2020-12-14 22:23:15-03:00,,103970.0
2020-12-14 22:28:12-03:00,0.0,
2020-12-14 22:28:13-03:00,,103972.0
2020-12-14 22:28:15-03:00,,103972.0
2020-12-14 22:33:13-03:00,0.0,103975.0
2020-12-14 22:33:16-03:00,,103975.0
2020-12-14 22:38:13-03:00,0.0,103978.0
2020-12-14 22:38:16-03:00,,103978.0
2020-12-14 22:43:14-03:00,0.0,103980.0
2020-12-14 22:43:16-03:00,,103980.0
2020-12-14 22:48:14-03:00,0.0,103983.0
2020-12-14 22:48:17-03:00,,103983.0
2020-12-14 22:53:14-03:00,0.0,103985.0
2020-12-14 22:53:17-03:00,,103985.0
2020-12-14 22:58:14-03:00,0.0,103988.0
2020-12-14 22:58:17-03:00,,103988.0
2020-12-14 23:01:27-03:00,,103990.0
2020-12-14 23:01:29-03:00,,103990.0
2020-12-14 23:03:15-03:00,0.0,
2020-12-14 23:06:27-03:00,,103992.0
2020-12-14 23:06:30-03:00,,103992.0
2020-12-14 23:08:15-03:00,0.0,
2020-12-14 23:11:27-03:00,,103993.0
2020-12-14 23:11:30-03:00,,103993.0
2020-12-14 23:13:15-03:00,0.0,
2020-12-14 23:16:28-03:00,,103993.0
2020-12-14 23:16:30-03:00,,103993.0
2020-12-14 23:18:16-03:00,0.0,
2020-12-14 23:21:28-03:00,,103993.0
2020-12-14 23:21:34-03:00,,103993.0
2020-12-14 23:23:16-03:00,0.0,
2020-12-14 23:26:29-03:00,,103993.0
2020-12-14 23:26:34-03:00,,103993.0
2020-12-14 23:28:16-03:00,0.0,
2020-12-14 23:31:29-03:00,,103993.0
2020-12-14 23:31:34-03:00,,103993.0
2020-12-14 23:33:17-03:00,0.0,
2020-12-14 23:36:29-03:00,,103993.0
2020-12-14 23:36:34-03:00,,103993.0
2020-12-14 23:38:17-03:00,0.0,
2020-12-14 23:41:29-03:00,,103993.0
2020-12-14 23:41:34-03:00,,103993.0
2020-12-14 23:43:17-03:00,0.0,
2020-12-14 23:46:30-03:00,,103993.0
2020-12-14 23:46:34-03:00,,103993.0
2020-12-14 23:48:18-03:00,0.0,
2020-12-14 23:51:30-03:00,,103993.0
2020-12-14 23:51:35-03:00,,103993.0
2020-12-14 23:53:18-03:00,0.0,
2020-12-14 23:56:30-03:00,,103993.0
2020-12-14 23:56:35-03:00,,103993.0
2020-12-14 23:58:18-03:00,0.0,
2020-12-15 00:01:31-03:00,,103993.0
2020-12-15 00:01:36-03:00,,103993.0
2020-12-15 00:03:19-03:00,0.0,
2020-12-15 00:06:31-03:00,,103993.0
2020-12-15 00:06:36-03:00,,103993.0
2020-12-15 00:08:19-03:00,0.0,
2020-12-15 00:11:31-03:00,,103993.0
2020-12-15 00:11:36-03:00,,103993.0
2020-12-15 00:13:19-03:00,0.0,
2020-12-15 00:16:31-03:00,,103993.0
2020-12-15 00:16:36-03:00,,103993.0
2020-12-15 00:18:19-03:00,0.0,
2020-12-15 00:21:32-03:00,,103993.0
2020-12-15 00:21:37-03:00,,103993.0
2020-12-15 00:23:20-03:00,0.0,
2020-12-15 00:26:32-03:00,,103993.0
2020-12-15 00:26:37-03:00,,103993.0
2020-12-15 00:28:20-03:00,0.0,
2020-12-15 00:31:32-03:00,,103993.0
2020-12-15 00:31:37-03:00,,103993.0
2020-12-15 00:33:21-03:00,0.0,
2020-12-15 00:36:33-03:00,,103993.0
2020-12-15 00:36:38-03:00,,103993.0
2020-12-15 00:38:21-03:00,0.0,
2020-12-15 00:41:33-03:00,,103993.0
2020-12-15 00:41:38-03:00,,103993.0
2020-12-15 00:43:21-03:00,0.0,
2020-12-15 00:46:33-03:00,,103993.0
2020-12-15 00:46:38-03:00,,103993.0
2020-12-15 00:48:22-03:00,0.0,
2020-12-15 00:51:34-03:00,,103993.0
2020-12-15 00:51:39-03:00,,103993.0
2020-12-15 00:53:22-03:00,0.0,
2020-12-15 00:56:34-03:00,,103995.0
2020-12-15 00:56:39-03:00,,103995.0
2020-12-15 00:58:22-03:00,0.0,
2020-12-15 01:01:34-03:00,,103997.0
2020-12-15 01:01:39-03:00,,103997.0
2020-12-15 01:03:22-03:00,0.0,
2020-12-15 01:06:34-03:00,,104000.0
2020-12-15 01:06:39-03:00,,104000.0
2020-12-15 01:08:23-03:00,0.0,
2020-12-15 01:11:35-03:00,,104002.0
2020-12-15 01:11:40-03:00,,104002.0
2020-12-15 01:13:23-03:00,0.0,
2020-12-15 01:16:35-03:00,,104005.0
2020-12-15 01:16:40-03:00,,104005.0
2020-12-15 01:18:23-03:00,0.0,
2020-12-15 01:21:35-03:00,,104008.0
2020-12-15 01:21:40-03:00,,104008.0
2020-12-15 01:23:24-03:00,0.0,
2020-12-15 01:26:36-03:00,,104010.0
2020-12-15 01:26:41-03:00,,104010.0
2020-12-15 01:28:24-03:00,0.0,
2020-12-15 01:31:36-03:00,,104013.0
2020-12-15 01:31:41-03:00,,104013.0
2020-12-15 01:33:24-03:00,0.0,
2020-12-15 01:36:36-03:00,,104015.0
2020-12-15 01:36:41-03:00,,104015.0
2020-12-15 01:38:25-03:00,0.0,
2020-12-15 01:41:37-03:00,,104016.0
2020-12-15 01:41:42-03:00,,104016.0
2020-12-15 01:43:25-03:00,0.0,
2020-12-15 01:46:37-03:00,,104016.0
2020-12-15 01:46:42-03:00,,104016.0
2020-12-15 01:48:25-03:00,0.0,
2020-12-15 01:51:37-03:00,,104016.0
2020-12-15 01:51:42-03:00,,104016.0
2020-12-15 01:53:26-03:00,0.0,
2020-12-15 01:56:38-03:00,,104016.0
2020-12-15 01:56:43-03:00,,104016.0
2020-12-15 01:58:26-03:00,0.0,
2020-12-15 02:01:38-03:00,,104016.0
2020-12-15 02:01:43-03:00,,104016.0
2020-12-15 02:03:26-03:00,0.0,
2020-12-15 02:06:38-03:00,,104016.0
2020-12-15 02:06:43-03:00,,104016.0
2020-12-15 02:08:27-03:00,0.0,
2020-12-15 02:11:38-03:00,,104016.0
2020-12-15 02:11:43-03:00,,104016.0
2020-12-15 02:13:27-03:00,0.0,
2020-12-15 02:16:39-03:00,,104016.0
2020-12-15 02:16:44-03:00,,104016.0
2020-12-15 02:18:27-03:00,0.0,
2020-12-15 02:21:39-03:00,,104016.0
2020-12-15 02:21:44-03:00,,104016.0
2020-12-15 02:23:27-03:00,0.0,
2020-12-15 02:26:39-03:00,,104016.0
2020-12-15 02:26:44-03:00,,104016.0
2020-12-15 02:28:28-03:00,0.0,
2020-12-15 02:31:40-03:00,,104016.0
2020-12-15 02:31:45-03:00,,104016.0
2020-12-15 02:33:28-03:00,0.0,
2020-12-15 02:36:40-03:00,,104016.0
2020-12-15 02:36:45-03:00,,104016.0
2020-12-15 02:38:29-03:00,0.0,
2020-12-15 02:41:40-03:00,,104016.0
2020-12-15 02:41:45-03:00,,104016.0
2020-12-15 02:43:29-03:00,0.0,
2020-12-15 02:46:41-03:00,,104016.0
2020-12-15 02:46:45-03:00,,104016.0
2020-12-15 02:48:29-03:00,0.0,
2020-12-15 02:51:41-03:00,,104016.0
2020-12-15 02:51:46-03:00,,104016.0
2020-12-15 02:53:29-03:00,0.0,
2020-12-15 02:56:41-03:00,,104016.0
2020-12-15 02:56:46-03:00,,104016.0
2020-12-15 02:58:30-03:00,0.0,
2020-12-15 03:01:42-03:00,,104016.0
2020-12-15 03:01:47-03:00,,104016.0
2020-12-15 03:03:30-03:00,0.0,
2020-12-15 03:06:42-03:00,,104016.0
2020-12-15 03:06:47-03:00,,104016.0
2020-12-15 03:08:30-03:00,0.0,
2020-12-15 03:11:42-03:00,,104016.0
2020-12-15 03:11:47-03:00,,104016.0
2020-12-15 03:13:31-03:00,0.0,
2020-12-15 03:16:42-03:00,,104016.0
2020-12-15 03:16:47-03:00,,104016.0
2020-12-15 03:18:31-03:00,0.0,
2020-12-15 03:21:43-03:00,,104016.0
2020-12-15 03:21:48-03:00,,104016.0
2020-12-15 03:23:31-03:00,0.0,
2020-12-15 03:26:43-03:00,,104016.0
2020-12-15 03:26:48-03:00,,104016.0
2020-12-15 03:28:32-03:00,0.0,
2020-12-15 03:31:43-03:00,,104016.0
2020-12-15 03:31:48-03:00,,104016.0
2020-12-15 03:33:32-03:00,0.0,
2020-12-15 03:36:44-03:00,,104016.0
2020-12-15 03:36:49-03:00,,104016.0
2020-12-15 03:38:32-03:00,0.0,
2020-12-15 03:41:44-03:00,,104016.0
2020-12-15 03:41:49-03:00,,104016.0
2020-12-15 03:43:33-03:00,0.0,
2020-12-15 03:46:44-03:00,,104016.0
2020-12-15 03:46:49-03:00,,104016.0
2020-12-15 03:48:33-03:00,0.0,
2020-12-15 03:51:45-03:00,,104016.0
2020-12-15 03:51:49-03:00,,104016.0
2020-12-15 03:53:33-03:00,0.0,
2020-12-15 03:56:45-03:00,,104016.0
2020-12-15 03:56:50-03:00,,104016.0
2020-12-15 03:58:34-03:00,0.0,
2020-12-15 04:01:45-03:00,,104016.0
2020-12-15 04:01:50-03:00,,104016.0
2020-12-15 04:03:34-03:00,0.0,
2020-12-15 04:06:46-03:00,,104016.0
2020-12-15 04:06:50-03:00,,104016.0
2020-12-15 04:08:34-03:00,0.0,
2020-12-15 04:11:46-03:00,,104016.0
2020-12-15 04:11:51-03:00,,104016.0
2020-12-15 04:13:35-03:00,0.0,
2020-12-15 04:16:46-03:00,,104016.0
2020-12-15 04:16:51-03:00,,104016.0
2020-12-15 04:18:35-03:00,0.0,
2020-12-15 04:21:46-03:00,,104016.0
2020-12-15 04:21:51-03:00,,104016.0
2020-12-15 04:23:35-03:00,0.0,
2020-12-15 04:26:47-03:00,,104016.0
2020-12-15 04:26:52-03:00,,104016.0
2020-12-15 04:28:35-03:00,0.0,
2020-12-15 04:31:47-03:00,,104016.0
2020-12-15 04:31:52-03:00,,104016.0
2020-12-15 04:33:36-03:00,0.0,
2020-12-15 04:36:47-03:00,,104016.0
2020-12-15 04:36:52-03:00,,104016.0
2020-12-15 04:38:36-03:00,0.0,
2020-12-15 04:41:48-03:00,,104016.0
2020-12-15 04:41:53-03:00,,104016.0
2020-12-15 04:43:36-03:00,0.0,
2020-12-15 04:46:48-03:00,,104016.0
2020-12-15 04:46:53-03:00,,104016.0
2020-12-15 04:48:37-03:00,0.0,
2020-12-15 04:51:48-03:00,,104016.0
2020-12-15 04:51:53-03:00,,104016.0
2020-12-15 04:53:37-03:00,0.0,
2020-12-15 04:56:49-03:00,,104016.0
2020-12-15 04:56:53-03:00,,104016.0
2020-12-15 04:58:37-03:00,0.0,
2020-12-15 05:01:49-03:00,,104016.0
2020-12-15 05:01:54-03:00,,104016.0
2020-12-15 05:03:38-03:00,0.0,
2020-12-15 05:06:49-03:00,,104016.0
2020-12-15 05:06:54-03:00,,104016.0
2020-12-15 05:08:38-03:00,0.0,
2020-12-15 05:11:49-03:00,,104016.0
2020-12-15 05:11:55-03:00,,104016.0
2020-12-15 05:13:38-03:00,0.0,
2020-12-15 05:16:50-03:00,,104016.0
2020-12-15 05:16:55-03:00,,104016.0
2020-12-15 05:18:39-03:00,0.0,
2020-12-15 05:21:50-03:00,,104018.0
2020-12-15 05:21:55-03:00,,104018.0
2020-12-15 05:23:39-03:00,0.0,
2020-12-15 05:26:50-03:00,,104020.0
2020-12-15 05:26:55-03:00,,104020.0
2020-12-15 05:28:39-03:00,0.0,
2020-12-15 05:31:51-03:00,,104023.0
2020-12-15 05:31:56-03:00,,104023.0
2020-12-15 05:33:40-03:00,0.0,
2020-12-15 05:36:51-03:00,,104025.0
2020-12-15 05:36:56-03:00,,104026.0
2020-12-15 05:38:40-03:00,0.0,
2020-12-15 05:41:51-03:00,,104028.0
2020-12-15 05:41:56-03:00,,104028.0
2020-12-15 05:43:40-03:00,0.0,
2020-12-15 05:46:52-03:00,,104031.0
2020-12-15 05:46:56-03:00,,104031.0
2020-12-15 05:48:41-03:00,0.0,
2020-12-15 05:51:52-03:00,,104033.0
2020-12-15 05:51:57-03:00,,104033.0
2020-12-15 05:53:41-03:00,0.0,
2020-12-15 05:56:52-03:00,,104036.0
2020-12-15 05:56:57-03:00,,104036.0
2020-12-15 05:58:41-03:00,0.0,
2020-12-15 06:01:53-03:00,,104038.0
2020-12-15 06:01:57-03:00,,104038.0
2020-12-15 06:03:41-03:00,0.0,
2020-12-15 06:06:53-03:00,,104039.0
2020-12-15 06:06:57-03:00,,104039.0
2020-12-15 06:08:42-03:00,0.0,
2020-12-15 06:11:53-03:00,,104039.0
2020-12-15 06:11:58-03:00,,104039.0
2020-12-15 06:13:42-03:00,0.0,
2020-12-15 06:16:54-03:00,,104039.0
2020-12-15 06:16:58-03:00,,104039.0
2020-12-15 06:18:42-03:00,0.0,
2020-12-15 06:21:54-03:00,,104039.0
2020-12-15 06:21:58-03:00,,104039.0
2020-12-15 06:23:43-03:00,0.0,
2020-12-15 06:26:54-03:00,,104039.0
2020-12-15 06:26:59-03:00,,104039.0
2020-12-15 06:28:43-03:00,0.0,
2020-12-15 06:31:54-03:00,,104039.0
2020-12-15 06:31:59-03:00,,104039.0
2020-12-15 06:33:43-03:00,0.0,
2020-12-15 06:36:55-03:00,,104039.0
2020-12-15 06:36:59-03:00,,104039.0
2020-12-15 06:38:44-03:00,0.0,
2020-12-15 06:41:55-03:00,,104039.0
2020-12-15 06:42:00-03:00,,104039.0
2020-12-15 06:43:44-03:00,0.0,
2020-12-15 06:46:55-03:00,,104039.0
2020-12-15 06:47:00-03:00,,104039.0
2020-12-15 06:48:44-03:00,0.0,
2020-12-15 06:51:56-03:00,,104039.0
2020-12-15 06:52:00-03:00,,104039.0
2020-12-15 06:53:45-03:00,0.0,
2020-12-15 06:56:56-03:00,,104039.0
2020-12-15 06:57:00-03:00,,104039.0
2020-12-15 06:58:45-03:00,0.0,
2020-12-15 07:01:56-03:00,,104039.0
2020-12-15 07:02:01-03:00,,104039.0
2020-12-15 07:03:45-03:00,0.0,
2020-12-15 07:06:57-03:00,,104039.0
2020-12-15 07:07:01-03:00,,104039.0
2020-12-15 07:08:46-03:00,0.0,
2020-12-15 07:11:57-03:00,,104039.0
2020-12-15 07:12:02-03:00,,104039.0
2020-12-15 07:13:46-03:00,0.0,
2020-12-15 07:16:57-03:00,,104039.0
2020-12-15 07:17:02-03:00,,104039.0
2020-12-15 07:18:46-03:00,0.0,
2020-12-15 07:21:57-03:00,,104039.0
2020-12-15 07:22:02-03:00,,104039.0
2020-12-15 07:23:47-03:00,0.0,
2020-12-15 07:26:58-03:00,,104039.0
2020-12-15 07:27:03-03:00,,104039.0
2020-12-15 07:28:47-03:00,0.0,
2020-12-15 07:31:58-03:00,,104039.0
2020-12-15 07:32:03-03:00,,104039.0
2020-12-15 07:33:47-03:00,0.0,
2020-12-15 07:36:58-03:00,,104039.0
2020-12-15 07:37:03-03:00,,104039.0
2020-12-15 07:38:47-03:00,0.0,
2020-12-15 07:41:59-03:00,,104039.0
2020-12-15 07:42:04-03:00,,104039.0
2020-12-15 07:43:48-03:00,0.0,
2020-12-15 07:46:59-03:00,,104039.0
2020-12-15 07:47:04-03:00,,104039.0
2020-12-15 07:48:48-03:00,0.0,
2020-12-15 07:51:59-03:00,,104039.0
2020-12-15 07:52:04-03:00,,104039.0
2020-12-15 07:53:48-03:00,0.0,
2020-12-15 07:57:00-03:00,,104039.0
2020-12-15 07:57:04-03:00,,104039.0
2020-12-15 07:58:49-03:00,0.0,
2020-12-15 08:02:00-03:00,,104039.0
2020-12-15 08:02:05-03:00,,104039.0
2020-12-15 08:03:49-03:00,0.0,
2020-12-15 08:07:00-03:00,,104041.0
2020-12-15 08:07:05-03:00,,104041.0
2020-12-15 08:08:49-03:00,0.0,
2020-12-15 08:12:01-03:00,,104043.0
2020-12-15 08:12:05-03:00,,104043.0
2020-12-15 08:13:50-03:00,0.0,
2020-12-15 08:17:01-03:00,,104046.0
2020-12-15 08:17:06-03:00,,104046.0
2020-12-15 08:18:50-03:00,0.0,
2020-12-15 08:22:01-03:00,,104049.0
2020-12-15 08:22:06-03:00,,104049.0
2020-12-15 08:23:50-03:00,0.0,
2020-12-15 08:27:01-03:00,,104051.0
2020-12-15 08:27:06-03:00,,104051.0
2020-12-15 08:28:51-03:00,0.0,
2020-12-15 08:32:02-03:00,,104054.0
2020-12-15 08:32:07-03:00,,104054.0
2020-12-15 08:33:51-03:00,0.0,
2020-12-15 08:37:02-03:00,,104056.0
2020-12-15 08:37:07-03:00,,104056.0
2020-12-15 08:38:51-03:00,0.0,
2020-12-15 08:42:02-03:00,,104059.0
2020-12-15 08:42:07-03:00,,104059.0
2020-12-15 08:43:52-03:00,0.0,
2020-12-15 08:47:03-03:00,,104061.0
2020-12-15 08:47:07-03:00,,104061.0
2020-12-15 08:48:52-03:00,0.0,
2020-12-15 08:52:03-03:00,,104064.0
2020-12-15 08:52:08-03:00,,104064.0
2020-12-15 08:53:52-03:00,0.0,
2020-12-15 08:57:03-03:00,,104066.0
2020-12-15 08:57:08-03:00,,104067.0
2020-12-15 08:58:53-03:00,0.0,
2020-12-15 09:02:04-03:00,,104069.0
2020-12-15 09:02:08-03:00,,104069.0
2020-12-15 09:03:53-03:00,0.0,
2020-12-15 09:07:04-03:00,,104072.0
2020-12-15 09:07:09-03:00,,104072.0
2020-12-15 09:08:53-03:00,0.0,
2020-12-15 09:12:04-03:00,,104074.0
2020-12-15 09:12:09-03:00,,104074.0
2020-12-15 09:13:53-03:00,0.0,
2020-12-15 09:17:04-03:00,,104077.0
2020-12-15 09:17:09-03:00,,104077.0
2020-12-15 09:18:54-03:00,0.0,
2020-12-15 09:22:05-03:00,,104079.0
2020-12-15 09:22:10-03:00,,104079.0
2020-12-15 09:23:54-03:00,0.0,
2020-12-15 09:27:05-03:00,,104082.0
2020-12-15 09:27:10-03:00,,104082.0
2020-12-15 09:28:54-03:00,0.0,
2020-12-15 09:32:05-03:00,,104084.0
2020-12-15 09:32:10-03:00,,104084.0
2020-12-15 09:33:55-03:00,0.0,
2020-12-15 09:37:06-03:00,,104085.0
2020-12-15 09:37:11-03:00,,104085.0
2020-12-15 09:38:55-03:00,0.0,
2020-12-15 09:42:06-03:00,,104085.0
2020-12-15 09:42:11-03:00,,104085.0
2020-12-15 09:43:55-03:00,0.0,
2020-12-15 09:47:06-03:00,,104085.0
2020-12-15 09:47:11-03:00,,104085.0
2020-12-15 09:48:56-03:00,0.0,
2020-12-15 09:52:07-03:00,,104085.0
2020-12-15 09:52:12-03:00,,104085.0
2020-12-15 09:53:56-03:00,0.0,
2020-12-15 09:57:07-03:00,,104085.0
2020-12-15 09:57:12-03:00,,104085.0
2020-12-15 09:58:56-03:00,0.0,
2020-12-15 10:02:07-03:00,,104085.0
2020-12-15 10:02:12-03:00,,104085.0
2020-12-15 10:03:57-03:00,0.0,
2020-12-15 10:07:08-03:00,,104085.0
2020-12-15 10:07:13-03:00,,104085.0
2020-12-15 10:08:57-03:00,0.0,
2020-12-15 10:12:08-03:00,,104085.0
2020-12-15 10:12:13-03:00,,104085.0
2020-12-15 10:13:57-03:00,0.0,
2020-12-15 10:17:08-03:00,,104085.0
2020-12-15 10:17:13-03:00,,104085.0
2020-12-15 10:18:58-03:00,0.0,
2020-12-15 10:22:08-03:00,,104085.0
2020-12-15 10:22:13-03:00,,104085.0
2020-12-15 10:23:58-03:00,0.0,
2020-12-15 10:27:09-03:00,,104085.0
2020-12-15 10:27:14-03:00,,104085.0
2020-12-15 10:28:58-03:00,0.0,
2020-12-15 10:32:09-03:00,,104087.0
2020-12-15 10:32:14-03:00,,104087.0
2020-12-15 10:33:59-03:00,0.0,
2020-12-15 10:37:09-03:00,,104090.0
2020-12-15 10:37:14-03:00,,104090.0
2020-12-15 10:38:59-03:00,0.0,
2020-12-15 10:42:10-03:00,,104092.0
2020-12-15 10:42:15-03:00,,104092.0
2020-12-15 10:43:59-03:00,0.0,
2020-12-15 10:47:10-03:00,,104095.0
2020-12-15 10:47:15-03:00,,104095.0
2020-12-15 10:49:00-03:00,0.0,
2020-12-15 10:52:10-03:00,,104097.0
2020-12-15 10:52:15-03:00,,104097.0
2020-12-15 10:54:00-03:00,0.0,
2020-12-15 10:57:11-03:00,,104100.0
2020-12-15 10:57:16-03:00,,104100.0
2020-12-15 10:59:00-03:00,0.0,
2020-12-15 11:02:11-03:00,,104102.0
2020-12-15 11:02:16-03:00,,104102.0
2020-12-15 11:04:00-03:00,0.0,
2020-12-15 11:07:11-03:00,,104105.0
2020-12-15 11:07:16-03:00,,104105.0
2020-12-15 11:09:01-03:00,0.0,
2020-12-15 11:12:12-03:00,,104108.0
2020-12-15 11:12:16-03:00,,104108.0
2020-12-15 11:14:01-03:00,0.0,
2020-12-15 11:17:12-03:00,,104110.0
2020-12-15 11:17:17-03:00,,104110.0
2020-12-15 11:19:01-03:00,0.0,
2020-12-15 11:22:12-03:00,,104113.0
2020-12-15 11:22:17-03:00,,104113.0
2020-12-15 11:24:02-03:00,0.0,
2020-12-15 11:27:12-03:00,,104115.0
2020-12-15 11:27:17-03:00,,104115.0
2020-12-15 11:29:02-03:00,0.0,
2020-12-15 11:32:13-03:00,,104118.0
2020-12-15 11:32:18-03:00,,104118.0
2020-12-15 11:34:02-03:00,0.0,
2020-12-15 11:37:13-03:00,,104120.0
2020-12-15 11:37:18-03:00,,104120.0
2020-12-15 11:39:03-03:00,0.0,
2020-12-15 11:42:13-03:00,,104123.0
2020-12-15 11:42:18-03:00,,104123.0
2020-12-15 11:44:03-03:00,0.0,
2020-12-15 11:47:14-03:00,,104125.0
2020-12-15 11:47:19-03:00,,104126.0
2020-12-15 11:49:03-03:00,0.0,
2020-12-15 11:52:14-03:00,,104128.0
2020-12-15 11:52:19-03:00,,104128.0
2020-12-15 11:54:04-03:00,0.0,
2020-12-15 11:57:14-03:00,,104131.0
2020-12-15 11:57:19-03:00,,104131.0
2020-12-15 11:59:04-03:00,0.0,
2020-12-15 12:02:15-03:00,,104133.0
2020-12-15 12:02:20-03:00,,104133.0
2020-12-15 12:04:04-03:00,0.0,
2020-12-15 12:07:15-03:00,,104136.0
2020-12-15 12:07:20-03:00,,104136.0
2020-12-15 12:09:05-03:00,0.0,
2020-12-15 12:12:15-03:00,,104138.0
2020-12-15 12:12:20-03:00,,104138.0
2020-12-15 12:14:05-03:00,0.0,
2020-12-15 12:17:15-03:00,,104141.0
2020-12-15 12:17:20-03:00,,104141.0
2020-12-15 12:19:05-03:00,0.0,
2020-12-15 12:22:16-03:00,,104143.0
2020-12-15 12:22:21-03:00,,104144.0
2020-12-15 12:24:06-03:00,0.0,
2020-12-15 12:27:16-03:00,,104144.0
2020-12-15 12:27:21-03:00,,104144.0
2020-12-15 12:29:06-03:00,0.0,
2020-12-15 12:32:16-03:00,,104144.0
2020-12-15 12:32:21-03:00,,104144.0
2020-12-15 12:34:06-03:00,0.0,
2020-12-15 12:37:17-03:00,,104144.0
2020-12-15 12:37:22-03:00,,104144.0
2020-12-15 12:39:07-03:00,0.0,
2020-12-15 12:42:17-03:00,,104144.0
2020-12-15 12:42:22-03:00,,104144.0
2020-12-15 12:44:07-03:00,0.0,
2020-12-15 12:47:17-03:00,,104144.0
2020-12-15 12:47:22-03:00,,104144.0
2020-12-15 12:49:07-03:00,0.0,
2020-12-15 12:52:18-03:00,,104144.0
2020-12-15 12:52:23-03:00,,104144.0
2020-12-15 12:54:08-03:00,0.0,
2020-12-15 12:57:18-03:00,,104144.0
2020-12-15 12:57:23-03:00,,104144.0
2020-12-15 12:59:08-03:00,0.0,
2020-12-15 13:02:18-03:00,,104144.0
2020-12-15 13:02:23-03:00,,104144.0
2020-12-15 13:04:08-03:00,0.0,
2020-12-15 13:07:19-03:00,,104144.0
2020-12-15 13:07:24-03:00,,104144.0
2020-12-15 13:09:09-03:00,0.0,
2020-12-15 13:12:19-03:00,,104144.0
2020-12-15 13:12:24-03:00,,104144.0
2020-12-15 13:14:09-03:00,0.0,
2020-12-15 13:17:19-03:00,,104144.0
2020-12-15 13:17:24-03:00,,104144.0
2020-12-15 13:19:09-03:00,0.0,
2020-12-15 13:22:20-03:00,,104146.0
2020-12-15 13:22:25-03:00,,104146.0
2020-12-15 13:24:10-03:00,0.0,
2020-12-15 13:27:20-03:00,,104149.0
2020-12-15 13:27:25-03:00,,104149.0
2020-12-15 13:29:10-03:00,0.0,
2020-12-15 13:32:20-03:00,,104151.0
2020-12-15 13:32:25-03:00,,104151.0
2020-12-15 13:34:10-03:00,0.0,
2020-12-15 13:37:20-03:00,,104154.0
