date,APR Las Calderas RP1 >> Estanque Elevado 1 >> Volumen Salida Estanque Base(14135),APR Las Calderas RP1 >> Pozo Pedrero >> Volumen Pozo Pedrero(14069)
2020-12-05 16:28:53-03:00,97257.0,
2020-12-05 16:33:50-03:00,,9195.0
2020-12-05 16:33:54-03:00,97260.0,
2020-12-05 16:38:50-03:00,,9196.0
2020-12-05 16:38:54-03:00,97262.0,
2020-12-05 16:43:50-03:00,,9197.0
2020-12-05 16:43:54-03:00,97264.0,
2020-12-05 16:48:51-03:00,,9197.0
2020-12-05 16:48:54-03:00,97266.0,
2020-12-05 16:53:51-03:00,,9197.0
2020-12-05 16:53:55-03:00,97268.0,
2020-12-05 16:58:51-03:00,,9197.0
2020-12-05 16:58:55-03:00,97270.0,
2020-12-05 17:03:52-03:00,,9197.0
2020-12-05 17:03:55-03:00,97272.0,
2020-12-05 17:08:52-03:00,,9197.0
2020-12-05 17:08:56-03:00,97274.0,
2020-12-05 17:13:52-03:00,,9197.0
2020-12-05 17:13:56-03:00,97276.0,
2020-12-05 17:18:53-03:00,,9197.0
2020-12-05 17:18:56-03:00,97278.0,
2020-12-05 17:23:53-03:00,,9197.0
2020-12-05 17:23:57-03:00,97281.0,
2020-12-05 17:28:53-03:00,,9197.0
2020-12-05 17:28:57-03:00,97283.0,
2020-12-05 17:33:54-03:00,,9197.0
2020-12-05 17:33:58-03:00,97286.0,
2020-12-05 17:38:54-03:00,,9197.0
2020-12-05 17:38:58-03:00,97288.0,
2020-12-05 17:43:54-03:00,,9197.0
2020-12-05 17:43:58-03:00,97290.0,
2020-12-05 17:48:55-03:00,,9197.0
2020-12-05 17:48:58-03:00,97292.0,
2020-12-05 17:53:55-03:00,,9197.0
2020-12-05 17:53:59-03:00,97294.0,
2020-12-05 17:58:55-03:00,,9197.0
2020-12-05 17:58:59-03:00,97296.0,
2020-12-05 18:03:56-03:00,,9197.0
2020-12-05 18:03:59-03:00,97299.0,
2020-12-05 18:08:56-03:00,,9197.0
2020-12-05 18:09:00-03:00,97301.0,
2020-12-05 18:13:56-03:00,,9197.0
2020-12-05 18:14:00-03:00,97304.0,
2020-12-05 18:18:57-03:00,,9197.0
2020-12-05 18:19:00-03:00,97306.0,
2020-12-05 18:23:57-03:00,,9197.0
2020-12-05 18:24:01-03:00,97309.0,
2020-12-05 18:28:57-03:00,,9197.0
2020-12-05 18:29:01-03:00,97312.0,
2020-12-05 18:33:58-03:00,,9197.0
2020-12-05 18:34:01-03:00,97314.0,
2020-12-05 18:38:58-03:00,,9197.0
2020-12-05 18:39:02-03:00,97317.0,
2020-12-05 18:43:58-03:00,,9197.0
2020-12-05 18:44:02-03:00,97320.0,
2020-12-05 18:48:58-03:00,,9198.0
2020-12-05 18:49:02-03:00,97323.0,
2020-12-05 18:53:59-03:00,,9199.0
2020-12-05 18:54:03-03:00,97326.0,
2020-12-05 18:58:59-03:00,,9199.0
2020-12-05 18:59:03-03:00,97328.0,
2020-12-05 19:03:59-03:00,,9200.0
2020-12-05 19:04:03-03:00,97331.0,
2020-12-05 19:09:00-03:00,,9201.0
2020-12-05 19:09:04-03:00,97334.0,
2020-12-05 19:14:00-03:00,,9201.0
2020-12-05 19:14:04-03:00,97336.0,
2020-12-05 19:19:00-03:00,,9202.0
2020-12-05 19:19:04-03:00,97339.0,
2020-12-05 19:24:01-03:00,,9203.0
2020-12-05 19:24:04-03:00,97342.0,
2020-12-05 19:29:01-03:00,,9203.0
2020-12-05 19:29:05-03:00,97345.0,
2020-12-05 19:34:01-03:00,,9203.0
2020-12-05 19:34:05-03:00,97347.0,
2020-12-05 19:39:02-03:00,,9203.0
2020-12-05 19:39:06-03:00,97350.0,
2020-12-05 19:44:02-03:00,,9203.0
2020-12-05 19:44:06-03:00,97353.0,
2020-12-05 19:49:02-03:00,,9203.0
2020-12-05 19:49:06-03:00,97356.0,
2020-12-05 19:54:03-03:00,,9203.0
2020-12-05 19:54:07-03:00,97360.0,
2020-12-05 19:59:03-03:00,,9203.0
2020-12-05 19:59:07-03:00,97363.0,
2020-12-05 20:04:03-03:00,,9203.0
2020-12-05 20:04:07-03:00,97366.0,
2020-12-05 20:09:04-03:00,,9203.0
2020-12-05 20:09:08-03:00,97369.0,
2020-12-05 20:14:04-03:00,,9203.0
2020-12-05 20:14:08-03:00,97372.0,
2020-12-05 20:19:04-03:00,,9203.0
2020-12-05 20:19:08-03:00,97376.0,
2020-12-05 20:24:04-03:00,,9203.0
2020-12-05 20:24:08-03:00,97379.0,
2020-12-05 20:29:05-03:00,,9203.0
2020-12-05 20:29:09-03:00,97383.0,
2020-12-05 20:34:05-03:00,,9203.0
2020-12-05 20:34:09-03:00,97386.0,
2020-12-05 20:39:05-03:00,,9203.0
2020-12-05 20:39:09-03:00,97390.0,
2020-12-05 20:44:06-03:00,,9203.0
2020-12-05 20:44:10-03:00,97393.0,
2020-12-05 20:49:06-03:00,,9204.0
2020-12-05 20:49:10-03:00,97397.0,
2020-12-05 20:54:06-03:00,,9205.0
2020-12-05 20:54:10-03:00,97400.0,
2020-12-05 20:59:07-03:00,,9205.0
2020-12-05 20:59:11-03:00,97404.0,
2020-12-05 21:04:07-03:00,,9206.0
2020-12-05 21:04:11-03:00,97407.0,
2020-12-05 21:09:07-03:00,,9207.0
2020-12-05 21:09:11-03:00,97411.0,
2020-12-05 21:14:08-03:00,,9207.0
2020-12-05 21:14:12-03:00,97414.0,
2020-12-05 21:19:08-03:00,,9208.0
2020-12-05 21:19:12-03:00,97417.0,
2020-12-05 21:24:08-03:00,,9208.0
2020-12-05 21:24:12-03:00,97420.0,
2020-12-05 21:29:09-03:00,,9209.0
2020-12-05 21:29:13-03:00,97423.0,
2020-12-05 21:34:09-03:00,,9209.0
2020-12-05 21:34:13-03:00,97426.0,
2020-12-05 21:39:09-03:00,,9209.0
2020-12-05 21:39:13-03:00,97428.0,
2020-12-05 21:44:10-03:00,,9209.0
2020-12-05 21:44:13-03:00,97431.0,
2020-12-05 21:49:10-03:00,,9209.0
2020-12-05 21:49:14-03:00,97434.0,
2020-12-05 21:54:10-03:00,,9209.0
2020-12-05 21:54:14-03:00,97436.0,
2020-12-05 21:59:10-03:00,,9209.0
2020-12-05 21:59:14-03:00,97439.0,
2020-12-05 22:04:11-03:00,,9209.0
2020-12-05 22:04:15-03:00,97441.0,
2020-12-05 22:09:11-03:00,,9209.0
2020-12-05 22:09:15-03:00,97444.0,
2020-12-05 22:14:11-03:00,,9209.0
2020-12-05 22:14:15-03:00,97446.0,
2020-12-05 22:19:12-03:00,,9209.0
2020-12-05 22:19:16-03:00,97448.0,
2020-12-05 22:24:12-03:00,,9209.0
2020-12-05 22:24:16-03:00,97450.0,
2020-12-05 22:29:12-03:00,,9209.0
2020-12-05 22:29:16-03:00,97452.0,
2020-12-05 22:34:13-03:00,,9209.0
2020-12-05 22:34:17-03:00,97455.0,
2020-12-05 22:39:13-03:00,,9209.0
2020-12-05 22:39:17-03:00,97457.0,
2020-12-05 22:44:13-03:00,,9209.0
2020-12-05 22:44:17-03:00,97459.0,
2020-12-05 22:49:14-03:00,,9210.0
2020-12-05 22:49:18-03:00,97461.0,
2020-12-05 22:54:14-03:00,,9210.0
2020-12-05 22:54:18-03:00,97463.0,
2020-12-05 22:59:14-03:00,,9211.0
2020-12-05 22:59:18-03:00,97464.0,
2020-12-05 23:04:15-03:00,,9212.0
2020-12-05 23:04:18-03:00,97466.0,
2020-12-05 23:09:15-03:00,,9212.0
2020-12-05 23:09:19-03:00,97468.0,
2020-12-05 23:14:15-03:00,,9213.0
2020-12-05 23:14:19-03:00,97470.0,
2020-12-05 23:19:15-03:00,,9214.0
2020-12-05 23:19:19-03:00,97472.0,
2020-12-05 23:24:16-03:00,,9214.0
2020-12-05 23:24:20-03:00,97474.0,
2020-12-05 23:29:16-03:00,,9215.0
2020-12-05 23:29:20-03:00,97476.0,
2020-12-05 23:34:16-03:00,,9215.0
2020-12-05 23:34:21-03:00,97479.0,
2020-12-05 23:39:17-03:00,,9215.0
2020-12-05 23:39:21-03:00,97481.0,
2020-12-05 23:44:17-03:00,,9215.0
2020-12-05 23:44:21-03:00,97483.0,
2020-12-05 23:49:17-03:00,,9215.0
2020-12-05 23:49:21-03:00,97485.0,
2020-12-05 23:54:18-03:00,,9215.0
2020-12-05 23:54:22-03:00,97487.0,
2020-12-05 23:59:18-03:00,,9215.0
2020-12-05 23:59:22-03:00,97488.0,
2020-12-06 00:04:18-03:00,,9215.0
2020-12-06 00:04:22-03:00,97490.0,
2020-12-06 00:09:19-03:00,,9215.0
2020-12-06 00:09:23-03:00,97492.0,
2020-12-06 00:14:19-03:00,,9215.0
2020-12-06 00:14:23-03:00,97494.0,
2020-12-06 00:19:19-03:00,,9215.0
2020-12-06 00:19:23-03:00,97495.0,
2020-12-06 00:24:20-03:00,,9215.0
2020-12-06 00:24:24-03:00,97497.0,
2020-12-06 00:29:20-03:00,,9215.0
2020-12-06 00:29:24-03:00,97498.0,
2020-12-06 00:34:20-03:00,,9215.0
2020-12-06 00:34:24-03:00,97500.0,
2020-12-06 00:39:21-03:00,,9215.0
2020-12-06 00:39:25-03:00,97501.0,
2020-12-06 00:44:21-03:00,,9215.0
2020-12-06 00:44:25-03:00,97503.0,
2020-12-06 00:49:21-03:00,,9215.0
2020-12-06 00:49:25-03:00,97504.0,
2020-12-06 00:54:21-03:00,,9215.0
2020-12-06 00:54:26-03:00,97506.0,
2020-12-06 00:59:22-03:00,,9215.0
2020-12-06 00:59:26-03:00,97507.0,
2020-12-06 01:04:22-03:00,,9215.0
2020-12-06 01:04:26-03:00,97508.0,
2020-12-06 01:09:22-03:00,,9215.0
2020-12-06 01:09:26-03:00,97509.0,
2020-12-06 01:14:23-03:00,,9215.0
2020-12-06 01:14:27-03:00,97510.0,
2020-12-06 01:19:23-03:00,,9215.0
2020-12-06 01:19:27-03:00,97511.0,
2020-12-06 01:24:23-03:00,,9215.0
2020-12-06 01:24:27-03:00,97512.0,
2020-12-06 01:29:24-03:00,,9215.0
2020-12-06 01:29:28-03:00,97513.0,
2020-12-06 01:34:24-03:00,,9215.0
2020-12-06 01:34:28-03:00,97514.0,
2020-12-06 01:39:24-03:00,,9215.0
2020-12-06 01:39:28-03:00,97515.0,
2020-12-06 01:44:25-03:00,,9215.0
2020-12-06 01:44:29-03:00,97516.0,
2020-12-06 01:49:25-03:00,,9215.0
2020-12-06 01:49:29-03:00,97517.0,
2020-12-06 01:54:25-03:00,,9215.0
2020-12-06 01:54:29-03:00,97518.0,
2020-12-06 01:59:26-03:00,,9215.0
2020-12-06 01:59:30-03:00,97519.0,
2020-12-06 02:04:26-03:00,,9215.0
2020-12-06 02:04:30-03:00,97519.0,
2020-12-06 02:09:26-03:00,,9215.0
2020-12-06 02:09:30-03:00,97520.0,
2020-12-06 02:14:26-03:00,,9215.0
2020-12-06 02:14:31-03:00,97521.0,
2020-12-06 02:19:27-03:00,,9215.0
2020-12-06 02:19:31-03:00,97522.0,
2020-12-06 02:24:27-03:00,,9215.0
2020-12-06 02:24:31-03:00,97523.0,
2020-12-06 02:29:27-03:00,,9215.0
2020-12-06 02:29:32-03:00,97524.0,
2020-12-06 02:34:28-03:00,,9216.0
2020-12-06 02:34:32-03:00,97525.0,
2020-12-06 02:39:28-03:00,,9216.0
2020-12-06 02:39:32-03:00,97526.0,
2020-12-06 02:44:28-03:00,,9217.0
2020-12-06 02:44:32-03:00,97527.0,
2020-12-06 02:49:29-03:00,,9218.0
2020-12-06 02:49:33-03:00,97528.0,
2020-12-06 02:54:29-03:00,,9218.0
2020-12-06 02:54:33-03:00,97529.0,
2020-12-06 02:59:29-03:00,,9219.0
2020-12-06 02:59:33-03:00,97529.0,
2020-12-06 03:04:30-03:00,,9220.0
2020-12-06 03:04:34-03:00,97530.0,
2020-12-06 03:09:30-03:00,,9220.0
2020-12-06 03:09:34-03:00,97531.0,
2020-12-06 03:14:30-03:00,,9221.0
2020-12-06 03:14:34-03:00,97532.0,
2020-12-06 03:19:31-03:00,,9221.0
2020-12-06 03:19:35-03:00,97533.0,
2020-12-06 03:24:31-03:00,,9221.0
2020-12-06 03:24:35-03:00,97533.0,
2020-12-06 03:29:31-03:00,,9221.0
2020-12-06 03:29:35-03:00,97534.0,
2020-12-06 03:34:31-03:00,,9221.0
2020-12-06 03:34:36-03:00,97535.0,
2020-12-06 03:39:32-03:00,,9221.0
2020-12-06 03:39:36-03:00,97536.0,
2020-12-06 03:44:32-03:00,,9221.0
2020-12-06 03:44:36-03:00,97537.0,
2020-12-06 03:49:32-03:00,,9221.0
2020-12-06 03:49:37-03:00,97537.0,
2020-12-06 03:54:33-03:00,,9221.0
2020-12-06 03:54:37-03:00,97538.0,
2020-12-06 03:59:33-03:00,,9221.0
2020-12-06 03:59:37-03:00,97539.0,
2020-12-06 04:04:33-03:00,,9221.0
2020-12-06 04:04:38-03:00,97540.0,
2020-12-06 04:09:34-03:00,,9221.0
2020-12-06 04:09:38-03:00,97540.0,
2020-12-06 04:14:34-03:00,,9221.0
2020-12-06 04:14:38-03:00,97541.0,
2020-12-06 04:19:34-03:00,,9221.0
2020-12-06 04:19:39-03:00,97542.0,
2020-12-06 04:24:35-03:00,,9221.0
2020-12-06 04:24:39-03:00,97543.0,
2020-12-06 04:29:35-03:00,,9221.0
2020-12-06 04:29:39-03:00,97543.0,
2020-12-06 04:34:35-03:00,,9221.0
2020-12-06 04:34:39-03:00,97544.0,
2020-12-06 04:39:36-03:00,,9221.0
2020-12-06 04:39:40-03:00,97545.0,
2020-12-06 04:44:36-03:00,,9221.0
2020-12-06 04:44:40-03:00,97546.0,
2020-12-06 04:49:36-03:00,,9221.0
2020-12-06 04:49:40-03:00,97546.0,
2020-12-06 04:54:36-03:00,,9221.0
2020-12-06 04:54:41-03:00,97547.0,
2020-12-06 04:59:37-03:00,,9221.0
2020-12-06 04:59:41-03:00,97548.0,
2020-12-06 05:04:37-03:00,,9221.0
2020-12-06 05:04:41-03:00,97549.0,
2020-12-06 05:09:37-03:00,,9221.0
2020-12-06 05:09:42-03:00,97550.0,
2020-12-06 05:14:38-03:00,,9221.0
2020-12-06 05:14:42-03:00,97551.0,
2020-12-06 05:19:38-03:00,,9221.0
2020-12-06 05:19:42-03:00,97551.0,
2020-12-06 05:24:38-03:00,,9221.0
2020-12-06 05:24:43-03:00,97552.0,
2020-12-06 05:29:39-03:00,,9221.0
2020-12-06 05:29:43-03:00,97553.0,
2020-12-06 05:34:39-03:00,,9221.0
2020-12-06 05:34:43-03:00,97554.0,
2020-12-06 05:39:40-03:00,,9221.0
2020-12-06 05:39:44-03:00,97554.0,
2020-12-06 05:44:40-03:00,,9221.0
2020-12-06 05:44:44-03:00,97555.0,
2020-12-06 05:49:40-03:00,,9221.0
2020-12-06 05:49:44-03:00,97556.0,
2020-12-06 05:54:41-03:00,,9221.0
2020-12-06 05:54:45-03:00,97557.0,
2020-12-06 05:59:41-03:00,,9221.0
2020-12-06 05:59:45-03:00,97558.0,
2020-12-06 06:04:41-03:00,,9221.0
2020-12-06 06:04:45-03:00,97558.0,
2020-12-06 06:09:42-03:00,,9221.0
2020-12-06 06:09:45-03:00,97559.0,
2020-12-06 06:14:42-03:00,,9221.0
2020-12-06 06:14:46-03:00,97560.0,
2020-12-06 06:19:42-03:00,,9221.0
2020-12-06 06:19:46-03:00,97561.0,
2020-12-06 06:24:42-03:00,,9221.0
2020-12-06 06:24:46-03:00,97562.0,
2020-12-06 06:29:43-03:00,,9221.0
2020-12-06 06:29:47-03:00,97563.0,
2020-12-06 06:34:43-03:00,,9221.0
2020-12-06 06:34:47-03:00,97564.0,
2020-12-06 06:39:43-03:00,,9221.0
2020-12-06 06:39:47-03:00,97565.0,
2020-12-06 06:44:44-03:00,,9221.0
2020-12-06 06:44:48-03:00,97566.0,
2020-12-06 06:49:44-03:00,,9221.0
2020-12-06 06:49:48-03:00,97567.0,
2020-12-06 06:54:44-03:00,,9221.0
2020-12-06 06:54:48-03:00,97568.0,
2020-12-06 06:59:45-03:00,,9221.0
2020-12-06 06:59:49-03:00,97569.0,
2020-12-06 07:04:45-03:00,,9221.0
2020-12-06 07:04:49-03:00,97570.0,
2020-12-06 07:09:45-03:00,,9221.0
2020-12-06 07:09:49-03:00,97571.0,
2020-12-06 07:14:46-03:00,,9221.0
2020-12-06 07:14:50-03:00,97572.0,
2020-12-06 07:19:46-03:00,,9221.0
2020-12-06 07:19:50-03:00,97573.0,
2020-12-06 07:24:46-03:00,,9221.0
2020-12-06 07:24:50-03:00,97574.0,
2020-12-06 07:29:46-03:00,,9221.0
2020-12-06 07:29:50-03:00,97575.0,
2020-12-06 07:34:47-03:00,,9221.0
2020-12-06 07:34:51-03:00,97576.0,
2020-12-06 07:39:47-03:00,,9221.0
2020-12-06 07:39:51-03:00,97577.0,
2020-12-06 07:44:47-03:00,,9221.0
2020-12-06 07:44:52-03:00,97578.0,
2020-12-06 07:49:48-03:00,,9221.0
2020-12-06 07:49:52-03:00,97580.0,
2020-12-06 07:54:48-03:00,,9221.0
2020-12-06 07:54:52-03:00,97581.0,
2020-12-06 07:59:48-03:00,,9221.0
2020-12-06 07:59:53-03:00,97583.0,
2020-12-06 08:04:49-03:00,,9221.0
2020-12-06 08:04:53-03:00,97585.0,
2020-12-06 08:09:49-03:00,,9221.0
2020-12-06 08:09:53-03:00,97586.0,
2020-12-06 08:14:49-03:00,,9221.0
2020-12-06 08:14:54-03:00,97589.0,
2020-12-06 08:19:50-03:00,,9221.0
2020-12-06 08:19:54-03:00,97590.0,
2020-12-06 08:24:50-03:00,,9221.0
2020-12-06 08:24:54-03:00,97593.0,
2020-12-06 08:29:50-03:00,,9222.0
2020-12-06 08:29:54-03:00,97595.0,
2020-12-06 08:34:51-03:00,,9222.0
2020-12-06 08:34:55-03:00,97597.0,
2020-12-06 08:39:51-03:00,,9223.0
2020-12-06 08:39:55-03:00,97599.0,
2020-12-06 08:44:51-03:00,,9223.0
2020-12-06 08:44:55-03:00,97601.0,
2020-12-06 08:49:52-03:00,,9224.0
2020-12-06 08:49:56-03:00,97603.0,
2020-12-06 08:54:52-03:00,,9225.0
2020-12-06 08:54:56-03:00,97605.0,
2020-12-06 08:59:52-03:00,,9225.0
2020-12-06 08:59:56-03:00,97608.0,
2020-12-06 09:04:52-03:00,,9226.0
2020-12-06 09:04:57-03:00,97610.0,
2020-12-06 09:09:53-03:00,,9227.0
2020-12-06 09:09:57-03:00,97612.0,
2020-12-06 09:14:53-03:00,,9227.0
2020-12-06 09:14:57-03:00,97614.0,
2020-12-06 09:19:53-03:00,,9227.0
2020-12-06 09:19:58-03:00,97617.0,
2020-12-06 09:24:54-03:00,,9227.0
2020-12-06 09:24:58-03:00,97619.0,
2020-12-06 09:29:56-03:00,,9227.0
2020-12-06 09:29:58-03:00,97622.0,
2020-12-06 09:34:54-03:00,,9227.0
2020-12-06 09:34:59-03:00,97625.0,
2020-12-06 09:39:55-03:00,,9227.0
2020-12-06 09:39:59-03:00,97628.0,
2020-12-06 09:44:55-03:00,,9227.0
2020-12-06 09:44:59-03:00,97630.0,
2020-12-06 09:49:55-03:00,,9227.0
2020-12-06 09:50:00-03:00,97633.0,
2020-12-06 09:54:56-03:00,,9227.0
2020-12-06 09:55:00-03:00,97637.0,
2020-12-06 09:59:56-03:00,,9227.0
2020-12-06 10:00:00-03:00,97640.0,
2020-12-06 10:04:56-03:00,,9227.0
2020-12-06 10:05:00-03:00,97643.0,
2020-12-06 10:09:56-03:00,,9227.0
2020-12-06 10:10:01-03:00,97647.0,
2020-12-06 10:14:57-03:00,,9227.0
2020-12-06 10:15:01-03:00,97650.0,
2020-12-06 10:19:57-03:00,,9227.0
2020-12-06 10:20:01-03:00,97653.0,
2020-12-06 10:24:57-03:00,,9227.0
2020-12-06 10:25:02-03:00,97656.0,
2020-12-06 10:29:58-03:00,,9227.0
2020-12-06 10:30:02-03:00,97659.0,
2020-12-06 10:34:58-03:00,,9227.0
2020-12-06 10:35:02-03:00,97662.0,
2020-12-06 10:39:58-03:00,,9227.0
2020-12-06 10:40:03-03:00,97665.0,
2020-12-06 10:44:59-03:00,,9227.0
2020-12-06 10:45:03-03:00,97669.0,
2020-12-06 10:49:59-03:00,,9227.0
2020-12-06 10:50:03-03:00,97672.0,
2020-12-06 10:54:59-03:00,,9227.0
2020-12-06 10:55:04-03:00,97676.0,
2020-12-06 11:00:00-03:00,,9227.0
2020-12-06 11:00:04-03:00,97679.0,
2020-12-06 11:05:00-03:00,,9228.0
2020-12-06 11:05:04-03:00,97683.0,
2020-12-06 11:10:00-03:00,,9229.0
2020-12-06 11:10:05-03:00,97687.0,
2020-12-06 11:15:01-03:00,,9229.0
2020-12-06 11:15:05-03:00,97691.0,
2020-12-06 11:20:01-03:00,,9230.0
2020-12-06 11:20:05-03:00,97694.0,
2020-12-06 11:25:01-03:00,,9231.0
2020-12-06 11:25:05-03:00,97697.0,
2020-12-06 11:30:02-03:00,,9231.0
2020-12-06 11:30:06-03:00,97700.0,
2020-12-06 11:35:03-03:00,,9232.0
2020-12-06 11:35:06-03:00,97704.0,
2020-12-06 11:40:03-03:00,,9233.0
2020-12-06 11:40:06-03:00,97707.0,
2020-12-06 11:45:03-03:00,,9233.0
2020-12-06 11:45:07-03:00,97711.0,
2020-12-06 11:50:03-03:00,,9234.0
2020-12-06 11:50:07-03:00,97714.0,
2020-12-06 11:55:04-03:00,,9234.0
2020-12-06 11:55:07-03:00,97718.0,
2020-12-06 12:00:04-03:00,,9234.0
2020-12-06 12:00:08-03:00,97722.0,
2020-12-06 12:05:04-03:00,,9234.0
2020-12-06 12:05:08-03:00,97725.0,
2020-12-06 12:10:05-03:00,,9234.0
2020-12-06 12:10:08-03:00,97729.0,
2020-12-06 12:15:05-03:00,,9234.0
2020-12-06 12:15:09-03:00,97733.0,
2020-12-06 12:20:05-03:00,,9234.0
2020-12-06 12:20:09-03:00,97736.0,
2020-12-06 12:25:06-03:00,,9234.0
2020-12-06 12:25:09-03:00,97740.0,
2020-12-06 12:30:06-03:00,,9234.0
2020-12-06 12:30:10-03:00,97743.0,
2020-12-06 12:35:06-03:00,,9234.0
2020-12-06 12:35:10-03:00,97747.0,
2020-12-06 12:40:07-03:00,,9234.0
2020-12-06 12:40:10-03:00,97751.0,
2020-12-06 12:45:07-03:00,,9235.0
2020-12-06 12:45:11-03:00,97755.0,
2020-12-06 12:50:07-03:00,,9235.0
2020-12-06 12:50:11-03:00,97758.0,
2020-12-06 12:55:08-03:00,,9236.0
2020-12-06 12:55:11-03:00,97762.0,
2020-12-06 13:00:08-03:00,,9237.0
2020-12-06 13:00:11-03:00,97765.0,
2020-12-06 13:05:08-03:00,,9237.0
2020-12-06 13:05:12-03:00,97768.0,
2020-12-06 13:10:09-03:00,,9238.0
2020-12-06 13:10:12-03:00,97772.0,
2020-12-06 13:15:09-03:00,,9239.0
2020-12-06 13:15:12-03:00,97775.0,
2020-12-06 13:20:09-03:00,,9239.0
2020-12-06 13:20:13-03:00,97779.0,
2020-12-06 13:25:09-03:00,,9240.0
2020-12-06 13:25:13-03:00,97782.0,
2020-12-06 13:30:10-03:00,,9241.0
2020-12-06 13:30:14-03:00,97785.0,
2020-12-06 13:35:10-03:00,,9241.0
2020-12-06 13:35:14-03:00,97788.0,
2020-12-06 13:40:10-03:00,,9241.0
2020-12-06 13:40:14-03:00,97791.0,
2020-12-06 13:45:11-03:00,,9241.0
2020-12-06 13:45:14-03:00,97794.0,
2020-12-06 13:50:11-03:00,,9241.0
2020-12-06 13:50:15-03:00,97796.0,
2020-12-06 13:55:11-03:00,,9241.0
2020-12-06 13:55:15-03:00,97799.0,
2020-12-06 14:00:12-03:00,,9241.0
2020-12-06 14:00:15-03:00,97802.0,
2020-12-06 14:05:12-03:00,,9241.0
2020-12-06 14:05:16-03:00,97805.0,
2020-12-06 14:10:12-03:00,,9241.0
2020-12-06 14:10:16-03:00,97809.0,
2020-12-06 14:15:13-03:00,,9241.0
2020-12-06 14:15:16-03:00,97811.0,
2020-12-06 14:20:13-03:00,,9241.0
2020-12-06 14:20:17-03:00,97814.0,
2020-12-06 14:25:13-03:00,,9241.0
2020-12-06 14:25:17-03:00,97817.0,
2020-12-06 14:30:14-03:00,,9241.0
2020-12-06 14:30:17-03:00,97820.0,
2020-12-06 14:35:14-03:00,,9241.0
2020-12-06 14:35:18-03:00,97822.0,
2020-12-06 14:40:14-03:00,,9241.0
2020-12-06 14:40:18-03:00,97825.0,
2020-12-06 14:45:14-03:00,,9242.0
2020-12-06 14:45:18-03:00,97828.0,
2020-12-06 14:50:15-03:00,,9243.0
2020-12-06 14:50:19-03:00,97831.0,
2020-12-06 14:55:15-03:00,,9243.0
2020-12-06 14:55:19-03:00,97833.0,
2020-12-06 15:00:15-03:00,,9244.0
2020-12-06 15:00:19-03:00,97836.0,
2020-12-06 15:05:16-03:00,,9245.0
2020-12-06 15:05:19-03:00,97839.0,
2020-12-06 15:10:16-03:00,,9245.0
2020-12-06 15:10:20-03:00,97842.0,
2020-12-06 15:15:16-03:00,,9246.0
2020-12-06 15:15:20-03:00,97844.0,
2020-12-06 15:20:17-03:00,,9246.0
2020-12-06 15:20:20-03:00,97847.0,
2020-12-06 15:25:17-03:00,,9247.0
2020-12-06 15:25:21-03:00,97850.0,
2020-12-06 15:30:17-03:00,,9247.0
2020-12-06 15:30:21-03:00,97853.0,
2020-12-06 15:35:18-03:00,,9247.0
2020-12-06 15:35:21-03:00,97856.0,
2020-12-06 15:40:18-03:00,,9247.0
2020-12-06 15:40:22-03:00,97858.0,
2020-12-06 15:45:18-03:00,,9247.0
2020-12-06 15:45:22-03:00,97861.0,
2020-12-06 15:50:19-03:00,,9247.0
2020-12-06 15:50:22-03:00,97864.0,
2020-12-06 15:55:19-03:00,,9247.0
2020-12-06 15:55:23-03:00,97866.0,
2020-12-06 16:00:19-03:00,,9247.0
2020-12-06 16:00:23-03:00,97869.0,
2020-12-06 16:05:20-03:00,,9247.0
2020-12-06 16:05:23-03:00,97872.0,
2020-12-06 16:10:20-03:00,,9247.0
2020-12-06 16:10:24-03:00,97875.0,
2020-12-06 16:15:20-03:00,,9247.0
2020-12-06 16:15:24-03:00,97877.0,
2020-12-06 16:20:20-03:00,,9247.0
2020-12-06 16:20:24-03:00,97880.0,
2020-12-06 16:25:21-03:00,,9247.0
2020-12-06 16:25:24-03:00,97883.0,
2020-12-06 16:30:21-03:00,,9247.0
2020-12-06 16:30:25-03:00,97886.0,
2020-12-06 16:35:21-03:00,,9247.0
2020-12-06 16:35:25-03:00,97889.0,
2020-12-06 16:40:22-03:00,,9247.0
2020-12-06 16:40:25-03:00,97891.0,
2020-12-06 16:45:22-03:00,,9247.0
2020-12-06 16:45:26-03:00,97894.0,
2020-12-06 16:50:22-03:00,,9247.0
2020-12-06 16:50:26-03:00,97896.0,
2020-12-06 16:55:23-03:00,,9248.0
2020-12-06 16:55:26-03:00,97899.0,
2020-12-06 17:00:23-03:00,,9248.0
2020-12-06 17:00:27-03:00,97902.0,
2020-12-06 17:05:23-03:00,,9249.0
2020-12-06 17:05:27-03:00,97905.0,
2020-12-06 17:10:24-03:00,,9250.0
2020-12-06 17:10:27-03:00,97908.0,
2020-12-06 17:15:24-03:00,,9250.0
2020-12-06 17:15:28-03:00,97911.0,
2020-12-06 17:20:24-03:00,,9251.0
2020-12-06 17:20:28-03:00,97913.0,
2020-12-06 17:25:25-03:00,,9252.0
2020-12-06 17:25:28-03:00,97916.0,
2020-12-06 17:30:25-03:00,,9252.0
2020-12-06 17:30:29-03:00,97918.0,
2020-12-06 17:35:25-03:00,,9253.0
2020-12-06 17:35:29-03:00,97921.0,
2020-12-06 17:40:25-03:00,,9253.0
