date,APR Los Cerrillos >> Pozo >> Caudal Pozo(12775)
2020-12-09 18:27:36-03:00,9.09
2020-12-09 18:29:15-03:00,9.09
2020-12-09 18:32:37-03:00,9.09
2020-12-09 18:34:16-03:00,9.09
2020-12-09 18:37:37-03:00,9.09
2020-12-09 18:39:16-03:00,9.09
2020-12-09 18:42:37-03:00,9.09
2020-12-09 18:44:16-03:00,9.09
2020-12-09 18:47:37-03:00,9.09
2020-12-09 18:49:17-03:00,9.09
2020-12-09 18:52:38-03:00,9.09
2020-12-09 18:54:17-03:00,9.09
2020-12-09 18:57:38-03:00,9.09
2020-12-09 18:59:17-03:00,9.09
2020-12-09 19:02:38-03:00,9.09
2020-12-09 19:04:18-03:00,9.09
2020-12-09 19:07:39-03:00,9.09
2020-12-09 19:09:18-03:00,9.09
2020-12-09 19:12:39-03:00,9.09
2020-12-09 19:14:18-03:00,9.09
2020-12-09 19:17:39-03:00,9.09
2020-12-09 19:19:19-03:00,9.09
2020-12-09 19:22:40-03:00,9.09
2020-12-09 19:24:19-03:00,9.09
2020-12-09 19:27:40-03:00,9.09
2020-12-09 19:29:19-03:00,9.09
2020-12-09 19:32:40-03:00,9.09
2020-12-09 19:34:20-03:00,9.09
2020-12-09 19:37:41-03:00,9.09
2020-12-09 19:39:20-03:00,9.09
2020-12-09 19:42:41-03:00,9.09
2020-12-09 19:44:20-03:00,9.09
2020-12-09 19:47:41-03:00,9.09
2020-12-09 19:49:20-03:00,9.09
2020-12-09 19:52:41-03:00,9.09
2020-12-09 19:54:21-03:00,9.09
2020-12-09 19:57:42-03:00,9.09
2020-12-09 19:59:21-03:00,9.09
2020-12-09 20:02:42-03:00,9.09
2020-12-09 20:04:21-03:00,9.09
2020-12-09 20:07:42-03:00,9.09
2020-12-09 20:09:22-03:00,9.09
2020-12-09 20:12:43-03:00,9.09
2020-12-09 20:14:22-03:00,9.09
2020-12-09 20:17:43-03:00,9.09
2020-12-09 20:19:22-03:00,9.09
2020-12-09 20:22:43-03:00,9.09
2020-12-09 20:24:23-03:00,9.09
2020-12-09 20:27:44-03:00,9.09
2020-12-09 20:29:23-03:00,9.09
2020-12-09 20:32:44-03:00,9.09
2020-12-09 20:34:23-03:00,9.09
2020-12-09 20:37:44-03:00,9.09
2020-12-09 20:39:23-03:00,9.09
2020-12-09 20:42:45-03:00,9.09
2020-12-09 20:44:24-03:00,9.09
2020-12-09 20:47:45-03:00,9.09
2020-12-09 20:49:24-03:00,9.09
2020-12-09 20:52:45-03:00,9.09
2020-12-09 20:54:24-03:00,9.09
2020-12-09 20:57:45-03:00,9.09
