date,APR Caleu >> Pozo >> Horómetro Pozo(7211)
2020-12-01 01:12:15-03:00,11450.0
2020-12-01 01:17:15-03:00,11450.0
2020-12-01 01:22:15-03:00,11450.0
2020-12-01 01:27:16-03:00,11450.0
2020-12-01 01:32:16-03:00,11450.0
2020-12-01 01:37:16-03:00,11450.0
2020-12-01 01:42:17-03:00,11450.0
2020-12-01 01:47:17-03:00,11450.0
2020-12-01 01:52:17-03:00,11450.0
2020-12-01 01:57:18-03:00,11450.0
2020-12-01 02:02:18-03:00,11450.0
2020-12-01 02:07:19-03:00,11450.0
2020-12-01 02:12:19-03:00,11450.0
2020-12-01 02:17:19-03:00,11450.0
2020-12-01 02:22:20-03:00,11450.0
2020-12-01 02:27:20-03:00,11450.0
2020-12-01 02:32:20-03:00,11450.0
2020-12-01 02:37:20-03:00,11450.0
2020-12-01 02:42:21-03:00,11450.0
2020-12-01 02:47:21-03:00,11450.0
2020-12-01 02:52:21-03:00,11450.0
2020-12-01 02:57:22-03:00,11450.0
2020-12-01 03:02:22-03:00,11450.0
2020-12-01 03:07:22-03:00,11450.0
2020-12-01 03:12:23-03:00,11450.0
2020-12-01 03:17:23-03:00,11450.0
2020-12-01 03:22:23-03:00,11450.0
2020-12-01 03:27:24-03:00,11450.0
2020-12-01 03:32:24-03:00,11450.0
2020-12-01 03:37:24-03:00,11450.0
2020-12-01 03:42:25-03:00,11450.0
2020-12-01 03:47:25-03:00,11450.0
2020-12-01 03:52:25-03:00,11450.0
2020-12-01 03:57:26-03:00,11450.0
2020-12-01 04:02:26-03:00,11450.0
2020-12-01 04:07:28-03:00,11450.0
2020-12-01 04:12:28-03:00,11450.0
2020-12-01 04:17:28-03:00,11450.0
2020-12-01 04:22:28-03:00,11450.0
2020-12-01 04:27:29-03:00,11450.0
2020-12-01 04:32:29-03:00,11450.0
2020-12-01 04:37:29-03:00,11450.0
2020-12-01 04:42:30-03:00,11450.0
2020-12-01 04:47:30-03:00,11450.0
2020-12-01 04:52:30-03:00,11450.0
2020-12-01 04:57:31-03:00,11450.0
2020-12-01 05:02:31-03:00,11450.0
2020-12-01 05:07:31-03:00,11450.0
2020-12-01 05:12:32-03:00,11450.0
2020-12-01 05:17:32-03:00,11451.0
2020-12-01 05:22:32-03:00,11451.0
2020-12-01 05:27:33-03:00,11451.0
2020-12-01 05:32:33-03:00,11451.0
2020-12-01 05:37:33-03:00,11451.0
2020-12-01 05:42:34-03:00,11451.0
2020-12-01 05:47:34-03:00,11451.0
2020-12-01 05:52:34-03:00,11451.0
2020-12-01 05:57:34-03:00,11451.0
2020-12-01 06:02:35-03:00,11451.0
2020-12-01 06:07:35-03:00,11451.0
2020-12-01 06:12:35-03:00,11451.0
2020-12-01 06:17:36-03:00,11451.0
2020-12-01 06:22:36-03:00,11451.0
2020-12-01 06:27:37-03:00,11451.0
2020-12-01 06:32:37-03:00,11451.0
2020-12-01 06:37:37-03:00,11451.0
2020-12-01 06:42:37-03:00,11451.0
2020-12-01 06:47:38-03:00,11451.0
2020-12-01 06:52:38-03:00,11451.0
2020-12-01 06:57:38-03:00,11451.0
2020-12-01 07:02:39-03:00,11451.0
2020-12-01 07:07:39-03:00,11451.0
2020-12-01 07:12:39-03:00,11451.0
2020-12-01 07:17:40-03:00,11451.0
2020-12-01 07:22:40-03:00,11451.0
2020-12-01 07:27:40-03:00,11451.0
2020-12-01 07:32:41-03:00,11451.0
2020-12-01 07:37:41-03:00,11451.0
2020-12-01 07:42:41-03:00,11451.0
2020-12-01 07:47:42-03:00,11451.0
2020-12-01 07:52:42-03:00,11451.0
2020-12-01 07:57:42-03:00,11451.0
2020-12-01 08:02:43-03:00,11451.0
2020-12-01 08:07:43-03:00,11451.0
2020-12-01 08:12:43-03:00,11451.0
2020-12-01 08:17:43-03:00,11451.0
2020-12-01 08:22:44-03:00,11451.0
2020-12-01 08:27:44-03:00,11451.0
2020-12-01 08:32:44-03:00,11451.0
2020-12-01 08:37:45-03:00,11451.0
2020-12-01 08:42:45-03:00,11451.0
2020-12-01 08:47:45-03:00,11451.0
2020-12-01 08:52:46-03:00,11451.0
2020-12-01 08:57:46-03:00,11451.0
2020-12-01 09:02:46-03:00,11451.0
2020-12-01 09:07:47-03:00,11451.0
2020-12-01 09:12:47-03:00,11451.0
2020-12-01 09:17:47-03:00,11451.0
2020-12-01 09:22:48-03:00,11451.0
2020-12-01 09:27:48-03:00,11451.0
2020-12-01 09:32:48-03:00,11451.0
2020-12-01 09:37:49-03:00,11451.0
2020-12-01 09:42:49-03:00,11451.0
2020-12-01 09:47:49-03:00,11451.0
2020-12-01 09:52:49-03:00,11451.0
2020-12-01 09:57:50-03:00,11451.0
2020-12-01 10:02:50-03:00,11451.0
2020-12-01 10:07:51-03:00,11451.0
2020-12-01 10:12:51-03:00,11451.0
2020-12-01 10:17:51-03:00,11451.0
2020-12-01 10:22:52-03:00,11451.0
2020-12-01 10:27:52-03:00,11451.0
2020-12-01 10:32:52-03:00,11451.0
2020-12-01 10:37:53-03:00,11451.0
2020-12-01 10:42:53-03:00,11451.0
2020-12-01 10:47:53-03:00,11451.0
2020-12-01 10:52:54-03:00,11452.0
2020-12-01 10:57:54-03:00,11452.0
2020-12-01 11:02:54-03:00,11452.0
2020-12-01 11:07:54-03:00,11452.0
2020-12-01 11:12:55-03:00,11452.0
2020-12-01 11:17:55-03:00,11452.0
2020-12-01 11:22:55-03:00,11452.0
2020-12-01 11:27:56-03:00,11452.0
2020-12-01 11:32:56-03:00,11452.0
2020-12-01 11:37:56-03:00,11452.0
2020-12-01 11:42:57-03:00,11452.0
2020-12-01 11:47:57-03:00,11452.0
2020-12-01 11:52:57-03:00,11452.0
2020-12-01 11:57:58-03:00,11452.0
2020-12-01 12:02:58-03:00,11452.0
2020-12-01 12:07:58-03:00,11452.0
2020-12-01 12:12:59-03:00,11452.0
2020-12-01 12:17:59-03:00,11452.0
2020-12-01 12:22:59-03:00,11452.0
2020-12-01 12:28:00-03:00,11452.0
2020-12-01 12:33:00-03:00,11452.0
2020-12-01 12:38:00-03:00,11452.0
2020-12-01 12:43:00-03:00,11452.0
2020-12-01 12:48:01-03:00,11452.0
2020-12-01 12:53:01-03:00,11452.0
2020-12-01 12:58:01-03:00,11452.0
2020-12-01 13:03:02-03:00,11452.0
2020-12-01 13:08:02-03:00,11452.0
2020-12-01 13:13:02-03:00,11452.0
2020-12-01 13:18:03-03:00,11452.0
2020-12-01 13:23:03-03:00,11452.0
2020-12-01 13:28:03-03:00,11452.0
2020-12-01 13:33:04-03:00,11452.0
2020-12-01 13:38:04-03:00,11452.0
2020-12-01 13:43:04-03:00,11452.0
2020-12-01 13:48:05-03:00,11452.0
2020-12-01 13:53:05-03:00,11452.0
2020-12-01 13:58:05-03:00,11452.0
2020-12-01 14:03:05-03:00,11452.0
2020-12-01 14:08:06-03:00,11452.0
2020-12-01 14:13:06-03:00,11452.0
2020-12-01 14:18:06-03:00,11452.0
2020-12-01 14:23:07-03:00,11452.0
2020-12-01 14:28:07-03:00,11452.0
2020-12-01 14:33:07-03:00,11452.0
2020-12-01 14:38:08-03:00,11452.0
2020-12-01 14:43:08-03:00,11452.0
2020-12-01 14:48:08-03:00,11452.0
2020-12-01 14:53:09-03:00,11452.0
2020-12-01 14:58:09-03:00,11452.0
2020-12-01 15:03:09-03:00,11452.0
2020-12-01 15:08:10-03:00,11452.0
2020-12-01 15:13:10-03:00,11452.0
2020-12-01 15:18:10-03:00,11452.0
2020-12-01 15:23:11-03:00,11452.0
2020-12-01 15:28:11-03:00,11452.0
2020-12-01 15:33:11-03:00,11452.0
2020-12-01 15:38:11-03:00,11452.0
2020-12-01 15:43:12-03:00,11452.0
2020-12-01 15:48:12-03:00,11452.0
2020-12-01 15:53:12-03:00,11452.0
2020-12-01 15:58:13-03:00,11452.0
2020-12-01 16:03:13-03:00,11452.0
2020-12-01 16:08:13-03:00,11452.0
2020-12-01 16:13:14-03:00,11452.0
2020-12-01 16:18:14-03:00,11453.0
2020-12-01 16:23:14-03:00,11453.0
2020-12-01 16:28:15-03:00,11453.0
2020-12-01 16:33:15-03:00,11453.0
2020-12-01 16:38:15-03:00,11453.0
2020-12-01 16:43:15-03:00,11453.0
2020-12-01 16:48:16-03:00,11453.0
2020-12-01 16:53:16-03:00,11453.0
2020-12-01 16:58:16-03:00,11453.0
2020-12-01 17:03:17-03:00,11453.0
2020-12-01 17:08:17-03:00,11453.0
2020-12-01 17:13:17-03:00,11453.0
2020-12-01 17:18:18-03:00,11453.0
2020-12-01 17:23:18-03:00,11453.0
2020-12-01 17:28:18-03:00,11453.0
2020-12-01 17:33:19-03:00,11453.0
2020-12-01 17:38:19-03:00,11453.0
2020-12-01 17:43:19-03:00,11453.0
2020-12-01 17:48:20-03:00,11453.0
2020-12-01 17:53:20-03:00,11453.0
2020-12-01 17:58:20-03:00,11453.0
2020-12-01 18:03:20-03:00,11453.0
2020-12-01 18:08:21-03:00,11453.0
2020-12-01 18:13:21-03:00,11453.0
2020-12-01 18:18:21-03:00,11453.0
2020-12-01 18:23:22-03:00,11453.0
2020-12-01 18:28:22-03:00,11453.0
2020-12-01 18:33:22-03:00,11453.0
2020-12-01 18:38:23-03:00,11453.0
2020-12-01 18:43:23-03:00,11453.0
2020-12-01 18:48:23-03:00,11453.0
2020-12-01 18:53:24-03:00,11453.0
2020-12-01 18:58:24-03:00,11453.0
2020-12-01 19:03:24-03:00,11453.0
2020-12-01 19:08:25-03:00,11453.0
2020-12-01 19:13:25-03:00,11453.0
2020-12-01 19:18:25-03:00,11453.0
2020-12-01 19:23:25-03:00,11453.0
2020-12-01 19:28:26-03:00,11453.0
2020-12-01 19:33:26-03:00,11453.0
2020-12-01 19:38:26-03:00,11453.0
2020-12-01 19:43:27-03:00,11453.0
2020-12-01 19:48:27-03:00,11453.0
2020-12-01 19:53:27-03:00,11453.0
2020-12-01 19:58:28-03:00,11453.0
2020-12-01 20:03:28-03:00,11453.0
2020-12-01 20:08:28-03:00,11453.0
2020-12-01 20:13:29-03:00,11453.0
2020-12-01 20:18:29-03:00,11453.0
2020-12-01 20:23:29-03:00,11453.0
2020-12-01 20:28:30-03:00,11453.0
2020-12-01 20:33:30-03:00,11453.0
2020-12-01 20:38:30-03:00,11453.0
2020-12-01 20:43:31-03:00,11453.0
2020-12-01 20:48:31-03:00,11453.0
2020-12-01 20:53:31-03:00,11453.0
2020-12-01 20:58:32-03:00,11453.0
2020-12-01 21:03:32-03:00,11453.0
2020-12-01 21:08:32-03:00,11453.0
2020-12-01 21:13:32-03:00,11453.0
2020-12-01 21:18:33-03:00,11453.0
2020-12-01 21:23:33-03:00,11453.0
2020-12-01 21:28:33-03:00,11453.0
2020-12-01 21:33:34-03:00,11453.0
2020-12-01 21:38:34-03:00,11453.0
2020-12-01 21:43:34-03:00,11453.0
2020-12-01 21:48:35-03:00,11453.0
2020-12-01 21:53:35-03:00,11453.0
2020-12-01 21:58:35-03:00,11453.0
2020-12-01 22:03:36-03:00,11453.0
2020-12-01 22:08:36-03:00,11453.0
2020-12-01 22:13:36-03:00,11453.0
2020-12-01 22:18:37-03:00,11453.0
2020-12-01 22:23:37-03:00,11453.0
2020-12-01 22:28:37-03:00,11453.0
2020-12-01 22:33:38-03:00,11453.0
2020-12-01 22:38:38-03:00,11453.0
2020-12-01 22:43:38-03:00,11453.0
2020-12-01 22:48:38-03:00,11453.0
2020-12-01 22:53:39-03:00,11453.0
2020-12-01 22:58:39-03:00,11453.0
2020-12-01 23:03:39-03:00,11453.0
2020-12-01 23:08:40-03:00,11453.0
2020-12-01 23:13:40-03:00,11453.0
2020-12-01 23:18:40-03:00,11453.0
2020-12-01 23:23:41-03:00,11453.0
2020-12-01 23:28:41-03:00,11453.0
2020-12-01 23:33:41-03:00,11453.0
2020-12-01 23:38:42-03:00,11453.0
2020-12-01 23:43:42-03:00,11453.0
2020-12-01 23:48:42-03:00,11453.0
2020-12-01 23:53:43-03:00,11453.0
2020-12-01 23:58:43-03:00,11453.0
2020-12-02 00:03:43-03:00,11453.0
2020-12-02 00:08:44-03:00,11454.0
2020-12-02 00:13:44-03:00,11454.0
2020-12-02 00:18:44-03:00,11454.0
2020-12-02 00:23:45-03:00,11454.0
2020-12-02 00:28:45-03:00,11454.0
2020-12-02 00:33:45-03:00,11454.0
2020-12-02 00:38:46-03:00,11454.0
2020-12-02 00:43:46-03:00,11454.0
2020-12-02 00:48:46-03:00,11454.0
2020-12-02 00:53:47-03:00,11454.0
2020-12-02 00:58:47-03:00,11454.0
2020-12-02 01:03:47-03:00,11454.0
2020-12-02 01:08:48-03:00,11454.0
2020-12-02 01:13:48-03:00,11454.0
2020-12-02 01:18:48-03:00,11454.0
2020-12-02 01:23:49-03:00,11454.0
2020-12-02 01:28:49-03:00,11454.0
2020-12-02 01:33:49-03:00,11454.0
2020-12-02 01:38:50-03:00,11454.0
2020-12-02 01:43:50-03:00,11454.0
2020-12-02 01:48:50-03:00,11454.0
2020-12-02 01:53:50-03:00,11454.0
2020-12-02 01:58:51-03:00,11454.0
2020-12-02 02:03:51-03:00,11454.0
2020-12-02 02:08:52-03:00,11454.0
2020-12-02 02:13:52-03:00,11454.0
2020-12-02 02:18:52-03:00,11454.0
2020-12-02 02:23:53-03:00,11454.0
2020-12-02 02:28:53-03:00,11454.0
2020-12-02 02:33:53-03:00,11454.0
2020-12-02 02:38:53-03:00,11454.0
2020-12-02 02:43:54-03:00,11454.0
2020-12-02 02:48:54-03:00,11454.0
2020-12-02 02:53:54-03:00,11454.0
2020-12-02 02:58:55-03:00,11454.0
2020-12-02 03:03:56-03:00,11454.0
2020-12-02 03:08:56-03:00,11454.0
2020-12-02 03:13:56-03:00,11454.0
2020-12-02 03:18:56-03:00,11454.0
2020-12-02 03:23:57-03:00,11454.0
2020-12-02 03:28:57-03:00,11454.0
2020-12-02 03:33:57-03:00,11454.0
2020-12-02 03:38:58-03:00,11454.0
2020-12-02 03:43:58-03:00,11454.0
2020-12-02 03:48:58-03:00,11454.0
2020-12-02 03:53:59-03:00,11454.0
2020-12-02 03:58:59-03:00,11454.0
2020-12-02 04:03:59-03:00,11454.0
2020-12-02 04:09:00-03:00,11454.0
2020-12-02 04:14:00-03:00,11454.0
2020-12-02 04:19:00-03:00,11454.0
2020-12-02 04:24:01-03:00,11454.0
2020-12-02 04:29:01-03:00,11454.0
2020-12-02 04:34:01-03:00,11454.0
2020-12-02 04:39:02-03:00,11454.0
2020-12-02 04:44:02-03:00,11454.0
2020-12-02 04:49:02-03:00,11454.0
2020-12-02 04:54:03-03:00,11454.0
2020-12-02 04:59:03-03:00,11454.0
2020-12-02 05:04:03-03:00,11454.0
2020-12-02 05:09:04-03:00,11454.0
2020-12-02 05:14:04-03:00,11454.0
2020-12-02 05:19:04-03:00,11454.0
2020-12-02 05:24:05-03:00,11454.0
2020-12-02 05:29:05-03:00,11454.0
2020-12-02 05:34:05-03:00,11454.0
2020-12-02 05:39:05-03:00,11455.0
2020-12-02 05:44:06-03:00,11455.0
2020-12-02 05:49:06-03:00,11455.0
2020-12-02 05:54:06-03:00,11455.0
2020-12-02 05:59:07-03:00,11455.0
2020-12-02 06:04:07-03:00,11455.0
2020-12-02 06:09:07-03:00,11455.0
2020-12-02 06:14:08-03:00,11455.0
2020-12-02 06:19:08-03:00,11455.0
2020-12-02 06:24:08-03:00,11455.0
2020-12-02 06:29:09-03:00,11455.0
2020-12-02 06:34:09-03:00,11455.0
2020-12-02 06:39:09-03:00,11455.0
2020-12-02 06:44:10-03:00,11455.0
2020-12-02 06:49:10-03:00,11455.0
2020-12-02 06:54:10-03:00,11455.0
2020-12-02 06:59:11-03:00,11455.0
2020-12-02 07:04:11-03:00,11455.0
2020-12-02 07:09:11-03:00,11455.0
2020-12-02 07:14:12-03:00,11455.0
2020-12-02 07:19:12-03:00,11455.0
2020-12-02 07:24:12-03:00,11455.0
2020-12-02 07:29:12-03:00,11455.0
2020-12-02 07:34:13-03:00,11455.0
2020-12-02 07:39:13-03:00,11455.0
2020-12-02 07:44:13-03:00,11455.0
2020-12-02 07:49:14-03:00,11455.0
2020-12-02 07:54:14-03:00,11455.0
2020-12-02 07:59:14-03:00,11455.0
2020-12-02 08:03:50-03:00,11455.0
2020-12-02 08:04:15-03:00,11455.0
2020-12-02 08:09:15-03:00,11455.0
2020-12-02 08:14:15-03:00,11455.0
2020-12-02 08:19:16-03:00,11455.0
2020-12-02 08:24:16-03:00,11455.0
2020-12-02 08:29:16-03:00,11455.0
2020-12-02 08:34:16-03:00,11455.0
2020-12-02 08:39:17-03:00,11455.0
2020-12-02 08:44:17-03:00,11455.0
2020-12-02 08:49:17-03:00,11455.0
2020-12-02 08:54:18-03:00,11455.0
2020-12-02 08:59:18-03:00,11455.0
2020-12-02 09:04:18-03:00,11455.0
2020-12-02 09:09:19-03:00,11455.0
2020-12-02 09:14:19-03:00,11455.0
2020-12-02 09:19:19-03:00,11455.0
2020-12-02 09:24:20-03:00,11455.0
2020-12-02 09:29:20-03:00,11455.0
2020-12-02 09:34:20-03:00,11455.0
2020-12-02 09:39:21-03:00,11455.0
2020-12-02 09:44:21-03:00,11455.0
2020-12-02 09:49:21-03:00,11455.0
2020-12-02 09:54:22-03:00,11455.0
2020-12-02 09:59:22-03:00,11455.0
2020-12-02 10:04:23-03:00,11455.0
2020-12-02 10:09:23-03:00,11455.0
2020-12-02 10:14:23-03:00,11455.0
2020-12-02 10:19:24-03:00,11455.0
2020-12-02 10:24:24-03:00,11455.0
2020-12-02 10:29:24-03:00,11455.0
2020-12-02 10:34:24-03:00,11455.0
2020-12-02 10:39:25-03:00,11455.0
2020-12-02 10:44:25-03:00,11455.0
2020-12-02 10:49:25-03:00,11455.0
2020-12-02 10:54:26-03:00,11455.0
2020-12-02 10:59:26-03:00,11455.0
2020-12-02 11:04:26-03:00,11455.0
2020-12-02 11:09:27-03:00,11456.0
2020-12-02 11:14:27-03:00,11456.0
2020-12-02 11:19:27-03:00,11456.0
2020-12-02 11:24:28-03:00,11456.0
2020-12-02 11:29:28-03:00,11456.0
2020-12-02 11:34:28-03:00,11456.0
2020-12-02 11:39:29-03:00,11456.0
2020-12-02 11:44:29-03:00,11456.0
2020-12-02 11:49:29-03:00,11456.0
2020-12-02 11:54:29-03:00,11456.0
2020-12-02 11:59:30-03:00,11456.0
2020-12-02 12:04:31-03:00,11456.0
2020-12-02 12:09:31-03:00,11456.0
2020-12-02 12:14:32-03:00,11456.0
2020-12-02 12:19:32-03:00,11456.0
2020-12-02 12:24:32-03:00,11456.0
2020-12-02 12:29:32-03:00,11456.0
2020-12-02 12:34:33-03:00,11456.0
2020-12-02 12:39:33-03:00,11456.0
2020-12-02 12:44:33-03:00,11456.0
2020-12-02 12:49:34-03:00,11456.0
2020-12-02 12:54:34-03:00,11456.0
2020-12-02 12:59:34-03:00,11456.0
2020-12-02 13:04:35-03:00,11456.0
2020-12-02 13:09:35-03:00,11456.0
2020-12-02 13:14:35-03:00,11456.0
2020-12-02 13:19:36-03:00,11456.0
2020-12-02 13:24:36-03:00,11456.0
2020-12-02 13:29:36-03:00,11456.0
2020-12-02 13:34:37-03:00,11456.0
2020-12-02 13:39:37-03:00,11456.0
2020-12-02 13:44:37-03:00,11456.0
2020-12-02 13:49:37-03:00,11456.0
2020-12-02 13:54:38-03:00,11456.0
2020-12-02 13:59:38-03:00,11456.0
2020-12-02 14:04:38-03:00,11456.0
2020-12-02 14:09:39-03:00,11456.0
2020-12-02 14:14:39-03:00,11456.0
2020-12-02 14:19:39-03:00,11456.0
2020-12-02 14:24:40-03:00,11456.0
2020-12-02 14:29:40-03:00,11456.0
2020-12-02 14:34:40-03:00,11456.0
2020-12-02 14:39:41-03:00,11456.0
2020-12-02 14:44:41-03:00,11456.0
2020-12-02 14:49:41-03:00,11456.0
2020-12-02 14:54:42-03:00,11456.0
2020-12-02 14:59:42-03:00,11456.0
2020-12-02 15:04:42-03:00,11456.0
2020-12-02 15:09:42-03:00,11456.0
2020-12-02 15:14:43-03:00,11456.0
2020-12-02 15:19:43-03:00,11456.0
2020-12-02 15:24:43-03:00,11456.0
2020-12-02 15:29:44-03:00,11456.0
2020-12-02 15:34:44-03:00,11456.0
2020-12-02 15:39:44-03:00,11456.0
2020-12-02 15:44:45-03:00,11456.0
2020-12-02 15:49:45-03:00,11456.0
2020-12-02 15:54:45-03:00,11456.0
2020-12-02 15:59:46-03:00,11456.0
2020-12-02 16:04:46-03:00,11456.0
2020-12-02 16:09:47-03:00,11456.0
2020-12-02 16:14:47-03:00,11456.0
2020-12-02 16:19:47-03:00,11456.0
2020-12-02 16:24:47-03:00,11456.0
2020-12-02 16:29:48-03:00,11456.0
2020-12-02 16:34:48-03:00,11456.0
2020-12-02 16:39:48-03:00,11457.0
2020-12-02 16:44:49-03:00,11457.0
2020-12-02 16:49:49-03:00,11457.0
2020-12-02 16:54:49-03:00,11457.0
2020-12-02 16:59:50-03:00,11457.0
2020-12-02 17:04:50-03:00,11457.0
2020-12-02 17:09:50-03:00,11457.0
2020-12-02 17:14:51-03:00,11457.0
2020-12-02 17:19:51-03:00,11457.0
2020-12-02 17:24:51-03:00,11457.0
2020-12-02 17:29:52-03:00,11457.0
2020-12-02 17:34:52-03:00,11457.0
2020-12-02 17:39:52-03:00,11457.0
2020-12-02 17:44:52-03:00,11457.0
2020-12-02 18:29:29-03:00,11457.0
2020-12-02 18:34:29-03:00,11457.0
2020-12-02 18:39:29-03:00,11457.0
2020-12-02 18:44:30-03:00,11457.0
2020-12-02 18:49:30-03:00,11457.0
2020-12-02 18:54:30-03:00,11457.0
2020-12-02 18:59:30-03:00,11457.0
2020-12-02 19:04:31-03:00,11457.0
2020-12-02 19:09:31-03:00,11457.0
2020-12-02 19:14:31-03:00,11457.0
2020-12-02 19:19:32-03:00,11457.0
2020-12-02 19:24:32-03:00,11457.0
2020-12-02 19:29:33-03:00,11457.0
2020-12-02 19:34:33-03:00,11457.0
2020-12-02 19:39:34-03:00,11457.0
2020-12-02 19:44:34-03:00,11457.0
2020-12-02 19:49:34-03:00,11457.0
2020-12-02 19:54:34-03:00,11457.0
2020-12-02 19:59:35-03:00,11457.0
2020-12-02 20:04:35-03:00,11457.0
2020-12-02 20:09:35-03:00,11457.0
2020-12-02 20:14:36-03:00,11457.0
2020-12-02 20:19:36-03:00,11457.0
2020-12-02 20:24:36-03:00,11457.0
2020-12-02 20:29:37-03:00,11457.0
2020-12-02 20:34:37-03:00,11457.0
2020-12-02 20:39:37-03:00,11457.0
2020-12-02 20:44:38-03:00,11457.0
2020-12-02 20:49:38-03:00,11457.0
2020-12-02 20:54:38-03:00,11457.0
2020-12-02 20:59:39-03:00,11457.0
2020-12-02 21:04:39-03:00,11457.0
2020-12-02 21:09:39-03:00,11457.0
2020-12-02 21:14:40-03:00,11457.0
2020-12-02 21:19:40-03:00,11457.0
2020-12-02 21:24:40-03:00,11457.0
2020-12-02 21:29:40-03:00,11457.0
2020-12-02 21:34:41-03:00,11457.0
2020-12-02 21:39:41-03:00,11457.0
2020-12-02 21:44:41-03:00,11457.0
2020-12-02 21:49:42-03:00,11457.0
2020-12-02 21:54:42-03:00,11457.0
2020-12-02 21:59:42-03:00,11457.0
2020-12-02 22:04:43-03:00,11457.0
2020-12-02 22:09:43-03:00,11457.0
2020-12-02 22:14:43-03:00,11457.0
2020-12-02 22:19:44-03:00,11457.0
2020-12-02 22:24:44-03:00,11457.0
2020-12-02 22:29:44-03:00,11457.0
2020-12-02 22:34:45-03:00,11457.0
2020-12-02 22:39:45-03:00,11457.0
2020-12-02 22:44:45-03:00,11457.0
2020-12-02 22:49:46-03:00,11457.0
2020-12-02 22:54:46-03:00,11457.0
2020-12-02 22:59:46-03:00,11457.0
2020-12-02 23:04:46-03:00,11457.0
2020-12-02 23:09:47-03:00,11457.0
2020-12-02 23:14:47-03:00,11457.0
2020-12-02 23:19:47-03:00,11457.0
2020-12-02 23:24:48-03:00,11457.0
2020-12-02 23:29:48-03:00,11457.0
2020-12-02 23:34:49-03:00,11457.0
2020-12-02 23:39:49-03:00,11457.0
2020-12-02 23:44:49-03:00,11457.0
2020-12-02 23:49:49-03:00,11457.0
2020-12-02 23:54:50-03:00,11457.0
2020-12-02 23:59:50-03:00,11457.0
2020-12-03 00:04:50-03:00,11457.0
2020-12-03 00:09:51-03:00,11457.0
2020-12-03 00:14:51-03:00,11457.0
2020-12-03 00:19:51-03:00,11457.0
2020-12-03 00:24:52-03:00,11457.0
2020-12-03 00:29:52-03:00,11458.0
2020-12-03 00:34:52-03:00,11458.0
2020-12-03 00:39:53-03:00,11458.0
2020-12-03 00:44:53-03:00,11458.0
2020-12-03 00:49:53-03:00,11458.0
2020-12-03 00:54:54-03:00,11458.0
2020-12-03 00:59:54-03:00,11458.0
2020-12-03 01:04:54-03:00,11458.0
2020-12-03 01:09:54-03:00,11458.0
2020-12-03 01:14:55-03:00,11458.0
2020-12-03 01:19:55-03:00,11458.0
2020-12-03 01:24:55-03:00,11458.0
2020-12-03 01:29:56-03:00,11458.0
2020-12-03 01:34:57-03:00,11458.0
2020-12-03 01:39:57-03:00,11458.0
2020-12-03 01:44:57-03:00,11458.0
2020-12-03 01:49:58-03:00,11458.0
2020-12-03 01:54:58-03:00,11458.0
2020-12-03 01:59:58-03:00,11458.0
2020-12-03 02:04:59-03:00,11458.0
2020-12-03 02:09:59-03:00,11458.0
2020-12-03 02:14:59-03:00,11458.0
2020-12-03 02:20:00-03:00,11458.0
