date,APR El Sauce >> Estanque Terraplén >> Estado Bomba(23379)
2020-12-01 14:58:26-03:00,0.0
2020-12-01 15:03:27-03:00,0.0
2020-12-01 15:08:27-03:00,0.0
2020-12-01 15:13:27-03:00,0.0
2020-12-01 15:18:28-03:00,0.0
2020-12-01 15:23:28-03:00,0.0
2020-12-01 15:28:28-03:00,0.0
2020-12-01 15:33:29-03:00,0.0
2020-12-01 15:38:29-03:00,0.0
2020-12-01 15:42:12-03:00,1.0
2020-12-01 15:47:12-03:00,1.0
2020-12-01 15:52:13-03:00,1.0
2020-12-01 15:57:13-03:00,1.0
2020-12-01 16:02:13-03:00,1.0
2020-12-01 16:07:13-03:00,1.0
2020-12-01 16:12:14-03:00,0.0
2020-12-01 16:19:13-03:00,0.0
2020-12-01 16:19:23-03:00,0.0
2020-12-01 16:24:23-03:00,0.0
2020-12-01 16:29:29-03:00,0.0
2020-12-01 16:34:32-03:00,0.0
2020-12-01 16:39:33-03:00,0.0
2020-12-01 16:42:19-03:00,1.0
2020-12-01 16:47:22-03:00,1.0
2020-12-01 16:52:24-03:00,1.0
2020-12-01 16:57:30-03:00,1.0
2020-12-01 17:02:25-03:00,1.0
2020-12-01 17:07:26-03:00,1.0
2020-12-01 17:07:52-03:00,1.0
2020-12-01 17:13:01-03:00,1.0
2020-12-01 17:17:52-03:00,1.0
2020-12-01 17:23:00-03:00,1.0
2020-12-01 17:28:05-03:00,1.0
2020-12-01 17:28:13-03:00,0.0
2020-12-01 17:28:15-03:00,0.0
2020-12-01 17:28:17-03:00,0.0
2020-12-01 17:28:20-03:00,0.0
2020-12-01 17:33:21-03:00,0.0
2020-12-01 17:38:23-03:00,0.0
2020-12-01 17:40:41-03:00,0.0
2020-12-01 17:43:23-03:00,0.0
2020-12-01 17:48:27-03:00,0.0
2020-12-01 17:53:36-03:00,0.0
2020-12-01 17:58:40-03:00,0.0
2020-12-01 18:03:41-03:00,0.0
2020-12-01 18:08:38-03:00,0.0
2020-12-01 18:13:45-03:00,0.0
2020-12-01 18:18:47-03:00,0.0
2020-12-01 18:21:24-03:00,0.0
2020-12-01 18:21:25-03:00,0.0
2020-12-01 18:21:26-03:00,0.0
2020-12-01 18:23:45-03:00,0.0
2020-12-01 18:24:04-03:00,0.0
2020-12-01 18:28:46-03:00,0.0
2020-12-01 18:33:51-03:00,0.0
2020-12-01 18:38:51-03:00,0.0
2020-12-01 18:43:47-03:00,0.0
2020-12-01 18:48:54-03:00,0.0
2020-12-01 18:53:56-03:00,0.0
2020-12-01 18:58:57-03:00,0.0
2020-12-01 19:03:59-03:00,0.0
2020-12-01 19:09:03-03:00,0.0
2020-12-01 19:14:07-03:00,0.0
2020-12-01 19:19:09-03:00,0.0
2020-12-01 19:24:09-03:00,0.0
2020-12-01 19:29:10-03:00,0.0
2020-12-01 19:34:13-03:00,0.0
2020-12-01 19:39:15-03:00,0.0
2020-12-01 19:44:18-03:00,0.0
2020-12-01 19:49:14-03:00,0.0
2020-12-01 19:54:11-03:00,0.0
2020-12-01 19:59:21-03:00,0.0
2020-12-01 20:04:23-03:00,0.0
2020-12-01 20:09:28-03:00,0.0
2020-12-01 20:14:28-03:00,0.0
2020-12-01 20:19:23-03:00,0.0
2020-12-01 20:19:36-03:00,0.0
2020-12-01 20:22:18-03:00,0.0
2020-12-01 20:24:38-03:00,0.0
2020-12-01 20:29:34-03:00,0.0
2020-12-01 20:34:31-03:00,0.0
2020-12-01 20:39:37-03:00,0.0
2020-12-01 20:44:39-03:00,0.0
2020-12-01 20:49:40-03:00,0.0
2020-12-01 20:54:45-03:00,0.0
2020-12-01 20:59:51-03:00,0.0
2020-12-01 21:04:52-03:00,0.0
2020-12-01 21:09:56-03:00,0.0
2020-12-01 21:15:01-03:00,0.0
2020-12-01 21:16:49-03:00,0.0
2020-12-01 21:20:03-03:00,0.0
2020-12-01 21:25:07-03:00,0.0
2020-12-01 21:30:09-03:00,0.0
2020-12-01 21:35:11-03:00,0.0
2020-12-01 21:40:14-03:00,0.0
2020-12-01 21:45:16-03:00,0.0
2020-12-01 21:50:18-03:00,0.0
2020-12-01 21:55:23-03:00,0.0
2020-12-01 22:00:22-03:00,0.0
2020-12-01 22:05:25-03:00,0.0
2020-12-01 22:10:23-03:00,0.0
2020-12-01 22:10:37-03:00,0.0
2020-12-01 22:15:34-03:00,0.0
2020-12-01 22:20:32-03:00,0.0
2020-12-01 22:25:34-03:00,0.0
2020-12-01 22:30:37-03:00,0.0
2020-12-01 22:35:37-03:00,0.0
2020-12-01 22:40:39-03:00,0.0
2020-12-01 22:45:41-03:00,0.0
2020-12-01 22:46:17-03:00,0.0
2020-12-01 22:50:43-03:00,0.0
2020-12-01 22:55:44-03:00,0.0
2020-12-01 23:00:40-03:00,0.0
2020-12-01 23:05:47-03:00,0.0
2020-12-01 23:10:46-03:00,0.0
2020-12-01 23:15:53-03:00,0.0
2020-12-01 23:17:14-03:00,0.0
2020-12-01 23:20:56-03:00,0.0
2020-12-01 23:25:57-03:00,0.0
2020-12-01 23:31:00-03:00,0.0
2020-12-01 23:36:04-03:00,0.0
2020-12-01 23:41:01-03:00,0.0
2020-12-01 23:46:04-03:00,0.0
2020-12-01 23:51:08-03:00,0.0
2020-12-01 23:56:10-03:00,0.0
2020-12-02 00:01:12-03:00,0.0
2020-12-02 00:06:15-03:00,0.0
2020-12-02 00:11:17-03:00,0.0
2020-12-02 00:16:19-03:00,0.0
2020-12-02 00:21:20-03:00,0.0
2020-12-02 00:26:22-03:00,0.0
2020-12-02 00:31:24-03:00,0.0
2020-12-02 00:36:27-03:00,0.0
2020-12-02 00:41:31-03:00,0.0
2020-12-02 00:46:35-03:00,0.0
2020-12-02 00:51:38-03:00,0.0
2020-12-02 00:56:32-03:00,0.0
2020-12-02 00:56:40-03:00,0.0
2020-12-02 01:01:48-03:00,0.0
2020-12-02 01:06:47-03:00,0.0
2020-12-02 01:11:51-03:00,0.0
2020-12-02 01:16:55-03:00,0.0
2020-12-02 01:22:00-03:00,0.0
2020-12-02 01:27:02-03:00,0.0
2020-12-02 01:32:06-03:00,0.0
2020-12-02 01:37:08-03:00,0.0
2020-12-02 01:41:39-03:00,0.0
2020-12-02 01:42:12-03:00,0.0
2020-12-02 01:47:16-03:00,0.0
2020-12-02 01:52:17-03:00,0.0
2020-12-02 01:57:20-03:00,0.0
2020-12-02 02:02:21-03:00,0.0
2020-12-02 02:07:23-03:00,0.0
2020-12-02 02:12:25-03:00,0.0
2020-12-02 02:17:25-03:00,0.0
2020-12-02 02:22:24-03:00,0.0
2020-12-02 02:27:30-03:00,0.0
2020-12-02 02:32:34-03:00,0.0
2020-12-02 02:37:37-03:00,0.0
2020-12-02 02:42:37-03:00,0.0
2020-12-02 02:47:44-03:00,0.0
2020-12-02 02:50:15-03:00,0.0
2020-12-02 02:52:41-03:00,0.0
2020-12-02 02:57:44-03:00,0.0
2020-12-02 03:02:46-03:00,0.0
2020-12-02 03:07:48-03:00,0.0
2020-12-02 03:12:56-03:00,0.0
2020-12-02 03:18:00-03:00,0.0
2020-12-02 03:23:01-03:00,0.0
2020-12-02 03:27:57-03:00,0.0
2020-12-02 03:30:43-03:00,0.0
2020-12-02 03:33:03-03:00,0.0
2020-12-02 03:38:03-03:00,0.0
2020-12-02 03:43:14-03:00,0.0
2020-12-02 03:48:20-03:00,0.0
2020-12-02 03:53:26-03:00,0.0
2020-12-02 03:58:18-03:00,0.0
2020-12-02 03:58:27-03:00,0.0
2020-12-02 04:03:26-03:00,0.0
2020-12-02 04:08:32-03:00,0.0
2020-12-02 04:13:33-03:00,0.0
2020-12-02 04:18:34-03:00,0.0
2020-12-02 04:21:04-03:00,0.0
2020-12-02 04:23:34-03:00,0.0
2020-12-02 04:28:36-03:00,0.0
2020-12-02 04:33:39-03:00,0.0
2020-12-02 04:38:37-03:00,0.0
2020-12-02 04:43:40-03:00,0.0
2020-12-02 04:48:42-03:00,0.0
2020-12-02 04:53:43-03:00,0.0
2020-12-02 04:58:43-03:00,0.0
2020-12-02 05:02:13-03:00,0.0
2020-12-02 05:03:46-03:00,0.0
2020-12-02 05:08:50-03:00,0.0
2020-12-02 05:13:49-03:00,0.0
2020-12-02 05:18:49-03:00,0.0
2020-12-02 05:23:53-03:00,0.0
2020-12-02 05:28:56-03:00,0.0
2020-12-02 05:33:53-03:00,0.0
2020-12-02 05:38:55-03:00,0.0
2020-12-02 05:44:00-03:00,0.0
2020-12-02 05:49:01-03:00,0.0
2020-12-02 05:54:04-03:00,0.0
2020-12-02 05:59:06-03:00,0.0
2020-12-02 06:04:12-03:00,0.0
2020-12-02 06:09:15-03:00,0.0
2020-12-02 06:14:16-03:00,0.0
2020-12-02 06:19:22-03:00,0.0
2020-12-02 06:24:22-03:00,0.0
2020-12-02 06:24:23-03:00,0.0
2020-12-02 06:26:51-03:00,0.0
2020-12-02 06:29:25-03:00,0.0
2020-12-02 06:34:30-03:00,0.0
2020-12-02 06:39:32-03:00,0.0
2020-12-02 06:44:35-03:00,0.0
2020-12-02 06:49:08-03:00,1.0
2020-12-02 06:49:10-03:00,1.0
2020-12-02 06:51:28-03:00,1.0
2020-12-02 06:51:29-03:00,1.0
2020-12-02 06:51:38-03:00,1.0
2020-12-02 06:56:39-03:00,1.0
2020-12-02 07:01:40-03:00,1.0
2020-12-02 07:06:41-03:00,1.0
2020-12-02 07:08:46-03:00,1.0
2020-12-02 07:11:42-03:00,1.0
2020-12-02 07:16:43-03:00,1.0
2020-12-02 07:21:45-03:00,1.0
2020-12-02 07:26:48-03:00,1.0
2020-12-02 07:31:54-03:00,1.0
2020-12-02 07:36:54-03:00,1.0
2020-12-02 07:41:59-03:00,1.0
2020-12-02 07:47:02-03:00,1.0
2020-12-02 07:52:06-03:00,1.0
2020-12-02 07:55:39-03:00,1.0
2020-12-02 07:57:08-03:00,1.0
2020-12-02 08:02:12-03:00,1.0
2020-12-02 08:07:13-03:00,1.0
2020-12-02 08:12:15-03:00,1.0
2020-12-02 08:12:35-03:00,1.0
2020-12-02 08:17:17-03:00,1.0
2020-12-02 08:22:19-03:00,1.0
2020-12-02 08:27:26-03:00,1.0
2020-12-02 08:27:30-03:00,1.0
2020-12-02 08:27:32-03:00,1.0
2020-12-02 08:32:33-03:00,1.0
2020-12-02 08:37:34-03:00,0.0
2020-12-02 08:42:30-03:00,0.0
2020-12-02 08:42:31-03:00,0.0
2020-12-02 08:47:35-03:00,0.0
2020-12-02 08:52:38-03:00,0.0
2020-12-02 08:57:40-03:00,0.0
2020-12-02 09:02:43-03:00,0.0
2020-12-02 09:07:44-03:00,1.0
2020-12-02 09:12:47-03:00,1.0
2020-12-02 09:17:54-03:00,0.0
2020-12-02 09:22:55-03:00,0.0
2020-12-02 09:27:57-03:00,0.0
2020-12-02 09:32:58-03:00,0.0
2020-12-02 09:34:16-03:00,0.0
2020-12-02 09:39:10-03:00,0.0
2020-12-02 09:39:11-03:00,0.0
2020-12-02 09:39:18-03:00,0.0
2020-12-02 09:44:19-03:00,0.0
2020-12-02 09:49:22-03:00,0.0
2020-12-02 09:54:25-03:00,0.0
2020-12-02 09:59:29-03:00,0.0
2020-12-02 10:04:30-03:00,0.0
2020-12-02 10:09:32-03:00,0.0
2020-12-02 10:14:33-03:00,0.0
2020-12-02 10:18:28-03:00,0.0
2020-12-02 10:19:34-03:00,0.0
2020-12-02 10:24:36-03:00,0.0
2020-12-02 10:29:38-03:00,0.0
2020-12-02 10:30:52-03:00,0.0
2020-12-02 10:34:43-03:00,0.0
2020-12-02 10:39:44-03:00,0.0
2020-12-02 10:40:42-03:00,0.0
2020-12-02 10:44:48-03:00,0.0
2020-12-02 10:49:49-03:00,0.0
2020-12-02 10:54:51-03:00,0.0
2020-12-02 10:59:55-03:00,0.0
2020-12-02 11:04:56-03:00,0.0
2020-12-02 11:09:57-03:00,0.0
2020-12-02 11:14:58-03:00,0.0
2020-12-02 11:20:03-03:00,0.0
2020-12-02 11:20:09-03:00,0.0
2020-12-02 11:25:09-03:00,0.0
2020-12-02 11:30:09-03:00,0.0
2020-12-02 11:35:10-03:00,0.0
2020-12-02 11:40:12-03:00,0.0
2020-12-02 11:45:12-03:00,0.0
2020-12-02 11:50:14-03:00,0.0
2020-12-02 11:55:15-03:00,0.0
2020-12-02 12:00:17-03:00,0.0
2020-12-02 12:05:18-03:00,0.0
2020-12-02 12:09:25-03:00,0.0
2020-12-02 12:10:23-03:00,0.0
2020-12-02 12:11:55-03:00,0.0
2020-12-02 12:15:29-03:00,0.0
2020-12-02 12:20:32-03:00,0.0
2020-12-02 12:25:33-03:00,0.0
2020-12-02 12:30:35-03:00,0.0
2020-12-02 12:35:39-03:00,0.0
2020-12-02 12:39:15-03:00,0.0
2020-12-02 12:40:43-03:00,0.0
2020-12-02 12:45:44-03:00,0.0
2020-12-02 12:46:45-03:00,0.0
2020-12-02 12:50:48-03:00,0.0
2020-12-02 12:55:48-03:00,0.0
2020-12-02 13:00:52-03:00,0.0
2020-12-02 13:05:55-03:00,0.0
2020-12-02 13:10:57-03:00,0.0
2020-12-02 13:16:00-03:00,0.0
2020-12-02 13:21:06-03:00,0.0
2020-12-02 13:26:06-03:00,0.0
2020-12-02 13:31:07-03:00,0.0
2020-12-02 13:33:34-03:00,0.0
2020-12-02 13:36:12-03:00,0.0
2020-12-02 13:40:54-03:00,0.0
2020-12-02 13:41:15-03:00,0.0
2020-12-02 13:46:16-03:00,0.0
2020-12-02 13:51:19-03:00,0.0
2020-12-02 13:56:20-03:00,0.0
2020-12-02 14:01:23-03:00,0.0
2020-12-02 14:06:24-03:00,0.0
2020-12-02 14:11:29-03:00,0.0
2020-12-02 14:16:33-03:00,0.0
2020-12-02 14:21:35-03:00,0.0
2020-12-02 14:25:20-03:00,0.0
2020-12-02 14:26:41-03:00,0.0
2020-12-02 14:31:43-03:00,0.0
2020-12-02 14:36:47-03:00,0.0
2020-12-02 14:41:47-03:00,0.0
2020-12-02 14:46:51-03:00,0.0
2020-12-02 14:51:53-03:00,0.0
2020-12-02 14:56:54-03:00,0.0
2020-12-02 15:01:56-03:00,0.0
2020-12-02 15:06:57-03:00,0.0
2020-12-02 15:12:00-03:00,0.0
2020-12-02 15:17:03-03:00,0.0
2020-12-02 15:22:05-03:00,0.0
2020-12-02 15:27:08-03:00,0.0
2020-12-02 15:32:11-03:00,0.0
2020-12-02 15:37:12-03:00,0.0
2020-12-02 15:37:13-03:00,0.0
2020-12-02 15:42:17-03:00,0.0
2020-12-02 15:47:20-03:00,0.0
2020-12-02 15:52:21-03:00,0.0
2020-12-02 15:57:22-03:00,0.0
2020-12-02 16:02:24-03:00,0.0
2020-12-02 16:07:25-03:00,0.0
2020-12-02 16:12:00-03:00,1.0
2020-12-02 16:12:04-03:00,1.0
2020-12-02 16:14:29-03:00,1.0
2020-12-02 16:19:34-03:00,1.0
2020-12-02 16:24:37-03:00,1.0
2020-12-02 16:29:37-03:00,1.0
2020-12-02 16:34:40-03:00,1.0
2020-12-02 16:39:11-03:00,1.0
2020-12-02 16:39:45-03:00,1.0
2020-12-02 17:26:18-03:00,1.0
2020-12-02 17:31:19-03:00,1.0
2020-12-02 17:36:20-03:00,1.0
2020-12-02 17:41:25-03:00,1.0
2020-12-02 18:28:56-03:00,1.0
2020-12-02 18:28:59-03:00,0.0
2020-12-02 18:29:02-03:00,0.0
2020-12-02 18:29:05-03:00,0.0
2020-12-02 18:29:08-03:00,0.0
2020-12-02 18:29:12-03:00,0.0
2020-12-02 18:29:15-03:00,0.0
2020-12-02 18:29:18-03:00,0.0
2020-12-02 18:29:21-03:00,0.0
2020-12-02 18:29:24-03:00,0.0
2020-12-02 18:29:28-03:00,0.0
2020-12-02 18:29:31-03:00,0.0
2020-12-02 18:29:34-03:00,0.0
2020-12-02 18:29:48-03:00,1.0
2020-12-02 18:30:03-03:00,0.0
2020-12-02 18:31:18-03:00,0.0
2020-12-02 18:31:39-03:00,0.0
2020-12-02 18:34:26-03:00,1.0
2020-12-02 18:34:56-03:00,0.0
2020-12-02 18:36:42-03:00,0.0
2020-12-02 18:39:44-03:00,1.0
2020-12-02 18:40:29-03:00,0.0
2020-12-02 18:41:42-03:00,0.0
2020-12-02 18:46:45-03:00,0.0
2020-12-02 18:46:49-03:00,0.0
2020-12-02 18:46:50-03:00,0.0
2020-12-02 18:49:18-03:00,0.0
2020-12-02 18:51:49-03:00,0.0
2020-12-02 18:56:52-03:00,0.0
2020-12-02 19:01:54-03:00,0.0
2020-12-02 19:06:56-03:00,0.0
2020-12-02 19:11:57-03:00,0.0
2020-12-02 19:17:04-03:00,0.0
2020-12-02 19:22:02-03:00,0.0
2020-12-02 19:27:06-03:00,0.0
2020-12-02 19:32:11-03:00,0.0
2020-12-02 19:37:09-03:00,0.0
2020-12-02 19:42:13-03:00,0.0
2020-12-02 19:47:16-03:00,0.0
2020-12-02 19:52:16-03:00,0.0
2020-12-02 19:57:20-03:00,0.0
2020-12-02 20:02:22-03:00,0.0
2020-12-02 20:07:27-03:00,0.0
2020-12-02 20:12:27-03:00,0.0
2020-12-02 20:17:30-03:00,0.0
2020-12-02 20:22:39-03:00,0.0
2020-12-02 20:27:34-03:00,0.0
2020-12-02 20:32:37-03:00,0.0
2020-12-02 20:37:37-03:00,0.0
2020-12-02 20:42:42-03:00,0.0
2020-12-02 20:47:44-03:00,0.0
2020-12-02 20:52:50-03:00,0.0
2020-12-02 20:57:52-03:00,0.0
2020-12-02 21:02:56-03:00,0.0
2020-12-02 21:08:03-03:00,0.0
2020-12-02 21:13:05-03:00,0.0
2020-12-02 21:18:05-03:00,0.0
2020-12-02 21:18:07-03:00,0.0
2020-12-02 21:23:14-03:00,0.0
2020-12-02 21:28:16-03:00,0.0
2020-12-02 21:33:14-03:00,0.0
2020-12-02 21:38:20-03:00,0.0
2020-12-02 21:43:21-03:00,0.0
2020-12-02 21:48:27-03:00,0.0
2020-12-02 21:53:28-03:00,0.0
2020-12-02 21:58:30-03:00,0.0
2020-12-02 22:03:25-03:00,0.0
2020-12-02 22:08:34-03:00,0.0
2020-12-02 22:13:39-03:00,0.0
2020-12-02 22:18:39-03:00,0.0
2020-12-02 22:23:21-03:00,0.0
2020-12-02 22:23:43-03:00,0.0
2020-12-02 22:28:45-03:00,0.0
2020-12-02 22:33:53-03:00,0.0
2020-12-02 22:38:56-03:00,0.0
2020-12-02 22:43:55-03:00,0.0
2020-12-02 22:49:01-03:00,0.0
2020-12-02 22:53:59-03:00,0.0
2020-12-02 22:59:03-03:00,0.0
2020-12-02 23:04:11-03:00,0.0
2020-12-02 23:09:12-03:00,0.0
2020-12-02 23:14:15-03:00,0.0
