date,APR Las Calderas RP1 >> Pozo Pedrero >> Estado Bomba Pozo Pedrero(14072)
2020-12-01 16:50:08-03:00,0.0
2020-12-01 16:55:08-03:00,0.0
2020-12-01 17:00:09-03:00,0.0
2020-12-01 17:05:09-03:00,0.0
2020-12-01 17:10:09-03:00,0.0
2020-12-01 17:15:10-03:00,0.0
2020-12-01 17:20:10-03:00,0.0
2020-12-01 17:25:10-03:00,0.0
2020-12-01 17:30:11-03:00,0.0
2020-12-01 17:35:11-03:00,0.0
2020-12-01 17:40:11-03:00,0.0
2020-12-01 17:45:12-03:00,0.0
2020-12-01 17:50:12-03:00,0.0
2020-12-01 17:55:12-03:00,0.0
2020-12-01 18:00:12-03:00,0.0
2020-12-01 18:05:13-03:00,0.0
2020-12-01 18:10:14-03:00,0.0
2020-12-01 18:15:14-03:00,0.0
2020-12-01 18:20:14-03:00,0.0
2020-12-01 18:25:15-03:00,0.0
2020-12-01 18:28:44-03:00,1.0
2020-12-01 18:30:15-03:00,1.0
2020-12-01 18:35:15-03:00,1.0
2020-12-01 18:40:16-03:00,1.0
2020-12-01 18:45:16-03:00,1.0
2020-12-01 18:50:16-03:00,1.0
2020-12-01 18:55:17-03:00,1.0
2020-12-01 19:00:17-03:00,1.0
2020-12-01 19:05:17-03:00,1.0
2020-12-01 19:10:17-03:00,1.0
2020-12-01 19:13:47-03:00,0.0
2020-12-01 19:15:18-03:00,0.0
2020-12-01 19:20:18-03:00,0.0
2020-12-01 19:25:18-03:00,0.0
2020-12-01 19:30:19-03:00,0.0
2020-12-01 19:35:19-03:00,0.0
2020-12-01 19:40:19-03:00,0.0
2020-12-01 19:45:20-03:00,0.0
2020-12-01 19:50:20-03:00,0.0
2020-12-01 19:55:20-03:00,0.0
2020-12-01 20:00:21-03:00,0.0
2020-12-01 20:05:21-03:00,0.0
2020-12-01 20:10:21-03:00,0.0
2020-12-01 20:15:22-03:00,0.0
2020-12-01 20:20:22-03:00,0.0
2020-12-01 20:25:22-03:00,0.0
2020-12-01 20:30:22-03:00,0.0
2020-12-01 20:35:22-03:00,0.0
2020-12-01 20:40:22-03:00,0.0
2020-12-01 20:43:52-03:00,1.0
2020-12-01 20:45:22-03:00,1.0
2020-12-01 20:50:23-03:00,1.0
2020-12-01 20:55:23-03:00,1.0
2020-12-01 21:00:23-03:00,1.0
2020-12-01 21:05:24-03:00,1.0
2020-12-01 21:10:24-03:00,1.0
2020-12-01 21:15:24-03:00,1.0
2020-12-01 21:20:25-03:00,1.0
2020-12-01 21:25:25-03:00,1.0
2020-12-01 21:30:25-03:00,1.0
2020-12-01 21:33:55-03:00,0.0
2020-12-01 21:35:25-03:00,0.0
2020-12-01 21:40:26-03:00,0.0
2020-12-01 21:45:26-03:00,0.0
2020-12-01 21:50:27-03:00,0.0
2020-12-01 21:55:28-03:00,0.0
2020-12-01 22:00:28-03:00,0.0
2020-12-01 22:05:29-03:00,0.0
2020-12-01 22:10:29-03:00,0.0
2020-12-01 22:15:29-03:00,0.0
2020-12-01 22:20:30-03:00,0.0
2020-12-01 22:25:30-03:00,0.0
2020-12-01 22:30:30-03:00,0.0
2020-12-01 22:35:31-03:00,0.0
2020-12-01 22:40:31-03:00,0.0
2020-12-01 22:45:31-03:00,0.0
2020-12-01 22:50:31-03:00,0.0
2020-12-01 22:55:32-03:00,0.0
2020-12-01 23:00:32-03:00,0.0
2020-12-01 23:05:32-03:00,0.0
2020-12-01 23:09:02-03:00,1.0
2020-12-01 23:10:33-03:00,1.0
2020-12-01 23:15:33-03:00,1.0
2020-12-01 23:20:33-03:00,1.0
2020-12-01 23:25:34-03:00,1.0
2020-12-01 23:30:34-03:00,1.0
2020-12-01 23:35:34-03:00,1.0
2020-12-01 23:40:35-03:00,1.0
2020-12-01 23:45:35-03:00,1.0
2020-12-01 23:50:35-03:00,1.0
2020-12-01 23:54:05-03:00,0.0
2020-12-01 23:55:36-03:00,0.0
2020-12-02 00:00:36-03:00,0.0
2020-12-02 00:05:36-03:00,0.0
2020-12-02 00:10:36-03:00,0.0
2020-12-02 00:15:37-03:00,0.0
2020-12-02 00:20:37-03:00,0.0
2020-12-02 00:25:37-03:00,0.0
2020-12-02 00:30:38-03:00,0.0
2020-12-02 00:35:38-03:00,0.0
2020-12-02 00:40:38-03:00,0.0
2020-12-02 00:45:39-03:00,0.0
2020-12-02 00:50:39-03:00,0.0
2020-12-02 00:55:39-03:00,0.0
2020-12-02 01:00:40-03:00,0.0
2020-12-02 01:05:40-03:00,0.0
2020-12-02 01:10:40-03:00,0.0
2020-12-02 01:15:41-03:00,0.0
2020-12-02 01:20:41-03:00,0.0
2020-12-02 01:25:41-03:00,0.0
2020-12-02 01:30:41-03:00,0.0
2020-12-02 01:35:42-03:00,0.0
2020-12-02 01:40:42-03:00,0.0
2020-12-02 01:45:42-03:00,0.0
2020-12-02 01:50:43-03:00,0.0
2020-12-02 01:55:43-03:00,0.0
2020-12-02 02:00:43-03:00,0.0
2020-12-02 02:05:44-03:00,0.0
2020-12-02 02:10:44-03:00,0.0
2020-12-02 02:15:44-03:00,0.0
2020-12-02 02:20:45-03:00,0.0
2020-12-02 02:25:45-03:00,0.0
2020-12-02 02:30:45-03:00,0.0
2020-12-02 02:35:46-03:00,0.0
2020-12-02 02:40:46-03:00,0.0
2020-12-02 02:45:46-03:00,0.0
2020-12-02 02:50:47-03:00,0.0
2020-12-02 02:55:47-03:00,0.0
2020-12-02 03:00:47-03:00,0.0
2020-12-02 03:05:48-03:00,0.0
2020-12-02 03:10:48-03:00,0.0
2020-12-02 03:15:48-03:00,0.0
2020-12-02 03:20:48-03:00,0.0
2020-12-02 03:25:49-03:00,0.0
2020-12-02 03:30:49-03:00,0.0
2020-12-02 03:35:49-03:00,0.0
2020-12-02 03:40:50-03:00,0.0
2020-12-02 03:45:50-03:00,0.0
2020-12-02 03:50:50-03:00,0.0
2020-12-02 03:55:51-03:00,0.0
2020-12-02 04:00:51-03:00,0.0
2020-12-02 04:05:52-03:00,0.0
2020-12-02 04:10:52-03:00,0.0
2020-12-02 04:15:52-03:00,0.0
2020-12-02 04:20:52-03:00,0.0
2020-12-02 04:25:53-03:00,0.0
2020-12-02 04:30:53-03:00,0.0
2020-12-02 04:35:53-03:00,0.0
2020-12-02 04:40:54-03:00,0.0
2020-12-02 04:45:54-03:00,0.0
2020-12-02 04:50:54-03:00,0.0
2020-12-02 04:55:55-03:00,0.0
2020-12-02 05:00:55-03:00,0.0
2020-12-02 05:05:55-03:00,0.0
2020-12-02 05:10:56-03:00,0.0
2020-12-02 05:15:56-03:00,0.0
2020-12-02 05:20:56-03:00,0.0
2020-12-02 05:25:57-03:00,0.0
2020-12-02 05:30:57-03:00,0.0
2020-12-02 05:35:57-03:00,0.0
2020-12-02 05:40:46-03:00,0.0
2020-12-02 05:45:47-03:00,0.0
2020-12-02 05:50:47-03:00,0.0
2020-12-02 05:55:47-03:00,0.0
2020-12-02 06:00:48-03:00,0.0
2020-12-02 06:05:48-03:00,0.0
2020-12-02 06:10:48-03:00,0.0
2020-12-02 06:14:18-03:00,1.0
2020-12-02 06:15:49-03:00,1.0
2020-12-02 06:20:49-03:00,1.0
2020-12-02 06:25:49-03:00,1.0
2020-12-02 06:30:49-03:00,1.0
2020-12-02 06:35:50-03:00,1.0
2020-12-02 06:41:01-03:00,1.0
2020-12-02 06:46:01-03:00,1.0
2020-12-02 06:51:02-03:00,1.0
2020-12-02 06:56:02-03:00,1.0
2020-12-02 06:59:32-03:00,0.0
2020-12-02 07:01:02-03:00,0.0
2020-12-02 07:06:02-03:00,0.0
2020-12-02 07:11:03-03:00,0.0
2020-12-02 07:16:03-03:00,0.0
2020-12-02 07:21:03-03:00,0.0
2020-12-02 07:26:04-03:00,0.0
2020-12-02 07:31:04-03:00,0.0
2020-12-02 07:36:04-03:00,0.0
2020-12-02 07:41:04-03:00,0.0
2020-12-02 07:46:05-03:00,0.0
2020-12-02 07:51:05-03:00,0.0
2020-12-02 07:56:06-03:00,0.0
2020-12-02 08:01:06-03:00,0.0
2020-12-02 08:06:07-03:00,0.0
2020-12-02 08:11:07-03:00,0.0
2020-12-02 08:16:07-03:00,0.0
2020-12-02 08:21:07-03:00,0.0
2020-12-02 08:26:08-03:00,0.0
2020-12-02 08:31:08-03:00,0.0
2020-12-02 08:36:08-03:00,0.0
2020-12-02 08:41:09-03:00,0.0
2020-12-02 08:46:09-03:00,0.0
2020-12-02 08:51:09-03:00,0.0
2020-12-02 08:56:10-03:00,0.0
2020-12-02 09:01:10-03:00,0.0
2020-12-02 09:06:10-03:00,0.0
2020-12-02 09:11:11-03:00,0.0
2020-12-02 09:16:11-03:00,0.0
2020-12-02 09:21:11-03:00,0.0
2020-12-02 09:26:12-03:00,0.0
2020-12-02 09:31:12-03:00,0.0
2020-12-02 09:36:12-03:00,0.0
2020-12-02 09:39:42-03:00,1.0
2020-12-02 09:41:13-03:00,1.0
2020-12-02 09:46:13-03:00,1.0
2020-12-02 09:51:13-03:00,1.0
2020-12-02 09:56:13-03:00,1.0
2020-12-02 10:01:14-03:00,1.0
2020-12-02 10:06:14-03:00,1.0
2020-12-02 10:11:15-03:00,1.0
2020-12-02 10:16:15-03:00,1.0
2020-12-02 10:21:15-03:00,1.0
2020-12-02 10:24:45-03:00,0.0
2020-12-02 10:26:16-03:00,0.0
2020-12-02 10:31:16-03:00,0.0
2020-12-02 10:36:16-03:00,0.0
2020-12-02 10:41:16-03:00,0.0
2020-12-02 10:46:17-03:00,0.0
2020-12-02 10:51:17-03:00,0.0
2020-12-02 10:56:17-03:00,0.0
2020-12-02 11:01:18-03:00,0.0
2020-12-02 11:06:18-03:00,0.0
2020-12-02 11:11:18-03:00,0.0
2020-12-02 11:16:19-03:00,0.0
2020-12-02 11:21:19-03:00,0.0
2020-12-02 11:26:19-03:00,0.0
2020-12-02 11:31:20-03:00,0.0
2020-12-02 11:36:20-03:00,0.0
2020-12-02 11:41:20-03:00,0.0
2020-12-02 11:46:21-03:00,0.0
2020-12-02 11:51:21-03:00,0.0
2020-12-02 11:56:21-03:00,0.0
2020-12-02 12:01:21-03:00,0.0
2020-12-02 12:06:22-03:00,0.0
2020-12-02 12:11:22-03:00,0.0
2020-12-02 12:16:22-03:00,0.0
2020-12-02 12:21:23-03:00,0.0
2020-12-02 12:26:23-03:00,0.0
2020-12-02 12:31:23-03:00,0.0
2020-12-02 12:33:37-03:00,1.0
2020-12-02 12:36:23-03:00,1.0
2020-12-02 12:41:23-03:00,1.0
2020-12-02 12:46:23-03:00,1.0
2020-12-02 12:51:24-03:00,1.0
2020-12-02 12:56:24-03:00,1.0
2020-12-02 13:01:24-03:00,1.0
2020-12-02 13:06:25-03:00,1.0
2020-12-02 13:11:25-03:00,1.0
2020-12-02 13:16:25-03:00,1.0
2020-12-02 13:21:26-03:00,1.0
2020-12-02 13:24:55-03:00,0.0
2020-12-02 13:26:27-03:00,0.0
2020-12-02 13:31:27-03:00,0.0
2020-12-02 13:36:28-03:00,0.0
2020-12-02 13:41:28-03:00,0.0
2020-12-02 13:46:28-03:00,0.0
2020-12-02 13:51:28-03:00,0.0
2020-12-02 13:56:29-03:00,0.0
2020-12-02 14:01:29-03:00,0.0
2020-12-02 14:06:29-03:00,0.0
2020-12-02 14:11:30-03:00,0.0
2020-12-02 14:16:30-03:00,0.0
2020-12-02 14:21:30-03:00,0.0
2020-12-02 14:25:00-03:00,1.0
2020-12-02 14:26:31-03:00,1.0
2020-12-02 14:31:31-03:00,1.0
2020-12-02 14:36:31-03:00,1.0
2020-12-02 14:41:32-03:00,1.0
2020-12-02 14:46:32-03:00,1.0
2020-12-02 14:51:32-03:00,1.0
2020-12-02 14:56:33-03:00,1.0
2020-12-02 15:01:33-03:00,1.0
2020-12-02 15:06:33-03:00,1.0
2020-12-02 15:10:03-03:00,0.0
2020-12-02 15:11:34-03:00,0.0
2020-12-02 15:16:34-03:00,0.0
2020-12-02 15:21:34-03:00,0.0
2020-12-02 15:26:34-03:00,0.0
2020-12-02 15:31:35-03:00,0.0
2020-12-02 15:36:35-03:00,0.0
2020-12-02 15:41:35-03:00,0.0
2020-12-02 15:46:36-03:00,0.0
2020-12-02 15:51:36-03:00,0.0
2020-12-02 15:56:36-03:00,0.0
2020-12-02 16:01:37-03:00,0.0
2020-12-02 16:06:37-03:00,0.0
2020-12-02 16:11:37-03:00,0.0
2020-12-02 16:16:38-03:00,0.0
2020-12-02 16:21:38-03:00,0.0
2020-12-02 16:26:38-03:00,0.0
2020-12-02 16:31:39-03:00,0.0
2020-12-02 16:36:39-03:00,0.0
2020-12-02 16:41:39-03:00,0.0
2020-12-02 16:46:39-03:00,0.0
2020-12-02 16:51:40-03:00,0.0
2020-12-02 16:56:40-03:00,0.0
2020-12-02 17:01:40-03:00,0.0
2020-12-02 17:06:41-03:00,0.0
2020-12-02 17:10:11-03:00,1.0
2020-12-02 17:11:41-03:00,1.0
2020-12-02 17:16:42-03:00,1.0
2020-12-02 17:21:42-03:00,1.0
2020-12-02 17:26:42-03:00,1.0
2020-12-02 17:31:43-03:00,1.0
2020-12-02 17:36:43-03:00,1.0
2020-12-02 17:41:43-03:00,1.0
2020-12-02 18:29:20-03:00,0.0
2020-12-02 18:34:21-03:00,0.0
2020-12-02 18:39:22-03:00,0.0
2020-12-02 18:44:22-03:00,0.0
2020-12-02 18:49:22-03:00,0.0
2020-12-02 18:54:23-03:00,0.0
2020-12-02 18:59:23-03:00,0.0
2020-12-02 19:04:23-03:00,0.0
2020-12-02 19:09:23-03:00,0.0
2020-12-02 19:14:24-03:00,0.0
2020-12-02 19:19:24-03:00,0.0
2020-12-02 19:24:24-03:00,0.0
2020-12-02 19:29:25-03:00,0.0
2020-12-02 19:29:39-03:00,1.0
2020-12-02 19:34:25-03:00,1.0
2020-12-02 19:39:25-03:00,1.0
2020-12-02 19:44:26-03:00,1.0
2020-12-02 19:49:26-03:00,1.0
2020-12-02 19:54:26-03:00,1.0
2020-12-02 19:59:27-03:00,1.0
2020-12-02 20:04:27-03:00,1.0
2020-12-02 20:09:27-03:00,1.0
2020-12-02 20:14:28-03:00,1.0
2020-12-02 20:19:28-03:00,1.0
2020-12-02 20:19:42-03:00,0.0
2020-12-02 20:24:28-03:00,0.0
2020-12-02 20:29:28-03:00,0.0
2020-12-02 20:34:29-03:00,0.0
2020-12-02 20:39:29-03:00,0.0
2020-12-02 20:44:29-03:00,0.0
2020-12-02 20:49:30-03:00,0.0
2020-12-02 20:54:30-03:00,0.0
2020-12-02 20:59:30-03:00,0.0
2020-12-02 21:04:31-03:00,0.0
2020-12-02 21:09:31-03:00,0.0
2020-12-02 21:14:31-03:00,0.0
2020-12-02 21:19:32-03:00,0.0
2020-12-02 21:19:46-03:00,1.0
2020-12-02 21:24:32-03:00,1.0
2020-12-02 21:29:32-03:00,1.0
2020-12-02 21:34:33-03:00,1.0
2020-12-02 21:39:33-03:00,1.0
2020-12-02 21:44:34-03:00,1.0
2020-12-02 21:49:34-03:00,1.0
2020-12-02 21:54:34-03:00,1.0
2020-12-02 21:59:35-03:00,1.0
2020-12-02 22:04:35-03:00,1.0
2020-12-02 22:09:35-03:00,1.0
2020-12-02 22:09:50-03:00,0.0
2020-12-02 22:14:36-03:00,0.0
2020-12-02 22:19:36-03:00,0.0
2020-12-02 22:24:36-03:00,0.0
2020-12-02 22:29:36-03:00,0.0
2020-12-02 22:34:37-03:00,0.0
2020-12-02 22:39:37-03:00,0.0
2020-12-02 22:44:37-03:00,0.0
2020-12-02 22:49:38-03:00,0.0
2020-12-02 22:54:38-03:00,0.0
2020-12-02 22:59:38-03:00,0.0
2020-12-02 23:04:39-03:00,0.0
2020-12-02 23:09:39-03:00,0.0
2020-12-02 23:14:39-03:00,0.0
2020-12-02 23:19:40-03:00,0.0
2020-12-02 23:24:40-03:00,0.0
2020-12-02 23:29:40-03:00,0.0
2020-12-02 23:34:42-03:00,0.0
2020-12-02 23:39:42-03:00,0.0
2020-12-02 23:44:42-03:00,0.0
2020-12-02 23:49:43-03:00,0.0
2020-12-02 23:54:43-03:00,0.0
2020-12-02 23:59:43-03:00,0.0
2020-12-02 23:59:58-03:00,1.0
2020-12-03 00:04:43-03:00,1.0
2020-12-03 00:09:44-03:00,1.0
2020-12-03 00:14:44-03:00,1.0
2020-12-03 00:19:44-03:00,1.0
2020-12-03 00:24:45-03:00,1.0
2020-12-03 00:29:45-03:00,1.0
2020-12-03 00:34:45-03:00,1.0
2020-12-03 00:39:46-03:00,1.0
2020-12-03 00:44:46-03:00,1.0
2020-12-03 00:45:00-03:00,0.0
2020-12-03 00:49:46-03:00,0.0
2020-12-03 00:54:47-03:00,0.0
2020-12-03 00:59:47-03:00,0.0
2020-12-03 01:04:47-03:00,0.0
2020-12-03 01:09:48-03:00,0.0
2020-12-03 01:14:48-03:00,0.0
2020-12-03 01:19:48-03:00,0.0
2020-12-03 01:24:48-03:00,0.0
2020-12-03 01:29:49-03:00,0.0
2020-12-03 01:34:49-03:00,0.0
2020-12-03 01:39:49-03:00,0.0
2020-12-03 01:44:50-03:00,0.0
2020-12-03 01:49:50-03:00,0.0
2020-12-03 01:54:50-03:00,0.0
