date,APR El Gredal >> Estanques >> Caudal Entrada Estanque(18246)
2020-12-01 03:39:13-03:00,0.0
2020-12-01 03:44:14-03:00,0.0
2020-12-01 03:49:14-03:00,0.0
2020-12-01 03:54:14-03:00,0.0
2020-12-01 03:59:14-03:00,0.0
2020-12-01 04:04:15-03:00,0.0
2020-12-01 04:09:15-03:00,0.0
2020-12-01 04:14:15-03:00,0.0
2020-12-01 04:19:16-03:00,0.0
2020-12-01 04:24:16-03:00,0.0
2020-12-01 04:29:16-03:00,0.0
2020-12-01 04:34:17-03:00,0.0
2020-12-01 04:39:17-03:00,0.0
2020-12-01 04:44:17-03:00,0.0
2020-12-01 04:49:18-03:00,0.0
2020-12-01 04:54:18-03:00,0.0
2020-12-01 04:59:18-03:00,0.0
2020-12-01 05:04:19-03:00,0.0
2020-12-01 05:09:19-03:00,0.0
2020-12-01 05:14:19-03:00,0.0
2020-12-01 05:19:19-03:00,0.0
2020-12-01 05:24:20-03:00,0.0
2020-12-01 05:29:20-03:00,0.0
2020-12-01 05:34:20-03:00,0.0
2020-12-01 05:39:21-03:00,0.0
2020-12-01 05:44:21-03:00,0.0
2020-12-01 05:49:21-03:00,0.0
2020-12-01 05:54:22-03:00,0.0
2020-12-01 05:59:22-03:00,0.0
2020-12-01 06:04:22-03:00,0.0
2020-12-01 06:09:23-03:00,0.0
2020-12-01 06:14:24-03:00,0.0
2020-12-01 06:19:23-03:00,0.0
2020-12-01 06:24:24-03:00,0.0
2020-12-01 06:29:24-03:00,0.0
2020-12-01 06:34:24-03:00,0.0
2020-12-01 06:39:24-03:00,0.0
2020-12-01 06:44:25-03:00,0.0
2020-12-01 06:49:25-03:00,0.0
2020-12-01 06:54:25-03:00,0.0
2020-12-01 06:59:26-03:00,0.0
2020-12-01 07:04:26-03:00,0.0
2020-12-01 07:09:25-03:00,0.0
2020-12-01 07:14:26-03:00,0.0
2020-12-01 07:19:26-03:00,0.0
2020-12-01 07:24:26-03:00,0.0
2020-12-01 07:29:27-03:00,0.0
2020-12-01 07:34:27-03:00,0.0
2020-12-01 07:39:27-03:00,0.0
2020-12-01 07:44:28-03:00,0.0
2020-12-01 07:49:28-03:00,0.0
2020-12-01 07:54:28-03:00,0.0
2020-12-01 07:59:28-03:00,0.0
2020-12-01 08:04:30-03:00,0.0
2020-12-01 08:09:31-03:00,0.0
2020-12-01 08:14:31-03:00,0.0
2020-12-01 08:19:31-03:00,0.0
2020-12-01 08:24:31-03:00,0.0
2020-12-01 08:29:32-03:00,0.0
2020-12-01 08:34:32-03:00,0.0
2020-12-01 08:39:32-03:00,0.0
2020-12-01 08:44:32-03:00,0.0
2020-12-01 08:49:33-03:00,0.0
2020-12-01 08:54:33-03:00,0.0
2020-12-01 08:59:33-03:00,0.0
2020-12-01 09:04:34-03:00,0.0
2020-12-01 09:09:34-03:00,0.0
2020-12-01 09:14:34-03:00,0.0
2020-12-01 09:19:35-03:00,0.0
2020-12-01 09:24:35-03:00,0.0
2020-12-01 09:29:35-03:00,0.0
2020-12-01 09:34:36-03:00,0.0
2020-12-01 09:39:36-03:00,0.0
2020-12-01 09:44:36-03:00,0.0
2020-12-01 09:49:36-03:00,0.0
2020-12-01 09:54:37-03:00,0.0
2020-12-01 09:59:37-03:00,0.0
2020-12-01 10:04:41-03:00,0.0
2020-12-01 10:09:38-03:00,0.0
2020-12-01 10:14:39-03:00,0.0
2020-12-01 10:19:39-03:00,0.0
2020-12-01 10:24:39-03:00,0.0
2020-12-01 10:29:39-03:00,0.0
2020-12-01 10:34:40-03:00,0.0
2020-12-01 10:39:40-03:00,0.0
2020-12-01 10:44:40-03:00,0.0
2020-12-01 10:49:41-03:00,0.0
2020-12-01 10:54:41-03:00,0.0
2020-12-01 10:59:41-03:00,0.0
2020-12-01 11:04:42-03:00,0.0
2020-12-01 11:09:42-03:00,0.0
2020-12-01 11:14:42-03:00,0.0
2020-12-01 11:19:42-03:00,0.0
2020-12-01 11:24:43-03:00,0.0
2020-12-01 11:29:43-03:00,0.0
2020-12-01 11:34:43-03:00,0.0
2020-12-01 11:39:44-03:00,0.0
2020-12-01 11:44:44-03:00,0.0
2020-12-01 11:49:44-03:00,0.0
2020-12-01 11:54:45-03:00,0.0
2020-12-01 11:59:45-03:00,0.0
2020-12-01 12:04:45-03:00,0.0
2020-12-01 12:09:46-03:00,0.0
2020-12-01 12:14:46-03:00,0.0
2020-12-01 12:19:46-03:00,0.0
2020-12-01 12:24:47-03:00,0.0
2020-12-01 12:29:47-03:00,0.0
2020-12-01 12:34:47-03:00,0.0
2020-12-01 12:39:48-03:00,0.0
2020-12-01 12:44:48-03:00,0.0
2020-12-01 12:49:48-03:00,0.0
2020-12-01 12:54:49-03:00,0.0
2020-12-01 12:59:49-03:00,0.0
2020-12-01 13:04:49-03:00,0.0
2020-12-01 13:09:49-03:00,0.0
2020-12-01 13:14:50-03:00,0.0
2020-12-01 13:19:50-03:00,0.0
2020-12-01 13:24:50-03:00,0.0
2020-12-01 13:29:51-03:00,0.0
2020-12-01 13:34:51-03:00,0.0
2020-12-01 13:39:51-03:00,0.0
2020-12-01 13:44:52-03:00,0.0
2020-12-01 13:49:52-03:00,0.0
2020-12-01 13:54:52-03:00,0.0
2020-12-01 13:59:53-03:00,0.0
2020-12-01 14:04:53-03:00,0.0
2020-12-01 14:09:53-03:00,0.0
2020-12-01 14:14:54-03:00,0.0
2020-12-01 14:19:54-03:00,0.0
2020-12-01 14:24:54-03:00,0.0
2020-12-01 14:29:55-03:00,0.0
2020-12-01 14:34:55-03:00,0.0
2020-12-01 14:39:55-03:00,0.0
2020-12-01 14:44:56-03:00,0.0
2020-12-01 14:49:56-03:00,0.0
2020-12-01 14:54:56-03:00,0.0
2020-12-01 14:59:57-03:00,0.0
2020-12-01 15:04:57-03:00,0.0
2020-12-01 15:09:57-03:00,0.0
2020-12-01 15:14:57-03:00,0.0
2020-12-01 15:19:58-03:00,0.0
2020-12-01 15:24:58-03:00,0.0
2020-12-01 15:29:58-03:00,0.0
2020-12-01 15:34:59-03:00,0.0
2020-12-01 15:39:59-03:00,0.0
2020-12-01 15:44:59-03:00,0.0
2020-12-01 15:50:00-03:00,0.0
2020-12-01 15:55:00-03:00,0.0
2020-12-01 16:00:00-03:00,0.0
2020-12-01 16:05:01-03:00,0.0
2020-12-01 16:10:01-03:00,0.0
2020-12-01 16:15:01-03:00,0.0
2020-12-01 16:20:02-03:00,0.0
2020-12-01 16:25:02-03:00,0.0
2020-12-01 16:30:02-03:00,0.0
2020-12-01 16:35:03-03:00,0.0
2020-12-01 16:40:03-03:00,0.0
2020-12-01 16:45:03-03:00,0.0
2020-12-01 16:50:03-03:00,0.0
2020-12-01 16:55:04-03:00,0.0
2020-12-01 17:00:04-03:00,0.0
2020-12-01 17:05:04-03:00,0.0
2020-12-01 17:10:05-03:00,0.0
2020-12-01 17:15:05-03:00,0.0
2020-12-01 17:20:05-03:00,0.0
2020-12-01 17:25:06-03:00,0.0
2020-12-01 17:30:06-03:00,0.0
2020-12-01 17:35:06-03:00,0.0
2020-12-01 17:40:07-03:00,0.0
2020-12-01 17:45:07-03:00,0.0
2020-12-01 17:50:07-03:00,0.0
2020-12-01 17:55:08-03:00,0.0
2020-12-01 18:00:08-03:00,0.0
2020-12-01 18:05:08-03:00,0.0
2020-12-01 18:10:09-03:00,0.0
2020-12-01 18:15:09-03:00,0.0
2020-12-01 18:20:09-03:00,0.0
2020-12-01 18:25:09-03:00,0.0
2020-12-01 18:30:10-03:00,0.0
2020-12-01 18:35:10-03:00,0.0
2020-12-01 18:40:10-03:00,0.0
2020-12-01 18:45:11-03:00,0.0
2020-12-01 18:50:11-03:00,0.0
2020-12-01 18:55:11-03:00,0.0
2020-12-01 19:00:12-03:00,0.0
2020-12-01 19:05:12-03:00,0.0
2020-12-01 19:10:12-03:00,0.0
2020-12-01 19:15:13-03:00,0.0
2020-12-01 19:20:13-03:00,0.0
2020-12-01 19:25:13-03:00,0.0
2020-12-01 19:30:13-03:00,0.0
2020-12-01 19:35:14-03:00,0.0
2020-12-01 19:40:14-03:00,0.0
2020-12-01 19:45:14-03:00,0.0
2020-12-01 19:50:15-03:00,0.0
2020-12-01 19:55:15-03:00,0.0
2020-12-01 20:00:15-03:00,0.0
2020-12-01 20:05:16-03:00,0.0
2020-12-01 20:10:17-03:00,0.0
2020-12-01 20:15:17-03:00,0.0
2020-12-01 20:20:17-03:00,0.0
2020-12-01 20:25:17-03:00,0.0
2020-12-01 20:30:18-03:00,0.0
2020-12-01 20:35:18-03:00,0.0
2020-12-01 20:40:18-03:00,0.0
2020-12-01 20:45:19-03:00,0.0
2020-12-01 20:50:19-03:00,0.0
2020-12-01 20:55:19-03:00,0.0
2020-12-01 21:00:20-03:00,0.0
2020-12-01 21:05:20-03:00,0.0
2020-12-01 21:10:20-03:00,0.0
2020-12-01 21:15:21-03:00,0.0
2020-12-01 21:20:21-03:00,0.0
2020-12-01 21:25:21-03:00,0.0
2020-12-01 21:30:22-03:00,0.0
2020-12-01 21:35:22-03:00,0.0
2020-12-01 21:40:22-03:00,0.0
2020-12-01 21:45:22-03:00,0.0
2020-12-01 21:50:23-03:00,0.0
2020-12-01 21:55:23-03:00,0.0
2020-12-01 22:00:23-03:00,0.0
2020-12-01 22:05:24-03:00,0.0
2020-12-01 22:10:24-03:00,0.0
2020-12-01 22:15:25-03:00,0.0
2020-12-01 22:20:25-03:00,0.0
2020-12-01 22:25:25-03:00,0.0
2020-12-01 22:30:25-03:00,0.0
2020-12-01 22:35:26-03:00,0.0
2020-12-01 22:40:26-03:00,0.0
2020-12-01 22:45:26-03:00,0.0
2020-12-01 22:50:27-03:00,0.0
2020-12-01 22:55:27-03:00,0.0
2020-12-01 23:00:27-03:00,0.0
2020-12-01 23:05:28-03:00,0.0
2020-12-01 23:10:28-03:00,0.0
2020-12-01 23:15:28-03:00,0.0
2020-12-01 23:20:28-03:00,0.0
2020-12-01 23:25:29-03:00,0.0
2020-12-01 23:30:29-03:00,0.0
2020-12-01 23:35:29-03:00,0.0
2020-12-01 23:40:30-03:00,0.0
2020-12-01 23:45:30-03:00,2.17
2020-12-01 23:50:30-03:00,2.08
2020-12-01 23:55:31-03:00,2.08
2020-12-02 00:00:31-03:00,2.22
2020-12-02 00:05:32-03:00,2.17
2020-12-02 00:10:32-03:00,2.17
2020-12-02 00:15:33-03:00,2.17
2020-12-02 00:20:33-03:00,0.0
2020-12-02 00:25:33-03:00,0.0
2020-12-02 00:30:34-03:00,0.0
2020-12-02 00:35:34-03:00,0.0
2020-12-02 00:40:34-03:00,0.0
2020-12-02 00:45:35-03:00,0.0
2020-12-02 00:50:35-03:00,0.0
2020-12-02 00:55:35-03:00,0.0
2020-12-02 01:00:36-03:00,0.0
2020-12-02 01:05:36-03:00,0.0
2020-12-02 01:10:36-03:00,0.0
2020-12-02 01:15:37-03:00,0.0
2020-12-02 01:20:37-03:00,0.0
2020-12-02 01:25:37-03:00,0.0
2020-12-02 01:30:38-03:00,0.0
2020-12-02 01:35:38-03:00,0.0
2020-12-02 01:40:38-03:00,0.0
2020-12-02 01:45:39-03:00,0.0
2020-12-02 01:50:39-03:00,0.0
2020-12-02 01:55:39-03:00,0.0
2020-12-02 02:00:39-03:00,0.0
2020-12-02 02:05:41-03:00,0.0
2020-12-02 02:10:41-03:00,0.0
2020-12-02 02:15:42-03:00,0.0
2020-12-02 02:20:42-03:00,0.0
2020-12-02 02:25:42-03:00,0.0
2020-12-02 02:30:43-03:00,0.0
2020-12-02 02:35:43-03:00,0.0
2020-12-02 02:40:43-03:00,0.0
2020-12-02 02:45:44-03:00,0.0
2020-12-02 02:50:44-03:00,0.0
2020-12-02 02:55:44-03:00,0.0
2020-12-02 03:00:44-03:00,0.0
2020-12-02 03:05:45-03:00,0.0
2020-12-02 03:10:45-03:00,0.0
2020-12-02 03:15:45-03:00,0.0
2020-12-02 03:20:46-03:00,0.0
2020-12-02 03:25:46-03:00,0.0
2020-12-02 03:30:46-03:00,0.0
2020-12-02 03:35:47-03:00,0.0
2020-12-02 03:40:47-03:00,0.0
2020-12-02 03:45:47-03:00,0.0
2020-12-02 03:50:48-03:00,0.0
2020-12-02 03:55:48-03:00,0.0
2020-12-02 04:00:48-03:00,0.0
2020-12-02 04:05:49-03:00,0.0
2020-12-02 04:10:49-03:00,0.0
2020-12-02 04:15:49-03:00,0.0
2020-12-02 04:20:50-03:00,0.0
2020-12-02 04:25:50-03:00,0.0
2020-12-02 04:30:50-03:00,0.0
2020-12-02 04:35:50-03:00,0.0
2020-12-02 04:40:51-03:00,0.0
2020-12-02 04:45:51-03:00,0.0
2020-12-02 04:50:51-03:00,0.0
2020-12-02 04:55:52-03:00,0.0
2020-12-02 05:00:52-03:00,0.0
2020-12-02 05:05:52-03:00,0.0
2020-12-02 05:10:53-03:00,0.0
2020-12-02 05:15:53-03:00,0.0
2020-12-02 05:20:53-03:00,0.0
2020-12-02 05:25:54-03:00,0.0
2020-12-02 05:30:54-03:00,0.0
2020-12-02 05:35:54-03:00,0.0
2020-12-02 05:40:55-03:00,0.0
2020-12-02 05:45:55-03:00,0.0
2020-12-02 05:50:55-03:00,0.0
2020-12-02 05:55:56-03:00,0.0
2020-12-02 06:00:56-03:00,0.0
2020-12-02 06:05:56-03:00,0.0
2020-12-02 06:10:56-03:00,0.0
2020-12-02 06:15:57-03:00,0.0
2020-12-02 06:20:57-03:00,0.0
2020-12-02 06:25:57-03:00,0.0
2020-12-02 06:30:58-03:00,0.0
2020-12-02 06:35:58-03:00,0.0
2020-12-02 06:40:58-03:00,0.0
2020-12-02 06:45:59-03:00,0.0
2020-12-02 06:50:59-03:00,0.0
2020-12-02 06:55:59-03:00,0.0
2020-12-02 07:01:16-03:00,0.0
2020-12-02 07:05:59-03:00,0.0
2020-12-02 07:10:59-03:00,0.0
2020-12-02 07:16:00-03:00,0.0
2020-12-02 07:21:00-03:00,0.0
2020-12-02 07:26:00-03:00,0.0
2020-12-02 07:31:01-03:00,0.0
2020-12-02 07:36:01-03:00,0.0
2020-12-02 07:41:01-03:00,0.0
2020-12-02 07:46:02-03:00,0.0
2020-12-02 07:51:02-03:00,0.0
2020-12-02 07:56:02-03:00,0.0
2020-12-02 08:01:02-03:00,0.0
2020-12-02 08:06:04-03:00,0.0
2020-12-02 08:11:05-03:00,0.0
2020-12-02 08:16:05-03:00,0.0
2020-12-02 08:21:05-03:00,0.0
2020-12-02 08:26:06-03:00,0.0
2020-12-02 08:31:06-03:00,0.0
2020-12-02 08:36:06-03:00,0.0
2020-12-02 08:41:07-03:00,0.0
2020-12-02 08:46:07-03:00,0.0
2020-12-02 08:51:07-03:00,0.0
2020-12-02 08:56:08-03:00,0.0
2020-12-02 09:01:08-03:00,0.0
2020-12-02 09:06:08-03:00,0.0
2020-12-02 09:11:08-03:00,0.0
2020-12-02 09:16:09-03:00,0.0
2020-12-02 09:21:09-03:00,0.0
2020-12-02 09:26:09-03:00,0.0
2020-12-02 09:31:10-03:00,0.0
2020-12-02 09:36:10-03:00,0.0
2020-12-02 09:41:10-03:00,0.0
2020-12-02 09:46:11-03:00,0.0
2020-12-02 09:51:11-03:00,0.0
2020-12-02 09:56:11-03:00,0.0
2020-12-02 10:01:12-03:00,0.0
2020-12-02 10:06:12-03:00,0.0
2020-12-02 10:11:13-03:00,0.0
2020-12-02 10:16:13-03:00,0.0
2020-12-02 10:21:13-03:00,0.0
2020-12-02 10:26:14-03:00,0.0
2020-12-02 10:31:14-03:00,0.0
2020-12-02 10:36:14-03:00,0.0
2020-12-02 10:41:14-03:00,0.0
2020-12-02 10:46:15-03:00,0.0
2020-12-02 10:51:15-03:00,0.0
2020-12-02 10:56:15-03:00,0.0
2020-12-02 11:01:16-03:00,0.0
2020-12-02 11:06:16-03:00,0.0
2020-12-02 11:11:16-03:00,0.0
2020-12-02 11:16:17-03:00,0.0
2020-12-02 11:21:17-03:00,0.0
2020-12-02 11:26:17-03:00,0.0
2020-12-02 11:31:18-03:00,0.0
2020-12-02 11:36:18-03:00,0.0
2020-12-02 11:41:18-03:00,0.0
2020-12-02 11:46:19-03:00,0.0
2020-12-02 11:51:19-03:00,0.0
2020-12-02 11:56:19-03:00,0.0
2020-12-02 12:01:19-03:00,0.0
2020-12-02 12:06:20-03:00,0.0
2020-12-02 12:11:20-03:00,0.0
2020-12-02 12:16:21-03:00,0.0
2020-12-02 12:21:21-03:00,0.0
2020-12-02 12:26:21-03:00,0.0
2020-12-02 12:31:21-03:00,0.0
2020-12-02 12:36:22-03:00,0.0
2020-12-02 12:41:22-03:00,0.0
2020-12-02 12:46:22-03:00,0.0
2020-12-02 12:51:23-03:00,0.0
2020-12-02 12:56:23-03:00,0.0
2020-12-02 13:01:23-03:00,0.0
2020-12-02 13:06:24-03:00,0.0
2020-12-02 13:11:24-03:00,0.0
2020-12-02 13:16:24-03:00,0.0
2020-12-02 13:21:25-03:00,0.0
2020-12-02 13:26:25-03:00,0.0
2020-12-02 13:31:25-03:00,0.0
2020-12-02 13:36:25-03:00,0.0
2020-12-02 13:41:26-03:00,0.0
2020-12-02 13:46:26-03:00,0.0
2020-12-02 13:51:26-03:00,0.0
2020-12-02 13:56:27-03:00,0.0
2020-12-02 14:01:27-03:00,0.0
2020-12-02 14:06:27-03:00,0.0
2020-12-02 14:11:28-03:00,0.0
2020-12-02 14:16:28-03:00,0.0
2020-12-02 14:21:28-03:00,0.0
2020-12-02 14:26:29-03:00,0.0
2020-12-02 14:31:29-03:00,0.0
2020-12-02 14:36:29-03:00,0.0
2020-12-02 14:41:30-03:00,0.0
2020-12-02 14:46:30-03:00,0.0
2020-12-02 14:51:30-03:00,0.0
2020-12-02 14:56:31-03:00,0.0
2020-12-02 15:01:31-03:00,0.0
2020-12-02 15:06:31-03:00,0.0
2020-12-02 15:11:31-03:00,0.0
2020-12-02 15:16:32-03:00,0.0
2020-12-02 15:21:32-03:00,0.0
2020-12-02 15:26:32-03:00,0.0
2020-12-02 15:31:33-03:00,0.0
2020-12-02 15:36:33-03:00,0.0
2020-12-02 15:41:33-03:00,0.0
2020-12-02 15:46:34-03:00,0.0
2020-12-02 15:51:34-03:00,0.0
2020-12-02 15:56:34-03:00,0.0
2020-12-02 16:01:35-03:00,0.0
2020-12-02 16:06:35-03:00,0.0
2020-12-02 16:11:35-03:00,0.0
2020-12-02 16:16:36-03:00,0.0
2020-12-02 16:21:36-03:00,0.0
2020-12-02 16:26:36-03:00,0.0
2020-12-02 16:31:37-03:00,0.0
2020-12-02 16:36:37-03:00,0.0
2020-12-02 16:41:37-03:00,0.0
2020-12-02 16:46:38-03:00,0.0
2020-12-02 16:51:38-03:00,0.0
2020-12-02 16:56:38-03:00,0.0
2020-12-02 17:01:39-03:00,0.0
2020-12-02 17:06:39-03:00,0.0
2020-12-02 17:11:39-03:00,0.0
2020-12-02 17:16:39-03:00,0.0
2020-12-02 17:21:40-03:00,0.0
2020-12-02 17:26:40-03:00,0.0
2020-12-02 17:31:40-03:00,0.0
2020-12-02 17:36:41-03:00,0.0
2020-12-02 17:41:41-03:00,0.0
2020-12-02 18:29:33-03:00,0.0
2020-12-02 18:34:33-03:00,0.0
2020-12-02 18:39:33-03:00,0.0
2020-12-02 18:44:34-03:00,0.0
2020-12-02 18:49:34-03:00,0.0
2020-12-02 18:54:34-03:00,0.0
2020-12-02 18:59:35-03:00,0.0
2020-12-02 19:04:35-03:00,0.0
2020-12-02 19:09:35-03:00,0.0
2020-12-02 19:14:36-03:00,0.0
2020-12-02 19:19:36-03:00,0.0
2020-12-02 19:24:36-03:00,0.0
2020-12-02 19:29:37-03:00,0.0
2020-12-02 19:34:37-03:00,0.0
2020-12-02 19:39:37-03:00,0.0
2020-12-02 19:44:38-03:00,0.0
2020-12-02 19:49:38-03:00,0.0
2020-12-02 19:54:38-03:00,0.0
2020-12-02 19:59:39-03:00,0.0
2020-12-02 20:04:39-03:00,0.0
2020-12-02 20:09:39-03:00,0.0
2020-12-02 20:14:39-03:00,0.0
2020-12-02 20:19:40-03:00,0.0
2020-12-02 20:24:40-03:00,0.0
2020-12-02 20:29:40-03:00,0.0
2020-12-02 20:34:41-03:00,0.0
2020-12-02 20:39:41-03:00,0.0
2020-12-02 20:44:41-03:00,0.0
2020-12-02 20:49:42-03:00,0.0
2020-12-02 20:54:42-03:00,0.0
2020-12-02 20:59:42-03:00,0.0
2020-12-02 21:04:43-03:00,0.0
2020-12-02 21:09:43-03:00,0.0
2020-12-02 21:14:43-03:00,0.0
2020-12-02 21:19:44-03:00,0.0
2020-12-02 21:24:44-03:00,0.0
2020-12-02 21:29:44-03:00,0.0
2020-12-02 21:34:46-03:00,0.0
2020-12-02 21:39:47-03:00,0.0
2020-12-02 21:44:47-03:00,0.0
2020-12-02 21:49:47-03:00,0.0
2020-12-02 21:54:47-03:00,0.0
2020-12-02 21:59:48-03:00,0.0
2020-12-02 22:04:48-03:00,0.0
2020-12-02 22:09:48-03:00,0.0
2020-12-02 22:14:49-03:00,0.0
2020-12-02 22:19:49-03:00,0.0
2020-12-02 22:24:49-03:00,0.0
2020-12-02 22:29:50-03:00,0.0
2020-12-02 22:34:50-03:00,0.0
2020-12-02 22:39:50-03:00,0.0
2020-12-02 22:44:51-03:00,0.0
2020-12-02 22:49:51-03:00,0.0
2020-12-02 22:54:51-03:00,0.0
2020-12-02 22:59:52-03:00,0.0
2020-12-02 23:04:52-03:00,0.0
2020-12-02 23:09:52-03:00,0.0
2020-12-02 23:14:52-03:00,0.0
2020-12-02 23:19:53-03:00,0.0
2020-12-02 23:24:53-03:00,0.0
2020-12-02 23:29:53-03:00,0.0
2020-12-02 23:34:54-03:00,0.0
2020-12-02 23:39:54-03:00,0.0
2020-12-02 23:44:55-03:00,2.08
2020-12-02 23:49:55-03:00,2.04
2020-12-02 23:54:55-03:00,2.04
2020-12-02 23:59:56-03:00,2.56
2020-12-03 00:04:56-03:00,2.38
2020-12-03 00:09:56-03:00,2.32
2020-12-03 00:14:56-03:00,2.32
2020-12-03 00:19:57-03:00,0.0
2020-12-03 00:24:57-03:00,0.0
2020-12-03 00:29:57-03:00,0.0
2020-12-03 00:34:58-03:00,0.0
2020-12-03 00:39:58-03:00,0.0
2020-12-03 00:44:58-03:00,0.0
2020-12-03 00:49:59-03:00,0.0
2020-12-03 00:54:59-03:00,0.0
2020-12-03 00:59:59-03:00,0.0
2020-12-03 01:05:00-03:00,0.0
2020-12-03 01:10:00-03:00,0.0
2020-12-03 01:15:00-03:00,0.0
2020-12-03 01:20:01-03:00,0.0
2020-12-03 01:25:01-03:00,0.0
2020-12-03 01:30:01-03:00,0.0
2020-12-03 01:35:01-03:00,0.0
2020-12-03 01:40:02-03:00,0.0
2020-12-03 01:45:02-03:00,0.0
2020-12-03 01:50:02-03:00,0.0
2020-12-03 01:55:03-03:00,0.0
2020-12-03 02:00:03-03:00,0.0
2020-12-03 02:05:03-03:00,0.0
2020-12-03 02:10:04-03:00,0.0
2020-12-03 02:15:04-03:00,0.0
2020-12-03 02:20:04-03:00,0.0
2020-12-03 02:25:05-03:00,0.0
2020-12-03 02:30:05-03:00,0.0
2020-12-03 02:35:05-03:00,0.0
2020-12-03 02:40:06-03:00,0.0
2020-12-03 02:45:06-03:00,0.0
2020-12-03 02:50:06-03:00,0.0
2020-12-03 02:55:07-03:00,0.0
2020-12-03 03:00:07-03:00,0.0
2020-12-03 03:05:07-03:00,0.0
2020-12-03 03:10:07-03:00,0.0
2020-12-03 03:15:08-03:00,0.0
2020-12-03 03:20:08-03:00,0.0
2020-12-03 03:25:08-03:00,0.0
2020-12-03 03:30:09-03:00,0.0
2020-12-03 03:35:09-03:00,0.0
2020-12-03 03:40:10-03:00,0.0
2020-12-03 03:45:10-03:00,0.0
2020-12-03 03:50:10-03:00,0.0
2020-12-03 03:55:11-03:00,0.0
2020-12-03 04:00:11-03:00,0.0
2020-12-03 04:05:11-03:00,0.0
2020-12-03 04:10:12-03:00,0.0
2020-12-03 04:15:12-03:00,0.0
2020-12-03 04:20:12-03:00,0.0
2020-12-03 04:25:12-03:00,0.0
2020-12-03 04:30:13-03:00,0.0
2020-12-03 04:35:13-03:00,0.0
2020-12-03 04:40:13-03:00,0.0
2020-12-03 04:45:14-03:00,0.0
2020-12-03 04:50:14-03:00,0.0
2020-12-03 04:55:14-03:00,0.0
