date,APR Los Caleos >> Estanques Acumuladores >> Volumen Salida Bombas Elevadoras(26326),APR Los Caleos >> Pozos y Bombas Elevadoras >> Volumen Pozos(9919)
2020-12-13 17:06:18-03:00,6533.0,
2020-12-13 17:06:37-03:00,,62732.0
2020-12-13 17:11:19-03:00,6533.0,
2020-12-13 17:11:37-03:00,,62733.0
2020-12-13 17:16:19-03:00,6533.0,
2020-12-13 17:16:38-03:00,,62735.0
2020-12-13 17:21:19-03:00,6533.0,
2020-12-13 17:21:38-03:00,,62736.0
2020-12-13 17:26:20-03:00,6533.0,
2020-12-13 17:26:39-03:00,,62737.0
2020-12-13 17:31:20-03:00,6533.0,
2020-12-13 17:31:38-03:00,,62739.0
2020-12-13 17:36:20-03:00,6533.0,
2020-12-13 17:36:39-03:00,,62740.0
2020-12-13 17:41:20-03:00,6533.0,
2020-12-13 17:41:39-03:00,,62740.0
2020-12-13 17:46:21-03:00,6533.0,
2020-12-13 17:46:39-03:00,,62740.0
2020-12-13 17:51:21-03:00,6533.0,
2020-12-13 17:51:40-03:00,,62740.0
2020-12-13 17:56:21-03:00,6533.0,
2020-12-13 17:56:40-03:00,,62740.0
2020-12-13 18:01:22-03:00,6533.0,
2020-12-13 18:01:40-03:00,,62740.0
2020-12-13 18:06:22-03:00,6533.0,
2020-12-13 18:06:41-03:00,,62740.0
2020-12-13 18:11:22-03:00,6533.0,
2020-12-13 18:11:41-03:00,,62740.0
2020-12-13 18:16:23-03:00,6533.0,
2020-12-13 18:16:41-03:00,,62740.0
2020-12-13 18:21:23-03:00,6533.0,
2020-12-13 18:21:41-03:00,,62740.0
2020-12-13 18:26:23-03:00,6533.0,
2020-12-13 18:26:42-03:00,,62740.0
2020-12-13 18:31:24-03:00,6533.0,
2020-12-13 18:31:42-03:00,,62740.0
2020-12-13 18:36:24-03:00,6533.0,
2020-12-13 18:36:42-03:00,,62741.0
2020-12-13 18:41:24-03:00,6533.0,
2020-12-13 18:41:42-03:00,,62743.0
2020-12-13 18:46:25-03:00,6533.0,
2020-12-13 18:46:42-03:00,,62744.0
2020-12-13 18:51:25-03:00,6533.0,
2020-12-13 18:51:43-03:00,,62746.0
2020-12-13 18:56:25-03:00,6533.0,
2020-12-13 18:56:43-03:00,,62747.0
2020-12-13 19:01:26-03:00,6533.0,
2020-12-13 19:01:43-03:00,,62748.0
2020-12-13 19:06:26-03:00,6533.0,
2020-12-13 19:06:44-03:00,,62750.0
2020-12-13 19:11:26-03:00,6533.0,
2020-12-13 19:11:44-03:00,,62751.0
2020-12-13 19:16:26-03:00,6533.0,
2020-12-13 19:16:46-03:00,,62752.0
2020-12-13 19:21:27-03:00,6533.0,
2020-12-13 19:21:46-03:00,,62754.0
2020-12-13 19:26:27-03:00,6533.0,
2020-12-13 19:26:46-03:00,,62755.0
2020-12-13 19:31:27-03:00,6533.0,
2020-12-13 19:31:46-03:00,,62756.0
2020-12-13 19:36:28-03:00,6533.0,
2020-12-13 19:36:46-03:00,,62758.0
2020-12-13 19:41:28-03:00,6533.0,
2020-12-13 19:41:46-03:00,,62759.0
2020-12-13 19:46:28-03:00,6533.0,
2020-12-13 19:46:46-03:00,,62761.0
2020-12-13 19:51:29-03:00,6533.0,
2020-12-13 19:51:47-03:00,,62762.0
2020-12-13 19:56:29-03:00,6533.0,
2020-12-13 19:56:47-03:00,,62763.0
2020-12-13 20:01:29-03:00,6533.0,
2020-12-13 20:01:48-03:00,,62765.0
2020-12-13 20:06:30-03:00,6533.0,
2020-12-13 20:06:49-03:00,,62766.0
2020-12-13 20:11:30-03:00,6533.0,
2020-12-13 20:11:49-03:00,,62767.0
2020-12-13 20:16:30-03:00,6533.0,
2020-12-13 20:16:49-03:00,,62769.0
2020-12-13 20:21:31-03:00,6533.0,
2020-12-13 20:21:50-03:00,,62770.0
2020-12-13 20:26:31-03:00,6533.0,
2020-12-13 20:26:50-03:00,,62771.0
2020-12-13 20:31:32-03:00,6533.0,
2020-12-13 20:31:50-03:00,,62773.0
2020-12-13 20:36:32-03:00,6533.0,
2020-12-13 20:36:51-03:00,,62774.0
2020-12-13 20:41:32-03:00,6533.0,
2020-12-13 20:41:51-03:00,,62775.0
2020-12-13 20:46:33-03:00,6533.0,
2020-12-13 20:46:51-03:00,,62777.0
2020-12-13 20:51:33-03:00,6533.0,
2020-12-13 20:51:51-03:00,,62778.0
2020-12-13 20:56:33-03:00,6533.0,
2020-12-13 20:56:52-03:00,,62779.0
2020-12-13 21:01:33-03:00,6533.0,
2020-12-13 21:01:52-03:00,,62781.0
2020-12-13 21:06:34-03:00,6533.0,
2020-12-13 21:06:52-03:00,,62782.0
2020-12-13 21:11:34-03:00,6533.0,
2020-12-13 21:11:53-03:00,,62783.0
2020-12-13 21:16:34-03:00,6533.0,
2020-12-13 21:16:53-03:00,,62785.0
2020-12-13 21:21:35-03:00,6533.0,
2020-12-13 21:21:53-03:00,,62786.0
2020-12-13 21:26:35-03:00,6533.0,
2020-12-13 21:26:54-03:00,,62787.0
2020-12-13 21:31:41-03:00,6533.0,
2020-12-13 21:31:53-03:00,,62789.0
2020-12-13 21:36:36-03:00,6533.0,
2020-12-13 21:36:54-03:00,,62790.0
2020-12-13 21:41:36-03:00,6533.0,
2020-12-13 21:41:54-03:00,,62791.0
2020-12-13 21:46:36-03:00,6533.0,
2020-12-13 21:46:54-03:00,,62793.0
2020-12-13 21:51:37-03:00,6533.0,
2020-12-13 21:51:54-03:00,,62794.0
2020-12-13 21:56:37-03:00,6533.0,
2020-12-13 21:56:55-03:00,,62795.0
2020-12-13 22:01:37-03:00,6533.0,
2020-12-13 22:01:55-03:00,,62797.0
2020-12-13 22:06:38-03:00,6533.0,
2020-12-13 22:06:55-03:00,,62798.0
2020-12-13 22:11:38-03:00,6533.0,
2020-12-13 22:11:56-03:00,,62800.0
2020-12-13 22:16:38-03:00,6533.0,
2020-12-13 22:16:56-03:00,,62800.0
2020-12-13 22:21:39-03:00,6533.0,
2020-12-13 22:21:56-03:00,,62800.0
2020-12-13 22:26:39-03:00,6533.0,
2020-12-13 22:26:58-03:00,,62800.0
2020-12-13 22:31:40-03:00,6533.0,
2020-12-13 22:31:58-03:00,,62800.0
2020-12-13 22:36:40-03:00,6533.0,
2020-12-13 22:36:58-03:00,,62800.0
2020-12-13 22:41:40-03:00,6533.0,
2020-12-13 22:41:59-03:00,,62800.0
2020-12-13 22:46:40-03:00,6533.0,
2020-12-13 22:46:59-03:00,,62800.0
2020-12-13 22:51:41-03:00,6533.0,
2020-12-13 22:51:59-03:00,,62800.0
2020-12-13 22:56:41-03:00,6533.0,
2020-12-13 22:57:00-03:00,,62800.0
2020-12-13 23:01:41-03:00,6533.0,
2020-12-13 23:02:00-03:00,,62800.0
2020-12-13 23:06:42-03:00,6533.0,
2020-12-13 23:07:00-03:00,,62800.0
2020-12-13 23:11:42-03:00,6533.0,
2020-12-13 23:12:01-03:00,,62801.0
2020-12-13 23:16:42-03:00,6533.0,
2020-12-13 23:17:01-03:00,,62802.0
2020-12-13 23:21:43-03:00,6533.0,
2020-12-13 23:22:01-03:00,,62804.0
2020-12-13 23:26:43-03:00,6533.0,
2020-12-13 23:27:01-03:00,,62805.0
2020-12-13 23:31:43-03:00,6533.0,
2020-12-13 23:32:02-03:00,,62806.0
2020-12-13 23:36:44-03:00,6533.0,
2020-12-13 23:37:03-03:00,,62808.0
2020-12-13 23:41:44-03:00,6533.0,
2020-12-13 23:42:03-03:00,,62809.0
2020-12-13 23:46:44-03:00,6533.0,
2020-12-13 23:47:03-03:00,,62811.0
2020-12-13 23:51:45-03:00,6533.0,
2020-12-13 23:52:03-03:00,,62812.0
2020-12-13 23:56:45-03:00,6533.0,
2020-12-13 23:57:04-03:00,,62813.0
2020-12-14 00:01:45-03:00,6533.0,
2020-12-14 00:02:04-03:00,,62815.0
2020-12-14 00:06:46-03:00,6533.0,
2020-12-14 00:07:04-03:00,,62816.0
2020-12-14 00:11:46-03:00,6533.0,
2020-12-14 00:12:05-03:00,,62817.0
2020-12-14 00:16:46-03:00,6533.0,
2020-12-14 00:17:05-03:00,,62819.0
2020-12-14 00:21:46-03:00,6533.0,
2020-12-14 00:22:05-03:00,,62820.0
2020-12-14 00:26:47-03:00,6533.0,
2020-12-14 00:27:05-03:00,,62821.0
2020-12-14 00:31:48-03:00,6533.0,
2020-12-14 00:32:06-03:00,,62823.0
2020-12-14 00:36:48-03:00,6533.0,
2020-12-14 00:37:06-03:00,,62824.0
2020-12-14 00:41:48-03:00,6533.0,
2020-12-14 00:42:06-03:00,,62825.0
2020-12-14 00:46:49-03:00,6533.0,
2020-12-14 00:47:07-03:00,,62825.0
2020-12-14 00:51:49-03:00,6533.0,
2020-12-14 00:52:07-03:00,,62825.0
2020-12-14 00:56:49-03:00,6533.0,
2020-12-14 00:57:07-03:00,,62825.0
2020-12-14 01:01:50-03:00,6533.0,
2020-12-14 01:02:07-03:00,,62825.0
2020-12-14 01:06:50-03:00,6533.0,
2020-12-14 01:07:08-03:00,,62825.0
2020-12-14 01:11:50-03:00,6533.0,
2020-12-14 01:12:08-03:00,,62825.0
2020-12-14 01:16:51-03:00,6533.0,
2020-12-14 01:17:09-03:00,,62825.0
2020-12-14 01:21:51-03:00,6533.0,
2020-12-14 01:22:09-03:00,,62825.0
2020-12-14 01:26:51-03:00,6533.0,
2020-12-14 01:27:09-03:00,,62825.0
2020-12-14 01:31:52-03:00,6533.0,
2020-12-14 01:32:10-03:00,,62825.0
2020-12-14 01:36:52-03:00,6533.0,
2020-12-14 01:37:10-03:00,,62825.0
2020-12-14 01:41:52-03:00,6533.0,
2020-12-14 01:42:10-03:00,,62825.0
2020-12-14 01:46:53-03:00,6533.0,
2020-12-14 01:47:10-03:00,,62825.0
2020-12-14 01:51:53-03:00,6533.0,
2020-12-14 01:52:11-03:00,,62825.0
2020-12-14 01:56:53-03:00,6533.0,
2020-12-14 01:57:11-03:00,,62826.0
2020-12-14 02:01:53-03:00,6533.0,
2020-12-14 02:02:11-03:00,,62827.0
2020-12-14 02:06:54-03:00,6533.0,
2020-12-14 02:07:12-03:00,,62829.0
2020-12-14 02:11:54-03:00,6533.0,
2020-12-14 02:12:12-03:00,,62830.0
2020-12-14 02:16:54-03:00,6533.0,
2020-12-14 02:17:12-03:00,,62832.0
2020-12-14 02:21:55-03:00,6533.0,
2020-12-14 02:22:12-03:00,,62833.0
2020-12-14 02:26:55-03:00,6533.0,
2020-12-14 02:27:13-03:00,,62834.0
2020-12-14 02:31:56-03:00,6533.0,
2020-12-14 02:32:13-03:00,,62836.0
2020-12-14 02:36:56-03:00,6533.0,
2020-12-14 02:37:13-03:00,,62837.0
2020-12-14 02:41:56-03:00,6533.0,
2020-12-14 02:42:14-03:00,,62838.0
2020-12-14 02:46:57-03:00,6533.0,
2020-12-14 02:47:14-03:00,,62840.0
2020-12-14 02:51:57-03:00,6533.0,
2020-12-14 02:52:14-03:00,,62841.0
2020-12-14 02:56:57-03:00,6533.0,
2020-12-14 02:57:15-03:00,,62842.0
2020-12-14 03:01:58-03:00,6533.0,
2020-12-14 03:02:15-03:00,,62843.0
2020-12-14 03:06:58-03:00,6533.0,
2020-12-14 03:07:15-03:00,,62843.0
2020-12-14 03:11:58-03:00,6533.0,
2020-12-14 03:12:16-03:00,,62843.0
2020-12-14 03:16:59-03:00,6533.0,
2020-12-14 03:17:16-03:00,,62843.0
2020-12-14 03:21:59-03:00,6533.0,
2020-12-14 03:22:16-03:00,,62843.0
2020-12-14 03:26:59-03:00,6533.0,
2020-12-14 03:27:16-03:00,,62843.0
2020-12-14 03:32:00-03:00,6533.0,
2020-12-14 03:32:17-03:00,,62843.0
2020-12-14 03:37:00-03:00,6533.0,
2020-12-14 03:37:17-03:00,,62843.0
2020-12-14 03:42:00-03:00,6533.0,
2020-12-14 03:42:17-03:00,,62843.0
2020-12-14 03:47:00-03:00,6533.0,
2020-12-14 03:47:18-03:00,,62843.0
2020-12-14 03:52:01-03:00,6533.0,
2020-12-14 03:52:18-03:00,,62843.0
2020-12-14 03:57:01-03:00,6533.0,
2020-12-14 03:57:18-03:00,,62843.0
2020-12-14 04:02:01-03:00,6533.0,
2020-12-14 04:02:19-03:00,,62843.0
2020-12-14 04:07:02-03:00,6533.0,
2020-12-14 04:07:19-03:00,,62843.0
2020-12-14 04:12:02-03:00,6533.0,
2020-12-14 04:12:19-03:00,,62843.0
2020-12-14 04:17:02-03:00,6533.0,
2020-12-14 04:17:19-03:00,,62843.0
2020-12-14 04:22:03-03:00,6533.0,
2020-12-14 04:22:20-03:00,,62843.0
2020-12-14 04:27:03-03:00,6533.0,
2020-12-14 04:27:20-03:00,,62844.0
2020-12-14 04:32:03-03:00,6533.0,
2020-12-14 04:32:21-03:00,,62846.0
2020-12-14 04:37:04-03:00,6533.0,
2020-12-14 04:37:21-03:00,,62847.0
2020-12-14 04:42:04-03:00,6533.0,
2020-12-14 04:42:21-03:00,,62849.0
2020-12-14 04:47:04-03:00,6533.0,
2020-12-14 04:47:22-03:00,,62850.0
2020-12-14 04:52:05-03:00,6533.0,
2020-12-14 04:52:22-03:00,,62851.0
2020-12-14 04:57:05-03:00,6533.0,
2020-12-14 04:57:22-03:00,,62853.0
2020-12-14 05:02:05-03:00,6533.0,
2020-12-14 05:02:22-03:00,,62854.0
2020-12-14 05:07:06-03:00,6533.0,
2020-12-14 05:07:23-03:00,,62855.0
2020-12-14 05:12:06-03:00,6533.0,
2020-12-14 05:12:23-03:00,,62857.0
2020-12-14 05:17:06-03:00,6533.0,
2020-12-14 05:17:23-03:00,,62858.0
2020-12-14 05:22:07-03:00,6533.0,
2020-12-14 05:22:24-03:00,,62860.0
2020-12-14 05:27:07-03:00,6533.0,
2020-12-14 05:27:24-03:00,,62861.0
2020-12-14 05:32:07-03:00,6533.0,
2020-12-14 05:32:24-03:00,,62862.0
2020-12-14 05:37:07-03:00,6533.0,
2020-12-14 05:37:25-03:00,,62863.0
2020-12-14 05:42:08-03:00,6533.0,
2020-12-14 05:42:25-03:00,,62863.0
2020-12-14 05:47:08-03:00,6533.0,
2020-12-14 05:47:25-03:00,,62863.0
2020-12-14 05:52:08-03:00,6533.0,
2020-12-14 05:52:26-03:00,,62863.0
2020-12-14 05:57:09-03:00,6533.0,
2020-12-14 05:57:26-03:00,,62863.0
2020-12-14 06:02:09-03:00,6533.0,
2020-12-14 06:02:26-03:00,,62863.0
2020-12-14 06:07:09-03:00,6533.0,
2020-12-14 06:07:27-03:00,,62863.0
2020-12-14 06:12:10-03:00,6533.0,
2020-12-14 06:12:27-03:00,,62863.0
2020-12-14 06:17:10-03:00,6533.0,
2020-12-14 06:17:27-03:00,,62863.0
2020-12-14 06:22:10-03:00,6533.0,
2020-12-14 06:22:27-03:00,,62863.0
2020-12-14 06:27:11-03:00,6533.0,
2020-12-14 06:27:28-03:00,,62863.0
2020-12-14 06:32:11-03:00,6533.0,
2020-12-14 06:32:28-03:00,,62863.0
2020-12-14 06:37:11-03:00,6533.0,
2020-12-14 06:37:28-03:00,,62863.0
2020-12-14 06:42:12-03:00,6533.0,
2020-12-14 06:42:29-03:00,,62863.0
2020-12-14 06:47:12-03:00,6533.0,
2020-12-14 06:47:29-03:00,,62864.0
2020-12-14 06:52:12-03:00,6533.0,
2020-12-14 06:52:29-03:00,,62865.0
2020-12-14 06:57:13-03:00,6533.0,
2020-12-14 06:57:30-03:00,,62867.0
2020-12-14 07:02:13-03:00,6533.0,
2020-12-14 07:02:30-03:00,,62868.0
2020-12-14 07:07:13-03:00,6533.0,
2020-12-14 07:07:30-03:00,,62869.0
2020-12-14 07:12:13-03:00,6533.0,
2020-12-14 07:12:30-03:00,,62871.0
2020-12-14 07:17:14-03:00,6533.0,
2020-12-14 07:17:31-03:00,,62872.0
2020-12-14 07:22:14-03:00,6533.0,
2020-12-14 07:22:31-03:00,,62873.0
2020-12-14 07:27:14-03:00,6533.0,
2020-12-14 07:27:31-03:00,,62875.0
2020-12-14 07:32:15-03:00,6533.0,
2020-12-14 07:32:32-03:00,,62876.0
2020-12-14 07:37:15-03:00,6533.0,
2020-12-14 07:37:32-03:00,,62877.0
2020-12-14 07:42:15-03:00,6533.0,
2020-12-14 07:42:33-03:00,,62879.0
2020-12-14 07:47:16-03:00,6533.0,
2020-12-14 07:47:33-03:00,,62880.0
2020-12-14 07:52:16-03:00,6533.0,
2020-12-14 07:52:33-03:00,,62882.0
2020-12-14 07:57:16-03:00,6533.0,
2020-12-14 07:57:33-03:00,,62883.0
2020-12-14 08:02:17-03:00,6533.0,
2020-12-14 08:02:34-03:00,,62884.0
2020-12-14 08:07:17-03:00,6533.0,
2020-12-14 08:07:34-03:00,,62886.0
2020-12-14 08:12:17-03:00,6533.0,
2020-12-14 08:12:34-03:00,,62887.0
2020-12-14 08:17:18-03:00,6533.0,
2020-12-14 08:17:35-03:00,,62888.0
2020-12-14 08:22:18-03:00,6533.0,
2020-12-14 08:22:35-03:00,,62890.0
2020-12-14 08:27:18-03:00,6533.0,
2020-12-14 08:27:35-03:00,,62891.0
2020-12-14 08:32:19-03:00,6533.0,
2020-12-14 08:32:36-03:00,,62891.0
2020-12-14 08:37:19-03:00,6533.0,
2020-12-14 08:37:36-03:00,,62891.0
2020-12-14 08:42:19-03:00,6533.0,
2020-12-14 08:42:37-03:00,,62891.0
2020-12-14 08:47:19-03:00,6533.0,
2020-12-14 08:47:37-03:00,,62891.0
2020-12-14 08:52:20-03:00,6533.0,
2020-12-14 08:52:37-03:00,,62891.0
2020-12-14 08:57:20-03:00,6533.0,
2020-12-14 08:57:38-03:00,,62891.0
2020-12-14 09:02:20-03:00,6533.0,
2020-12-14 09:02:38-03:00,,62891.0
2020-12-14 09:07:21-03:00,6533.0,
2020-12-14 09:07:38-03:00,,62891.0
2020-12-14 09:12:21-03:00,6533.0,
2020-12-14 09:12:39-03:00,,62891.0
2020-12-14 09:17:21-03:00,6533.0,
2020-12-14 09:17:39-03:00,,62892.0
2020-12-14 09:22:22-03:00,6533.0,
2020-12-14 09:22:39-03:00,,62893.0
2020-12-14 09:27:22-03:00,6533.0,
2020-12-14 09:27:39-03:00,,62895.0
2020-12-14 09:32:22-03:00,6533.0,
2020-12-14 09:32:40-03:00,,62896.0
2020-12-14 09:37:23-03:00,6533.0,
2020-12-14 09:37:40-03:00,,62898.0
2020-12-14 09:42:23-03:00,6533.0,
2020-12-14 09:42:40-03:00,,62899.0
2020-12-14 09:47:23-03:00,6533.0,
2020-12-14 09:47:41-03:00,,62900.0
2020-12-14 09:52:24-03:00,6533.0,
2020-12-14 09:52:41-03:00,,62902.0
2020-12-14 09:57:24-03:00,6533.0,
2020-12-14 09:57:41-03:00,,62903.0
2020-12-14 10:02:24-03:00,6535.0,
2020-12-14 10:02:42-03:00,,62904.0
2020-12-14 10:07:25-03:00,6537.0,
2020-12-14 10:07:42-03:00,,62906.0
2020-12-14 10:12:25-03:00,6539.0,
2020-12-14 10:12:42-03:00,,62907.0
2020-12-14 10:17:25-03:00,6540.0,
2020-12-14 10:17:42-03:00,,62908.0
2020-12-14 10:22:25-03:00,6540.0,
2020-12-14 10:22:43-03:00,,62909.0
2020-12-14 10:27:26-03:00,6540.0,
2020-12-14 10:27:43-03:00,,62909.0
2020-12-14 10:32:26-03:00,6540.0,
2020-12-14 10:32:43-03:00,,62909.0
2020-12-14 10:37:26-03:00,6540.0,
2020-12-14 10:37:44-03:00,,62909.0
2020-12-14 10:42:27-03:00,6540.0,
2020-12-14 10:42:44-03:00,,62909.0
2020-12-14 10:47:27-03:00,6540.0,
2020-12-14 10:47:44-03:00,,62909.0
2020-12-14 10:52:27-03:00,6540.0,
2020-12-14 10:52:45-03:00,,62909.0
2020-12-14 10:57:28-03:00,6540.0,
2020-12-14 10:57:45-03:00,,62909.0
2020-12-14 11:02:28-03:00,6540.0,
2020-12-14 11:02:45-03:00,,62909.0
2020-12-14 11:07:28-03:00,6540.0,
2020-12-14 11:07:46-03:00,,62910.0
2020-12-14 11:12:29-03:00,6541.0,
2020-12-14 11:12:46-03:00,,62911.0
2020-12-14 11:17:29-03:00,6543.0,
2020-12-14 11:17:46-03:00,,62913.0
2020-12-14 11:22:29-03:00,6545.0,
2020-12-14 11:22:47-03:00,,62914.0
2020-12-14 11:27:30-03:00,6547.0,
2020-12-14 11:27:47-03:00,,62915.0
2020-12-14 11:32:30-03:00,6549.0,
2020-12-14 11:32:47-03:00,,62915.0
2020-12-14 11:37:30-03:00,6551.0,
2020-12-14 11:37:47-03:00,,62916.0
2020-12-14 11:42:30-03:00,6552.0,
2020-12-14 11:42:48-03:00,,62916.0
2020-12-14 11:47:31-03:00,6553.0,
2020-12-14 11:47:48-03:00,,62916.0
2020-12-14 11:52:31-03:00,6553.0,
2020-12-14 11:52:48-03:00,,62916.0
2020-12-14 11:57:31-03:00,6553.0,
2020-12-14 11:57:49-03:00,,62916.0
2020-12-14 12:02:32-03:00,6553.0,
2020-12-14 12:02:49-03:00,,62916.0
2020-12-14 12:07:32-03:00,6553.0,
2020-12-14 12:07:49-03:00,,62916.0
2020-12-14 12:12:32-03:00,6553.0,
2020-12-14 12:12:50-03:00,,62916.0
2020-12-14 12:17:33-03:00,6553.0,
2020-12-14 12:17:50-03:00,,62916.0
2020-12-14 12:22:33-03:00,6553.0,
2020-12-14 12:22:50-03:00,,62916.0
2020-12-14 12:27:33-03:00,6553.0,
2020-12-14 12:27:51-03:00,,62916.0
2020-12-14 12:32:34-03:00,6553.0,
2020-12-14 12:32:51-03:00,,62918.0
2020-12-14 12:37:34-03:00,6554.0,
2020-12-14 12:37:51-03:00,,62919.0
2020-12-14 12:42:34-03:00,6556.0,
2020-12-14 12:42:52-03:00,,62920.0
2020-12-14 12:47:35-03:00,6558.0,
2020-12-14 12:47:52-03:00,,62922.0
2020-12-14 12:52:35-03:00,6560.0,
2020-12-14 12:52:52-03:00,,62923.0
2020-12-14 12:57:35-03:00,6562.0,
2020-12-14 12:57:52-03:00,,62924.0
2020-12-14 13:02:36-03:00,6562.0,
2020-12-14 13:02:53-03:00,,62924.0
2020-12-14 13:07:36-03:00,6562.0,
2020-12-14 13:07:53-03:00,,62924.0
2020-12-14 13:12:36-03:00,6562.0,
2020-12-14 13:12:53-03:00,,62924.0
2020-12-14 13:17:37-03:00,6562.0,
2020-12-14 13:17:54-03:00,,62924.0
2020-12-14 13:22:37-03:00,6562.0,
2020-12-14 13:22:54-03:00,,62924.0
2020-12-14 13:27:37-03:00,6562.0,
2020-12-14 13:27:54-03:00,,62924.0
2020-12-14 13:32:38-03:00,6562.0,
2020-12-14 13:32:55-03:00,,62924.0
2020-12-14 13:37:38-03:00,6562.0,
2020-12-14 13:37:55-03:00,,62924.0
2020-12-14 13:42:38-03:00,6562.0,
2020-12-14 13:42:55-03:00,,62924.0
2020-12-14 13:47:38-03:00,6562.0,
2020-12-14 13:47:55-03:00,,62924.0
2020-12-14 13:52:39-03:00,6562.0,
2020-12-14 13:52:56-03:00,,62924.0
2020-12-14 13:57:39-03:00,6562.0,
2020-12-14 13:57:56-03:00,,62925.0
2020-12-14 14:02:39-03:00,6564.0,
2020-12-14 14:02:56-03:00,,62926.0
2020-12-14 14:07:40-03:00,6566.0,
2020-12-14 14:07:57-03:00,,62928.0
2020-12-14 14:12:40-03:00,6568.0,
2020-12-14 14:12:57-03:00,,62929.0
2020-12-14 14:17:40-03:00,6570.0,
2020-12-14 14:17:57-03:00,,62931.0
2020-12-14 14:22:41-03:00,6572.0,
2020-12-14 14:22:58-03:00,,62931.0
2020-12-14 14:27:41-03:00,6572.0,
2020-12-14 14:27:58-03:00,,62931.0
2020-12-14 14:32:41-03:00,6572.0,
2020-12-14 14:32:58-03:00,,62931.0
2020-12-14 14:37:42-03:00,6572.0,
2020-12-14 14:37:59-03:00,,62931.0
2020-12-14 14:42:42-03:00,6572.0,
2020-12-14 14:42:59-03:00,,62931.0
2020-12-14 14:47:42-03:00,6572.0,
2020-12-14 14:47:59-03:00,,62931.0
2020-12-14 14:52:43-03:00,6572.0,
2020-12-14 14:53:00-03:00,,62931.0
2020-12-14 14:57:43-03:00,6572.0,
2020-12-14 14:58:00-03:00,,62931.0
2020-12-14 15:02:43-03:00,6572.0,
2020-12-14 15:03:00-03:00,,62931.0
2020-12-14 15:07:43-03:00,6572.0,
2020-12-14 15:08:00-03:00,,62931.0
2020-12-14 15:12:44-03:00,6572.0,
2020-12-14 15:13:01-03:00,,62931.0
2020-12-14 15:17:44-03:00,6572.0,
2020-12-14 15:18:01-03:00,,62931.0
2020-12-14 15:22:44-03:00,6572.0,
2020-12-14 15:23:01-03:00,,62931.0
2020-12-14 15:27:45-03:00,6572.0,
2020-12-14 15:28:02-03:00,,62932.0
2020-12-14 15:32:45-03:00,6573.0,
2020-12-14 15:33:02-03:00,,62934.0
2020-12-14 15:37:45-03:00,6575.0,
2020-12-14 15:38:02-03:00,,62935.0
2020-12-14 15:42:46-03:00,6577.0,
2020-12-14 15:43:03-03:00,,62936.0
2020-12-14 15:47:46-03:00,6579.0,
2020-12-14 15:48:03-03:00,,62938.0
2020-12-14 15:52:46-03:00,6581.0,
2020-12-14 15:53:03-03:00,,62938.0
2020-12-14 15:55:50-03:00,,62938.0
2020-12-14 15:56:08-03:00,,62938.0
2020-12-14 15:57:47-03:00,6582.0,
2020-12-14 16:01:08-03:00,,62938.0
2020-12-14 16:02:47-03:00,6582.0,
2020-12-14 16:06:09-03:00,,62938.0
2020-12-14 16:07:47-03:00,6582.0,
2020-12-14 16:11:09-03:00,,62938.0
2020-12-14 16:12:48-03:00,6582.0,
2020-12-14 16:16:09-03:00,,62938.0
2020-12-14 16:17:48-03:00,6582.0,
2020-12-14 16:21:10-03:00,,62938.0
2020-12-14 16:22:48-03:00,6582.0,
2020-12-14 16:26:10-03:00,,62938.0
2020-12-14 16:27:49-03:00,6582.0,
2020-12-14 16:31:10-03:00,,62938.0
2020-12-14 16:32:49-03:00,6582.0,
2020-12-14 16:36:11-03:00,,62938.0
2020-12-14 16:37:49-03:00,6582.0,
2020-12-14 16:41:11-03:00,,62938.0
2020-12-14 16:42:49-03:00,6582.0,
2020-12-14 16:46:11-03:00,,62938.0
2020-12-14 16:47:50-03:00,6582.0,
2020-12-14 16:51:11-03:00,,62938.0
2020-12-14 16:52:50-03:00,6582.0,
2020-12-14 16:56:12-03:00,,62938.0
2020-12-14 16:57:50-03:00,6582.0,
2020-12-14 17:01:12-03:00,,62938.0
2020-12-14 17:02:51-03:00,6583.0,
2020-12-14 17:06:12-03:00,,62938.0
2020-12-14 17:07:51-03:00,6585.0,
2020-12-14 17:11:13-03:00,,62938.0
2020-12-14 17:12:51-03:00,6587.0,
2020-12-14 17:16:13-03:00,,62938.0
2020-12-14 17:17:52-03:00,6589.0,
2020-12-14 17:21:13-03:00,,62938.0
2020-12-14 17:22:52-03:00,6591.0,
2020-12-14 17:26:14-03:00,,62938.0
2020-12-14 17:27:52-03:00,6593.0,
2020-12-14 17:31:15-03:00,,62938.0
2020-12-14 17:32:53-03:00,6595.0,
2020-12-14 17:36:15-03:00,,62938.0
2020-12-14 17:37:53-03:00,6597.0,
2020-12-14 17:41:15-03:00,,62938.0
2020-12-14 17:42:53-03:00,6599.0,
2020-12-14 17:46:15-03:00,,62938.0
2020-12-14 17:47:54-03:00,6601.0,
2020-12-14 17:51:16-03:00,,62938.0
2020-12-14 17:52:54-03:00,6602.0,
2020-12-14 17:56:16-03:00,,62938.0
2020-12-14 17:57:54-03:00,6602.0,
2020-12-14 18:01:16-03:00,,62938.0
2020-12-14 18:02:55-03:00,6602.0,
2020-12-14 18:06:17-03:00,,62938.0
2020-12-14 18:07:55-03:00,6602.0,
2020-12-14 18:11:17-03:00,,62938.0
2020-12-14 18:12:55-03:00,6602.0,
