date,APR Los Caleos >> Estanques Acumuladores >> Volumen Salida Bombas Elevadoras(26326),APR Los Caleos >> Pozos y Bombas Elevadoras >> Volumen Pozos(9919)
2020-12-09 16:03:29-03:00,,62066.0
2020-12-09 16:05:04-03:00,6194.0,
2020-12-09 16:08:29-03:00,,62066.0
2020-12-09 16:10:04-03:00,6196.0,
2020-12-09 16:13:30-03:00,,62066.0
2020-12-09 16:15:05-03:00,6198.0,
2020-12-09 16:18:30-03:00,,62066.0
2020-12-09 16:20:05-03:00,6200.0,
2020-12-09 16:23:31-03:00,,62066.0
2020-12-09 16:25:05-03:00,6202.0,
2020-12-09 16:28:31-03:00,,62066.0
2020-12-09 16:30:06-03:00,6203.0,
2020-12-09 16:33:31-03:00,,62066.0
2020-12-09 16:35:06-03:00,6203.0,
2020-12-09 16:38:31-03:00,,62066.0
2020-12-09 16:40:06-03:00,6203.0,
2020-12-09 16:43:31-03:00,,62066.0
2020-12-09 16:45:07-03:00,6203.0,
2020-12-09 16:48:32-03:00,,62066.0
2020-12-09 16:50:07-03:00,6203.0,
2020-12-09 16:53:32-03:00,,62066.0
2020-12-09 16:55:07-03:00,6203.0,
2020-12-09 16:58:32-03:00,,62066.0
2020-12-09 17:00:07-03:00,6203.0,
2020-12-09 17:03:32-03:00,,62066.0
2020-12-09 17:05:08-03:00,6203.0,
2020-12-09 17:08:33-03:00,,62066.0
2020-12-09 17:10:08-03:00,6203.0,
2020-12-09 17:13:33-03:00,,62066.0
2020-12-09 17:15:08-03:00,6203.0,
2020-12-09 17:18:33-03:00,,62066.0
2020-12-09 17:20:09-03:00,6204.0,
2020-12-09 17:23:34-03:00,,62066.0
2020-12-09 17:25:09-03:00,6206.0,
2020-12-09 17:28:34-03:00,,62066.0
2020-12-09 17:30:09-03:00,6208.0,
2020-12-09 17:33:34-03:00,,62066.0
2020-12-09 17:35:09-03:00,6210.0,
2020-12-09 17:38:34-03:00,,62066.0
2020-12-09 17:40:09-03:00,6212.0,
2020-12-09 17:43:34-03:00,,62066.0
2020-12-09 17:45:10-03:00,6214.0,
2020-12-09 17:48:35-03:00,,62066.0
2020-12-09 17:50:10-03:00,6215.0,
2020-12-09 17:53:35-03:00,,62066.0
2020-12-09 17:55:10-03:00,6215.0,
2020-12-09 17:58:35-03:00,,62066.0
2020-12-09 18:00:10-03:00,6215.0,
2020-12-09 18:03:37-03:00,,62066.0
2020-12-09 18:05:11-03:00,6215.0,
2020-12-09 18:08:37-03:00,,62066.0
2020-12-09 18:10:11-03:00,6215.0,
2020-12-09 18:13:37-03:00,,62066.0
2020-12-09 18:15:11-03:00,6215.0,
2020-12-09 18:18:38-03:00,,62066.0
2020-12-09 18:20:12-03:00,6215.0,
2020-12-09 18:23:38-03:00,,62066.0
2020-12-09 18:25:13-03:00,6215.0,
2020-12-09 18:28:38-03:00,,62066.0
2020-12-09 18:30:13-03:00,6215.0,
2020-12-09 18:33:38-03:00,,62066.0
2020-12-09 18:35:13-03:00,6215.0,
2020-12-09 18:38:39-03:00,,62066.0
2020-12-09 18:40:14-03:00,6215.0,
2020-12-09 18:43:39-03:00,,62066.0
2020-12-09 18:45:14-03:00,6215.0,
2020-12-09 18:48:39-03:00,,62066.0
2020-12-09 18:50:14-03:00,6215.0,
2020-12-09 18:53:39-03:00,,62067.0
2020-12-09 18:55:15-03:00,6215.0,
2020-12-09 18:58:40-03:00,,62068.0
2020-12-09 19:00:15-03:00,6215.0,
2020-12-09 19:03:40-03:00,,62070.0
2020-12-09 19:05:15-03:00,6215.0,
2020-12-09 19:08:40-03:00,,62071.0
2020-12-09 19:10:16-03:00,6215.0,
2020-12-09 19:13:41-03:00,,62073.0
2020-12-09 19:15:16-03:00,6215.0,
2020-12-09 19:18:41-03:00,,62074.0
2020-12-09 19:20:16-03:00,6215.0,
2020-12-09 19:23:41-03:00,,62075.0
2020-12-09 19:25:17-03:00,6215.0,
2020-12-09 19:28:42-03:00,,62077.0
2020-12-09 19:30:17-03:00,6215.0,
2020-12-09 19:33:43-03:00,,62078.0
2020-12-09 19:35:17-03:00,6215.0,
2020-12-09 19:38:43-03:00,,62080.0
2020-12-09 19:40:18-03:00,6215.0,
2020-12-09 19:43:43-03:00,,62081.0
2020-12-09 19:45:18-03:00,6215.0,
2020-12-09 19:48:43-03:00,,62082.0
2020-12-09 19:50:18-03:00,6215.0,
2020-12-09 19:53:44-03:00,,62084.0
2020-12-09 19:55:18-03:00,6215.0,
2020-12-09 19:58:44-03:00,,62085.0
2020-12-09 20:00:19-03:00,6215.0,
2020-12-09 20:03:44-03:00,,62087.0
2020-12-09 20:05:19-03:00,6215.0,
2020-12-09 20:08:45-03:00,,62088.0
2020-12-09 20:10:19-03:00,6215.0,
2020-12-09 20:13:45-03:00,,62089.0
2020-12-09 20:15:20-03:00,6215.0,
2020-12-09 20:18:45-03:00,,62091.0
2020-12-09 20:20:20-03:00,6215.0,
2020-12-09 20:23:45-03:00,,62092.0
2020-12-09 20:25:20-03:00,6215.0,
2020-12-09 20:28:46-03:00,,62093.0
2020-12-09 20:30:22-03:00,6215.0,
2020-12-09 20:33:47-03:00,,62095.0
2020-12-09 20:35:22-03:00,6215.0,
2020-12-09 20:38:47-03:00,,62096.0
2020-12-09 20:40:22-03:00,6215.0,
2020-12-09 20:43:48-03:00,,62097.0
2020-12-09 20:45:23-03:00,6215.0,
2020-12-09 20:48:48-03:00,,62099.0
2020-12-09 20:50:23-03:00,6215.0,
2020-12-09 20:53:48-03:00,,62100.0
2020-12-09 20:55:23-03:00,6215.0,
2020-12-09 20:58:48-03:00,,62102.0
2020-12-09 21:00:24-03:00,6215.0,
2020-12-09 21:03:50-03:00,,62103.0
2020-12-09 21:03:56-03:00,,62103.0
2020-12-09 21:04:02-03:00,,62103.0
2020-12-09 21:04:16-03:00,,62103.0
2020-12-09 21:04:29-03:00,,62103.0
2020-12-09 21:04:41-03:00,,62103.0
2020-12-09 21:04:52-03:00,,62103.0
2020-12-09 21:05:04-03:00,,62103.0
2020-12-09 21:05:16-03:00,,62103.0
2020-12-09 21:05:24-03:00,6215.0,
2020-12-09 21:05:28-03:00,,62103.0
2020-12-09 21:05:39-03:00,,62103.0
2020-12-09 21:05:51-03:00,,62103.0
2020-12-09 21:06:03-03:00,,62104.0
2020-12-09 21:06:14-03:00,,62104.0
2020-12-09 21:06:26-03:00,,62104.0
2020-12-09 21:06:36-03:00,,62104.0
2020-12-09 21:10:24-03:00,6215.0,
2020-12-09 21:11:37-03:00,,62104.0
2020-12-09 21:15:25-03:00,6215.0,
2020-12-09 21:16:37-03:00,,62104.0
2020-12-09 21:20:25-03:00,6215.0,
2020-12-09 21:21:37-03:00,,62104.0
2020-12-09 21:25:25-03:00,6215.0,
2020-12-09 21:26:38-03:00,,62104.0
2020-12-09 21:30:26-03:00,6215.0,
2020-12-09 21:31:38-03:00,,62104.0
2020-12-09 21:35:26-03:00,6215.0,
2020-12-09 21:36:38-03:00,,62104.0
2020-12-09 21:40:26-03:00,6215.0,
2020-12-09 21:41:39-03:00,,62104.0
2020-12-09 21:45:27-03:00,6215.0,
2020-12-09 21:46:39-03:00,,62104.0
2020-12-09 21:50:27-03:00,6215.0,
2020-12-09 21:51:39-03:00,,62104.0
2020-12-09 21:55:27-03:00,6215.0,
2020-12-09 21:56:39-03:00,,62104.0
2020-12-09 22:00:27-03:00,6215.0,
2020-12-09 22:01:40-03:00,,62104.0
2020-12-09 22:05:28-03:00,6215.0,
2020-12-09 22:06:40-03:00,,62105.0
2020-12-09 22:10:28-03:00,6215.0,
2020-12-09 22:11:40-03:00,,62107.0
2020-12-09 22:15:28-03:00,6215.0,
2020-12-09 22:16:41-03:00,,62108.0
2020-12-09 22:20:29-03:00,6215.0,
2020-12-09 22:21:41-03:00,,62109.0
2020-12-09 22:25:29-03:00,6215.0,
2020-12-09 22:26:41-03:00,,62111.0
2020-12-09 22:30:29-03:00,6215.0,
2020-12-09 22:31:41-03:00,,62112.0
2020-12-09 22:35:30-03:00,6215.0,
2020-12-09 22:36:41-03:00,,62113.0
2020-12-09 22:40:30-03:00,6215.0,
2020-12-09 22:41:42-03:00,,62115.0
2020-12-09 22:45:30-03:00,6215.0,
2020-12-09 22:46:42-03:00,,62116.0
2020-12-09 22:50:31-03:00,6215.0,
2020-12-09 22:51:42-03:00,,62118.0
2020-12-09 22:55:31-03:00,6215.0,
2020-12-09 22:56:43-03:00,,62119.0
2020-12-09 23:00:31-03:00,6215.0,
2020-12-09 23:01:43-03:00,,62120.0
2020-12-09 23:05:32-03:00,6215.0,
2020-12-09 23:06:44-03:00,,62122.0
2020-12-09 23:10:32-03:00,6215.0,
2020-12-09 23:11:44-03:00,,62123.0
2020-12-09 23:15:32-03:00,6215.0,
2020-12-09 23:16:44-03:00,,62124.0
2020-12-09 23:20:33-03:00,6215.0,
2020-12-09 23:21:45-03:00,,62126.0
2020-12-09 23:25:33-03:00,6215.0,
2020-12-09 23:26:45-03:00,,62127.0
2020-12-09 23:30:33-03:00,6215.0,
2020-12-09 23:31:44-03:00,,62128.0
2020-12-09 23:35:33-03:00,6215.0,
2020-12-09 23:36:45-03:00,,62130.0
2020-12-09 23:40:34-03:00,6215.0,
2020-12-09 23:41:45-03:00,,62131.0
2020-12-09 23:45:34-03:00,6215.0,
2020-12-09 23:46:45-03:00,,62131.0
2020-12-09 23:50:34-03:00,6215.0,
2020-12-09 23:51:46-03:00,,62131.0
2020-12-09 23:55:35-03:00,6215.0,
2020-12-09 23:56:46-03:00,,62131.0
2020-12-10 00:00:35-03:00,6215.0,
2020-12-10 00:01:46-03:00,,62131.0
2020-12-10 00:05:35-03:00,6215.0,
2020-12-10 00:06:46-03:00,,62131.0
2020-12-10 00:10:36-03:00,6215.0,
2020-12-10 00:11:47-03:00,,62131.0
2020-12-10 00:15:36-03:00,6215.0,
2020-12-10 00:16:47-03:00,,62131.0
2020-12-10 00:20:36-03:00,6215.0,
2020-12-10 00:21:47-03:00,,62131.0
2020-12-10 00:25:37-03:00,6215.0,
2020-12-10 00:26:48-03:00,,62131.0
2020-12-10 00:30:37-03:00,6215.0,
2020-12-10 00:31:48-03:00,,62131.0
2020-12-10 00:35:37-03:00,6215.0,
2020-12-10 00:36:49-03:00,,62131.0
2020-12-10 00:40:38-03:00,6215.0,
2020-12-10 00:41:49-03:00,,62131.0
2020-12-10 00:45:38-03:00,6215.0,
2020-12-10 00:46:49-03:00,,62131.0
2020-12-10 00:50:38-03:00,6215.0,
2020-12-10 00:51:50-03:00,,62131.0
2020-12-10 00:55:38-03:00,6215.0,
2020-12-10 00:56:51-03:00,,62131.0
2020-12-10 01:00:39-03:00,6215.0,
2020-12-10 01:01:51-03:00,,62131.0
2020-12-10 01:05:39-03:00,6215.0,
2020-12-10 01:06:51-03:00,,62133.0
2020-12-10 01:10:39-03:00,6215.0,
2020-12-10 01:11:52-03:00,,62134.0
2020-12-10 01:15:40-03:00,6215.0,
2020-12-10 01:16:52-03:00,,62135.0
2020-12-10 01:20:40-03:00,6215.0,
2020-12-10 01:21:52-03:00,,62137.0
2020-12-10 01:25:40-03:00,6215.0,
2020-12-10 01:26:53-03:00,,62138.0
2020-12-10 01:30:41-03:00,6215.0,
2020-12-10 01:31:53-03:00,,62140.0
2020-12-10 01:35:41-03:00,6215.0,
2020-12-10 01:36:53-03:00,,62141.0
2020-12-10 01:40:41-03:00,6215.0,
2020-12-10 01:41:53-03:00,,62142.0
2020-12-10 01:45:42-03:00,6215.0,
2020-12-10 01:46:54-03:00,,62144.0
2020-12-10 01:50:42-03:00,6215.0,
2020-12-10 01:51:54-03:00,,62145.0
2020-12-10 01:55:42-03:00,6215.0,
2020-12-10 01:56:54-03:00,,62147.0
2020-12-10 02:00:43-03:00,6215.0,
2020-12-10 02:01:55-03:00,,62148.0
2020-12-10 02:05:43-03:00,6215.0,
2020-12-10 02:06:55-03:00,,62149.0
2020-12-10 02:10:43-03:00,6215.0,
2020-12-10 02:11:55-03:00,,62151.0
2020-12-10 02:15:44-03:00,6215.0,
2020-12-10 02:16:56-03:00,,62151.0
2020-12-10 02:20:44-03:00,6215.0,
2020-12-10 02:21:56-03:00,,62151.0
2020-12-10 02:25:44-03:00,6215.0,
2020-12-10 02:26:56-03:00,,62151.0
2020-12-10 02:30:45-03:00,6215.0,
2020-12-10 02:31:56-03:00,,62151.0
2020-12-10 02:35:45-03:00,6215.0,
2020-12-10 02:36:57-03:00,,62151.0
2020-12-10 02:40:45-03:00,6215.0,
2020-12-10 02:41:57-03:00,,62151.0
2020-12-10 02:45:46-03:00,6215.0,
2020-12-10 02:46:57-03:00,,62151.0
2020-12-10 02:50:46-03:00,6215.0,
2020-12-10 02:51:58-03:00,,62151.0
2020-12-10 02:55:46-03:00,6215.0,
2020-12-10 02:56:58-03:00,,62151.0
2020-12-10 03:00:46-03:00,6215.0,
2020-12-10 03:01:58-03:00,,62151.0
2020-12-10 03:05:47-03:00,6215.0,
2020-12-10 03:06:59-03:00,,62151.0
2020-12-10 03:10:47-03:00,6215.0,
2020-12-10 03:11:59-03:00,,62151.0
2020-12-10 03:15:47-03:00,6215.0,
2020-12-10 03:16:59-03:00,,62151.0
2020-12-10 03:20:48-03:00,6215.0,
2020-12-10 03:22:00-03:00,,62151.0
2020-12-10 03:25:48-03:00,6215.0,
2020-12-10 03:27:00-03:00,,62151.0
2020-12-10 03:30:48-03:00,6215.0,
2020-12-10 03:32:00-03:00,,62151.0
2020-12-10 03:35:49-03:00,6215.0,
2020-12-10 03:37:00-03:00,,62151.0
2020-12-10 03:40:49-03:00,6215.0,
2020-12-10 03:42:00-03:00,,62151.0
2020-12-10 03:45:49-03:00,6215.0,
2020-12-10 03:47:01-03:00,,62151.0
2020-12-10 03:50:50-03:00,6215.0,
2020-12-10 03:52:01-03:00,,62152.0
2020-12-10 03:55:50-03:00,6215.0,
2020-12-10 03:57:01-03:00,,62153.0
2020-12-10 04:00:50-03:00,6215.0,
2020-12-10 04:02:02-03:00,,62155.0
2020-12-10 04:05:51-03:00,6215.0,
2020-12-10 04:07:02-03:00,,62156.0
2020-12-10 04:10:51-03:00,6215.0,
2020-12-10 04:12:02-03:00,,62158.0
2020-12-10 04:15:51-03:00,6215.0,
2020-12-10 04:17:03-03:00,,62159.0
2020-12-10 04:20:51-03:00,6215.0,
2020-12-10 04:22:03-03:00,,62160.0
2020-12-10 04:25:52-03:00,6215.0,
2020-12-10 04:27:04-03:00,,62162.0
2020-12-10 04:30:53-03:00,6215.0,
2020-12-10 04:32:03-03:00,,62163.0
2020-12-10 04:35:53-03:00,6215.0,
2020-12-10 04:37:03-03:00,,62165.0
2020-12-10 04:40:53-03:00,6215.0,
2020-12-10 04:42:04-03:00,,62166.0
2020-12-10 04:45:54-03:00,6215.0,
2020-12-10 04:47:04-03:00,,62167.0
2020-12-10 04:50:54-03:00,6215.0,
2020-12-10 04:52:04-03:00,,62169.0
2020-12-10 04:55:54-03:00,6215.0,
2020-12-10 04:57:04-03:00,,62169.0
2020-12-10 05:00:55-03:00,6215.0,
2020-12-10 05:02:05-03:00,,62169.0
2020-12-10 05:05:55-03:00,6215.0,
2020-12-10 05:07:05-03:00,,62169.0
2020-12-10 05:10:55-03:00,6215.0,
2020-12-10 05:12:05-03:00,,62169.0
2020-12-10 05:15:55-03:00,6215.0,
2020-12-10 05:17:06-03:00,,62169.0
2020-12-10 05:20:56-03:00,6215.0,
2020-12-10 05:22:06-03:00,,62169.0
2020-12-10 05:25:56-03:00,6215.0,
2020-12-10 05:27:06-03:00,,62169.0
2020-12-10 05:30:56-03:00,6215.0,
2020-12-10 05:32:07-03:00,,62169.0
2020-12-10 05:35:57-03:00,6215.0,
2020-12-10 05:37:08-03:00,,62169.0
2020-12-10 05:40:57-03:00,6215.0,
2020-12-10 05:42:08-03:00,,62169.0
2020-12-10 05:45:57-03:00,6215.0,
2020-12-10 05:47:08-03:00,,62169.0
2020-12-10 05:50:58-03:00,6215.0,
2020-12-10 05:52:09-03:00,,62169.0
2020-12-10 05:55:58-03:00,6215.0,
2020-12-10 05:57:09-03:00,,62169.0
2020-12-10 06:00:58-03:00,6215.0,
2020-12-10 06:02:09-03:00,,62169.0
2020-12-10 06:05:59-03:00,6215.0,
2020-12-10 06:07:10-03:00,,62169.0
2020-12-10 06:10:59-03:00,6215.0,
2020-12-10 06:12:10-03:00,,62169.0
2020-12-10 06:15:59-03:00,6215.0,
2020-12-10 06:17:10-03:00,,62169.0
2020-12-10 06:21:00-03:00,6215.0,
2020-12-10 06:22:11-03:00,,62169.0
2020-12-10 06:26:00-03:00,6215.0,
2020-12-10 06:27:11-03:00,,62170.0
2020-12-10 06:31:00-03:00,6215.0,
2020-12-10 06:32:11-03:00,,62172.0
2020-12-10 06:36:01-03:00,6215.0,
2020-12-10 06:37:11-03:00,,62173.0
2020-12-10 06:41:01-03:00,6215.0,
2020-12-10 06:42:11-03:00,,62174.0
2020-12-10 06:46:01-03:00,6215.0,
2020-12-10 06:47:11-03:00,,62176.0
2020-12-10 06:51:01-03:00,6215.0,
2020-12-10 06:52:12-03:00,,62177.0
2020-12-10 06:56:02-03:00,6215.0,
2020-12-10 06:57:12-03:00,,62178.0
2020-12-10 07:01:02-03:00,6215.0,
2020-12-10 07:02:12-03:00,,62180.0
2020-12-10 07:06:02-03:00,6215.0,
2020-12-10 07:07:12-03:00,,62181.0
2020-12-10 07:11:03-03:00,6215.0,
2020-12-10 07:12:13-03:00,,62183.0
2020-12-10 07:16:03-03:00,6215.0,
2020-12-10 07:17:13-03:00,,62184.0
2020-12-10 07:21:03-03:00,6215.0,
2020-12-10 07:22:13-03:00,,62185.0
2020-12-10 07:26:04-03:00,6215.0,
2020-12-10 07:27:15-03:00,,62187.0
2020-12-10 07:31:04-03:00,6215.0,
2020-12-10 07:32:14-03:00,,62188.0
2020-12-10 07:36:04-03:00,6215.0,
2020-12-10 07:37:14-03:00,,62189.0
2020-12-10 07:41:05-03:00,6215.0,
2020-12-10 07:42:15-03:00,,62190.0
2020-12-10 07:46:05-03:00,6215.0,
2020-12-10 07:47:15-03:00,,62190.0
2020-12-10 07:51:05-03:00,6215.0,
2020-12-10 07:52:15-03:00,,62190.0
2020-12-10 07:56:06-03:00,6215.0,
2020-12-10 07:57:16-03:00,,62190.0
2020-12-10 08:01:06-03:00,6215.0,
2020-12-10 08:02:16-03:00,,62190.0
2020-12-10 08:06:06-03:00,6215.0,
2020-12-10 08:07:16-03:00,,62190.0
2020-12-10 08:11:07-03:00,6215.0,
2020-12-10 08:12:16-03:00,,62190.0
2020-12-10 08:16:07-03:00,6215.0,
2020-12-10 08:17:17-03:00,,62190.0
2020-12-10 08:21:07-03:00,6215.0,
2020-12-10 08:22:17-03:00,,62190.0
2020-12-10 08:26:07-03:00,6215.0,
2020-12-10 08:27:17-03:00,,62190.0
2020-12-10 08:31:08-03:00,6215.0,
2020-12-10 08:32:19-03:00,,62190.0
2020-12-10 08:36:08-03:00,6215.0,
2020-12-10 08:37:19-03:00,,62190.0
2020-12-10 08:41:09-03:00,6215.0,
2020-12-10 08:42:20-03:00,,62190.0
2020-12-10 08:46:09-03:00,6215.0,
2020-12-10 08:47:20-03:00,,62190.0
2020-12-10 08:51:09-03:00,6215.0,
2020-12-10 08:52:20-03:00,,62190.0
2020-12-10 08:56:09-03:00,6215.0,
2020-12-10 08:57:21-03:00,,62190.0
2020-12-10 09:01:10-03:00,6215.0,
2020-12-10 09:02:21-03:00,,62191.0
2020-12-10 09:06:10-03:00,6215.0,
2020-12-10 09:07:21-03:00,,62192.0
2020-12-10 09:11:10-03:00,6215.0,
2020-12-10 09:12:22-03:00,,62194.0
2020-12-10 09:16:11-03:00,6216.0,
2020-12-10 09:17:22-03:00,,62195.0
2020-12-10 09:21:11-03:00,6218.0,
2020-12-10 09:22:22-03:00,,62196.0
2020-12-10 09:26:11-03:00,6220.0,
2020-12-10 09:27:23-03:00,,62198.0
2020-12-10 09:31:12-03:00,6222.0,
2020-12-10 09:32:22-03:00,,62199.0
2020-12-10 09:36:12-03:00,6223.0,
2020-12-10 09:37:23-03:00,,62199.0
2020-12-10 09:41:12-03:00,6223.0,
2020-12-10 09:42:23-03:00,,62199.0
2020-12-10 09:46:13-03:00,6223.0,
2020-12-10 09:47:23-03:00,,62199.0
2020-12-10 09:51:13-03:00,6223.0,
2020-12-10 09:52:23-03:00,,62199.0
2020-12-10 09:56:13-03:00,6223.0,
2020-12-10 09:57:24-03:00,,62199.0
2020-12-10 10:01:14-03:00,6223.0,
2020-12-10 10:02:24-03:00,,62199.0
2020-12-10 10:06:14-03:00,6223.0,
2020-12-10 10:07:24-03:00,,62199.0
2020-12-10 10:11:14-03:00,6223.0,
2020-12-10 10:12:25-03:00,,62199.0
2020-12-10 10:16:15-03:00,6223.0,
2020-12-10 10:17:25-03:00,,62199.0
2020-12-10 10:21:15-03:00,6223.0,
2020-12-10 10:22:25-03:00,,62199.0
2020-12-10 10:26:15-03:00,6223.0,
2020-12-10 10:27:26-03:00,,62199.0
2020-12-10 10:31:16-03:00,6223.0,
2020-12-10 10:32:26-03:00,,62199.0
2020-12-10 10:36:16-03:00,6224.0,
2020-12-10 10:37:26-03:00,,62201.0
2020-12-10 10:41:16-03:00,6226.0,
2020-12-10 10:42:26-03:00,,62202.0
2020-12-10 10:46:17-03:00,6228.0,
2020-12-10 10:47:28-03:00,,62202.0
2020-12-10 10:51:17-03:00,6230.0,
2020-12-10 10:52:28-03:00,,62202.0
2020-12-10 10:56:17-03:00,6232.0,
2020-12-10 10:57:28-03:00,,62202.0
2020-12-10 11:01:17-03:00,6233.0,
2020-12-10 11:02:29-03:00,,62202.0
2020-12-10 11:06:18-03:00,6233.0,
2020-12-10 11:07:29-03:00,,62202.0
2020-12-10 11:11:18-03:00,6233.0,
2020-12-10 11:12:29-03:00,,62202.0
2020-12-10 11:16:18-03:00,6233.0,
2020-12-10 11:17:30-03:00,,62202.0
2020-12-10 11:21:19-03:00,6233.0,
2020-12-10 11:22:30-03:00,,62202.0
2020-12-10 11:26:19-03:00,6233.0,
2020-12-10 11:27:30-03:00,,62202.0
2020-12-10 11:31:19-03:00,6233.0,
2020-12-10 11:32:30-03:00,,62202.0
2020-12-10 11:36:20-03:00,6233.0,
2020-12-10 11:37:12-03:00,,62202.0
2020-12-10 11:37:41-03:00,,62202.0
2020-12-10 11:38:02-03:00,,62202.0
2020-12-10 11:38:26-03:00,,62202.0
2020-12-10 11:39:01-03:00,,62202.0
2020-12-10 11:39:29-03:00,,62202.0
2020-12-10 11:39:58-03:00,,62202.0
2020-12-10 11:40:56-03:00,,62202.0
2020-12-10 11:41:19-03:00,,62202.0
2020-12-10 11:41:20-03:00,6233.0,
2020-12-10 11:46:20-03:00,6234.0,62202.0
2020-12-10 11:51:20-03:00,,62202.0
2020-12-10 11:51:21-03:00,6236.0,
2020-12-10 11:56:20-03:00,,62202.0
2020-12-10 11:56:21-03:00,6238.0,
2020-12-10 12:01:21-03:00,6241.0,62202.0
2020-12-10 12:06:21-03:00,,62202.0
2020-12-10 12:06:22-03:00,6243.0,
2020-12-10 12:11:21-03:00,,62202.0
2020-12-10 12:11:22-03:00,6245.0,
2020-12-10 12:16:22-03:00,6247.0,62202.0
2020-12-10 12:21:22-03:00,6249.0,62202.0
2020-12-10 12:26:22-03:00,,62202.0
2020-12-10 12:26:23-03:00,6249.0,
2020-12-10 12:31:22-03:00,,62202.0
2020-12-10 12:31:23-03:00,6249.0,
2020-12-10 12:36:23-03:00,,62202.0
2020-12-10 12:36:24-03:00,6249.0,
2020-12-10 12:41:23-03:00,,62202.0
2020-12-10 12:41:24-03:00,6249.0,
2020-12-10 12:46:23-03:00,,62202.0
2020-12-10 12:46:24-03:00,6249.0,
2020-12-10 12:51:23-03:00,,62202.0
2020-12-10 12:51:24-03:00,6249.0,
2020-12-10 12:56:24-03:00,,62202.0
2020-12-10 12:56:25-03:00,6249.0,
2020-12-10 13:01:25-03:00,6249.0,62202.0
2020-12-10 13:06:25-03:00,6251.0,62202.0
2020-12-10 13:11:25-03:00,,62202.0
2020-12-10 13:11:26-03:00,6253.0,
2020-12-10 13:16:26-03:00,6254.0,62202.0
2020-12-10 13:21:26-03:00,6256.0,62202.0
2020-12-10 13:26:26-03:00,,62202.0
2020-12-10 13:26:27-03:00,6258.0,
2020-12-10 13:31:26-03:00,,62202.0
2020-12-10 13:31:27-03:00,6260.0,
2020-12-10 13:36:26-03:00,,62202.0
2020-12-10 13:36:27-03:00,6262.0,
2020-12-10 13:41:27-03:00,,62202.0
2020-12-10 13:41:28-03:00,6264.0,
2020-12-10 13:46:27-03:00,,62202.0
2020-12-10 13:46:28-03:00,6266.0,
2020-12-10 13:51:27-03:00,,62202.0
2020-12-10 13:51:28-03:00,6266.0,
2020-12-10 13:56:27-03:00,,62202.0
2020-12-10 13:56:29-03:00,6266.0,
2020-12-10 14:01:28-03:00,,62202.0
2020-12-10 14:01:29-03:00,6266.0,
2020-12-10 14:06:28-03:00,,62202.0
2020-12-10 14:06:29-03:00,6266.0,
2020-12-10 14:11:29-03:00,,62202.0
2020-12-10 14:11:30-03:00,6266.0,
2020-12-10 14:16:29-03:00,,62202.0
2020-12-10 14:16:30-03:00,6266.0,
2020-12-10 14:21:29-03:00,,62202.0
2020-12-10 14:21:30-03:00,6266.0,
2020-12-10 14:26:29-03:00,,62202.0
2020-12-10 14:26:30-03:00,6266.0,
2020-12-10 14:31:30-03:00,,62202.0
2020-12-10 14:31:31-03:00,6268.0,
2020-12-10 14:36:30-03:00,,62202.0
2020-12-10 14:36:31-03:00,6270.0,
2020-12-10 14:41:30-03:00,,62202.0
2020-12-10 14:41:31-03:00,6272.0,
2020-12-10 14:46:31-03:00,,62202.0
2020-12-10 14:46:32-03:00,6274.0,
2020-12-10 14:51:31-03:00,,62202.0
2020-12-10 14:51:32-03:00,6276.0,
2020-12-10 14:56:31-03:00,,62202.0
2020-12-10 14:56:32-03:00,6278.0,
2020-12-10 15:01:32-03:00,,62202.0
2020-12-10 15:01:33-03:00,6280.0,
2020-12-10 15:06:33-03:00,6282.0,62202.0
2020-12-10 15:11:33-03:00,6283.0,62202.0
2020-12-10 15:16:33-03:00,,62202.0
2020-12-10 15:16:34-03:00,6283.0,
2020-12-10 15:21:34-03:00,6283.0,62202.0
2020-12-10 15:26:34-03:00,6283.0,62202.0
2020-12-10 15:31:34-03:00,,62202.0
2020-12-10 15:31:35-03:00,6283.0,
2020-12-10 15:36:34-03:00,,62202.0
2020-12-10 15:36:35-03:00,6283.0,
2020-12-10 15:41:34-03:00,,62202.0
2020-12-10 15:41:35-03:00,6283.0,
2020-12-10 15:46:35-03:00,,62202.0
2020-12-10 15:46:36-03:00,6283.0,
2020-12-10 15:51:35-03:00,,62202.0
2020-12-10 15:51:36-03:00,6283.0,
2020-12-10 15:56:35-03:00,,62202.0
2020-12-10 15:56:36-03:00,6284.0,
2020-12-10 16:01:36-03:00,6286.0,62202.0
2020-12-10 16:06:36-03:00,,62202.0
2020-12-10 16:06:37-03:00,6288.0,
2020-12-10 16:11:36-03:00,,62202.0
2020-12-10 16:11:37-03:00,6290.0,
2020-12-10 16:16:37-03:00,6292.0,62202.0
2020-12-10 16:21:37-03:00,,62202.0
2020-12-10 16:21:38-03:00,6294.0,
2020-12-10 16:26:37-03:00,,62202.0
2020-12-10 16:26:38-03:00,6296.0,
2020-12-10 16:31:38-03:00,,62202.0
2020-12-10 16:31:39-03:00,6296.0,
2020-12-10 16:36:38-03:00,,62202.0
2020-12-10 16:36:39-03:00,6296.0,
2020-12-10 16:41:38-03:00,,62202.0
2020-12-10 16:41:39-03:00,6296.0,
2020-12-10 16:46:39-03:00,6296.0,62202.0
2020-12-10 16:51:39-03:00,,62202.0
