date,APR El Melón - RP1 >> Pozo 5B >> Volumen Pozo 5B(9160),APR El Melón - RP1 >> Estanque Azul >> Volumen Salida Estanque(13481),APR El Melón - RP1 >> Pozo Dren y B. Elevadoras >> Volumen Pozo Dren 2(12926),APR El Melón - RP1 >> Pozo Dren y B. Elevadoras >> Volumen Bomba Elevadoras(9898),APR El Melón - RP1 >> Pozo Dren y B. Elevadoras >> Volumen Pozo Dren 1(9036),APR El Melón - RP1 >> Pozo Dren y B. Elevadoras >> Volumen Pozo 9(19809)
2020-12-10 00:25:24-03:00,,,,,222052.0,
2020-12-10 00:25:32-03:00,107952.0,,,36627.0,,
2020-12-10 00:25:39-03:00,,,,,,131591.9688
2020-12-10 00:25:43-03:00,,375914.9375,,,,
2020-12-10 00:30:25-03:00,,,,,222058.0,
2020-12-10 00:30:33-03:00,107952.0,,,36627.0,,
2020-12-10 00:30:40-03:00,,,,,,131591.9688
2020-12-10 00:30:44-03:00,,375921.375,,,,
2020-12-10 00:35:25-03:00,,,,,222062.0,
2020-12-10 00:35:33-03:00,107952.0,,,36627.0,,
2020-12-10 00:35:40-03:00,,,,,,131591.9688
2020-12-10 00:35:44-03:00,,375927.9688,,,,
2020-12-10 00:40:26-03:00,,,,,222075.0,
2020-12-10 00:40:34-03:00,107952.0,,,36627.0,,
2020-12-10 00:40:40-03:00,,,,,,131591.9688
2020-12-10 00:40:44-03:00,,375934.4375,,,,
2020-12-10 00:45:26-03:00,,,,,222087.0,
2020-12-10 00:45:34-03:00,107952.0,,,36627.0,,
2020-12-10 00:45:40-03:00,,,,,,131591.9688
2020-12-10 00:45:45-03:00,,375940.7812,,,,
2020-12-10 00:50:26-03:00,,,,,222092.0,
2020-12-10 00:50:34-03:00,107952.0,,,36627.0,,
2020-12-10 00:50:41-03:00,,,,,,131591.9688
2020-12-10 00:50:45-03:00,,375947.1875,,,,
2020-12-10 00:55:27-03:00,,,,,222092.0,
2020-12-10 00:55:35-03:00,107952.0,,,36627.0,,
2020-12-10 00:55:41-03:00,,,,,,131591.9688
2020-12-10 00:55:45-03:00,,375953.4688,,,,
2020-12-10 01:00:27-03:00,,,,,222092.0,
2020-12-10 01:00:35-03:00,107952.0,,,36627.0,,
2020-12-10 01:00:41-03:00,,,,,,131591.9688
2020-12-10 01:00:46-03:00,,375959.6875,,,,
2020-12-10 01:05:27-03:00,,,,,222092.0,
2020-12-10 01:05:35-03:00,107952.0,,,36627.0,,
2020-12-10 01:05:42-03:00,,,,,,131591.9688
2020-12-10 01:05:46-03:00,,375965.8438,,,,
2020-12-10 01:10:28-03:00,,,,,222092.0,
2020-12-10 01:10:35-03:00,107952.0,,,36627.0,,
2020-12-10 01:10:42-03:00,,,,,,131591.9688
2020-12-10 01:10:46-03:00,,375972.125,,,,
2020-12-10 01:15:28-03:00,,,,,222092.0,
2020-12-10 01:15:36-03:00,107952.0,,,36627.0,,
2020-12-10 01:15:42-03:00,,,,,,131591.9688
2020-12-10 01:15:47-03:00,,375978.1875,,,,
2020-12-10 01:20:28-03:00,,,,,222092.0,
2020-12-10 01:20:36-03:00,107952.0,,,36627.0,,
2020-12-10 01:20:43-03:00,,,,,,131591.9688
2020-12-10 01:20:47-03:00,,375984.1875,,,,
2020-12-10 01:25:28-03:00,,,,,222092.0,
2020-12-10 01:25:36-03:00,107952.0,,,36627.0,,
2020-12-10 01:25:43-03:00,,,,,,131591.9688
2020-12-10 01:25:47-03:00,,375990.1562,,,,
2020-12-10 01:30:29-03:00,,,,,222092.0,
2020-12-10 01:30:37-03:00,107952.0,,,36627.0,,
2020-12-10 01:30:43-03:00,,,,,,131591.9688
2020-12-10 01:30:47-03:00,,375996.125,,,,
2020-12-10 01:35:29-03:00,,,,,222092.0,
2020-12-10 01:35:37-03:00,107952.0,,,36627.0,,
2020-12-10 01:35:44-03:00,,,,,,131591.9688
2020-12-10 01:35:48-03:00,,376002.0625,,,,
2020-12-10 01:40:29-03:00,,,,,222092.0,
2020-12-10 01:40:37-03:00,107952.0,,,36627.0,,
2020-12-10 01:40:44-03:00,,,,,,131591.9688
2020-12-10 01:40:48-03:00,,376008.0,,,,
2020-12-10 01:45:30-03:00,,,,,222092.0,
2020-12-10 01:45:38-03:00,107952.0,,,36627.0,,
2020-12-10 01:45:44-03:00,,,,,,131591.9688
2020-12-10 01:45:48-03:00,,376013.9688,,,,
2020-12-10 01:50:30-03:00,,,,,222092.0,
2020-12-10 01:50:38-03:00,107952.0,,,36627.0,,
2020-12-10 01:50:44-03:00,,,,,,131591.9688
2020-12-10 01:50:49-03:00,,376019.9062,,,,
2020-12-10 01:55:30-03:00,,,,,222092.0,
2020-12-10 01:55:38-03:00,107952.0,,,36627.0,,
2020-12-10 01:55:45-03:00,,,,,,131591.9688
2020-12-10 01:55:49-03:00,,376025.7188,,,,
2020-12-10 02:00:31-03:00,,,,,222092.0,
2020-12-10 02:00:39-03:00,107952.0,,,36627.0,,
2020-12-10 02:00:45-03:00,,,,,,131591.9688
2020-12-10 02:00:49-03:00,,376031.5938,,,,
2020-12-10 02:05:31-03:00,,,,,222092.0,
2020-12-10 02:05:39-03:00,107952.0,,,36627.0,,
2020-12-10 02:05:45-03:00,,,,,,131591.9688
2020-12-10 02:05:50-03:00,,376037.4688,,,,
2020-12-10 02:10:31-03:00,,,,,222092.0,
2020-12-10 02:10:39-03:00,107952.0,,,36627.0,,
2020-12-10 02:10:46-03:00,,,,,,131591.9688
2020-12-10 02:10:50-03:00,,376043.2812,,,,
2020-12-10 02:15:31-03:00,,,,,222092.0,
2020-12-10 02:15:40-03:00,107952.0,,,36627.0,,
2020-12-10 02:15:46-03:00,,,,,,131591.9688
2020-12-10 02:15:50-03:00,,376049.0312,,,,
2020-12-10 02:20:32-03:00,,,,,222092.0,
2020-12-10 02:20:40-03:00,107952.0,,,36627.0,,
2020-12-10 02:20:46-03:00,,,,,,131591.9688
2020-12-10 02:20:51-03:00,,376054.7812,,,,
2020-12-10 02:25:32-03:00,,,,,222092.0,
2020-12-10 02:25:40-03:00,107952.0,,,36627.0,,
2020-12-10 02:25:47-03:00,,,,,,131591.9688
2020-12-10 02:25:51-03:00,,376060.5,,,,
2020-12-10 02:30:33-03:00,,,,,222092.0,
2020-12-10 02:30:41-03:00,107952.0,,,36627.0,,
2020-12-10 02:30:47-03:00,,,,,,131591.9688
2020-12-10 02:30:51-03:00,,376066.2188,,,,
2020-12-10 02:35:33-03:00,,,,,222092.0,
2020-12-10 02:35:41-03:00,107952.0,,,36627.0,,
2020-12-10 02:35:47-03:00,,,,,,131591.9688
2020-12-10 02:35:52-03:00,,376071.9688,,,,
2020-12-10 02:40:33-03:00,,,,,222101.0,
2020-12-10 02:40:41-03:00,107952.0,,,36627.0,,
2020-12-10 02:40:48-03:00,,,,,,131591.9688
2020-12-10 02:40:52-03:00,,376077.6875,,,,
2020-12-10 02:45:34-03:00,,,,,222114.0,
2020-12-10 02:45:41-03:00,107952.0,,,36627.0,,
2020-12-10 02:45:48-03:00,,,,,,131591.9688
2020-12-10 02:45:52-03:00,,376083.3438,,,,
2020-12-10 02:50:34-03:00,,,,,222127.0,
2020-12-10 02:50:42-03:00,107952.0,,,36627.0,,
2020-12-10 02:50:48-03:00,,,,,,131591.9688
2020-12-10 02:50:53-03:00,,376089.0312,,,,
2020-12-10 02:55:34-03:00,,,,,222133.0,
2020-12-10 02:55:42-03:00,107952.0,,,36627.0,,
2020-12-10 02:55:49-03:00,,,,,,131591.9688
2020-12-10 02:55:53-03:00,,376094.6875,,,,
2020-12-10 03:00:35-03:00,,,,,222137.0,
2020-12-10 03:00:42-03:00,107952.0,,,36627.0,,
2020-12-10 03:00:49-03:00,,,,,,131591.9688
2020-12-10 03:00:53-03:00,,376100.4375,,,,
2020-12-10 03:05:35-03:00,,,,,222149.0,
2020-12-10 03:05:43-03:00,107952.0,,,36627.0,,
2020-12-10 03:05:49-03:00,,,,,,131591.9688
2020-12-10 03:05:53-03:00,,376106.1562,,,,
2020-12-10 03:10:35-03:00,,,,,222162.0,
2020-12-10 03:10:43-03:00,107952.0,,,36627.0,,
2020-12-10 03:10:49-03:00,,,,,,131591.9688
2020-12-10 03:10:54-03:00,,376111.8438,,,,
2020-12-10 03:15:35-03:00,,,,,222175.0,
2020-12-10 03:15:43-03:00,107952.0,,,36627.0,,
2020-12-10 03:15:50-03:00,,,,,,131591.9688
2020-12-10 03:15:54-03:00,,376117.5312,,,,
2020-12-10 03:20:36-03:00,,,,,222176.0,
2020-12-10 03:20:44-03:00,107952.0,,,36627.0,,
2020-12-10 03:20:50-03:00,,,,,,131591.9688
2020-12-10 03:20:54-03:00,,376123.2188,,,,
2020-12-10 03:25:36-03:00,,,,,222185.0,
2020-12-10 03:25:44-03:00,107952.0,,,36627.0,,
2020-12-10 03:25:50-03:00,,,,,,131591.9688
2020-12-10 03:25:55-03:00,,376128.9062,,,,
2020-12-10 03:30:36-03:00,,,,,222198.0,
2020-12-10 03:30:44-03:00,107952.0,,,36627.0,,
2020-12-10 03:30:51-03:00,,,,,,131591.9688
2020-12-10 03:30:56-03:00,,376134.625,,,,
2020-12-10 03:35:37-03:00,,,,,222210.0,
2020-12-10 03:35:45-03:00,107952.0,,,36627.0,,
2020-12-10 03:35:51-03:00,,,,,,131591.9688
2020-12-10 03:35:55-03:00,,376140.2812,,,,
2020-12-10 03:40:37-03:00,,,,,222219.0,
2020-12-10 03:40:45-03:00,107952.0,,,36627.0,,
2020-12-10 03:40:51-03:00,,,,,,131591.9688
2020-12-10 03:40:56-03:00,,376146.0,,,,
2020-12-10 03:45:37-03:00,,,,,222220.0,
2020-12-10 03:45:45-03:00,107952.0,,,36627.0,,
2020-12-10 03:45:52-03:00,,,,,,131591.9688
2020-12-10 03:45:56-03:00,,376151.7188,,,,
2020-12-10 03:50:38-03:00,,,,,222233.0,
2020-12-10 03:50:46-03:00,107952.0,,,36627.0,,
2020-12-10 03:50:52-03:00,,,,,,131591.9688
2020-12-10 03:50:56-03:00,,376157.5,,,,
2020-12-10 03:55:38-03:00,,,,,222246.0,
2020-12-10 03:55:46-03:00,107952.0,,,36627.0,,
2020-12-10 03:55:52-03:00,,,,,,131591.9688
2020-12-10 03:55:57-03:00,,376163.2188,,,,
2020-12-10 04:00:38-03:00,,,,,222259.0,
2020-12-10 04:00:46-03:00,107952.0,,,36627.0,,
2020-12-10 04:00:53-03:00,,,,,,131591.9688
2020-12-10 04:00:57-03:00,,376168.9688,,,,
2020-12-10 04:05:39-03:00,,,,,222261.0,
2020-12-10 04:05:46-03:00,107952.0,,,36627.0,,
2020-12-10 04:05:53-03:00,,,,,,131591.9688
2020-12-10 04:05:57-03:00,,376174.75,,,,
2020-12-10 04:10:39-03:00,,,,,222269.0,
2020-12-10 04:10:47-03:00,107952.0,,,36627.0,,
2020-12-10 04:10:53-03:00,,,,,,131591.9688
2020-12-10 04:10:58-03:00,,376180.5,,,,
2020-12-10 04:15:39-03:00,,,,,222282.0,
2020-12-10 04:15:47-03:00,107952.0,,,36627.0,,
2020-12-10 04:15:54-03:00,,,,,,131591.9688
2020-12-10 04:15:58-03:00,,376186.2188,,,,
2020-12-10 04:20:39-03:00,,,,,222294.0,
2020-12-10 04:20:47-03:00,107952.0,,,36627.0,,
2020-12-10 04:20:54-03:00,,,,,,131591.9688
2020-12-10 04:20:58-03:00,,376191.9688,,,,
2020-12-10 04:25:40-03:00,,,,,222303.0,
2020-12-10 04:25:48-03:00,107952.0,,,36627.0,,
2020-12-10 04:25:54-03:00,,,,,,131591.9688
2020-12-10 04:25:59-03:00,,376197.7188,,,,
2020-12-10 04:30:40-03:00,,,,,222304.0,
2020-12-10 04:30:48-03:00,107952.0,,,36627.0,,
2020-12-10 04:30:54-03:00,,,,,,131591.9688
2020-12-10 04:30:59-03:00,,376203.5625,,,,
2020-12-10 04:35:41-03:00,,,,,222317.0,
2020-12-10 04:35:48-03:00,107952.0,,,36627.0,,
2020-12-10 04:35:55-03:00,,,,,,131591.9688
2020-12-10 04:35:59-03:00,,376209.4062,,,,
2020-12-10 04:40:41-03:00,,,,,222329.0,
2020-12-10 04:40:49-03:00,107952.0,,,36627.0,,
2020-12-10 04:40:55-03:00,,,,,,131591.9688
2020-12-10 04:41:00-03:00,,376215.2188,,,,
2020-12-10 04:45:41-03:00,,,,,222342.0,
2020-12-10 04:45:49-03:00,107952.0,,,36627.0,,
2020-12-10 04:45:55-03:00,,,,,,131591.9688
2020-12-10 04:46:00-03:00,,376221.0312,,,,
2020-12-10 04:50:42-03:00,,,,,222348.0,
2020-12-10 04:50:49-03:00,107952.0,,,36627.0,,
2020-12-10 04:50:56-03:00,,,,,,131591.9688
2020-12-10 04:51:00-03:00,,376226.9062,,,,
2020-12-10 04:55:42-03:00,,,,,222352.0,
2020-12-10 04:55:50-03:00,107952.0,,,36627.0,,
2020-12-10 04:55:56-03:00,,,,,,131591.9688
2020-12-10 04:56:00-03:00,,376232.7812,,,,
2020-12-10 05:00:42-03:00,,,,,222364.0,
2020-12-10 05:00:50-03:00,107952.0,,,36627.0,,
2020-12-10 05:00:56-03:00,,,,,,131591.9688
2020-12-10 05:01:01-03:00,,376238.625,,,,
2020-12-10 05:05:43-03:00,,,,,222377.0,
2020-12-10 05:05:50-03:00,107952.0,,,36627.0,,
2020-12-10 05:05:57-03:00,,,,,,131591.9688
2020-12-10 05:06:01-03:00,,376244.5938,,,,
2020-12-10 05:10:43-03:00,,,,,222390.0,
2020-12-10 05:10:51-03:00,107952.0,,,36627.0,,
2020-12-10 05:10:57-03:00,,,,,,131591.9688
2020-12-10 05:11:01-03:00,,376250.5625,,,,
2020-12-10 05:15:43-03:00,,,,,222392.0,
2020-12-10 05:15:51-03:00,107952.0,,,36627.0,,
2020-12-10 05:15:57-03:00,,,,,,131591.9688
2020-12-10 05:16:02-03:00,,376256.5625,,,,
2020-12-10 05:20:43-03:00,,,,,222399.0,
2020-12-10 05:20:51-03:00,107952.0,,,36627.0,,
2020-12-10 05:20:58-03:00,,,,,,131591.9688
2020-12-10 05:21:02-03:00,,376262.5,,,,
2020-12-10 05:25:44-03:00,,,,,222412.0,
2020-12-10 05:25:52-03:00,107952.0,,,36627.0,,
2020-12-10 05:25:58-03:00,,,,,,131591.9688
2020-12-10 05:26:02-03:00,,376268.4062,,,,
2020-12-10 05:30:44-03:00,,,,,222425.0,
2020-12-10 05:30:52-03:00,107952.0,,,36627.0,,
2020-12-10 05:30:58-03:00,,,,,,131591.9688
2020-12-10 05:31:03-03:00,,376274.3438,,,,
2020-12-10 05:35:44-03:00,,,,,222428.0,
2020-12-10 05:35:52-03:00,107952.0,,,36627.0,,
2020-12-10 05:35:59-03:00,,,,,,131591.9688
2020-12-10 05:36:03-03:00,,376280.2812,,,,
2020-12-10 05:40:45-03:00,,,,,222428.0,
2020-12-10 05:40:53-03:00,107952.0,,,36627.0,,
2020-12-10 05:40:59-03:00,,,,,,131591.9688
2020-12-10 05:41:03-03:00,,376286.3438,,,,
2020-12-10 05:45:45-03:00,,,,,222428.0,
2020-12-10 05:45:53-03:00,107952.0,,,36627.0,,
2020-12-10 05:45:59-03:00,,,,,,131591.9688
2020-12-10 05:46:04-03:00,,376292.3438,,,,
2020-12-10 05:50:45-03:00,,,,,222428.0,
2020-12-10 05:50:53-03:00,107952.0,,,36627.0,,
2020-12-10 05:50:59-03:00,,,,,,131591.9688
2020-12-10 05:51:04-03:00,,376298.2812,,,,
2020-12-10 05:55:46-03:00,,,,,222428.0,
2020-12-10 05:55:53-03:00,107952.0,,,36627.0,,
2020-12-10 05:56:00-03:00,,,,,,131591.9688
2020-12-10 05:56:04-03:00,,376304.25,,,,
2020-12-10 06:00:46-03:00,,,,,222428.0,
2020-12-10 06:00:54-03:00,107952.0,,,36627.0,,
2020-12-10 06:01:00-03:00,,,,,,131591.9688
2020-12-10 06:01:05-03:00,,376310.2188,,,,
2020-12-10 06:05:46-03:00,,,,,222428.0,
2020-12-10 06:05:54-03:00,107952.0,,,36627.0,,
2020-12-10 06:06:00-03:00,,,,,,131591.9688
2020-12-10 06:06:05-03:00,,376316.2188,,,,
2020-12-10 06:10:47-03:00,,,,,222428.0,
2020-12-10 06:10:54-03:00,107952.0,,,36627.0,,
2020-12-10 06:11:01-03:00,,,,,,131591.9688
2020-12-10 06:11:05-03:00,,376322.2188,,,,
2020-12-10 06:15:47-03:00,,,,,222428.0,
2020-12-10 06:15:55-03:00,107952.0,,,36627.0,,
2020-12-10 06:16:01-03:00,,,,,,131591.9688
2020-12-10 06:16:06-03:00,,376328.1562,,,,
2020-12-10 06:20:47-03:00,,,,,222428.0,
2020-12-10 06:20:55-03:00,107952.0,,,36627.0,,
2020-12-10 06:21:01-03:00,,,,,,131591.9688
2020-12-10 06:21:06-03:00,,376334.0938,,,,
2020-12-10 06:25:47-03:00,,,,,222428.0,
2020-12-10 06:25:55-03:00,107952.0,,,36627.0,,
2020-12-10 06:26:02-03:00,,,,,,131591.9688
2020-12-10 06:26:06-03:00,,376340.0625,,,,
2020-12-10 06:30:48-03:00,,,,,222428.0,
2020-12-10 06:30:56-03:00,107952.0,,,36627.0,,
2020-12-10 06:31:02-03:00,,,,,,131591.9688
2020-12-10 06:31:06-03:00,,376346.0625,,,,
2020-12-10 06:35:48-03:00,,,,,222428.0,
2020-12-10 06:35:56-03:00,107952.0,,,36627.0,,
2020-12-10 06:36:02-03:00,,,,,,131591.9688
2020-12-10 06:36:07-03:00,,376352.2188,,,,
2020-12-10 06:40:48-03:00,,,,,222428.0,
2020-12-10 06:40:56-03:00,107952.0,,,36627.0,,
2020-12-10 06:41:03-03:00,,,,,,131591.9688
2020-12-10 06:41:07-03:00,,376358.4375,,,,
2020-12-10 06:45:49-03:00,,,,,222428.0,
2020-12-10 06:45:57-03:00,107952.0,,,36627.0,,
2020-12-10 06:46:03-03:00,,,,,,131591.9688
2020-12-10 06:46:07-03:00,,376364.6562,,,,
2020-12-10 06:50:49-03:00,,,,,222428.0,
2020-12-10 06:50:57-03:00,107952.0,,,36627.0,,
2020-12-10 06:51:03-03:00,,,,,,131591.9688
2020-12-10 06:51:08-03:00,,376370.7812,,,,
2020-12-10 06:55:49-03:00,,,,,222428.0,
2020-12-10 06:55:57-03:00,107952.0,,,36627.0,,
2020-12-10 06:56:03-03:00,,,,,,131591.9688
2020-12-10 06:56:08-03:00,,376377.0,,,,
2020-12-10 07:00:50-03:00,,,,,222428.0,
2020-12-10 07:00:58-03:00,107952.0,,,36627.0,,
2020-12-10 07:01:04-03:00,,,,,,131591.9688
2020-12-10 07:01:08-03:00,,376383.4375,,,,
2020-12-10 07:05:50-03:00,,,,,222428.0,
2020-12-10 07:05:58-03:00,107952.0,,,36627.0,,
2020-12-10 07:06:04-03:00,,,,,,131591.9688
2020-12-10 07:06:09-03:00,,376389.875,,,,
2020-12-10 07:10:50-03:00,,,,,222428.0,
2020-12-10 07:10:58-03:00,107952.0,,,36627.0,,
2020-12-10 07:11:04-03:00,,,,,,131591.9688
2020-12-10 07:11:09-03:00,,376396.1875,,,,
2020-12-10 07:15:51-03:00,,,,,222428.0,
2020-12-10 07:15:58-03:00,107952.0,,,36627.0,,
2020-12-10 07:16:05-03:00,,,,,,131591.9688
2020-12-10 07:16:09-03:00,,376402.5938,,,,
2020-12-10 07:20:51-03:00,,,,,222437.0,
2020-12-10 07:20:59-03:00,107952.0,,,36627.0,,
2020-12-10 07:21:05-03:00,,,,,,131591.9688
2020-12-10 07:21:10-03:00,,376408.7812,,,,
2020-12-10 07:25:51-03:00,,,,,222450.0,
2020-12-10 07:25:59-03:00,107952.0,,,36627.0,,
2020-12-10 07:26:05-03:00,,,,,,131591.9688
2020-12-10 07:26:10-03:00,,376415.2188,,,,
2020-12-10 07:30:51-03:00,,,,,222463.0,
2020-12-10 07:30:59-03:00,107952.0,,,36627.0,,
2020-12-10 07:31:06-03:00,,,,,,131591.9688
2020-12-10 07:31:10-03:00,,376421.6562,,,,
2020-12-10 07:35:52-03:00,,,,,222469.0,
2020-12-10 07:36:00-03:00,107952.0,,,36627.0,,
2020-12-10 07:36:06-03:00,,,,,,131591.9688
2020-12-10 07:36:11-03:00,,376428.3438,,,,
2020-12-10 07:40:52-03:00,,,,,222473.0,
2020-12-10 07:41:00-03:00,107952.0,,,36627.0,,
2020-12-10 07:41:06-03:00,,,,,,131591.9688
2020-12-10 07:41:11-03:00,,376435.0312,,,,
2020-12-10 07:45:52-03:00,,,,,222486.0,
2020-12-10 07:46:00-03:00,107952.0,,,36627.0,,
2020-12-10 07:46:07-03:00,,,,,,131591.9688
2020-12-10 07:46:11-03:00,,376441.5938,,,,
2020-12-10 07:50:53-03:00,,,,,222499.0,
2020-12-10 07:51:01-03:00,107952.0,,,36627.0,,
2020-12-10 07:51:07-03:00,,,,,,131591.9688
2020-12-10 07:51:11-03:00,,376448.0312,,,,
2020-12-10 07:55:53-03:00,,,,,222511.0,
2020-12-10 07:56:01-03:00,107952.0,,,36627.0,,
2020-12-10 07:56:07-03:00,,,,,,131591.9688
2020-12-10 07:56:12-03:00,,376454.5312,,,,
2020-12-10 08:00:53-03:00,,,,,222513.0,
2020-12-10 08:01:01-03:00,107952.0,,,36627.0,,
2020-12-10 08:01:08-03:00,,,,,,131591.9688
2020-12-10 08:01:12-03:00,,376461.1875,,,,
2020-12-10 08:05:54-03:00,,,,,222521.0,
2020-12-10 08:06:02-03:00,107952.0,,,36627.0,,
2020-12-10 08:06:08-03:00,,,,,,131591.9688
2020-12-10 08:06:12-03:00,,376467.875,,,,
2020-12-10 08:10:54-03:00,,,,,222534.0,
2020-12-10 08:11:02-03:00,107952.0,,,36627.0,,
2020-12-10 08:11:08-03:00,,,,,,131591.9688
2020-12-10 08:11:13-03:00,,376474.75,,,,
2020-12-10 08:15:54-03:00,,,,,222547.0,
2020-12-10 08:16:02-03:00,107952.0,,,36627.0,,
2020-12-10 08:16:09-03:00,,,,,,131591.9688
2020-12-10 08:16:13-03:00,,376481.5312,,,,
2020-12-10 08:20:55-03:00,,,,,222556.0,
2020-12-10 08:21:02-03:00,107952.0,,,36627.0,,
2020-12-10 08:21:09-03:00,,,,,,131591.9688
2020-12-10 08:21:13-03:00,,376488.3125,,,,
2020-12-10 08:25:55-03:00,,,,,222556.0,
2020-12-10 08:26:03-03:00,107952.0,,,36627.0,,
2020-12-10 08:26:09-03:00,,,,,,131591.9688
2020-12-10 08:26:14-03:00,,376495.1875,,,,
2020-12-10 08:30:55-03:00,,,,,222569.0,
2020-12-10 08:31:03-03:00,107952.0,,,36627.0,,
2020-12-10 08:31:09-03:00,,,,,,131591.9688
2020-12-10 08:31:14-03:00,,376501.9062,,,,
2020-12-10 08:35:56-03:00,,,,,222581.0,
2020-12-10 08:36:04-03:00,107952.0,,,36627.0,,
2020-12-10 08:36:10-03:00,,,,,,131591.9688
2020-12-10 08:36:14-03:00,,376508.6875,,,,
2020-12-10 08:40:56-03:00,,,,,222594.0,
2020-12-10 08:41:04-03:00,107952.0,,,36627.0,,
2020-12-10 08:41:10-03:00,,,,,,131591.9688
2020-12-10 08:41:15-03:00,,376515.4375,,,,
2020-12-10 08:45:56-03:00,,,,,222601.0,
2020-12-10 08:46:04-03:00,107952.0,,,36627.0,,
2020-12-10 08:46:10-03:00,,,,,,131591.9688
2020-12-10 08:46:15-03:00,,376522.4688,,,,
2020-12-10 08:50:57-03:00,,,,,222603.0,
2020-12-10 08:51:05-03:00,107952.0,,,36627.0,,
2020-12-10 08:51:11-03:00,,,,,,131591.9688
2020-12-10 08:51:15-03:00,,376529.3438,,,,
2020-12-10 08:55:57-03:00,,,,,222616.0,
2020-12-10 08:56:05-03:00,107952.0,,,36627.0,,
2020-12-10 08:56:11-03:00,,,,,,131591.9688
2020-12-10 08:56:16-03:00,,376536.3438,,,,
2020-12-10 09:00:57-03:00,,,,,222629.0,
2020-12-10 09:01:05-03:00,107952.0,,,36627.0,,
2020-12-10 09:01:11-03:00,,,,,,131591.9688
2020-12-10 09:01:16-03:00,,376543.4688,,,,
2020-12-10 09:05:58-03:00,,,,,222641.0,
2020-12-10 09:06:06-03:00,107952.0,,,36627.0,,
2020-12-10 09:06:12-03:00,,,,,,131591.9688
2020-12-10 09:06:16-03:00,,376550.6562,,,,
2020-12-10 09:10:58-03:00,,,,,222645.0,
2020-12-10 09:11:06-03:00,107952.0,,,36627.0,,
2020-12-10 09:11:12-03:00,,,,,,131591.9688
2020-12-10 09:11:17-03:00,,376558.0,,,,
2020-12-10 09:15:58-03:00,,,,,222651.0,
2020-12-10 09:16:06-03:00,107952.0,,,36627.0,,
2020-12-10 09:16:12-03:00,,,,,,131591.9688
2020-12-10 09:16:17-03:00,,376565.3438,,,,
2020-12-10 09:20:58-03:00,,,,,222663.0,
2020-12-10 09:21:07-03:00,107952.0,,,36627.0,,
2020-12-10 09:21:13-03:00,,,,,,131591.9688
2020-12-10 09:21:17-03:00,,376572.5,,,,
2020-12-10 09:25:59-03:00,,,,,222676.0,
2020-12-10 09:26:07-03:00,107952.0,,,36627.0,,
2020-12-10 09:26:13-03:00,,,,,,131591.9688
2020-12-10 09:26:17-03:00,,376579.8125,,,,
2020-12-10 09:30:59-03:00,,,,,222688.0,
2020-12-10 09:31:07-03:00,107952.0,,,36627.0,,
2020-12-10 09:31:13-03:00,,,,,,131591.9688
2020-12-10 09:31:18-03:00,,376587.25,,,,
2020-12-10 09:35:59-03:00,,,,,222689.0,
2020-12-10 09:36:07-03:00,107952.0,,,36627.0,,
2020-12-10 09:36:14-03:00,,,,,,131591.9688
2020-12-10 09:36:18-03:00,,376594.9375,,,,
2020-12-10 09:41:00-03:00,,,,,222698.0,
2020-12-10 09:41:08-03:00,107952.0,,,36627.0,,
2020-12-10 09:41:14-03:00,,,,,,131591.9688
2020-12-10 09:41:18-03:00,,376602.3125,,,,
2020-12-10 09:46:00-03:00,,,,,222711.0,
2020-12-10 09:46:08-03:00,107952.0,,,36627.0,,
2020-12-10 09:46:14-03:00,,,,,,131591.9688
2020-12-10 09:46:19-03:00,,376610.0,,,,
2020-12-10 09:51:00-03:00,,,,,222724.0,
2020-12-10 09:51:08-03:00,107952.0,,,36627.0,,
2020-12-10 09:51:14-03:00,,,,,,131591.9688
2020-12-10 09:51:19-03:00,,376617.375,,,,
2020-12-10 09:56:01-03:00,,,,,222733.0,
2020-12-10 09:56:09-03:00,107952.0,,,36627.0,,
2020-12-10 09:56:15-03:00,,,,,,131591.9688
2020-12-10 09:56:19-03:00,,376624.7188,,,,
2020-12-10 10:01:01-03:00,,,,,222733.0,
2020-12-10 10:01:09-03:00,107952.0,,,36627.0,,
2020-12-10 10:01:15-03:00,,,,,,131591.9688
2020-12-10 10:01:20-03:00,,376632.25,,,,
2020-12-10 10:06:01-03:00,,,,,222746.0,
2020-12-10 10:06:09-03:00,107952.0,,,36627.0,,
2020-12-10 10:06:15-03:00,,,,,,131591.9688
2020-12-10 10:06:20-03:00,,376639.7812,,,,
2020-12-10 10:11:02-03:00,,,,,222758.0,
2020-12-10 10:11:10-03:00,107952.0,,,36627.0,,
2020-12-10 10:11:16-03:00,,,,,,131591.9688
2020-12-10 10:11:20-03:00,,376647.4062,,,,
2020-12-10 10:16:02-03:00,,,,,222771.0,
2020-12-10 10:16:10-03:00,107952.0,,,36627.0,,
2020-12-10 10:16:16-03:00,,,,,,131591.9688
2020-12-10 10:16:21-03:00,,376655.25,,,,
2020-12-10 10:21:02-03:00,,,,,222778.0,
2020-12-10 10:21:10-03:00,107952.0,,,36627.0,,
2020-12-10 10:21:16-03:00,,,,,,131591.9688
2020-12-10 10:21:21-03:00,,376662.9688,,,,
2020-12-10 10:26:03-03:00,,,,,222780.0,
2020-12-10 10:26:11-03:00,107952.0,,,36627.0,,
