date,APR El Melón - RP1 >> Pozo 5B >> Volumen Pozo 5B(9160),APR El Melón - RP1 >> Estanque Azul >> Volumen Salida Estanque(13481),APR El Melón - RP1 >> Pozo Dren y B. Elevadoras >> Volumen Pozo Dren 2(12926),APR El Melón - RP1 >> Pozo Dren y B. Elevadoras >> Volumen Bomba Elevadoras(9898),APR El Melón - RP1 >> Pozo Dren y B. Elevadoras >> Volumen Pozo Dren 1(9036),APR El Melón - RP1 >> Pozo Dren y B. Elevadoras >> Volumen Pozo 9(19809)
2020-11-30 21:00:53-03:00,,,,,203752.0,
2020-11-30 21:02:59-03:00,107926.0,,,36627.0,,
2020-11-30 21:03:55-03:00,,,,,,131591.9688
2020-11-30 21:04:26-03:00,,357930.5625,,,,
2020-11-30 21:04:29-03:00,,,,,,131591.9688
2020-11-30 21:05:53-03:00,,,,,203764.0,
2020-11-30 21:07:59-03:00,107926.0,,,36627.0,,
2020-11-30 21:08:55-03:00,,,,,,131591.9688
2020-11-30 21:09:26-03:00,,357937.9688,,,,
2020-11-30 21:09:30-03:00,,,,,,131591.9688
2020-11-30 21:10:54-03:00,,,,,203771.0,
2020-11-30 21:12:59-03:00,107926.0,,,36627.0,,
2020-11-30 21:13:55-03:00,,,,,,131591.9688
2020-11-30 21:14:27-03:00,,357945.0312,,,,
2020-11-30 21:14:30-03:00,,,,,,131591.9688
2020-11-30 21:15:54-03:00,,,,,203774.0,
2020-11-30 21:18:00-03:00,107926.0,,,36627.0,,
2020-11-30 21:18:56-03:00,,,,,,131591.9688
2020-11-30 21:19:29-03:00,,357952.2812,,,,
2020-11-30 21:19:30-03:00,,,,,,131591.9688
2020-11-30 21:20:54-03:00,,,,,203786.0,
2020-11-30 21:23:00-03:00,107926.0,,,36627.0,,
2020-11-30 21:23:56-03:00,,,,,,131591.9688
2020-11-30 21:24:27-03:00,,357959.8438,,,,
2020-11-30 21:24:31-03:00,,,,,,131591.9688
2020-11-30 21:25:55-03:00,,,,,203799.0,
2020-11-30 21:28:00-03:00,107926.0,,,36627.0,,
2020-11-30 21:28:56-03:00,,,,,,131591.9688
2020-11-30 21:29:28-03:00,,357966.9062,,,,
2020-11-30 21:29:31-03:00,,,,,,131591.9688
2020-11-30 21:30:55-03:00,,,,,203811.0,
2020-11-30 21:33:01-03:00,107926.0,,,36627.0,,
2020-11-30 21:33:56-03:00,,,,,,131591.9688
2020-11-30 21:34:28-03:00,,357973.75,,,,
2020-11-30 21:34:31-03:00,,,,,,131591.9688
2020-11-30 21:35:55-03:00,,,,,203816.0,
2020-11-30 21:38:01-03:00,107926.0,,,36627.0,,
2020-11-30 21:38:57-03:00,,,,,,131591.9688
2020-11-30 21:39:28-03:00,,357980.8438,,,,
2020-11-30 21:39:32-03:00,,,,,,131591.9688
2020-11-30 21:40:55-03:00,,,,,203821.0,
2020-11-30 21:43:01-03:00,107926.0,,,36627.0,,
2020-11-30 21:43:57-03:00,,,,,,131591.9688
2020-11-30 21:44:29-03:00,,357987.9062,,,,
2020-11-30 21:44:32-03:00,,,,,,131591.9688
2020-11-30 21:45:56-03:00,,,,,203834.0,
2020-11-30 21:48:02-03:00,107926.0,,,36627.0,,
2020-11-30 21:48:57-03:00,,,,,,131591.9688
2020-11-30 21:49:29-03:00,,357994.875,,,,
2020-11-30 21:49:32-03:00,,,,,,131591.9688
2020-11-30 21:50:56-03:00,,,,,203846.0,
2020-11-30 21:53:02-03:00,107926.0,,,36627.0,,
2020-11-30 21:53:58-03:00,,,,,,131591.9688
2020-11-30 21:54:29-03:00,,358001.6875,,,,
2020-11-30 21:54:32-03:00,,,,,,131591.9688
2020-11-30 21:55:56-03:00,,,,,203859.0,
2020-11-30 21:58:02-03:00,107926.0,,,36627.0,,
2020-11-30 21:58:58-03:00,,,,,,131591.9688
2020-11-30 21:59:30-03:00,,358008.5312,,,,
2020-11-30 21:59:33-03:00,,,,,,131591.9688
2020-11-30 22:00:57-03:00,,,,,203860.0,
2020-11-30 22:03:02-03:00,107926.0,,,36627.0,,
2020-11-30 22:03:58-03:00,,,,,,131591.9688
2020-11-30 22:04:30-03:00,,358015.3125,,,,
2020-11-30 22:04:33-03:00,,,,,,131591.9688
2020-11-30 22:05:57-03:00,,,,,203868.0,
2020-11-30 22:08:03-03:00,107926.0,,,36627.0,,
2020-11-30 22:08:59-03:00,,,,,,131591.9688
2020-11-30 22:09:31-03:00,,358022.0625,,,,
2020-11-30 22:09:33-03:00,,,,,,131591.9688
2020-11-30 22:10:57-03:00,,,,,203881.0,
2020-11-30 22:13:03-03:00,107926.0,,,36627.0,,
2020-11-30 22:13:59-03:00,,,,,,131591.9688
2020-11-30 22:14:32-03:00,,358028.875,,,,
2020-11-30 22:14:34-03:00,,,,,,131591.9688
2020-11-30 22:15:58-03:00,,,,,203894.0,
2020-11-30 22:18:03-03:00,107926.0,,,36627.0,,
2020-11-30 22:18:59-03:00,,,,,,131591.9688
2020-11-30 22:19:31-03:00,,358035.4375,,,,
2020-11-30 22:19:34-03:00,,,,,,131591.9688
2020-11-30 22:20:58-03:00,,,,,203905.0,
2020-11-30 22:23:04-03:00,107926.0,,,36627.0,,
2020-11-30 22:24:00-03:00,,,,,,131591.9688
2020-11-30 22:24:31-03:00,,358042.1562,,,,
2020-11-30 22:24:34-03:00,,,,,,131591.9688
2020-11-30 22:25:58-03:00,,,,,203905.0,
2020-11-30 22:28:04-03:00,107926.0,,,36627.0,,
2020-11-30 22:29:00-03:00,,,,,,131591.9688
2020-11-30 22:29:32-03:00,,358049.0312,,,,
2020-11-30 22:29:35-03:00,,,,,,131591.9688
2020-11-30 22:30:59-03:00,,,,,203916.0,
2020-11-30 22:33:04-03:00,107926.0,,,36627.0,,
2020-11-30 22:34:00-03:00,,,,,,131591.9688
2020-11-30 22:34:32-03:00,,358055.6875,,,,
2020-11-30 22:34:35-03:00,,,,,,131591.9688
2020-11-30 22:35:59-03:00,,,,,203928.0,
2020-11-30 22:38:05-03:00,107926.0,,,36627.0,,
2020-11-30 22:39:00-03:00,,,,,,131591.9688
2020-11-30 22:39:32-03:00,,358061.875,,,,
2020-11-30 22:39:35-03:00,,,,,,131591.9688
2020-11-30 22:40:59-03:00,,,,,203941.0,
2020-11-30 22:43:05-03:00,107926.0,,,36627.0,,
2020-11-30 22:44:01-03:00,,,,,,131591.9688
2020-11-30 22:44:33-03:00,,358068.3438,,,,
2020-11-30 22:44:36-03:00,,,,,,131591.9688
2020-11-30 22:46:00-03:00,,,,,203949.0,
2020-11-30 22:48:05-03:00,107926.0,,,36627.0,,
2020-11-30 22:49:01-03:00,,,,,,131591.9688
2020-11-30 22:49:33-03:00,,358074.75,,,,
2020-11-30 22:49:36-03:00,,,,,,131591.9688
2020-11-30 22:51:00-03:00,,,,,203950.0,
2020-11-30 22:53:06-03:00,107926.0,,,36627.0,,
2020-11-30 22:54:01-03:00,,,,,,131591.9688
2020-11-30 22:54:33-03:00,,358081.5625,,,,
2020-11-30 22:54:36-03:00,,,,,,131591.9688
2020-11-30 22:56:00-03:00,,,,,203963.0,
2020-11-30 22:58:06-03:00,107926.0,,,36627.0,,
2020-11-30 22:59:02-03:00,,,,,,131591.9688
2020-11-30 22:59:34-03:00,,358088.2812,,,,
2020-11-30 22:59:36-03:00,,,,,,131591.9688
2020-11-30 23:01:00-03:00,,,,,203976.0,
2020-11-30 23:03:06-03:00,107926.0,,,36627.0,,
2020-11-30 23:04:02-03:00,,,,,,131591.9688
2020-11-30 23:04:34-03:00,,358094.75,,,,
2020-11-30 23:04:37-03:00,,,,,,131591.9688
2020-11-30 23:06:01-03:00,,,,,203989.0,
2020-11-30 23:08:07-03:00,107926.0,,,36627.0,,
2020-11-30 23:09:02-03:00,,,,,,131591.9688
2020-11-30 23:09:35-03:00,,358101.1562,,,,
2020-11-30 23:09:37-03:00,,,,,,131591.9688
2020-11-30 23:11:01-03:00,,,,,203992.0,
2020-11-30 23:13:07-03:00,107926.0,,,36627.0,,
2020-11-30 23:14:03-03:00,,,,,,131591.9688
2020-11-30 23:14:35-03:00,,358107.4062,,,,
2020-11-30 23:14:37-03:00,,,,,,131591.9688
2020-11-30 23:16:01-03:00,,,,,203998.0,
2020-11-30 23:18:07-03:00,107926.0,,,36627.0,,
2020-11-30 23:19:03-03:00,,,,,,131591.9688
2020-11-30 23:19:35-03:00,,358113.9688,,,,
2020-11-30 23:19:38-03:00,,,,,,131591.9688
2020-11-30 23:21:02-03:00,,,,,204011.0,
2020-11-30 23:23:07-03:00,107926.0,,,36627.0,,
2020-11-30 23:24:03-03:00,,,,,,131591.9688
2020-11-30 23:24:35-03:00,,358120.4375,,,,
2020-11-30 23:24:38-03:00,,,,,,131591.9688
2020-11-30 23:26:02-03:00,,,,,204024.0,
2020-11-30 23:28:08-03:00,107926.0,,,36627.0,,
2020-11-30 23:29:04-03:00,,,,,,131591.9688
2020-11-30 23:29:36-03:00,,358126.75,,,,
2020-11-30 23:29:38-03:00,,,,,,131591.9688
2020-11-30 23:31:02-03:00,,,,,204036.0,
2020-11-30 23:33:08-03:00,107926.0,,,36627.0,,
2020-11-30 23:34:04-03:00,,,,,,131591.9688
2020-11-30 23:34:36-03:00,,358132.9688,,,,
2020-11-30 23:34:39-03:00,,,,,,131591.9688
2020-11-30 23:36:03-03:00,,,,,204037.0,
2020-11-30 23:38:08-03:00,107926.0,,,36627.0,,
2020-11-30 23:39:04-03:00,,,,,,131591.9688
2020-11-30 23:39:36-03:00,,358139.2188,,,,
2020-11-30 23:39:39-03:00,,,,,,131591.9688
2020-11-30 23:41:03-03:00,,,,,204046.0,
2020-11-30 23:43:09-03:00,107926.0,,,36627.0,,
2020-11-30 23:44:04-03:00,,,,,,131591.9688
2020-11-30 23:44:37-03:00,,358145.3125,,,,
2020-11-30 23:44:39-03:00,,,,,,131591.9688
2020-11-30 23:46:03-03:00,,,,,204059.0,
2020-11-30 23:48:09-03:00,107926.0,,,36627.0,,
2020-11-30 23:49:05-03:00,,,,,,131591.9688
2020-11-30 23:49:37-03:00,,358151.4062,,,,
2020-11-30 23:49:40-03:00,,,,,,131591.9688
2020-11-30 23:51:04-03:00,,,,,204061.0,
2020-11-30 23:53:09-03:00,107926.0,,,36627.0,,
2020-11-30 23:54:05-03:00,,,,,,131591.9688
2020-11-30 23:54:37-03:00,,358157.625,,,,
2020-11-30 23:54:40-03:00,,,,,,131591.9688
2020-11-30 23:56:04-03:00,,,,,204061.0,
2020-11-30 23:58:10-03:00,107926.0,,,36627.0,,
2020-11-30 23:59:05-03:00,,,,,,131591.9688
2020-11-30 23:59:38-03:00,,358163.75,,,,
2020-11-30 23:59:40-03:00,,,,,,131591.9688
2020-12-01 00:01:04-03:00,,,,,204061.0,
2020-12-01 00:03:10-03:00,107926.0,,,36627.0,,
2020-12-01 00:04:06-03:00,,,,,,131591.9688
2020-12-01 00:04:38-03:00,,358169.75,,,,
2020-12-01 00:04:40-03:00,,,,,,131591.9688
2020-12-01 00:06:05-03:00,,,,,204061.0,
2020-12-01 00:08:11-03:00,107926.0,,,36627.0,,
2020-12-01 00:09:06-03:00,,,,,,131591.9688
2020-12-01 00:09:38-03:00,,358175.7188,,,,
2020-12-01 00:09:41-03:00,,,,,,131591.9688
2020-12-01 00:11:05-03:00,,,,,204061.0,
2020-12-01 00:13:11-03:00,107926.0,,,36627.0,,
2020-12-01 00:14:06-03:00,,,,,,131591.9688
2020-12-01 00:14:38-03:00,,358181.5938,,,,
2020-12-01 00:14:41-03:00,,,,,,131591.9688
2020-12-01 00:16:05-03:00,,,,,204061.0,
2020-12-01 00:18:11-03:00,107926.0,,,36627.0,,
2020-12-01 00:19:07-03:00,,,,,,131591.9688
2020-12-01 00:19:39-03:00,,358187.3438,,,,
2020-12-01 00:19:41-03:00,,,,,,131591.9688
2020-12-01 00:21:05-03:00,,,,,204061.0,
2020-12-01 00:23:12-03:00,107926.0,,,36627.0,,
2020-12-01 00:24:07-03:00,,,,,,131591.9688
2020-12-01 00:24:39-03:00,,358193.2188,,,,
2020-12-01 00:24:42-03:00,,,,,,131591.9688
2020-12-01 00:26:06-03:00,,,,,204061.0,
2020-12-01 00:28:12-03:00,107926.0,,,36627.0,,
2020-12-01 00:29:07-03:00,,,,,,131591.9688
2020-12-01 00:29:39-03:00,,358198.9375,,,,
2020-12-01 00:29:42-03:00,,,,,,131591.9688
2020-12-01 00:31:06-03:00,,,,,204061.0,
2020-12-01 00:33:12-03:00,107926.0,,,36627.0,,
2020-12-01 00:34:08-03:00,,,,,,131591.9688
2020-12-01 00:34:40-03:00,,358204.5312,,,,
2020-12-01 00:34:42-03:00,,,,,,131591.9688
2020-12-01 00:36:06-03:00,,,,,204061.0,
2020-12-01 00:38:13-03:00,107926.0,,,36627.0,,
2020-12-01 00:39:08-03:00,,,,,,131591.9688
2020-12-01 00:39:40-03:00,,358210.0938,,,,
2020-12-01 00:39:43-03:00,,,,,,131591.9688
2020-12-01 00:41:07-03:00,,,,,204061.0,
2020-12-01 00:43:13-03:00,107926.0,,,36627.0,,
2020-12-01 00:44:08-03:00,,,,,,131591.9688
2020-12-01 00:44:40-03:00,,358215.75,,,,
2020-12-01 00:44:43-03:00,,,,,,131591.9688
2020-12-01 00:46:07-03:00,,,,,204061.0,
2020-12-01 00:48:13-03:00,107926.0,,,36627.0,,
2020-12-01 00:49:08-03:00,,,,,,131591.9688
2020-12-01 00:49:41-03:00,,358221.3125,,,,
2020-12-01 00:49:43-03:00,,,,,,131591.9688
2020-12-01 00:51:07-03:00,,,,,204061.0,
2020-12-01 00:53:14-03:00,107926.0,,,36627.0,,
2020-12-01 00:54:09-03:00,,,,,,131591.9688
2020-12-01 00:54:41-03:00,,358226.7812,,,,
2020-12-01 00:54:44-03:00,,,,,,131591.9688
2020-12-01 00:56:08-03:00,,,,,204061.0,
2020-12-01 00:58:14-03:00,107926.0,,,36627.0,,
2020-12-01 00:59:09-03:00,,,,,,131591.9688
2020-12-01 00:59:41-03:00,,358232.1875,,,,
2020-12-01 00:59:44-03:00,,,,,,131591.9688
2020-12-01 01:01:08-03:00,,,,,204061.0,
2020-12-01 01:03:14-03:00,107926.0,,,36627.0,,
2020-12-01 01:04:09-03:00,,,,,,131591.9688
2020-12-01 01:04:42-03:00,,358237.5625,,,,
2020-12-01 01:04:44-03:00,,,,,,131591.9688
2020-12-01 01:06:08-03:00,,,,,204061.0,
2020-12-01 01:08:15-03:00,107926.0,,,36627.0,,
2020-12-01 01:09:10-03:00,,,,,,131591.9688
2020-12-01 01:09:42-03:00,,358242.8438,,,,
2020-12-01 01:09:45-03:00,,,,,,131591.9688
2020-12-01 01:11:09-03:00,,,,,204061.0,
2020-12-01 01:13:15-03:00,107926.0,,,36627.0,,
2020-12-01 01:14:10-03:00,,,,,,131591.9688
2020-12-01 01:14:42-03:00,,358248.1875,,,,
2020-12-01 01:14:45-03:00,,,,,,131591.9688
2020-12-01 01:16:09-03:00,,,,,204061.0,
2020-12-01 01:18:15-03:00,107926.0,,,36627.0,,
2020-12-01 01:19:10-03:00,,,,,,131591.9688
2020-12-01 01:19:43-03:00,,358253.5,,,,
2020-12-01 01:19:45-03:00,,,,,,131591.9688
2020-12-01 01:21:09-03:00,,,,,204061.0,
2020-12-01 01:23:15-03:00,107926.0,,,36627.0,,
2020-12-01 01:24:11-03:00,,,,,,131591.9688
2020-12-01 01:24:43-03:00,,358258.875,,,,
2020-12-01 01:24:45-03:00,,,,,,131591.9688
2020-12-01 01:26:09-03:00,,,,,204061.0,
2020-12-01 01:28:16-03:00,107926.0,,,36627.0,,
2020-12-01 01:29:11-03:00,,,,,,131591.9688
2020-12-01 01:29:43-03:00,,358264.125,,,,
2020-12-01 01:29:46-03:00,,,,,,131591.9688
2020-12-01 01:31:10-03:00,,,,,204061.0,
2020-12-01 01:33:16-03:00,107926.0,,,36627.0,,
2020-12-01 01:34:11-03:00,,,,,,131591.9688
2020-12-01 01:34:43-03:00,,358269.25,,,,
2020-12-01 01:34:46-03:00,,,,,,131591.9688
2020-12-01 01:36:10-03:00,,,,,204061.0,
2020-12-01 01:38:16-03:00,107926.0,,,36627.0,,
2020-12-01 01:39:12-03:00,,,,,,131591.9688
2020-12-01 01:39:44-03:00,,358274.4688,,,,
2020-12-01 01:39:46-03:00,,,,,,131591.9688
2020-12-01 01:41:10-03:00,,,,,204062.0,
2020-12-01 01:43:17-03:00,107926.0,,,36627.0,,
2020-12-01 01:44:12-03:00,,,,,,131591.9688
2020-12-01 01:44:44-03:00,,358279.625,,,,
2020-12-01 01:44:47-03:00,,,,,,131591.9688
2020-12-01 01:46:11-03:00,,,,,204075.0,
2020-12-01 01:48:17-03:00,107926.0,,,36627.0,,
2020-12-01 01:49:12-03:00,,,,,,131591.9688
2020-12-01 01:49:44-03:00,,358284.8125,,,,
2020-12-01 01:49:47-03:00,,,,,,131591.9688
2020-12-01 01:51:11-03:00,,,,,204088.0,
2020-12-01 01:53:17-03:00,107926.0,,,36627.0,,
2020-12-01 01:54:12-03:00,,,,,,131591.9688
2020-12-01 01:54:45-03:00,,358290.0938,,,,
2020-12-01 01:54:47-03:00,,,,,,131591.9688
2020-12-01 01:56:11-03:00,,,,,204101.0,
2020-12-01 01:58:18-03:00,107926.0,,,36627.0,,
2020-12-01 01:59:13-03:00,,,,,,131591.9688
2020-12-01 01:59:45-03:00,,358295.1875,,,,
2020-12-01 01:59:48-03:00,,,,,,131591.9688
2020-12-01 02:01:12-03:00,,,,,204104.0,
2020-12-01 02:03:18-03:00,107926.0,,,36627.0,,
2020-12-01 02:04:46-03:00,,358300.3438,,,,
2020-12-01 02:04:48-03:00,,,,,,131591.9688
2020-12-01 02:06:12-03:00,,,,,204111.0,
2020-12-01 02:08:19-03:00,107926.0,,,36627.0,,
2020-12-01 02:09:13-03:00,,,,,,131591.9688
2020-12-01 02:09:46-03:00,,358305.5312,,,,
2020-12-01 02:09:48-03:00,,,,,,131591.9688
2020-12-01 02:11:12-03:00,,,,,204123.0,
2020-12-01 02:13:19-03:00,107926.0,,,36627.0,,
2020-12-01 02:14:14-03:00,,,,,,131591.9688
2020-12-01 02:14:46-03:00,,358310.875,,,,
2020-12-01 02:14:49-03:00,,,,,,131591.9688
2020-12-01 02:16:13-03:00,,,,,204136.0,
2020-12-01 02:18:19-03:00,107926.0,,,36627.0,,
2020-12-01 02:19:14-03:00,,,,,,131591.9688
2020-12-01 02:19:47-03:00,,358316.125,,,,
2020-12-01 02:19:49-03:00,,,,,,131591.9688
2020-12-01 02:21:13-03:00,,,,,204147.0,
2020-12-01 02:23:20-03:00,107926.0,,,36627.0,,
2020-12-01 02:24:14-03:00,,,,,,131591.9688
2020-12-01 02:24:47-03:00,,358321.4062,,,,
2020-12-01 02:24:49-03:00,,,,,,131591.9688
2020-12-01 02:26:13-03:00,,,,,204147.0,
2020-12-01 02:28:20-03:00,107926.0,,,36627.0,,
2020-12-01 02:29:15-03:00,,,,,,131591.9688
2020-12-01 02:29:47-03:00,,358326.5938,,,,
2020-12-01 02:29:50-03:00,,,,,,131591.9688
2020-12-01 02:31:13-03:00,,,,,204159.0,
2020-12-01 02:33:20-03:00,107926.0,,,36627.0,,
2020-12-01 02:34:15-03:00,,,,,,131591.9688
2020-12-01 02:34:48-03:00,,358331.75,,,,
2020-12-01 02:34:50-03:00,,,,,,131591.9688
2020-12-01 02:36:14-03:00,,,,,204171.0,
2020-12-01 02:38:21-03:00,107926.0,,,36627.0,,
2020-12-01 02:39:15-03:00,,,,,,131591.9688
2020-12-01 02:39:48-03:00,,358336.9375,,,,
2020-12-01 02:39:50-03:00,,,,,,131591.9688
2020-12-01 02:41:14-03:00,,,,,204184.0,
2020-12-01 02:43:21-03:00,107926.0,,,36627.0,,
2020-12-01 02:44:16-03:00,,,,,,131591.9688
2020-12-01 02:44:48-03:00,,358342.0625,,,,
2020-12-01 02:44:50-03:00,,,,,,131591.9688
2020-12-01 02:46:14-03:00,,,,,204189.0,
2020-12-01 02:48:21-03:00,107926.0,,,36627.0,,
2020-12-01 02:49:16-03:00,,,,,,131591.9688
2020-12-01 02:49:49-03:00,,358347.2188,,,,
2020-12-01 02:49:51-03:00,,,,,,131591.9688
2020-12-01 02:51:15-03:00,,,,,204194.0,
2020-12-01 02:53:22-03:00,107926.0,,,36627.0,,
2020-12-01 02:54:16-03:00,,,,,,131591.9688
2020-12-01 02:54:49-03:00,,358352.4375,,,,
2020-12-01 02:54:51-03:00,,,,,,131591.9688
2020-12-01 02:56:15-03:00,,,,,204207.0,
2020-12-01 02:58:22-03:00,107926.0,,,36627.0,,
2020-12-01 02:59:17-03:00,,,,,,131591.9688
2020-12-01 02:59:49-03:00,,358357.5938,,,,
2020-12-01 02:59:51-03:00,,,,,,131591.9688
2020-12-01 03:01:15-03:00,,,,,204220.0,
2020-12-01 03:03:22-03:00,107926.0,,,36627.0,,
2020-12-01 03:04:17-03:00,,,,,,131591.9688
2020-12-01 03:04:50-03:00,,358362.8125,,,,
2020-12-01 03:04:52-03:00,,,,,,131591.9688
2020-12-01 03:06:16-03:00,,,,,204232.0,
2020-12-01 03:08:23-03:00,107926.0,,,36627.0,,
2020-12-01 03:09:17-03:00,,,,,,131591.9688
2020-12-01 03:09:50-03:00,,358367.9688,,,,
2020-12-01 03:09:52-03:00,,,,,,131591.9688
2020-12-01 03:11:16-03:00,,,,,204232.0,
2020-12-01 03:13:23-03:00,107926.0,,,36627.0,,
2020-12-01 03:14:18-03:00,,,,,,131591.9688
2020-12-01 03:14:50-03:00,,358373.125,,,,
2020-12-01 03:14:52-03:00,,,,,,131591.9688
2020-12-01 03:16:16-03:00,,,,,204242.0,
2020-12-01 03:18:23-03:00,107926.0,,,36627.0,,
2020-12-01 03:19:18-03:00,,,,,,131591.9688
2020-12-01 03:19:50-03:00,,358378.2812,,,,
2020-12-01 03:19:53-03:00,,,,,,131591.9688
2020-12-01 03:21:17-03:00,,,,,204255.0,
2020-12-01 03:23:24-03:00,107926.0,,,36627.0,,
2020-12-01 03:24:18-03:00,,,,,,131591.9688
2020-12-01 03:24:51-03:00,,358383.5312,,,,
2020-12-01 03:24:53-03:00,,,,,,131591.9688
2020-12-01 03:26:17-03:00,,,,,204268.0,
2020-12-01 03:28:24-03:00,107926.0,,,36627.0,,
2020-12-01 03:29:19-03:00,,,,,,131591.9688
2020-12-01 03:29:51-03:00,,358388.75,,,,
2020-12-01 03:29:53-03:00,,,,,,131591.9688
2020-12-01 03:31:17-03:00,,,,,204276.0,
2020-12-01 03:33:24-03:00,107926.0,,,36627.0,,
2020-12-01 03:34:19-03:00,,,,,,131591.9688
2020-12-01 03:34:51-03:00,,358394.0312,,,,
2020-12-01 03:34:54-03:00,,,,,,131591.9688
2020-12-01 03:36:17-03:00,,,,,204277.0,
2020-12-01 03:38:24-03:00,107926.0,,,36627.0,,
2020-12-01 03:39:19-03:00,,,,,,131591.9688
2020-12-01 03:39:52-03:00,,358399.2812,,,,
2020-12-01 03:39:54-03:00,,,,,,131591.9688
2020-12-01 03:41:18-03:00,,,,,204290.0,
2020-12-01 03:43:25-03:00,107926.0,,,36627.0,,
2020-12-01 03:44:20-03:00,,,,,,131591.9688
2020-12-01 03:44:52-03:00,,358404.5312,,,,
2020-12-01 03:44:54-03:00,,,,,,131591.9688
2020-12-01 03:46:18-03:00,,,,,204303.0,
2020-12-01 03:48:25-03:00,107926.0,,,36627.0,,
2020-12-01 03:49:20-03:00,,,,,,131591.9688
2020-12-01 03:49:52-03:00,,358409.75,,,,
2020-12-01 03:49:54-03:00,,,,,,131591.9688
2020-12-01 03:51:18-03:00,,,,,204315.0,
2020-12-01 03:53:25-03:00,107926.0,,,36627.0,,
2020-12-01 03:54:20-03:00,,,,,,131591.9688
2020-12-01 03:54:53-03:00,,358415.0312,,,,
2020-12-01 03:54:55-03:00,,,,,,131591.9688
2020-12-01 03:56:19-03:00,,,,,204320.0,
2020-12-01 03:58:26-03:00,107926.0,,,36627.0,,
2020-12-01 03:59:21-03:00,,,,,,131591.9688
2020-12-01 03:59:53-03:00,,358420.2812,,,,
2020-12-01 03:59:55-03:00,,,,,,131591.9688
2020-12-01 04:01:19-03:00,,,,,204325.0,
2020-12-01 04:03:26-03:00,107926.0,,,36627.0,,
2020-12-01 04:04:21-03:00,,,,,,131591.9688
2020-12-01 04:04:54-03:00,,358425.5938,,,,
2020-12-01 04:04:55-03:00,,,,,,131591.9688
2020-12-01 04:06:20-03:00,,,,,204338.0,
2020-12-01 04:08:27-03:00,107926.0,,,36627.0,,
2020-12-01 04:09:21-03:00,,,,,,131591.9688
2020-12-01 04:09:54-03:00,,358430.9062,,,,
2020-12-01 04:09:56-03:00,,,,,,131591.9688
2020-12-01 04:11:20-03:00,,,,,204350.0,
2020-12-01 04:13:27-03:00,107926.0,,,36627.0,,
2020-12-01 04:14:22-03:00,,,,,,131591.9688
2020-12-01 04:14:54-03:00,,358436.2188,,,,
2020-12-01 04:14:56-03:00,,,,,,131591.9688
2020-12-01 04:16:20-03:00,,,,,204351.0,
2020-12-01 04:18:27-03:00,107926.0,,,36627.0,,
2020-12-01 04:19:22-03:00,,,,,,131591.9688
2020-12-01 04:19:55-03:00,,358441.5312,,,,
2020-12-01 04:19:56-03:00,,,,,,131591.9688
2020-12-01 04:21:21-03:00,,,,,204351.0,
2020-12-01 04:23:28-03:00,107926.0,,,36627.0,,
2020-12-01 04:24:22-03:00,,,,,,131591.9688
2020-12-01 04:24:55-03:00,,358446.8125,,,,
2020-12-01 04:24:57-03:00,,,,,,131591.9688
2020-12-01 04:26:21-03:00,,,,,204351.0,
2020-12-01 04:28:28-03:00,107926.0,,,36627.0,,
2020-12-01 04:29:22-03:00,,,,,,131591.9688
2020-12-01 04:29:55-03:00,,358452.125,,,,
2020-12-01 04:29:57-03:00,,,,,,131591.9688
2020-12-01 04:31:21-03:00,,,,,204351.0,
2020-12-01 04:33:28-03:00,107926.0,,,36627.0,,
2020-12-01 04:34:23-03:00,,,,,,131591.9688
2020-12-01 04:34:55-03:00,,358457.4375,,,,
2020-12-01 04:34:58-03:00,,,,,,131591.9688
2020-12-01 04:36:22-03:00,,,,,204351.0,
2020-12-01 04:38:29-03:00,107926.0,,,36627.0,,
2020-12-01 04:39:23-03:00,,,,,,131591.9688
2020-12-01 04:39:56-03:00,,358462.75,,,,
2020-12-01 04:39:58-03:00,,,,,,131591.9688
2020-12-01 04:41:22-03:00,,,,,204351.0,
2020-12-01 04:43:29-03:00,107926.0,,,36627.0,,
2020-12-01 04:44:23-03:00,,,,,,131591.9688
2020-12-01 04:44:56-03:00,,358467.9688,,,,
2020-12-01 04:44:58-03:00,,,,,,131591.9688
2020-12-01 04:46:22-03:00,,,,,204351.0,
2020-12-01 04:48:29-03:00,107926.0,,,36627.0,,
2020-12-01 04:49:24-03:00,,,,,,131591.9688
2020-12-01 04:49:56-03:00,,358473.2188,,,,
2020-12-01 04:49:58-03:00,,,,,,131591.9688
2020-12-01 04:51:23-03:00,,,,,204351.0,
2020-12-01 04:53:30-03:00,107926.0,,,36627.0,,
2020-12-01 04:54:24-03:00,,,,,,131591.9688
2020-12-01 04:54:57-03:00,,358478.4688,,,,
2020-12-01 04:54:59-03:00,,,,,,131591.9688
2020-12-01 04:56:23-03:00,,,,,204351.0,
2020-12-01 04:58:30-03:00,107926.0,,,36627.0,,
2020-12-01 04:59:24-03:00,,,,,,131591.9688
2020-12-01 04:59:57-03:00,,358483.6562,,,,
2020-12-01 04:59:59-03:00,,,,,,131591.9688
2020-12-01 05:01:23-03:00,,,,,204351.0,
2020-12-01 05:03:30-03:00,107926.0,,,36627.0,,
2020-12-01 05:04:25-03:00,,,,,,131591.9688
2020-12-01 05:04:57-03:00,,358488.875,,,,
2020-12-01 05:04:59-03:00,,,,,,131591.9688
