date,APR Las Canteras >> Pozo y Estanque >> Horómetro Pozo 3(20345),APR Las Canteras >> Pozo y Estanque >> Horómetro Pozo 1(4775)
2020-12-24 16:35:36-03:00,2123.0,61268.0
2020-12-24 16:40:36-03:00,2123.0,61268.0
2020-12-24 16:45:36-03:00,2123.0,61268.0
2020-12-24 16:50:37-03:00,2123.0,61268.0
2020-12-24 16:55:37-03:00,2123.0,61268.0
2020-12-24 17:00:37-03:00,2123.0,61268.0
2020-12-24 17:05:38-03:00,2123.0,61268.0
2020-12-24 17:10:38-03:00,2123.0,61268.0
2020-12-24 17:15:38-03:00,2123.0,61268.0
2020-12-24 17:20:39-03:00,2123.0,61268.0
2020-12-24 17:25:39-03:00,2124.0,61268.0
2020-12-24 17:30:39-03:00,2124.0,61268.0
2020-12-24 17:35:40-03:00,2124.0,61268.0
2020-12-24 17:40:40-03:00,2124.0,61268.0
2020-12-24 17:45:40-03:00,2124.0,61268.0
2020-12-24 17:50:41-03:00,2124.0,61268.0
2020-12-24 17:55:41-03:00,2124.0,61268.0
2020-12-24 18:00:41-03:00,2124.0,61268.0
2020-12-24 18:05:41-03:00,2124.0,61268.0
2020-12-24 18:10:42-03:00,2124.0,61268.0
2020-12-24 18:15:42-03:00,2124.0,61268.0
2020-12-24 18:20:42-03:00,2124.0,61268.0
2020-12-24 18:25:43-03:00,2124.0,61268.0
2020-12-24 18:30:43-03:00,2124.0,61268.0
2020-12-24 18:35:43-03:00,2124.0,61268.0
2020-12-24 18:40:44-03:00,2124.0,61268.0
2020-12-24 18:45:44-03:00,2124.0,61268.0
2020-12-24 18:50:44-03:00,2124.0,61268.0
2020-12-24 18:55:45-03:00,2124.0,61268.0
2020-12-24 19:00:45-03:00,2124.0,61268.0
2020-12-24 19:05:45-03:00,2124.0,61268.0
2020-12-24 19:10:46-03:00,2125.0,61268.0
2020-12-24 19:15:46-03:00,2125.0,61268.0
2020-12-24 19:20:46-03:00,2125.0,61268.0
2020-12-24 19:25:46-03:00,2125.0,61268.0
2020-12-24 19:30:47-03:00,2125.0,61268.0
2020-12-24 19:35:47-03:00,2125.0,61268.0
2020-12-24 19:40:47-03:00,2125.0,61268.0
2020-12-24 19:45:48-03:00,2125.0,61268.0
2020-12-24 19:50:48-03:00,2125.0,61268.0
2020-12-24 19:55:48-03:00,2125.0,61268.0
2020-12-24 20:00:49-03:00,2125.0,61268.0
2020-12-24 20:05:49-03:00,2125.0,61268.0
2020-12-24 20:10:49-03:00,2125.0,61268.0
2020-12-24 20:15:50-03:00,2125.0,61268.0
2020-12-24 20:20:50-03:00,2125.0,61268.0
2020-12-24 20:25:50-03:00,2125.0,61268.0
2020-12-24 20:30:51-03:00,2125.0,61268.0
2020-12-24 20:35:51-03:00,2125.0,61268.0
2020-12-24 20:40:51-03:00,2125.0,61268.0
2020-12-24 20:45:52-03:00,2125.0,61268.0
2020-12-24 20:50:52-03:00,2125.0,61268.0
2020-12-24 20:55:52-03:00,2126.0,61268.0
2020-12-24 21:00:52-03:00,2126.0,61268.0
2020-12-24 21:05:53-03:00,2126.0,61268.0
2020-12-24 21:10:53-03:00,2126.0,61268.0
2020-12-24 21:15:53-03:00,2126.0,61268.0
2020-12-24 21:20:54-03:00,2126.0,61268.0
2020-12-24 21:25:54-03:00,2126.0,61268.0
2020-12-24 21:30:54-03:00,2126.0,61268.0
2020-12-24 21:35:55-03:00,2126.0,61268.0
2020-12-24 21:40:55-03:00,2126.0,61268.0
2020-12-24 21:45:55-03:00,2126.0,61268.0
2020-12-24 21:50:56-03:00,2126.0,61268.0
2020-12-24 21:55:56-03:00,2126.0,61268.0
2020-12-24 22:00:56-03:00,2126.0,61268.0
2020-12-24 22:05:57-03:00,2126.0,61268.0
2020-12-24 22:10:57-03:00,2126.0,61268.0
2020-12-24 22:15:57-03:00,2126.0,61268.0
2020-12-24 22:20:58-03:00,2126.0,61268.0
2020-12-24 22:25:58-03:00,2126.0,61268.0
2020-12-24 22:30:58-03:00,2126.0,61268.0
2020-12-24 22:35:58-03:00,2126.0,61268.0
2020-12-24 22:40:59-03:00,2127.0,61268.0
2020-12-24 22:45:59-03:00,2127.0,61268.0
2020-12-24 22:50:59-03:00,2127.0,61268.0
2020-12-24 22:56:00-03:00,2127.0,61268.0
2020-12-24 23:01:00-03:00,2127.0,61268.0
2020-12-24 23:06:00-03:00,2127.0,61268.0
2020-12-24 23:11:01-03:00,2127.0,61268.0
2020-12-24 23:16:01-03:00,2127.0,61268.0
2020-12-24 23:21:01-03:00,2127.0,61268.0
2020-12-24 23:26:02-03:00,2127.0,61268.0
2020-12-24 23:31:02-03:00,2127.0,61268.0
2020-12-24 23:36:02-03:00,2127.0,61268.0
2020-12-24 23:41:03-03:00,2127.0,61268.0
2020-12-24 23:46:03-03:00,2127.0,61268.0
2020-12-24 23:51:03-03:00,2127.0,61268.0
2020-12-24 23:56:04-03:00,2127.0,61268.0
2020-12-25 00:01:04-03:00,2127.0,61268.0
2020-12-25 00:06:04-03:00,2127.0,61268.0
2020-12-25 00:11:04-03:00,2127.0,61268.0
2020-12-25 00:16:05-03:00,2127.0,61268.0
2020-12-25 00:21:05-03:00,2127.0,61268.0
2020-12-25 00:26:05-03:00,2127.0,61268.0
2020-12-25 00:31:06-03:00,2128.0,61268.0
2020-12-25 00:36:06-03:00,2128.0,61268.0
2020-12-25 00:41:06-03:00,2128.0,61268.0
2020-12-25 00:46:07-03:00,2128.0,61268.0
2020-12-25 00:51:07-03:00,2128.0,61268.0
2020-12-25 00:56:07-03:00,2128.0,61268.0
2020-12-25 01:01:08-03:00,2128.0,61268.0
2020-12-25 01:06:08-03:00,2128.0,61268.0
2020-12-25 01:11:08-03:00,2128.0,61268.0
2020-12-25 01:16:09-03:00,2128.0,61268.0
2020-12-25 01:21:09-03:00,2128.0,61268.0
2020-12-25 01:26:09-03:00,2128.0,61268.0
2020-12-25 01:31:09-03:00,2128.0,61268.0
2020-12-25 01:36:10-03:00,2128.0,61268.0
2020-12-25 01:41:10-03:00,2128.0,61268.0
2020-12-25 01:46:10-03:00,2128.0,61268.0
2020-12-25 01:51:11-03:00,2128.0,61268.0
2020-12-25 01:56:11-03:00,2128.0,61268.0
2020-12-25 02:01:11-03:00,2128.0,61268.0
2020-12-25 02:06:12-03:00,2128.0,61268.0
2020-12-25 02:11:12-03:00,2128.0,61268.0
2020-12-25 02:16:12-03:00,2129.0,61268.0
2020-12-25 02:21:13-03:00,2129.0,61268.0
2020-12-25 02:26:13-03:00,2129.0,61268.0
2020-12-25 02:31:13-03:00,2129.0,61268.0
2020-12-25 02:36:14-03:00,2129.0,61268.0
2020-12-25 02:41:14-03:00,2129.0,61268.0
2020-12-25 02:46:14-03:00,2129.0,61268.0
2020-12-25 02:51:15-03:00,2129.0,61268.0
2020-12-25 02:56:15-03:00,2129.0,61268.0
2020-12-25 03:01:15-03:00,2129.0,61268.0
2020-12-25 03:06:15-03:00,2129.0,61268.0
2020-12-25 03:11:16-03:00,2129.0,61268.0
2020-12-25 03:16:16-03:00,2129.0,61268.0
2020-12-25 03:21:16-03:00,2129.0,61268.0
2020-12-25 03:26:17-03:00,2129.0,61268.0
2020-12-25 03:31:17-03:00,2129.0,61268.0
2020-12-25 03:36:17-03:00,2129.0,61268.0
2020-12-25 03:41:18-03:00,2129.0,61268.0
2020-12-25 03:46:18-03:00,2129.0,61268.0
2020-12-25 03:51:18-03:00,2129.0,61268.0
2020-12-25 03:56:19-03:00,2129.0,61268.0
2020-12-25 04:01:19-03:00,2129.0,61268.0
2020-12-25 04:06:19-03:00,2129.0,61268.0
2020-12-25 04:11:20-03:00,2129.0,61268.0
2020-12-25 04:16:20-03:00,2129.0,61268.0
2020-12-25 04:21:20-03:00,2129.0,61268.0
2020-12-25 04:26:21-03:00,2129.0,61268.0
2020-12-25 04:31:21-03:00,2129.0,61268.0
2020-12-25 04:36:21-03:00,2130.0,61268.0
2020-12-25 04:41:22-03:00,2130.0,61268.0
2020-12-25 04:46:22-03:00,2130.0,61268.0
