date,APR Ejemplo Campesino >> Pozo y Estanque >> Volumen Pozo(5123)
2020-12-01 17:49:26-03:00,470686.0
2020-12-01 17:51:05-03:00,470686.0
2020-12-01 17:54:26-03:00,470686.0
2020-12-01 17:56:05-03:00,470687.0
2020-12-01 17:59:27-03:00,470687.0
2020-12-01 18:01:05-03:00,470687.0
2020-12-01 18:04:27-03:00,470688.0
2020-12-01 18:06:05-03:00,470688.0
2020-12-01 18:09:27-03:00,470688.0
2020-12-01 18:11:06-03:00,470688.0
2020-12-01 18:14:28-03:00,470689.0
2020-12-01 18:16:06-03:00,470689.0
2020-12-01 18:19:28-03:00,470689.0
2020-12-01 18:21:06-03:00,470689.0
2020-12-01 18:24:28-03:00,470690.0
2020-12-01 18:26:07-03:00,470690.0
2020-12-01 18:29:29-03:00,470690.0
2020-12-01 18:31:07-03:00,470691.0
2020-12-01 18:34:29-03:00,470691.0
2020-12-01 18:36:07-03:00,470691.0
2020-12-01 18:39:29-03:00,470691.0
2020-12-01 18:41:08-03:00,470692.0
2020-12-01 18:44:29-03:00,470692.0
2020-12-01 18:46:08-03:00,470692.0
2020-12-01 18:49:30-03:00,470693.0
2020-12-01 18:51:08-03:00,470693.0
2020-12-01 18:54:30-03:00,470693.0
2020-12-01 18:56:09-03:00,470693.0
2020-12-01 18:59:30-03:00,470693.0
2020-12-01 19:01:09-03:00,470693.0
2020-12-01 19:04:31-03:00,470693.0
2020-12-01 19:06:09-03:00,470693.0
2020-12-01 19:09:31-03:00,470693.0
2020-12-01 19:11:09-03:00,470693.0
2020-12-01 19:14:31-03:00,470693.0
2020-12-01 19:16:10-03:00,470693.0
2020-12-01 19:19:32-03:00,470693.0
2020-12-01 19:21:10-03:00,470693.0
2020-12-01 19:24:32-03:00,470693.0
2020-12-01 19:26:10-03:00,470693.0
2020-12-01 19:29:32-03:00,470693.0
2020-12-01 19:31:11-03:00,470693.0
2020-12-01 19:34:33-03:00,470693.0
2020-12-01 19:36:11-03:00,470693.0
2020-12-01 19:39:33-03:00,470693.0
2020-12-01 19:41:11-03:00,470693.0
2020-12-01 19:44:33-03:00,470693.0
2020-12-01 19:46:12-03:00,470693.0
2020-12-01 19:49:33-03:00,470693.0
2020-12-01 19:51:12-03:00,470693.0
2020-12-01 19:54:34-03:00,470693.0
2020-12-01 19:56:12-03:00,470693.0
2020-12-01 19:59:34-03:00,470693.0
2020-12-01 20:01:13-03:00,470693.0
2020-12-01 20:04:34-03:00,470693.0
2020-12-01 20:06:13-03:00,470693.0
2020-12-01 20:09:35-03:00,470693.0
2020-12-01 20:11:13-03:00,470693.0
2020-12-01 20:14:35-03:00,470693.0
2020-12-01 20:16:13-03:00,470693.0
2020-12-01 20:19:35-03:00,470694.0
2020-12-01 20:21:14-03:00,470694.0
2020-12-01 20:24:36-03:00,470694.0
2020-12-01 20:26:14-03:00,470694.0
2020-12-01 20:29:36-03:00,470695.0
2020-12-01 20:31:14-03:00,470695.0
2020-12-01 20:34:36-03:00,470695.0
2020-12-01 20:36:15-03:00,470695.0
2020-12-01 20:39:37-03:00,470696.0
2020-12-01 20:41:15-03:00,470696.0
2020-12-01 20:44:37-03:00,470696.0
2020-12-01 20:46:15-03:00,470696.0
2020-12-01 20:49:37-03:00,470697.0
2020-12-01 20:51:16-03:00,470697.0
2020-12-01 20:54:37-03:00,470697.0
2020-12-01 20:56:16-03:00,470698.0
2020-12-01 20:59:38-03:00,470698.0
2020-12-01 21:01:16-03:00,470698.0
2020-12-01 21:04:38-03:00,470699.0
2020-12-01 21:06:17-03:00,470699.0
2020-12-01 21:09:38-03:00,470699.0
2020-12-01 21:11:17-03:00,470699.0
2020-12-01 21:14:39-03:00,470700.0
2020-12-01 21:16:17-03:00,470700.0
2020-12-01 21:19:39-03:00,470700.0
2020-12-01 21:21:17-03:00,470700.0
2020-12-01 21:24:39-03:00,470701.0
2020-12-01 21:26:18-03:00,470701.0
2020-12-01 21:29:40-03:00,470701.0
2020-12-01 21:31:18-03:00,470701.0
2020-12-01 21:34:40-03:00,470702.0
2020-12-01 21:36:18-03:00,470702.0
2020-12-01 21:39:40-03:00,470702.0
2020-12-01 21:41:19-03:00,470703.0
2020-12-01 21:44:41-03:00,470703.0
2020-12-01 21:46:19-03:00,470703.0
2020-12-01 21:49:41-03:00,470703.0
2020-12-01 21:51:19-03:00,470704.0
2020-12-01 21:54:41-03:00,470704.0
2020-12-01 21:56:20-03:00,470704.0
2020-12-01 21:59:41-03:00,470705.0
2020-12-01 22:01:20-03:00,470705.0
2020-12-01 22:04:42-03:00,470705.0
2020-12-01 22:06:20-03:00,470705.0
2020-12-01 22:09:42-03:00,470706.0
2020-12-01 22:11:20-03:00,470706.0
2020-12-01 22:14:42-03:00,470706.0
2020-12-01 22:16:21-03:00,470706.0
2020-12-01 22:19:43-03:00,470707.0
2020-12-01 22:21:21-03:00,470707.0
2020-12-01 22:24:43-03:00,470707.0
2020-12-01 22:26:21-03:00,470708.0
2020-12-01 22:29:43-03:00,470708.0
2020-12-01 22:31:22-03:00,470708.0
2020-12-01 22:34:44-03:00,470709.0
2020-12-01 22:36:22-03:00,470709.0
2020-12-01 22:39:44-03:00,470709.0
2020-12-01 22:41:22-03:00,470709.0
2020-12-01 22:44:44-03:00,470709.0
2020-12-01 22:46:23-03:00,470709.0
2020-12-01 22:49:45-03:00,470709.0
2020-12-01 22:51:23-03:00,470709.0
2020-12-01 22:54:45-03:00,470709.0
2020-12-01 22:56:23-03:00,470709.0
2020-12-01 22:59:45-03:00,470709.0
2020-12-01 23:01:24-03:00,470709.0
2020-12-01 23:04:45-03:00,470709.0
2020-12-01 23:06:24-03:00,470709.0
2020-12-01 23:09:46-03:00,470709.0
2020-12-01 23:11:24-03:00,470709.0
2020-12-01 23:14:46-03:00,470709.0
