date,APR El Higueral >> Estanque Grande y Captación Superficial >> Caudal Captación Superficial(23187)
2020-12-01 01:34:32-03:00,0.0
2020-12-01 01:39:33-03:00,0.0
2020-12-01 01:44:33-03:00,0.0
2020-12-01 01:49:33-03:00,0.0
2020-12-01 01:54:34-03:00,0.0
2020-12-01 01:59:34-03:00,0.0
2020-12-01 02:04:34-03:00,0.0
2020-12-01 02:09:35-03:00,0.0
2020-12-01 02:14:35-03:00,0.0
2020-12-01 02:19:35-03:00,0.0
2020-12-01 02:24:35-03:00,0.0
2020-12-01 02:29:36-03:00,0.0
2020-12-01 02:34:36-03:00,0.0
2020-12-01 02:39:36-03:00,0.0
2020-12-01 02:44:37-03:00,0.0
2020-12-01 02:49:37-03:00,0.0
2020-12-01 02:54:37-03:00,0.0
2020-12-01 02:59:38-03:00,0.0
2020-12-01 03:04:38-03:00,0.0
2020-12-01 03:09:38-03:00,0.0
2020-12-01 03:14:39-03:00,0.0
2020-12-01 03:19:39-03:00,0.0
2020-12-01 03:24:39-03:00,0.0
2020-12-01 03:29:39-03:00,0.0
2020-12-01 03:34:34-03:00,0.0
2020-12-01 03:39:34-03:00,0.0
2020-12-01 03:44:34-03:00,0.0
2020-12-01 03:49:35-03:00,0.0
2020-12-01 03:54:35-03:00,0.0
2020-12-01 03:59:35-03:00,0.0
2020-12-01 04:04:36-03:00,0.0
2020-12-01 04:09:36-03:00,0.0
2020-12-01 04:14:37-03:00,0.0
2020-12-01 04:19:37-03:00,0.0
2020-12-01 04:24:37-03:00,0.0
2020-12-01 04:29:37-03:00,0.0
2020-12-01 04:34:38-03:00,0.0
2020-12-01 04:39:38-03:00,0.0
2020-12-01 04:44:38-03:00,0.0
2020-12-01 04:49:39-03:00,0.0
2020-12-01 04:54:39-03:00,0.0
2020-12-01 04:59:39-03:00,0.0
2020-12-01 05:04:40-03:00,0.0
2020-12-01 05:09:40-03:00,0.0
2020-12-01 05:14:40-03:00,0.0
2020-12-01 05:19:41-03:00,0.0
2020-12-01 05:24:41-03:00,0.0
2020-12-01 05:29:47-03:00,0.0
2020-12-01 05:34:42-03:00,0.0
2020-12-01 05:39:48-03:00,0.0
2020-12-01 05:44:42-03:00,0.0
2020-12-01 05:49:49-03:00,0.0
2020-12-01 05:54:43-03:00,0.0
2020-12-01 05:59:49-03:00,0.0
2020-12-01 06:04:43-03:00,0.0
2020-12-01 06:09:50-03:00,0.0
2020-12-01 06:14:50-03:00,0.0
2020-12-01 06:19:50-03:00,0.0
2020-12-01 06:24:51-03:00,0.0
2020-12-01 06:29:51-03:00,0.0
2020-12-01 06:34:51-03:00,0.0
2020-12-01 06:39:52-03:00,0.0
2020-12-01 06:44:52-03:00,0.0
2020-12-01 06:49:52-03:00,0.0
2020-12-01 06:54:53-03:00,0.0
2020-12-01 06:59:53-03:00,0.0
2020-12-01 07:04:53-03:00,0.0
2020-12-01 07:09:54-03:00,0.0
2020-12-01 07:14:54-03:00,0.0
2020-12-01 07:19:54-03:00,0.0
2020-12-01 07:24:54-03:00,0.0
2020-12-01 07:29:55-03:00,0.0
2020-12-01 07:34:55-03:00,0.0
2020-12-01 07:39:55-03:00,0.0
2020-12-01 07:44:56-03:00,0.0
2020-12-01 07:49:56-03:00,0.0
2020-12-01 07:54:56-03:00,0.0
2020-12-01 07:59:57-03:00,0.0
2020-12-01 08:04:57-03:00,0.0
2020-12-01 08:09:57-03:00,0.0
2020-12-01 08:14:58-03:00,0.0
2020-12-01 08:19:58-03:00,0.0
2020-12-01 08:24:58-03:00,0.0
2020-12-01 08:29:59-03:00,0.0
2020-12-01 08:34:59-03:00,0.0
2020-12-01 08:39:59-03:00,0.0
2020-12-01 08:44:54-03:00,0.0
2020-12-01 08:49:54-03:00,0.0
2020-12-01 08:54:54-03:00,0.0
2020-12-01 08:59:54-03:00,0.0
2020-12-01 09:04:55-03:00,0.0
2020-12-01 09:09:55-03:00,0.0
2020-12-01 09:14:55-03:00,0.0
2020-12-01 09:19:56-03:00,0.0
2020-12-01 09:24:56-03:00,0.0
2020-12-01 09:29:56-03:00,0.0
2020-12-01 09:34:57-03:00,0.0
2020-12-01 09:39:57-03:00,0.0
2020-12-01 09:44:57-03:00,0.0
2020-12-01 09:49:58-03:00,0.0
2020-12-01 09:54:58-03:00,0.0
2020-12-01 09:59:58-03:00,0.0
2020-12-01 10:04:59-03:00,0.0
2020-12-01 10:09:59-03:00,0.0
2020-12-01 10:14:59-03:00,0.0
2020-12-01 10:20:00-03:00,0.0
2020-12-01 10:25:00-03:00,0.0
2020-12-01 10:30:00-03:00,0.0
2020-12-01 10:35:01-03:00,0.0
2020-12-01 10:40:07-03:00,0.0
2020-12-01 10:45:01-03:00,0.0
2020-12-01 10:50:08-03:00,0.0
2020-12-01 10:55:02-03:00,0.0
2020-12-01 11:00:08-03:00,0.0
2020-12-01 11:05:02-03:00,0.0
2020-12-01 11:10:09-03:00,0.0
2020-12-01 11:15:03-03:00,0.0
2020-12-01 11:20:09-03:00,0.0
2020-12-01 11:25:10-03:00,0.0
2020-12-01 11:30:10-03:00,0.0
2020-12-01 11:35:10-03:00,0.0
2020-12-01 11:40:11-03:00,0.0
2020-12-01 11:45:11-03:00,0.0
2020-12-01 11:50:11-03:00,0.0
2020-12-01 11:55:12-03:00,0.0
2020-12-01 12:00:12-03:00,0.0
2020-12-01 12:05:12-03:00,0.0
2020-12-01 12:10:13-03:00,0.0
2020-12-01 12:15:13-03:00,0.0
2020-12-01 12:20:13-03:00,0.0
2020-12-01 12:25:13-03:00,0.0
2020-12-01 12:30:14-03:00,0.0
2020-12-01 12:35:14-03:00,0.0
2020-12-01 12:40:14-03:00,0.0
2020-12-01 12:45:15-03:00,0.0
2020-12-01 12:50:15-03:00,0.0
2020-12-01 12:55:15-03:00,0.0
2020-12-01 13:00:16-03:00,0.0
2020-12-01 13:05:16-03:00,0.0
2020-12-01 13:10:16-03:00,0.0
2020-12-01 13:15:17-03:00,0.0
2020-12-01 13:20:17-03:00,0.0
2020-12-01 13:25:17-03:00,0.0
2020-12-01 13:30:18-03:00,0.0
2020-12-01 13:35:18-03:00,0.0
2020-12-01 13:40:18-03:00,0.0
2020-12-01 13:45:18-03:00,0.0
2020-12-01 13:50:19-03:00,0.0
2020-12-01 13:55:13-03:00,0.0
2020-12-01 14:00:13-03:00,0.0
2020-12-01 14:05:14-03:00,0.0
2020-12-01 14:10:14-03:00,0.0
2020-12-01 14:15:14-03:00,0.0
2020-12-01 14:20:15-03:00,0.0
2020-12-01 14:25:15-03:00,0.0
2020-12-01 14:30:15-03:00,0.0
2020-12-01 14:35:16-03:00,0.0
2020-12-01 14:40:16-03:00,0.0
2020-12-01 14:45:16-03:00,0.0
2020-12-01 14:50:17-03:00,0.0
2020-12-01 14:55:17-03:00,0.0
2020-12-01 15:00:17-03:00,0.0
2020-12-01 15:05:18-03:00,0.0
2020-12-01 15:10:18-03:00,0.0
2020-12-01 15:15:18-03:00,0.0
2020-12-01 15:20:18-03:00,0.0
2020-12-01 15:25:19-03:00,0.0
2020-12-01 15:30:19-03:00,0.0
2020-12-01 15:35:19-03:00,0.0
2020-12-01 15:40:20-03:00,0.0
2020-12-01 15:45:26-03:00,0.0
2020-12-01 15:50:20-03:00,0.0
2020-12-01 15:55:27-03:00,0.0
2020-12-01 16:00:21-03:00,0.0
2020-12-01 16:05:28-03:00,0.0
2020-12-01 16:10:22-03:00,0.0
2020-12-01 16:15:28-03:00,0.0
2020-12-01 16:20:23-03:00,0.0
2020-12-01 16:25:29-03:00,0.0
2020-12-01 16:30:29-03:00,0.0
2020-12-01 16:35:30-03:00,0.0
2020-12-01 16:40:30-03:00,0.0
2020-12-01 16:45:30-03:00,0.0
2020-12-01 16:50:30-03:00,0.0
2020-12-01 16:55:31-03:00,0.0
2020-12-01 17:00:31-03:00,0.0
2020-12-01 17:05:31-03:00,0.0
2020-12-01 17:10:32-03:00,0.0
2020-12-01 17:15:32-03:00,0.0
2020-12-01 17:20:32-03:00,0.0
2020-12-01 17:25:33-03:00,0.0
2020-12-01 17:30:33-03:00,0.0
2020-12-01 17:35:33-03:00,0.0
2020-12-01 17:40:34-03:00,0.0
2020-12-01 17:45:34-03:00,0.0
2020-12-01 17:50:34-03:00,0.0
2020-12-01 17:55:34-03:00,0.0
2020-12-01 18:00:35-03:00,0.0
2020-12-01 18:05:35-03:00,0.0
2020-12-01 18:10:36-03:00,0.0
2020-12-01 18:15:36-03:00,0.0
2020-12-01 18:20:36-03:00,0.0
2020-12-01 18:25:37-03:00,0.0
2020-12-01 18:30:37-03:00,0.0
2020-12-01 18:35:37-03:00,0.0
2020-12-01 18:40:37-03:00,0.0
2020-12-01 18:45:38-03:00,0.0
2020-12-01 18:50:38-03:00,0.0
2020-12-01 18:55:38-03:00,0.0
2020-12-01 19:00:39-03:00,0.0
2020-12-01 19:05:33-03:00,0.0
2020-12-01 19:10:33-03:00,0.0
2020-12-01 19:15:34-03:00,0.0
2020-12-01 19:20:34-03:00,0.0
2020-12-01 19:25:34-03:00,0.0
2020-12-01 19:30:35-03:00,0.0
2020-12-01 19:35:35-03:00,0.0
2020-12-01 19:40:35-03:00,0.0
2020-12-01 19:45:36-03:00,0.0
2020-12-01 19:50:36-03:00,0.0
2020-12-01 19:55:36-03:00,0.0
2020-12-01 20:00:36-03:00,0.0
2020-12-01 20:05:37-03:00,0.0
2020-12-01 20:10:37-03:00,0.0
2020-12-01 20:15:37-03:00,0.0
2020-12-01 20:20:38-03:00,0.0
2020-12-01 20:25:38-03:00,0.0
2020-12-01 20:30:38-03:00,0.0
2020-12-01 20:35:39-03:00,0.0
2020-12-01 20:40:39-03:00,0.0
2020-12-01 20:45:39-03:00,0.0
2020-12-01 20:50:40-03:00,0.0
2020-12-01 20:55:46-03:00,0.0
2020-12-01 21:00:40-03:00,0.0
2020-12-01 21:05:47-03:00,0.0
2020-12-01 21:10:41-03:00,0.0
2020-12-01 21:15:47-03:00,0.0
2020-12-01 21:20:42-03:00,0.0
2020-12-01 21:25:48-03:00,0.0
2020-12-01 21:30:42-03:00,0.0
2020-12-01 21:35:48-03:00,0.0
2020-12-01 21:40:49-03:00,0.0
2020-12-01 21:45:49-03:00,0.0
2020-12-01 21:50:49-03:00,0.0
2020-12-01 21:55:50-03:00,0.0
2020-12-01 22:00:50-03:00,0.0
2020-12-01 22:05:51-03:00,0.0
2020-12-01 22:10:51-03:00,0.0
2020-12-01 22:15:51-03:00,0.0
2020-12-01 22:20:52-03:00,0.0
2020-12-01 22:25:52-03:00,0.0
2020-12-01 22:30:52-03:00,0.0
2020-12-01 22:35:53-03:00,0.0
2020-12-01 22:40:53-03:00,0.0
2020-12-01 22:45:53-03:00,0.0
2020-12-01 22:50:53-03:00,0.0
2020-12-01 22:55:54-03:00,0.0
2020-12-01 23:00:54-03:00,0.0
2020-12-01 23:05:54-03:00,0.0
2020-12-01 23:10:55-03:00,0.0
2020-12-01 23:15:55-03:00,0.0
2020-12-01 23:20:55-03:00,0.0
2020-12-01 23:25:56-03:00,0.0
2020-12-01 23:30:56-03:00,0.0
2020-12-01 23:35:56-03:00,0.0
2020-12-01 23:40:57-03:00,0.0
2020-12-01 23:45:57-03:00,0.0
2020-12-01 23:50:57-03:00,0.0
2020-12-01 23:55:58-03:00,0.0
2020-12-02 00:00:58-03:00,0.0
2020-12-02 00:05:58-03:00,0.0
2020-12-02 00:10:59-03:00,0.0
2020-12-02 00:15:53-03:00,0.0
2020-12-02 00:20:53-03:00,0.0
2020-12-02 00:25:54-03:00,0.0
2020-12-02 00:30:54-03:00,0.0
2020-12-02 00:35:54-03:00,0.0
2020-12-02 00:40:54-03:00,0.0
2020-12-02 00:45:55-03:00,0.0
2020-12-02 00:50:55-03:00,0.0
2020-12-02 00:55:55-03:00,0.0
2020-12-02 01:00:56-03:00,0.0
2020-12-02 01:05:56-03:00,0.0
2020-12-02 01:10:56-03:00,0.0
2020-12-02 01:15:57-03:00,0.0
2020-12-02 01:20:57-03:00,0.0
2020-12-02 01:25:57-03:00,0.0
2020-12-02 01:30:58-03:00,0.0
2020-12-02 01:35:58-03:00,0.0
2020-12-02 01:40:58-03:00,0.0
2020-12-02 01:45:59-03:00,0.0
2020-12-02 01:50:59-03:00,0.0
2020-12-02 01:55:59-03:00,0.0
2020-12-02 02:01:00-03:00,0.0
2020-12-02 02:06:06-03:00,0.0
2020-12-02 02:11:00-03:00,0.0
2020-12-02 02:16:07-03:00,0.0
2020-12-02 02:21:01-03:00,0.0
2020-12-02 02:26:07-03:00,0.0
2020-12-02 02:31:01-03:00,0.0
2020-12-02 02:36:08-03:00,0.0
2020-12-02 02:41:02-03:00,0.0
2020-12-02 02:46:08-03:00,0.0
2020-12-02 02:51:09-03:00,0.0
2020-12-02 02:56:09-03:00,0.0
2020-12-02 03:01:09-03:00,0.0
2020-12-02 03:06:10-03:00,0.0
2020-12-02 03:11:10-03:00,0.0
2020-12-02 03:16:10-03:00,0.0
2020-12-02 03:21:11-03:00,0.0
2020-12-02 03:26:11-03:00,0.0
2020-12-02 03:31:11-03:00,0.0
2020-12-02 03:36:11-03:00,0.0
2020-12-02 03:41:12-03:00,0.0
2020-12-02 03:46:12-03:00,0.0
2020-12-02 03:51:12-03:00,0.0
2020-12-02 03:56:13-03:00,0.0
2020-12-02 04:01:13-03:00,0.0
2020-12-02 04:06:14-03:00,0.0
2020-12-02 04:11:14-03:00,0.0
2020-12-02 04:16:14-03:00,0.0
2020-12-02 04:21:15-03:00,0.0
2020-12-02 04:26:15-03:00,0.0
2020-12-02 04:31:15-03:00,0.0
2020-12-02 04:36:16-03:00,0.0
2020-12-02 04:41:16-03:00,0.0
2020-12-02 04:46:16-03:00,0.0
2020-12-02 04:51:17-03:00,0.0
2020-12-02 04:56:17-03:00,0.0
2020-12-02 05:01:17-03:00,0.0
2020-12-02 05:06:17-03:00,0.0
2020-12-02 05:11:18-03:00,0.0
2020-12-02 05:16:18-03:00,0.0
2020-12-02 05:21:18-03:00,0.0
2020-12-02 05:26:13-03:00,0.0
2020-12-02 05:31:13-03:00,0.0
2020-12-02 05:36:13-03:00,0.0
2020-12-02 05:41:14-03:00,0.0
2020-12-02 05:46:14-03:00,0.0
2020-12-02 05:51:14-03:00,0.0
2020-12-02 05:56:15-03:00,0.0
2020-12-02 06:01:15-03:00,0.0
2020-12-02 06:06:15-03:00,0.0
2020-12-02 06:11:15-03:00,0.0
2020-12-02 06:16:16-03:00,0.0
2020-12-02 06:21:16-03:00,0.0
2020-12-02 06:26:16-03:00,0.0
2020-12-02 06:31:17-03:00,0.0
2020-12-02 06:36:17-03:00,0.0
2020-12-02 06:41:17-03:00,0.0
2020-12-02 06:46:18-03:00,0.0
2020-12-02 06:51:18-03:00,0.0
2020-12-02 06:56:18-03:00,0.0
2020-12-02 07:01:19-03:00,0.0
2020-12-02 07:06:19-03:00,0.0
2020-12-02 07:11:25-03:00,0.0
2020-12-02 07:16:25-03:00,0.0
2020-12-02 07:21:26-03:00,0.0
2020-12-02 07:26:26-03:00,0.0
2020-12-02 07:31:27-03:00,0.0
2020-12-02 07:36:27-03:00,0.0
2020-12-02 07:41:27-03:00,0.0
2020-12-02 07:46:27-03:00,0.0
2020-12-02 07:51:28-03:00,0.0
2020-12-02 07:56:28-03:00,0.0
2020-12-02 08:01:28-03:00,0.0
2020-12-02 08:06:29-03:00,0.0
2020-12-02 08:11:29-03:00,0.0
2020-12-02 08:16:30-03:00,0.0
2020-12-02 08:21:30-03:00,0.0
2020-12-02 08:26:30-03:00,0.0
2020-12-02 08:31:31-03:00,0.0
2020-12-02 08:36:31-03:00,0.0
2020-12-02 08:41:31-03:00,0.0
2020-12-02 08:46:31-03:00,0.0
2020-12-02 08:51:32-03:00,0.0
2020-12-02 08:56:26-03:00,0.0
2020-12-02 09:01:26-03:00,0.0
2020-12-02 09:06:27-03:00,0.0
2020-12-02 09:11:27-03:00,0.0
2020-12-02 09:16:27-03:00,0.0
2020-12-02 09:21:28-03:00,0.0
2020-12-02 09:26:28-03:00,0.0
2020-12-02 09:31:28-03:00,0.0
2020-12-02 09:36:29-03:00,0.0
2020-12-02 09:41:29-03:00,0.0
2020-12-02 09:46:29-03:00,0.0
2020-12-02 09:51:30-03:00,0.0
2020-12-02 09:56:30-03:00,0.0
2020-12-02 10:01:30-03:00,0.0
2020-12-02 10:06:31-03:00,0.0
2020-12-02 10:11:31-03:00,0.0
2020-12-02 10:16:31-03:00,0.0
2020-12-02 10:21:32-03:00,0.0
2020-12-02 10:26:32-03:00,0.0
2020-12-02 10:31:32-03:00,0.0
2020-12-02 10:36:33-03:00,0.0
2020-12-02 10:41:33-03:00,0.0
2020-12-02 10:46:33-03:00,0.0
2020-12-02 10:51:39-03:00,0.0
2020-12-02 10:56:34-03:00,0.0
2020-12-02 11:01:40-03:00,0.0
2020-12-02 11:06:34-03:00,0.0
2020-12-02 11:11:41-03:00,0.0
2020-12-02 11:16:35-03:00,0.0
2020-12-02 11:21:41-03:00,0.0
2020-12-02 11:26:36-03:00,0.0
2020-12-02 11:31:42-03:00,0.0
2020-12-02 11:36:42-03:00,0.0
2020-12-02 11:41:43-03:00,0.0
2020-12-02 11:46:43-03:00,0.0
2020-12-02 11:51:43-03:00,0.0
2020-12-02 11:56:43-03:00,0.0
2020-12-02 12:01:44-03:00,0.0
2020-12-02 12:06:44-03:00,0.0
2020-12-02 12:11:44-03:00,0.0
2020-12-02 12:16:45-03:00,0.0
2020-12-02 12:21:45-03:00,0.0
2020-12-02 12:26:45-03:00,0.0
2020-12-02 12:31:46-03:00,0.0
2020-12-02 12:36:46-03:00,0.0
2020-12-02 12:41:46-03:00,0.0
2020-12-02 12:46:47-03:00,0.0
2020-12-02 12:51:47-03:00,0.0
2020-12-02 12:56:47-03:00,0.0
2020-12-02 13:01:48-03:00,0.0
2020-12-02 13:06:48-03:00,0.0
2020-12-02 13:11:48-03:00,0.0
2020-12-02 13:16:48-03:00,0.0
2020-12-02 13:21:49-03:00,0.0
2020-12-02 13:26:49-03:00,0.0
2020-12-02 13:31:49-03:00,0.0
2020-12-02 13:36:50-03:00,0.0
2020-12-02 13:41:50-03:00,0.0
2020-12-02 13:46:50-03:00,0.0
2020-12-02 13:51:51-03:00,0.0
2020-12-02 13:56:51-03:00,0.0
2020-12-02 14:01:51-03:00,0.0
2020-12-02 14:06:46-03:00,0.0
2020-12-02 14:11:46-03:00,0.0
2020-12-02 14:16:46-03:00,0.0
2020-12-02 14:21:47-03:00,0.0
2020-12-02 14:26:47-03:00,0.0
2020-12-02 14:31:47-03:00,0.0
2020-12-02 14:36:48-03:00,0.0
2020-12-02 14:41:48-03:00,0.0
2020-12-02 14:46:48-03:00,0.0
2020-12-02 14:51:49-03:00,0.0
2020-12-02 14:56:49-03:00,0.0
2020-12-02 15:01:49-03:00,0.0
2020-12-02 15:06:49-03:00,0.0
2020-12-02 15:11:50-03:00,0.0
2020-12-02 15:16:50-03:00,0.0
2020-12-02 15:21:50-03:00,0.0
2020-12-02 15:26:51-03:00,0.0
2020-12-02 15:31:51-03:00,0.0
2020-12-02 15:36:51-03:00,0.0
2020-12-02 15:41:52-03:00,0.0
2020-12-02 15:46:52-03:00,0.0
2020-12-02 15:51:52-03:00,0.0
2020-12-02 15:56:59-03:00,0.0
2020-12-02 16:01:53-03:00,0.0
2020-12-02 16:07:00-03:00,0.0
2020-12-02 16:11:54-03:00,0.0
2020-12-02 16:17:00-03:00,0.0
2020-12-02 16:21:54-03:00,0.0
2020-12-02 16:27:01-03:00,0.0
2020-12-02 16:31:55-03:00,0.0
2020-12-02 16:37:01-03:00,0.0
2020-12-02 16:42:02-03:00,0.0
2020-12-02 16:47:02-03:00,0.0
2020-12-02 16:52:02-03:00,0.0
2020-12-02 16:57:03-03:00,0.0
2020-12-02 17:02:03-03:00,0.0
2020-12-02 17:07:03-03:00,0.0
2020-12-02 17:12:04-03:00,0.0
2020-12-02 17:17:04-03:00,0.0
2020-12-02 17:22:04-03:00,0.0
2020-12-02 17:27:04-03:00,0.0
2020-12-02 17:32:05-03:00,0.0
2020-12-02 17:37:05-03:00,0.0
2020-12-02 17:42:05-03:00,0.0
2020-12-02 18:29:26-03:00,0.0
2020-12-02 18:34:33-03:00,0.0
2020-12-02 18:39:33-03:00,0.0
2020-12-02 18:44:34-03:00,0.0
2020-12-02 18:49:34-03:00,0.0
2020-12-02 18:54:34-03:00,0.0
2020-12-02 18:59:34-03:00,0.0
2020-12-02 19:04:35-03:00,0.0
2020-12-02 19:09:35-03:00,0.0
2020-12-02 19:14:35-03:00,0.0
2020-12-02 19:19:36-03:00,0.0
2020-12-02 19:24:36-03:00,0.0
2020-12-02 19:29:36-03:00,0.0
2020-12-02 19:34:37-03:00,0.0
2020-12-02 19:39:37-03:00,0.0
2020-12-02 19:44:37-03:00,0.0
2020-12-02 19:49:38-03:00,0.0
2020-12-02 19:54:38-03:00,0.0
2020-12-02 19:59:38-03:00,0.0
2020-12-02 20:04:39-03:00,0.0
2020-12-02 20:09:39-03:00,0.0
2020-12-02 20:14:39-03:00,0.0
2020-12-02 20:19:39-03:00,0.0
2020-12-02 20:24:40-03:00,0.0
2020-12-02 20:29:40-03:00,0.0
2020-12-02 20:34:40-03:00,0.0
2020-12-02 20:39:41-03:00,0.0
2020-12-02 20:44:41-03:00,0.0
2020-12-02 20:49:41-03:00,0.0
2020-12-02 20:54:42-03:00,0.0
2020-12-02 20:59:42-03:00,0.0
2020-12-02 21:04:36-03:00,0.0
2020-12-02 21:09:37-03:00,0.0
2020-12-02 21:14:37-03:00,0.0
2020-12-02 21:19:37-03:00,0.0
2020-12-02 21:24:37-03:00,0.0
2020-12-02 21:29:38-03:00,0.0
2020-12-02 21:34:38-03:00,0.0
2020-12-02 21:39:39-03:00,0.0
2020-12-02 21:44:39-03:00,0.0
2020-12-02 21:49:39-03:00,0.0
2020-12-02 21:54:40-03:00,0.0
2020-12-02 21:59:40-03:00,0.0
2020-12-02 22:04:40-03:00,0.0
2020-12-02 22:09:41-03:00,0.0
2020-12-02 22:14:41-03:00,0.0
2020-12-02 22:19:41-03:00,0.0
2020-12-02 22:24:42-03:00,0.0
2020-12-02 22:29:42-03:00,0.0
2020-12-02 22:34:42-03:00,0.0
2020-12-02 22:39:43-03:00,0.0
2020-12-02 22:44:43-03:00,0.0
2020-12-02 22:49:43-03:00,0.0
2020-12-02 22:54:44-03:00,0.0
2020-12-02 22:59:44-03:00,0.0
2020-12-02 23:04:50-03:00,0.0
2020-12-02 23:09:44-03:00,0.0
2020-12-02 23:14:51-03:00,0.0
2020-12-02 23:19:45-03:00,0.0
2020-12-02 23:24:51-03:00,0.0
2020-12-02 23:29:46-03:00,0.0
2020-12-02 23:34:52-03:00,0.0
2020-12-02 23:39:47-03:00,0.0
2020-12-02 23:44:53-03:00,0.0
2020-12-02 23:49:53-03:00,0.0
2020-12-02 23:54:54-03:00,0.0
2020-12-02 23:59:54-03:00,0.0
2020-12-03 00:04:54-03:00,0.0
2020-12-03 00:09:55-03:00,0.0
2020-12-03 00:14:55-03:00,0.0
2020-12-03 00:19:55-03:00,0.0
2020-12-03 00:24:55-03:00,0.0
2020-12-03 00:29:56-03:00,0.0
2020-12-03 00:34:56-03:00,0.0
2020-12-03 00:39:56-03:00,0.0
2020-12-03 00:44:57-03:00,0.0
2020-12-03 00:49:57-03:00,0.0
2020-12-03 00:54:57-03:00,0.0
2020-12-03 00:59:58-03:00,0.0
2020-12-03 01:04:58-03:00,0.0
2020-12-03 01:09:58-03:00,0.0
2020-12-03 01:14:59-03:00,0.0
2020-12-03 01:19:59-03:00,0.0
2020-12-03 01:24:59-03:00,0.0
2020-12-03 01:29:59-03:00,0.0
2020-12-03 01:35:00-03:00,0.0
2020-12-03 01:40:00-03:00,0.0
2020-12-03 01:45:00-03:00,0.0
2020-12-03 01:50:01-03:00,0.0
2020-12-03 01:55:01-03:00,0.0
2020-12-03 02:00:01-03:00,0.0
2020-12-03 02:05:02-03:00,0.0
2020-12-03 02:10:02-03:00,0.0
2020-12-03 02:15:02-03:00,0.0
2020-12-03 02:19:57-03:00,0.0
2020-12-03 02:24:57-03:00,0.0
2020-12-03 02:29:57-03:00,0.0
2020-12-03 02:34:58-03:00,0.0
2020-12-03 02:39:58-03:00,0.0
2020-12-03 02:44:58-03:00,0.0
2020-12-03 02:49:58-03:00,0.0
2020-12-03 02:54:59-03:00,0.0
2020-12-03 02:59:59-03:00,0.0
2020-12-03 03:04:59-03:00,0.0
2020-12-03 03:10:00-03:00,0.0
2020-12-03 03:15:00-03:00,0.0
2020-12-03 03:20:00-03:00,0.0
2020-12-03 03:25:01-03:00,0.0
2020-12-03 03:30:01-03:00,0.0
2020-12-03 03:35:02-03:00,0.0
2020-12-03 03:40:02-03:00,0.0
2020-12-03 03:45:02-03:00,0.0
2020-12-03 03:50:03-03:00,0.0
2020-12-03 03:55:03-03:00,0.0
2020-12-03 04:00:03-03:00,0.0
2020-12-03 04:05:04-03:00,0.0
2020-12-03 04:10:04-03:00,0.0
2020-12-03 04:15:10-03:00,0.0
2020-12-03 04:20:05-03:00,0.0
2020-12-03 04:25:11-03:00,0.0
2020-12-03 04:30:05-03:00,0.0
2020-12-03 04:35:12-03:00,0.0
2020-12-03 04:40:06-03:00,0.0
2020-12-03 04:45:12-03:00,0.0
2020-12-03 04:50:06-03:00,0.0
2020-12-03 04:55:13-03:00,0.0
